"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-01-01,104,4,8,0,55,35,1130,108,8,4,0,8
2023-01-02,137,6,9,0,59,39,1216,143,9,10,0,17
2023-01-03,117,1,5,0,59,38,1219,118,5,11,0,22
2023-01-04,99,2,9,0,59,38,1173,101,9,13,0,31
2023-01-05,98,2,13,0,63,40,1144,100,13,15,0,44
2023-01-06,92,3,12,1,68,42,1084,95,13,18,1,56
2023-01-07,74,1,2,0,54,38,1010,75,2,19,1,58
2023-01-08,84,5,8,0,58,40,1045,89,8,24,1,66
2023-01-09,112,3,4,0,55,39,1110,115,4,27,1,70
2023-01-10,83,1,5,0,49,35,1076,84,5,28,1,75
2023-01-11,76,1,4,0,49,33,1011,77,4,29,1,79
2023-01-12,82,3,6,0,46,32,986,85,6,32,1,85
2023-01-13,63,2,7,0,50,33,931,65,7,34,1,92
2023-01-14,50,1,4,0,49,33,866,51,4,35,1,96
2023-01-15,53,3,1,0,43,30,869,56,1,38,1,97
2023-01-16,81,4,5,0,45,31,913,85,5,42,1,102
2023-01-17,65,4,6,1,47,30,882,69,7,46,2,108
2023-01-18,61,2,3,0,42,29,857,63,3,48,2,111
2023-01-19,58,5,2,0,39,26,832,63,2,53,2,113
2023-01-20,52,2,4,0,36,24,793,54,4,55,2,117
2023-01-21,41,1,0,0,32,22,737,42,0,56,2,117
2023-01-22,37,2,1,0,28,21,747,39,1,58,2,118
2023-01-23,63,1,7,0,34,26,785,64,7,59,2,125
2023-01-24,39,2,3,0,33,25,733,41,3,61,2,128
2023-01-25,41,0,2,1,28,22,690,41,3,61,3,130
2023-01-26,46,4,2,0,22,17,692,50,2,65,3,132
2023-01-27,56,2,3,0,21,16,682,58,3,67,3,135
2023-01-28,28,1,2,0,22,18,632,29,2,68,3,137
2023-01-29,44,0,3,0,22,19,645,44,3,68,3,140
2023-01-30,75,1,3,0,24,20,701,76,3,69,3,143
2023-01-31,48,1,4,1,23,18,686,49,5,70,4,147
2023-02-01,61,5,1,0,23,18,693,66,1,75,4,148
2023-02-02,51,1,5,0,22,19,681,52,5,76,4,153
2023-02-03,55,0,4,0,22,19,677,55,4,76,4,157
2023-02-04,42,1,2,0,21,18,659,43,2,77,4,159
2023-02-05,46,0,2,0,20,17,681,46,2,77,4,161
2023-02-06,65,3,6,0,23,18,733,68,6,80,4,167
2023-02-07,61,0,4,0,21,15,731,61,4,80,4,171
2023-02-08,60,0,7,0,27,19,721,60,7,80,4,178
2023-02-09,75,1,4,0,29,21,744,76,4,81,4,182
2023-02-10,69,2,2,0,24,17,757,71,2,83,4,184
2023-02-11,66,1,3,0,22,14,747,67,3,84,4,187
2023-02-12,58,0,0,0,20,14,771,58,0,84,4,187
2023-02-13,99,2,3,0,18,15,844,101,3,86,4,190
2023-02-14,74,1,2,0,20,17,836,75,2,87,4,192
2023-02-15,76,0,9,0,26,21,836,76,9,87,4,201
2023-02-16,80,0,4,0,29,23,848,80,4,87,4,205
2023-02-17,93,2,1,0,27,21,866,95,1,89,4,206
2023-02-18,74,2,2,0,26,21,852,76,2,91,4,208
2023-02-19,75,2,9,1,31,23,888,77,10,93,5,217
2023-02-20,120,3,7,0,38,24,984,123,7,96,5,224
2023-02-21,95,2,8,0,40,26,983,97,8,98,5,232
2023-02-22,113,2,8,1,39,29,1006,115,9,100,6,240
2023-02-23,103,0,4,0,38,29,1034,103,4,100,6,244
2023-02-24,103,0,5,0,33,28,1051,103,5,100,6,249
2023-02-25,101,0,6,0,36,30,1049,101,6,100,6,255
2023-02-26,92,1,8,0,37,29,1094,93,8,101,6,263
2023-02-27,166,3,15,0,48,32,1219,169,15,104,6,278
2023-02-28,142,1,12,0,58,34,1256,143,12,105,6,290
2023-03-01,138,2,15,1,57,34,1248,140,16,107,7,305
2023-03-02,145,2,7,0,57,37,1268,147,7,109,7,312
2023-03-03,149,4,11,0,59,34,1279,153,11,113,7,323
2023-03-04,108,0,2,0,52,29,1250,108,2,113,7,325
2023-03-05,98,1,9,0,54,29,1275,99,9,114,7,334
2023-03-06,190,4,12,0,62,33,1419,194,12,118,7,346
2023-03-07,166,3,16,0,73,37,1417,169,16,121,7,362
2023-03-08,141,1,3,0,61,33,1403,142,3,122,7,365
2023-03-09,135,1,6,1,57,33,1366,136,7,123,8,371
2023-03-10,145,2,14,0,60,36,1367,147,14,125,8,385
2023-03-11,100,0,8,0,60,39,1296,100,8,125,8,393
2023-03-12,107,0,10,0,61,40,1339,107,10,125,8,403
2023-03-13,172,0,10,0,64,41,1455,172,10,125,8,413
2023-03-14,149,0,6,0,64,40,1435,149,6,125,8,419
2023-03-15,142,2,4,0,59,36,1425,144,4,127,8,423
2023-03-16,135,1,11,1,66,35,1393,136,12,128,9,434
2023-03-17,128,4,4,0,57,32,1371,132,4,132,9,438
2023-03-18,94,0,5,0,50,32,1310,94,5,132,9,443
2023-03-19,107,2,7,0,50,32,1349,109,7,134,9,450
2023-03-20,145,1,14,1,59,35,1431,146,15,135,10,464
2023-03-21,112,1,11,0,65,39,1380,113,11,136,10,475
2023-03-22,113,4,5,0,59,37,1354,117,5,140,10,480
2023-03-23,121,2,8,0,58,37,1307,123,8,142,10,488
2023-03-24,104,0,4,1,53,33,1257,104,5,142,11,492
2023-03-25,85,0,5,0,48,32,1193,85,5,142,11,497
2023-03-26,83,0,4,0,44,31,1210,83,4,142,11,501
2023-03-27,104,2,6,1,51,34,1274,106,7,144,12,507
2023-03-28,96,0,15,0,61,39,1220,96,15,144,12,522
2023-03-29,93,2,2,0,56,36,1180,95,2,146,12,524
2023-03-30,89,1,6,0,53,35,1150,90,6,147,12,530
2023-03-31,96,2,5,0,52,37,1130,98,5,149,12,535
