"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-04-01,60,0,3,0,50,35,1057,60,3,149,12,538
2023-04-02,54,0,5,0,51,36,1063,54,5,149,12,543
2023-04-03,78,1,7,0,54,36,1107,79,7,150,12,550
2023-04-04,64,2,2,0,45,30,1060,66,2,152,12,552
2023-04-05,71,1,2,0,39,27,1033,72,2,153,12,554
2023-04-06,72,2,8,0,43,30,1008,74,8,155,12,562
2023-04-07,68,1,4,0,41,26,1001,69,4,156,12,566
2023-04-08,55,1,2,0,41,27,937,56,2,157,12,568
2023-04-09,52,0,4,0,40,26,924,52,4,157,12,572
2023-04-10,51,1,5,0,41,28,933,52,5,158,12,577
2023-04-11,87,2,2,0,39,27,983,89,2,160,12,579
2023-04-12,69,1,2,0,39,26,965,70,2,161,12,581
2023-04-13,46,1,2,0,38,25,921,47,2,162,12,583
2023-04-14,48,1,4,0,37,27,868,49,4,163,12,587
2023-04-15,41,0,1,0,35,27,819,41,1,163,12,588
2023-04-16,28,0,3,0,35,26,810,28,3,163,12,591
2023-04-17,55,1,5,0,36,24,848,56,5,164,12,596
2023-04-18,60,1,2,0,36,24,836,61,2,165,12,598
2023-04-19,53,0,1,0,31,23,809,53,1,165,12,599
2023-04-20,49,0,1,0,31,23,803,49,1,165,12,600
2023-04-21,44,1,3,0,30,23,769,45,3,166,12,603
2023-04-22,46,0,1,0,29,22,742,46,1,166,12,604
2023-04-23,35,0,6,0,34,26,743,35,6,166,12,610
2023-04-24,42,3,2,0,34,27,772,45,2,169,12,612
2023-04-25,35,1,2,0,34,25,746,36,2,170,12,614
2023-04-26,33,0,3,0,33,24,710,33,3,170,12,617
2023-04-27,27,1,3,0,32,24,665,28,3,171,12,620
2023-04-28,39,0,3,0,33,24,681,39,3,171,12,623
2023-04-29,21,1,1,0,33,24,648,22,1,172,12,624
2023-04-30,27,1,1,0,32,22,657,28,1,173,12,625
2023-05-01,38,0,2,0,34,23,680,38,2,173,12,627
2023-05-02,23,2,1,0,33,22,649,25,1,175,12,628
2023-05-03,18,1,1,0,31,23,624,19,1,176,12,629
2023-05-04,10,1,4,0,34,25,593,11,4,177,12,633
2023-05-05,1,0,0,0,32,24,575,1,0,177,12,633
