"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-04-02,53,0,5,0,51,36,1064,53,5,140,12,543
2023-04-03,78,1,7,0,54,36,1108,79,7,141,12,550
2023-04-04,64,2,2,0,45,30,1061,66,2,143,12,552
2023-04-05,70,1,2,0,39,27,1033,71,2,144,12,554
2023-04-06,72,2,8,0,43,30,1008,74,8,146,12,562
2023-04-07,68,1,4,0,41,26,1001,69,4,147,12,566
2023-04-08,55,1,2,0,41,27,937,56,2,148,12,568
2023-04-09,52,0,4,0,40,26,925,52,4,148,12,572
2023-04-10,51,1,5,0,41,28,934,52,5,149,12,577
2023-04-11,86,3,2,0,39,27,984,89,2,152,12,579
2023-04-12,69,1,2,0,39,26,967,70,2,153,12,581
2023-04-13,46,1,2,0,38,25,923,47,2,154,12,583
2023-04-14,48,1,4,0,37,27,870,49,4,155,12,587
2023-04-15,41,0,1,0,36,27,821,41,1,155,12,588
2023-04-16,28,0,3,0,36,26,812,28,3,155,12,591
2023-04-17,54,1,5,0,37,24,849,55,5,156,12,596
2023-04-18,59,1,2,0,37,24,836,60,2,157,12,598
2023-04-19,54,1,1,0,32,23,811,55,1,158,12,599
2023-04-20,49,0,1,0,32,23,805,49,1,158,12,600
2023-04-21,44,1,3,0,31,23,773,45,3,159,12,603
2023-04-22,45,0,1,0,31,23,745,45,1,159,12,604
2023-04-23,33,0,5,0,35,26,746,33,5,159,12,609
2023-04-24,42,3,2,0,36,27,775,45,2,162,12,611
2023-04-25,32,1,2,0,36,25,748,33,2,163,12,613
2023-04-26,31,0,2,0,34,23,715,31,2,163,12,615
2023-04-27,24,1,3,0,33,23,672,25,3,164,12,618
2023-04-28,36,0,3,0,34,23,686,36,3,164,12,621
2023-04-29,19,1,1,0,33,23,658,20,1,165,12,622
2023-04-30,20,1,1,0,33,22,661,21,1,166,12,623
2023-05-01,17,1,1,0,34,23,667,18,1,167,12,624
2023-05-02,0,0,0,0,33,22,643,0,0,167,12,624
