"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-02-03,55,0,4,0,20,18,679,55,4,112,4,157
2023-02-04,42,2,2,0,19,17,662,44,2,114,4,159
2023-02-05,48,0,2,0,18,16,686,48,2,114,4,161
2023-02-06,65,3,6,0,21,17,738,68,6,117,4,167
2023-02-07,61,0,4,0,19,14,733,61,4,117,4,171
2023-02-08,60,2,7,0,25,18,725,62,7,119,4,178
2023-02-09,78,1,4,0,27,20,749,79,4,120,4,182
2023-02-10,70,2,2,0,22,16,761,72,2,122,4,184
2023-02-11,66,1,3,0,20,13,750,67,3,123,4,187
2023-02-12,58,0,0,0,18,13,773,58,0,123,4,187
2023-02-13,99,2,3,0,16,14,845,101,3,125,4,190
2023-02-14,75,3,2,0,18,16,839,78,2,128,4,192
2023-02-15,76,0,9,0,24,20,838,76,9,128,4,201
2023-02-16,81,0,4,0,27,22,849,81,4,128,4,205
2023-02-17,95,2,1,0,25,20,869,97,1,130,4,206
2023-02-18,74,2,2,0,24,20,855,76,2,132,4,208
2023-02-19,75,2,9,1,29,22,890,77,10,134,5,217
2023-02-20,120,3,7,0,36,23,986,123,7,137,5,224
2023-02-21,95,2,8,0,38,25,982,97,8,139,5,232
2023-02-22,114,2,8,1,37,28,1005,116,9,141,6,240
2023-02-23,103,0,4,0,36,28,1032,103,4,141,6,244
2023-02-24,103,1,5,0,31,27,1049,104,5,142,6,249
2023-02-25,101,0,6,0,34,29,1047,101,6,142,6,255
2023-02-26,93,1,8,0,35,28,1092,94,8,143,6,263
2023-02-27,167,3,15,0,46,31,1217,170,15,146,6,278
2023-02-28,142,1,12,0,56,34,1251,143,12,147,6,290
2023-03-01,139,2,15,1,55,34,1244,141,16,149,7,305
2023-03-02,145,2,7,0,55,36,1262,147,7,151,7,312
2023-03-03,149,4,11,0,57,34,1273,153,11,155,7,323
2023-03-04,109,0,2,0,50,29,1244,109,2,155,7,325
2023-03-05,98,1,9,0,52,29,1269,99,9,156,7,334
2023-03-06,189,4,12,0,60,32,1412,193,12,160,7,346
2023-03-07,166,3,16,0,71,36,1410,169,16,163,7,362
2023-03-08,142,1,3,0,59,32,1397,143,3,164,7,365
2023-03-09,135,1,6,1,55,33,1360,136,7,165,8,371
2023-03-10,146,2,14,0,58,36,1362,148,14,167,8,385
2023-03-11,100,0,8,0,58,39,1292,100,8,167,8,393
2023-03-12,107,0,10,0,59,40,1335,107,10,167,8,403
2023-03-13,172,0,10,0,62,41,1451,172,10,167,8,413
2023-03-14,149,0,6,0,62,40,1429,149,6,167,8,419
2023-03-15,142,2,4,0,57,36,1420,144,4,169,8,423
2023-03-16,135,1,11,1,64,35,1386,136,12,170,9,434
2023-03-17,127,4,4,0,55,32,1359,131,4,174,9,438
2023-03-18,94,0,5,0,48,32,1298,94,5,174,9,443
2023-03-19,107,2,7,0,48,32,1336,109,7,176,9,450
2023-03-20,145,1,14,1,57,35,1419,146,15,177,10,464
2023-03-21,112,1,11,0,63,39,1367,113,11,178,10,475
2023-03-22,114,4,5,0,57,37,1339,118,5,182,10,480
2023-03-23,121,2,8,0,56,37,1292,123,8,184,10,488
2023-03-24,104,0,4,1,51,33,1241,104,5,184,11,492
2023-03-25,85,0,5,0,46,32,1177,85,5,184,11,497
2023-03-26,83,0,4,0,42,31,1194,83,4,184,11,501
2023-03-27,104,2,6,1,49,34,1258,106,7,186,12,507
2023-03-28,96,0,15,0,59,39,1203,96,15,186,12,522
2023-03-29,94,2,2,0,54,36,1164,96,2,188,12,524
2023-03-30,90,1,6,0,51,35,1135,91,6,189,12,530
2023-03-31,97,2,5,0,50,37,1116,99,5,191,12,535
2023-04-01,60,0,3,0,48,35,1037,60,3,191,12,538
2023-04-02,54,0,5,0,49,36,1043,54,5,191,12,543
2023-04-03,78,1,7,0,52,36,1088,79,7,192,12,550
2023-04-04,64,2,2,0,43,30,1040,66,2,194,12,552
2023-04-05,72,1,2,0,37,27,1013,73,2,195,12,554
2023-04-06,72,2,8,0,41,30,986,74,8,197,12,562
2023-04-07,68,1,4,0,39,26,978,69,4,198,12,566
2023-04-08,55,1,2,0,39,27,914,56,2,199,12,568
2023-04-09,53,0,4,0,38,26,902,53,4,199,12,572
2023-04-10,51,1,5,0,39,28,911,52,5,200,12,577
2023-04-11,87,2,2,0,37,27,961,89,2,202,12,579
2023-04-12,69,1,2,0,37,26,942,70,2,203,12,581
2023-04-13,50,1,2,0,36,25,902,51,2,204,12,583
2023-04-14,50,1,4,0,35,27,849,51,4,205,12,587
2023-04-15,41,0,1,0,33,27,800,41,1,205,12,588
2023-04-16,28,0,3,0,33,26,791,28,3,205,12,591
2023-04-17,57,1,5,0,34,24,831,58,5,206,12,596
2023-04-18,63,1,2,0,34,24,822,64,2,207,12,598
2023-04-19,54,0,1,0,29,23,796,54,1,207,12,599
2023-04-20,53,0,1,0,29,23,793,53,1,207,12,600
2023-04-21,46,1,3,0,28,23,761,47,3,208,12,603
2023-04-22,46,0,1,0,27,22,733,46,1,208,12,604
2023-04-23,36,0,6,0,32,26,735,36,6,208,12,610
2023-04-24,48,1,2,0,32,27,768,49,2,209,12,612
2023-04-25,44,1,2,0,32,25,751,45,2,210,12,614
2023-04-26,41,0,3,0,32,24,718,41,3,210,12,617
2023-04-27,30,1,3,0,31,24,666,31,3,211,12,620
2023-04-28,42,0,3,0,32,25,682,42,3,211,12,623
2023-04-29,25,1,1,0,32,25,648,26,1,212,12,624
2023-04-30,35,0,1,0,31,23,662,35,1,212,12,625
2023-05-01,49,0,3,0,33,24,693,49,3,212,12,628
2023-05-02,34,0,1,0,33,24,661,34,1,212,12,629
2023-05-03,34,1,1,0,31,25,647,35,1,213,12,630
2023-05-04,26,0,5,0,34,27,612,26,5,213,12,635
2023-05-05,36,0,3,0,35,27,598,36,3,213,12,638
2023-05-06,21,0,5,0,35,26,591,21,5,213,12,643
2023-05-07,24,1,3,0,33,25,599,25,3,214,12,646
2023-05-08,27,0,3,0,33,24,611,27,3,214,12,649
2023-05-09,25,0,1,0,31,24,589,25,1,214,12,650
2023-05-10,28,1,2,0,27,21,573,29,2,215,12,652
2023-05-11,17,0,2,0,27,19,542,17,2,215,12,654
2023-05-12,23,0,1,0,27,19,517,23,1,215,12,655
2023-05-13,16,0,5,0,30,23,474,16,5,215,12,660
2023-05-14,15,0,2,0,31,23,472,15,2,215,12,662
2023-05-15,27,1,1,0,31,23,491,28,1,216,12,663
2023-05-16,30,0,2,0,29,20,494,30,2,216,12,665
2023-05-17,13,3,0,0,28,20,479,16,0,219,12,665
2023-05-18,10,2,0,0,27,18,456,12,0,221,12,665
2023-05-19,14,1,1,0,26,18,458,15,1,222,12,666
2023-05-20,11,0,1,0,27,19,433,11,1,222,12,667
2023-05-21,8,1,0,0,24,16,430,9,0,223,12,667
2023-05-22,16,2,1,0,23,16,443,18,1,225,12,668
2023-05-23,11,0,1,0,22,16,430,11,1,225,12,669
2023-05-24,9,2,2,0,23,18,425,11,2,227,12,671
2023-05-25,3,0,0,0,22,17,418,3,0,227,12,671
