"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-01-01,104,3,8,0,55,35,1131,107,8,3,0,8
2023-01-02,137,1,9,0,59,39,1212,138,9,4,0,17
2023-01-03,115,1,5,0,59,38,1214,116,5,5,0,22
2023-01-04,99,1,9,0,58,37,1167,100,9,6,0,31
2023-01-05,98,2,13,0,62,39,1138,100,13,8,0,44
2023-01-06,92,2,12,1,68,42,1082,94,13,10,1,56
2023-01-07,74,1,2,0,54,38,1010,75,2,11,1,58
2023-01-08,84,4,8,0,58,40,1045,88,8,15,1,66
2023-01-09,112,0,4,0,55,39,1108,112,4,15,1,70
2023-01-10,83,1,5,0,49,35,1074,84,5,16,1,75
2023-01-11,75,1,4,0,49,33,1008,76,4,17,1,79
2023-01-12,82,3,6,0,46,32,986,85,6,20,1,85
2023-01-13,63,0,7,0,50,33,931,63,7,20,1,92
2023-01-14,50,0,4,0,49,33,867,50,4,20,1,96
2023-01-15,53,2,1,0,43,30,869,55,1,22,1,97
2023-01-16,81,2,5,0,45,31,911,83,5,24,1,102
2023-01-17,65,2,6,1,47,30,882,67,7,26,2,108
2023-01-18,61,2,3,0,42,29,857,63,3,28,2,111
2023-01-19,58,4,2,0,39,26,832,62,2,32,2,113
2023-01-20,52,0,4,0,36,24,794,52,4,32,2,117
2023-01-21,41,0,0,0,32,22,738,41,0,32,2,117
2023-01-22,37,1,1,0,28,21,747,38,1,33,2,118
2023-01-23,63,0,7,0,34,26,785,63,7,33,2,125
2023-01-24,39,2,3,0,33,25,737,41,3,35,2,128
2023-01-25,41,0,2,1,28,22,696,41,3,35,3,130
2023-01-26,46,3,2,0,22,17,699,49,2,38,3,132
2023-01-27,56,2,3,0,21,16,689,58,3,40,3,135
2023-01-28,28,1,2,0,22,18,641,29,2,41,3,137
2023-01-29,43,0,3,1,23,20,656,43,4,41,4,140
2023-01-30,75,1,3,0,25,21,712,76,3,42,4,143
2023-01-31,49,1,4,1,24,18,701,50,5,43,5,147
2023-02-01,61,5,1,0,23,18,708,66,1,48,5,148
2023-02-02,51,1,5,0,22,19,696,52,5,49,5,153
2023-02-03,55,0,4,0,22,19,692,55,4,49,5,157
2023-02-04,42,1,2,0,21,18,674,43,2,50,5,159
2023-02-05,46,0,2,0,20,17,696,46,2,50,5,161
2023-02-06,65,3,6,0,23,18,748,68,6,53,5,167
