"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-05-13,16,0,5,0,30,23,473,16,5,212,12,660
2023-05-14,15,0,2,0,31,23,471,15,2,212,12,662
2023-05-15,27,1,1,0,31,23,490,28,1,213,12,663
2023-05-16,29,0,2,0,29,20,492,29,2,213,12,665
2023-05-17,13,3,0,0,28,20,477,16,0,216,12,665
2023-05-18,10,2,0,0,27,18,454,12,0,218,12,665
2023-05-19,13,1,1,0,26,18,455,14,1,219,12,666
2023-05-20,11,0,1,0,27,19,430,11,1,219,12,667
2023-05-21,8,3,0,0,24,16,429,11,0,222,12,667
2023-05-22,12,2,1,0,23,16,438,14,1,224,12,668
2023-05-23,9,0,1,1,23,17,425,9,2,224,13,669
2023-05-24,1,0,0,0,22,17,410,1,0,224,13,669
