Version,Date_of_report,Date_of_statistics,Region_level,Region_code,Region_name,Birth_year,Vaccination_coverage_partly,Vaccination_coverage_completed,Age_group
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0303,Dronten,<=2009,78,68,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0303,Dronten,<2004,81,71,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0303,Dronten,2004-2009,50,29,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0307,Amersfoort,<=2009,80,70,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0307,Amersfoort,<2004,83,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0307,Amersfoort,2004-2009,56,44,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0308,Baarn,<=2009,83,73,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0308,Baarn,<2004,85,76,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0308,Baarn,2004-2009,61,46,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0310,De Bilt,<=2009,84,73,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0310,De Bilt,<2004,86,76,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0310,De Bilt,2004-2009,63,48,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0312,Bunnik,<=2009,89,80,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0312,Bunnik,<2004,91,82,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0312,Bunnik,2004-2009,74,57,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0313,Bunschoten,<=2009,76,60,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0313,Bunschoten,<2004,79,63,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0313,Bunschoten,2004-2009,42,28,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0317,Eemnes,<=2009,84,73,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0317,Eemnes,<2004,86,76,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0317,Eemnes,2004-2009,60,44,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0321,Houten,<=2009,87,76,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0321,Houten,<2004,89,79,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0321,Houten,2004-2009,68,56,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0327,Leusden,<=2009,85,76,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0327,Leusden,<2004,87,78,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0327,Leusden,2004-2009,65,52,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0331,Lopik,<=2009,80,67,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0331,Lopik,<2004,82,70,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0331,Lopik,2004-2009,55,42,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0335,Montfoort,<=2009,83,71,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0335,Montfoort,<2004,85,73,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0335,Montfoort,2004-2009,62,49,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0339,Renswoude,<=2009,69,58,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0339,Renswoude,<2004,72,61,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0339,Renswoude,2004-2009,40,29,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0340,Rhenen,<=2009,73,63,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0340,Rhenen,<2004,76,66,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0340,Rhenen,2004-2009,44,31,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0342,Soest,<=2009,81,71,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0342,Soest,<2004,83,73,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0342,Soest,2004-2009,56,43,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0344,Utrecht,<=2009,80,67,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0344,Utrecht,<2004,82,69,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0344,Utrecht,2004-2009,52,41,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0345,Veenendaal,<=2009,74,64,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0345,Veenendaal,<2004,77,67,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0345,Veenendaal,2004-2009,42,30,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0351,Woudenberg,<=2009,77,66,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0351,Woudenberg,<2004,80,69,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0351,Woudenberg,2004-2009,47,37,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0352,Wijk bij Duurstede,<=2009,84,75,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0352,Wijk bij Duurstede,<2004,86,77,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0352,Wijk bij Duurstede,2004-2009,60,47,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0353,IJsselstein,<=2009,83,72,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0353,IJsselstein,<2004,85,74,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0353,IJsselstein,2004-2009,61,48,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0355,Zeist,<=2009,82,72,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0355,Zeist,<2004,84,74,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0355,Zeist,2004-2009,59,45,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0356,Nieuwegein,<=2009,81,71,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0356,Nieuwegein,<2004,83,74,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0356,Nieuwegein,2004-2009,54,41,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0358,Aalsmeer,<=2009,82,69,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0358,Aalsmeer,<2004,84,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0358,Aalsmeer,2004-2009,58,40,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0361,Alkmaar,<=2009,77,67,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0361,Alkmaar,<2004,79,69,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0361,Alkmaar,2004-2009,50,37,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0362,Amstelveen,<=2009,83,72,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0362,Amstelveen,<2004,85,74,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0362,Amstelveen,2004-2009,60,43,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0363,Amsterdam,<=2009,72,59,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0363,Amsterdam,<2004,74,61,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0363,Amsterdam,2004-2009,39,26,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0370,Beemster,<=2009,84,73,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0370,Beemster,<2004,87,75,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0370,Beemster,2004-2009,59,45,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0373,Bergen (NH.),<=2009,80,70,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0373,Bergen (NH.),<2004,83,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0373,Bergen (NH.),2004-2009,53,38,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0375,Beverwijk,<=2009,73,62,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0375,Beverwijk,<2004,75,65,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0375,Beverwijk,2004-2009,46,34,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0376,Blaricum,<=2009,84,73,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0376,Blaricum,<2004,86,76,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0376,Blaricum,2004-2009,57,38,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0377,Bloemendaal,<=2009,87,75,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0377,Bloemendaal,<2004,89,79,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0377,Bloemendaal,2004-2009,65,46,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0383,Castricum,<=2009,84,73,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0383,Castricum,<2004,86,75,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0383,Castricum,2004-2009,56,41,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0384,Diemen,<=2009,76,64,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0384,Diemen,<2004,78,66,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0384,Diemen,2004-2009,45,32,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0385,Edam-Volendam,<=2009,75,60,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0385,Edam-Volendam,<2004,78,63,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0385,Edam-Volendam,2004-2009,39,27,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0388,Enkhuizen,<=2009,75,64,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0388,Enkhuizen,<2004,77,67,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0388,Enkhuizen,2004-2009,46,30,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0392,Haarlem,<=2009,78,67,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0392,Haarlem,<2004,80,69,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0392,Haarlem,2004-2009,50,36,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0394,Haarlemmermeer,<=2009,78,67,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0394,Haarlemmermeer,<2004,81,70,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0394,Haarlemmermeer,2004-2009,53,38,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0396,Heemskerk,<=2009,79,69,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0396,Heemskerk,<2004,82,71,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0396,Heemskerk,2004-2009,50,38,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0397,Heemstede,<=2009,88,78,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0397,Heemstede,<2004,90,80,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0397,Heemstede,2004-2009,65,47,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0398,Heerhugowaard,<=2009,77,64,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0398,Heerhugowaard,<2004,79,67,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0398,Heerhugowaard,2004-2009,47,35,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0399,Heiloo,<=2009,83,70,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0399,Heiloo,<2004,85,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0399,Heiloo,2004-2009,60,47,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0400,Den Helder,<=2009,76,66,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0400,Den Helder,<2004,78,69,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0400,Den Helder,2004-2009,47,31,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0402,Hilversum,<=2009,80,70,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0402,Hilversum,<2004,82,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0402,Hilversum,2004-2009,59,42,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0405,Hoorn,<=2009,75,63,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0405,Hoorn,<2004,78,66,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0405,Hoorn,2004-2009,47,33,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0406,Huizen,<=2009,80,69,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0406,Huizen,<2004,82,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0406,Huizen,2004-2009,49,35,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0415,Landsmeer,<=2009,81,70,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0415,Landsmeer,<2004,83,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0415,Landsmeer,2004-2009,53,39,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0416,Langedijk,<=2009,81,70,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0416,Langedijk,<2004,83,73,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0416,Langedijk,2004-2009,56,39,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0417,Laren,<=2009,85,74,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0417,Laren,<2004,87,77,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0417,Laren,2004-2009,58,39,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0420,Medemblik,<=2009,78,65,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0420,Medemblik,<2004,80,68,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0420,Medemblik,2004-2009,53,34,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0431,Oostzaan,<=2009,81,69,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0431,Oostzaan,<2004,83,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0431,Oostzaan,2004-2009,55,39,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0432,Opmeer,<=2009,78,65,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0432,Opmeer,<2004,80,68,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0432,Opmeer,2004-2009,55,38,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0437,Ouder-Amstel,<=2009,80,69,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0437,Ouder-Amstel,<2004,82,71,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0437,Ouder-Amstel,2004-2009,64,47,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0439,Purmerend,<=2009,77,67,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0439,Purmerend,<2004,79,69,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0439,Purmerend,2004-2009,46,33,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0441,Schagen,<=2009,80,69,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0441,Schagen,<2004,83,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0441,Schagen,2004-2009,53,38,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0448,Texel,<=2009,85,82,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0448,Texel,<2004,87,84,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0448,Texel,2004-2009,65,59,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0450,Uitgeest,<=2009,83,72,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0450,Uitgeest,<2004,85,74,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0450,Uitgeest,2004-2009,64,49,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0451,Uithoorn,<=2009,80,69,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0451,Uithoorn,<2004,82,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0451,Uithoorn,2004-2009,57,41,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0453,Velsen,<=2009,78,68,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0453,Velsen,<2004,80,70,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0453,Velsen,2004-2009,49,38,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0457,Weesp,<=2009,82,71,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0457,Weesp,<2004,84,73,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0457,Weesp,2004-2009,56,41,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0473,Zandvoort,<=2009,78,68,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0473,Zandvoort,<2004,80,71,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0473,Zandvoort,2004-2009,44,31,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0479,Zaanstad,<=2009,73,62,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0479,Zaanstad,<2004,75,65,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0479,Zaanstad,2004-2009,44,32,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0482,Alblasserdam,<=2009,69,59,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0482,Alblasserdam,<2004,72,62,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0482,Alblasserdam,2004-2009,36,26,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0484,Alphen aan den Rijn,<=2009,80,70,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0484,Alphen aan den Rijn,<2004,82,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0484,Alphen aan den Rijn,2004-2009,54,41,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0489,Barendrecht,<=2009,79,68,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0489,Barendrecht,<2004,82,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0489,Barendrecht,2004-2009,52,40,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0498,Drechterland,<=2009,80,68,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0498,Drechterland,<2004,83,71,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0498,Drechterland,2004-2009,55,39,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0501,Brielle,<=2009,83,71,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0501,Brielle,<2004,84,73,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0501,Brielle,2004-2009,58,42,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0502,Capelle aan den IJssel,<=2009,73,64,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0502,Capelle aan den IJssel,<2004,75,66,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0502,Capelle aan den IJssel,2004-2009,43,32,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0503,Delft,<=2009,79,67,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0503,Delft,<2004,81,68,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0503,Delft,2004-2009,52,39,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0505,Dordrecht,<=2009,74,63,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0505,Dordrecht,<2004,77,66,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0505,Dordrecht,2004-2009,46,32,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0512,Gorinchem,<=2009,76,65,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0512,Gorinchem,<2004,78,68,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0512,Gorinchem,2004-2009,52,38,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0513,Gouda,<=2009,77,67,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0513,Gouda,<2004,79,70,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0513,Gouda,2004-2009,49,38,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0518,'s-Gravenhage,<=2009,69,58,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0518,'s-Gravenhage,<2004,71,60,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0518,'s-Gravenhage,2004-2009,41,30,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0523,Hardinxveld-Giessendam,<=2009,69,58,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0523,Hardinxveld-Giessendam,<2004,73,61,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0523,Hardinxveld-Giessendam,2004-2009,38,26,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0530,Hellevoetsluis,<=2009,78,69,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0530,Hellevoetsluis,<2004,80,71,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0530,Hellevoetsluis,2004-2009,53,40,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0531,Hendrik-Ido-Ambacht,<=2009,77,66,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0531,Hendrik-Ido-Ambacht,<2004,80,70,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0531,Hendrik-Ido-Ambacht,2004-2009,48,35,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0532,Stede Broec,<=2009,78,66,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0532,Stede Broec,<2004,81,69,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0532,Stede Broec,2004-2009,50,35,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0534,Hillegom,<=2009,83,71,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0534,Hillegom,<2004,85,74,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0534,Hillegom,2004-2009,55,42,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0537,Katwijk,<=2009,77,64,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0537,Katwijk,<2004,80,67,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0537,Katwijk,2004-2009,47,32,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0542,Krimpen aan den IJssel,<=2009,73,64,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0542,Krimpen aan den IJssel,<2004,76,67,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0542,Krimpen aan den IJssel,2004-2009,42,31,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0546,Leiden,<=2009,83,70,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0546,Leiden,<2004,84,72,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0546,Leiden,2004-2009,56,42,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0547,Leiderdorp,<=2009,86,76,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0547,Leiderdorp,<2004,88,78,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0547,Leiderdorp,2004-2009,64,51,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0553,Lisse,<=2009,82,71,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0553,Lisse,<2004,84,74,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0553,Lisse,2004-2009,58,41,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0556,Maassluis,<=2009,75,65,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0556,Maassluis,<2004,78,68,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0556,Maassluis,2004-2009,44,32,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0569,Nieuwkoop,<=2009,84,71,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0569,Nieuwkoop,<2004,85,73,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0569,Nieuwkoop,2004-2009,61,42,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0575,Noordwijk,<=2009,83,71,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0575,Noordwijk,<2004,85,73,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0575,Noordwijk,2004-2009,54,40,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0579,Oegstgeest,<=2009,89,78,12+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0579,Oegstgeest,<2004,91,81,18+
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0579,Oegstgeest,2004-2009,70,54,12-17
1,2021-09-08T10:30:00Z,2021-08-30,Gemeente,GM0589,Oudewater,<=2009,84,72,12+
