Version,Date_of_report,Date_of_statistics,Populatie,Region_level,Region_code,Region_name,Birth_year,Vaccination_coverage_partly,Vaccination_coverage_completed,Age_group
4,2022-08-03T10:30:00Z,2022-07-25,213606,Gemeente,GM0014,Groningen,<=2010,82,81,12+
4,2022-08-03T10:30:00Z,2022-07-25,201972,Gemeente,GM0014,Groningen,<2005,83,82,18+
4,2022-08-03T10:30:00Z,2022-07-25,11634,Gemeente,GM0014,Groningen,2005-2010,65,61,12-17
4,2022-08-03T10:30:00Z,2022-07-25,188761,Gemeente,GM0034,Almere,<=2010,74,73,12+
4,2022-08-03T10:30:00Z,2022-07-25,172374,Gemeente,GM0034,Almere,<2005,77,76,18+
4,2022-08-03T10:30:00Z,2022-07-25,16387,Gemeente,GM0034,Almere,2005-2010,48,46,12-17
4,2022-08-03T10:30:00Z,2022-07-25,28618,Gemeente,GM0037,Stadskanaal,<=2010,82,80,12+
4,2022-08-03T10:30:00Z,2022-07-25,26585,Gemeente,GM0037,Stadskanaal,<2005,84,83,18+
4,2022-08-03T10:30:00Z,2022-07-25,2033,Gemeente,GM0037,Stadskanaal,2005-2010,56,52,12-17
4,2022-08-03T10:30:00Z,2022-07-25,24666,Gemeente,GM0047,Veendam,<=2010,83,82,12+
4,2022-08-03T10:30:00Z,2022-07-25,22736,Gemeente,GM0047,Veendam,<2005,85,84,18+
4,2022-08-03T10:30:00Z,2022-07-25,1930,Gemeente,GM0047,Veendam,2005-2010,61,60,12-17
4,2022-08-03T10:30:00Z,2022-07-25,20561,Gemeente,GM0050,Zeewolde,<=2010,79,78,12+
4,2022-08-03T10:30:00Z,2022-07-25,18842,Gemeente,GM0050,Zeewolde,<2005,81,80,18+
4,2022-08-03T10:30:00Z,2022-07-25,1719,Gemeente,GM0050,Zeewolde,2005-2010,59,57,12-17
4,2022-08-03T10:30:00Z,2022-07-25,24614,Gemeente,GM0059,Achtkarspelen,<=2010,75,74,12+
4,2022-08-03T10:30:00Z,2022-07-25,22402,Gemeente,GM0059,Achtkarspelen,<2005,78,77,18+
4,2022-08-03T10:30:00Z,2022-07-25,2212,Gemeente,GM0059,Achtkarspelen,2005-2010,45,44,12-17
4,2022-08-03T10:30:00Z,2022-07-25,3421,Gemeente,GM0060,Ameland,<=2010,89,87,12+
4,2022-08-03T10:30:00Z,2022-07-25,3163,Gemeente,GM0060,Ameland,<2005,90,89,18+
4,2022-08-03T10:30:00Z,2022-07-25,258,Gemeente,GM0060,Ameland,2005-2010,74,71,12-17
4,2022-08-03T10:30:00Z,2022-07-25,14397,Gemeente,GM0072,Harlingen,<=2010,83,81,12+
4,2022-08-03T10:30:00Z,2022-07-25,13279,Gemeente,GM0072,Harlingen,<2005,84,83,18+
4,2022-08-03T10:30:00Z,2022-07-25,1118,Gemeente,GM0072,Harlingen,2005-2010,61,59,12-17
4,2022-08-03T10:30:00Z,2022-07-25,45450,Gemeente,GM0074,Heerenveen,<=2010,83,81,12+
4,2022-08-03T10:30:00Z,2022-07-25,41817,Gemeente,GM0074,Heerenveen,<2005,84,83,18+
4,2022-08-03T10:30:00Z,2022-07-25,3633,Gemeente,GM0074,Heerenveen,2005-2010,61,59,12-17
4,2022-08-03T10:30:00Z,2022-07-25,112277,Gemeente,GM0080,Leeuwarden,<=2010,80,78,12+
4,2022-08-03T10:30:00Z,2022-07-25,104420,Gemeente,GM0080,Leeuwarden,<2005,81,80,18+
4,2022-08-03T10:30:00Z,2022-07-25,7857,Gemeente,GM0080,Leeuwarden,2005-2010,57,55,12-17
4,2022-08-03T10:30:00Z,2022-07-25,23089,Gemeente,GM0085,Ooststellingwerf,<=2010,82,81,12+
4,2022-08-03T10:30:00Z,2022-07-25,21364,Gemeente,GM0085,Ooststellingwerf,<2005,84,83,18+
4,2022-08-03T10:30:00Z,2022-07-25,1725,Gemeente,GM0085,Ooststellingwerf,2005-2010,58,56,12-17
4,2022-08-03T10:30:00Z,2022-07-25,26542,Gemeente,GM0086,Opsterland,<=2010,81,80,12+
4,2022-08-03T10:30:00Z,2022-07-25,24369,Gemeente,GM0086,Opsterland,<2005,83,82,18+
4,2022-08-03T10:30:00Z,2022-07-25,2173,Gemeente,GM0086,Opsterland,2005-2010,55,53,12-17
4,2022-08-03T10:30:00Z,2022-07-25,913,Gemeente,GM0088,Schiermonnikoog,<=2010,9999,9999,12+
4,2022-08-03T10:30:00Z,2022-07-25,872,Gemeente,GM0088,Schiermonnikoog,<2005,89,89,18+
4,2022-08-03T10:30:00Z,2022-07-25,41,Gemeente,GM0088,Schiermonnikoog,2005-2010,9999,9999,12-17
4,2022-08-03T10:30:00Z,2022-07-25,49463,Gemeente,GM0090,Smallingerland,<=2010,79,78,12+
4,2022-08-03T10:30:00Z,2022-07-25,45412,Gemeente,GM0090,Smallingerland,<2005,81,80,18+
4,2022-08-03T10:30:00Z,2022-07-25,4051,Gemeente,GM0090,Smallingerland,2005-2010,53,51,12-17
4,2022-08-03T10:30:00Z,2022-07-25,4506,Gemeente,GM0093,Terschelling,<=2010,89,88,12+
4,2022-08-03T10:30:00Z,2022-07-25,4253,Gemeente,GM0093,Terschelling,<2005,91,90,18+
4,2022-08-03T10:30:00Z,2022-07-25,253,Gemeente,GM0093,Terschelling,2005-2010,70,65,12-17
4,2022-08-03T10:30:00Z,2022-07-25,1210,Gemeente,GM0096,Vlieland,<=2010,82,81,12+
4,2022-08-03T10:30:00Z,2022-07-25,1149,Gemeente,GM0096,Vlieland,<2005,83,81,18+
4,2022-08-03T10:30:00Z,2022-07-25,61,Gemeente,GM0096,Vlieland,2005-2010,75,72,12-17
4,2022-08-03T10:30:00Z,2022-07-25,23431,Gemeente,GM0098,Weststellingwerf,<=2010,82,81,12+
4,2022-08-03T10:30:00Z,2022-07-25,21688,Gemeente,GM0098,Weststellingwerf,<2005,84,83,18+
4,2022-08-03T10:30:00Z,2022-07-25,1743,Gemeente,GM0098,Weststellingwerf,2005-2010,58,56,12-17
4,2022-08-03T10:30:00Z,2022-07-25,61329,Gemeente,GM0106,Assen,<=2010,85,84,12+
4,2022-08-03T10:30:00Z,2022-07-25,56229,Gemeente,GM0106,Assen,<2005,87,86,18+
4,2022-08-03T10:30:00Z,2022-07-25,5100,Gemeente,GM0106,Assen,2005-2010,66,64,12-17
4,2022-08-03T10:30:00Z,2022-07-25,31894,Gemeente,GM0109,Coevorden,<=2010,86,85,12+
4,2022-08-03T10:30:00Z,2022-07-25,29518,Gemeente,GM0109,Coevorden,<2005,88,87,18+
4,2022-08-03T10:30:00Z,2022-07-25,2376,Gemeente,GM0109,Coevorden,2005-2010,64,61,12-17
4,2022-08-03T10:30:00Z,2022-07-25,97292,Gemeente,GM0114,Emmen,<=2010,84,82,12+
4,2022-08-03T10:30:00Z,2022-07-25,90203,Gemeente,GM0114,Emmen,<2005,86,84,18+
4,2022-08-03T10:30:00Z,2022-07-25,7089,Gemeente,GM0114,Emmen,2005-2010,61,58,12-17
4,2022-08-03T10:30:00Z,2022-07-25,49605,Gemeente,GM0118,Hoogeveen,<=2010,80,78,12+
4,2022-08-03T10:30:00Z,2022-07-25,45533,Gemeente,GM0118,Hoogeveen,<2005,82,81,18+
4,2022-08-03T10:30:00Z,2022-07-25,4072,Gemeente,GM0118,Hoogeveen,2005-2010,54,52,12-17
4,2022-08-03T10:30:00Z,2022-07-25,31058,Gemeente,GM0119,Meppel,<=2010,84,83,12+
4,2022-08-03T10:30:00Z,2022-07-25,28424,Gemeente,GM0119,Meppel,<2005,86,85,18+
4,2022-08-03T10:30:00Z,2022-07-25,2634,Gemeente,GM0119,Meppel,2005-2010,65,62,12-17
4,2022-08-03T10:30:00Z,2022-07-25,65425,Gemeente,GM0141,Almelo,<=2010,79,78,12+
4,2022-08-03T10:30:00Z,2022-07-25,60171,Gemeente,GM0141,Almelo,<2005,81,80,18+
4,2022-08-03T10:30:00Z,2022-07-25,5254,Gemeente,GM0141,Almelo,2005-2010,57,55,12-17
4,2022-08-03T10:30:00Z,2022-07-25,21118,Gemeente,GM0147,Borne,<=2010,88,88,12+
4,2022-08-03T10:30:00Z,2022-07-25,19407,Gemeente,GM0147,Borne,<2005,90,89,18+
4,2022-08-03T10:30:00Z,2022-07-25,1711,Gemeente,GM0147,Borne,2005-2010,69,67,12-17
4,2022-08-03T10:30:00Z,2022-07-25,25751,Gemeente,GM0148,Dalfsen,<=2010,88,87,12+
4,2022-08-03T10:30:00Z,2022-07-25,23592,Gemeente,GM0148,Dalfsen,<2005,90,89,18+
4,2022-08-03T10:30:00Z,2022-07-25,2159,Gemeente,GM0148,Dalfsen,2005-2010,68,66,12-17
4,2022-08-03T10:30:00Z,2022-07-25,90188,Gemeente,GM0150,Deventer,<=2010,84,83,12+
4,2022-08-03T10:30:00Z,2022-07-25,83078,Gemeente,GM0150,Deventer,<2005,86,85,18+
4,2022-08-03T10:30:00Z,2022-07-25,7110,Gemeente,GM0150,Deventer,2005-2010,64,61,12-17
4,2022-08-03T10:30:00Z,2022-07-25,143473,Gemeente,GM0153,Enschede,<=2010,78,77,12+
4,2022-08-03T10:30:00Z,2022-07-25,133313,Gemeente,GM0153,Enschede,<2005,80,79,18+
4,2022-08-03T10:30:00Z,2022-07-25,10160,Gemeente,GM0153,Enschede,2005-2010,54,52,12-17
4,2022-08-03T10:30:00Z,2022-07-25,21826,Gemeente,GM0158,Haaksbergen,<=2010,88,87,12+
4,2022-08-03T10:30:00Z,2022-07-25,20127,Gemeente,GM0158,Haaksbergen,<2005,89,88,18+
4,2022-08-03T10:30:00Z,2022-07-25,1699,Gemeente,GM0158,Haaksbergen,2005-2010,71,69,12-17
4,2022-08-03T10:30:00Z,2022-07-25,54336,Gemeente,GM0160,Hardenberg,<=2010,86,85,12+
4,2022-08-03T10:30:00Z,2022-07-25,49670,Gemeente,GM0160,Hardenberg,<2005,88,87,18+
4,2022-08-03T10:30:00Z,2022-07-25,4666,Gemeente,GM0160,Hardenberg,2005-2010,64,62,12-17
4,2022-08-03T10:30:00Z,2022-07-25,32108,Gemeente,GM0163,Hellendoorn,<=2010,89,88,12+
4,2022-08-03T10:30:00Z,2022-07-25,29481,Gemeente,GM0163,Hellendoorn,<2005,90,89,18+
