Version,Date_of_report,Date_of_statistics,Region_level,Region_code,Region_name,Birth_year,Vaccination_coverage_partly,Vaccination_coverage_completed,Age_group
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0243,Harderwijk,<2005,85,83,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0243,Harderwijk,2005-2010,60,57,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0244,Hattem,<=2010,88,87,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0244,Hattem,<2005,90,89,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0244,Hattem,2005-2010,70,68,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0246,Heerde,<=2010,86,85,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0246,Heerde,<2005,88,87,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0246,Heerde,2005-2010,63,60,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0252,Heumen,<=2010,91,90,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0252,Heumen,<2005,92,91,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0252,Heumen,2005-2010,72,70,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0262,Lochem,<=2010,89,87,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0262,Lochem,<2005,90,89,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0262,Lochem,2005-2010,69,64,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0263,Maasdriel,<=2010,83,82,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0263,Maasdriel,<2005,85,84,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0263,Maasdriel,2005-2010,65,62,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0267,Nijkerk,<=2010,83,82,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0267,Nijkerk,<2005,86,85,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0267,Nijkerk,2005-2010,59,57,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0268,Nijmegen,<=2010,85,83,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0268,Nijmegen,<2005,86,85,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0268,Nijmegen,2005-2010,62,60,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0269,Oldebroek,<=2010,79,78,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0269,Oldebroek,<2005,82,81,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0269,Oldebroek,2005-2010,52,50,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0273,Putten,<=2010,82,80,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0273,Putten,<2005,84,83,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0273,Putten,2005-2010,57,55,12-17
