Version,Date_of_report,Date_of_statistics,Perc_covid_symptoms,MA_perc_covid_symptoms
1,2022-01-25T10:00:00Z,2020-12-15,2.851,3.169
1,2022-01-25T10:00:00Z,2020-12-16,3.832,3.094
1,2022-01-25T10:00:00Z,2020-12-17,3.209,3.056
1,2022-01-25T10:00:00Z,2020-12-18,2.683,3.151
1,2022-01-25T10:00:00Z,2020-12-19,2.561,3.178
1,2022-01-25T10:00:00Z,2020-12-20,3.259,3.061
1,2022-01-25T10:00:00Z,2020-12-21,3.663,2.877
1,2022-01-25T10:00:00Z,2020-12-22,3.042,2.889
1,2022-01-25T10:00:00Z,2020-12-23,3.008,2.945
1,2022-01-25T10:00:00Z,2020-12-24,1.92,2.862
1,2022-01-25T10:00:00Z,2020-12-25,2.768,2.666
1,2022-01-25T10:00:00Z,2020-12-26,2.958,2.628
1,2022-01-25T10:00:00Z,2020-12-27,2.676,2.58
1,2022-01-25T10:00:00Z,2020-12-28,2.288,2.571
1,2022-01-25T10:00:00Z,2020-12-29,2.776,2.485
1,2022-01-25T10:00:00Z,2020-12-30,2.676,2.379
1,2022-01-25T10:00:00Z,2020-12-31,1.852,2.378
1,2022-01-25T10:00:00Z,2021-01-01,2.172,2.371
1,2022-01-25T10:00:00Z,2021-01-02,2.214,2.334
1,2022-01-25T10:00:00Z,2021-01-03,2.67,2.241
1,2022-01-25T10:00:00Z,2021-01-04,2.238,2.258
1,2022-01-25T10:00:00Z,2021-01-05,2.517,2.266
1,2022-01-25T10:00:00Z,2021-01-06,2.026,2.192
1,2022-01-25T10:00:00Z,2021-01-07,1.969,2.059
1,2022-01-25T10:00:00Z,2021-01-08,2.231,2.009
1,2022-01-25T10:00:00Z,2021-01-09,1.695,1.86
1,2022-01-25T10:00:00Z,2021-01-10,1.737,2.032
1,2022-01-25T10:00:00Z,2021-01-11,1.885,2.085
1,2022-01-25T10:00:00Z,2021-01-12,1.478,2.06
1,2022-01-25T10:00:00Z,2021-01-13,3.226,2.143
1,2022-01-25T10:00:00Z,2021-01-14,2.346,2.119
1,2022-01-25T10:00:00Z,2021-01-15,2.056,2.034
1,2022-01-25T10:00:00Z,2021-01-16,2.273,2.044
1,2022-01-25T10:00:00Z,2021-01-17,1.567,1.771
1,2022-01-25T10:00:00Z,2021-01-18,1.293,1.666
1,2022-01-25T10:00:00Z,2021-01-19,1.548,1.621
1,2022-01-25T10:00:00Z,2021-01-20,1.313,1.528
1,2022-01-25T10:00:00Z,2021-01-21,1.615,1.523
1,2022-01-25T10:00:00Z,2021-01-22,1.736,1.537
1,2022-01-25T10:00:00Z,2021-01-23,1.624,1.548
1,2022-01-25T10:00:00Z,2021-01-24,1.529,1.529
1,2022-01-25T10:00:00Z,2021-01-25,1.397,1.503
1,2022-01-25T10:00:00Z,2021-01-26,1.624,1.491
1,2022-01-25T10:00:00Z,2021-01-27,1.176,1.538
1,2022-01-25T10:00:00Z,2021-01-28,1.436,1.52
1,2022-01-25T10:00:00Z,2021-01-29,1.648,1.605
1,2022-01-25T10:00:00Z,2021-01-30,1.958,1.532
1,2022-01-25T10:00:00Z,2021-01-31,1.403,1.62
1,2022-01-25T10:00:00Z,2021-02-01,1.988,1.548
1,2022-01-25T10:00:00Z,2021-02-02,1.112,1.591
1,2022-01-25T10:00:00Z,2021-02-03,1.797,1.537
1,2022-01-25T10:00:00Z,2021-02-04,0.928,1.622
1,2022-01-25T10:00:00Z,2021-02-05,1.95,1.518
1,2022-01-25T10:00:00Z,2021-02-06,1.581,1.513
1,2022-01-25T10:00:00Z,2021-02-07,1.997,1.47
1,2022-01-25T10:00:00Z,2021-02-08,1.263,1.538
1,2022-01-25T10:00:00Z,2021-02-09,1.077,1.516
1,2022-01-25T10:00:00Z,2021-02-10,1.491,1.499
1,2022-01-25T10:00:00Z,2021-02-11,1.404,1.428
1,2022-01-25T10:00:00Z,2021-02-12,1.799,1.456
1,2022-01-25T10:00:00Z,2021-02-13,1.459,1.578
1,2022-01-25T10:00:00Z,2021-02-14,1.504,1.547
1,2022-01-25T10:00:00Z,2021-02-15,1.459,1.62
1,2022-01-25T10:00:00Z,2021-02-16,1.931,1.702
1,2022-01-25T10:00:00Z,2021-02-17,1.274,1.775
1,2022-01-25T10:00:00Z,2021-02-18,1.913,1.798
1,2022-01-25T10:00:00Z,2021-02-19,2.374,1.898
1,2022-01-25T10:00:00Z,2021-02-20,1.971,1.913
1,2022-01-25T10:00:00Z,2021-02-21,1.665,1.988
1,2022-01-25T10:00:00Z,2021-02-22,2.157,2.02
1,2022-01-25T10:00:00Z,2021-02-23,2.039,2.117
1,2022-01-25T10:00:00Z,2021-02-24,1.798,2.15
1,2022-01-25T10:00:00Z,2021-02-25,2.137,2.187
1,2022-01-25T10:00:00Z,2021-02-26,3.053,2.113
1,2022-01-25T10:00:00Z,2021-02-27,2.204,2.164
1,2022-01-25T10:00:00Z,2021-02-28,1.92,2.234
1,2022-01-25T10:00:00Z,2021-03-01,1.637,2.171
1,2022-01-25T10:00:00Z,2021-03-02,2.4,2.03
1,2022-01-25T10:00:00Z,2021-03-03,2.286,2.079
1,2022-01-25T10:00:00Z,2021-03-04,1.696,2.111
1,2022-01-25T10:00:00Z,2021-03-05,2.066,2.186
1,2022-01-25T10:00:00Z,2021-03-06,2.546,2.187
1,2022-01-25T10:00:00Z,2021-03-07,2.147,2.127
1,2022-01-25T10:00:00Z,2021-03-08,2.164,2.101
1,2022-01-25T10:00:00Z,2021-03-09,2.405,2.143
1,2022-01-25T10:00:00Z,2021-03-10,1.868,2.119
1,2022-01-25T10:00:00Z,2021-03-11,1.511,2.189
1,2022-01-25T10:00:00Z,2021-03-12,2.361,2.252
1,2022-01-25T10:00:00Z,2021-03-13,2.377,2.21
1,2022-01-25T10:00:00Z,2021-03-14,2.64,2.263
1,2022-01-25T10:00:00Z,2021-03-15,2.602,2.433
1,2022-01-25T10:00:00Z,2021-03-16,2.108,2.441
1,2022-01-25T10:00:00Z,2021-03-17,2.241,2.51
1,2022-01-25T10:00:00Z,2021-03-18,2.704,2.488
1,2022-01-25T10:00:00Z,2021-03-19,2.413,2.424
1,2022-01-25T10:00:00Z,2021-03-20,2.861,2.391
1,2022-01-25T10:00:00Z,2021-03-21,2.485,2.382
1,2022-01-25T10:00:00Z,2021-03-22,2.158,2.357
1,2022-01-25T10:00:00Z,2021-03-23,1.872,2.448
1,2022-01-25T10:00:00Z,2021-03-24,2.181,2.456
1,2022-01-25T10:00:00Z,2021-03-25,2.528,2.444
1,2022-01-25T10:00:00Z,2021-03-26,3.053,2.467
1,2022-01-25T10:00:00Z,2021-03-27,2.918,2.619
1,2022-01-25T10:00:00Z,2021-03-28,2.395,2.766
1,2022-01-25T10:00:00Z,2021-03-29,2.322,2.758
1,2022-01-25T10:00:00Z,2021-03-30,2.938,2.778
1,2022-01-25T10:00:00Z,2021-03-31,3.207,2.766
1,2022-01-25T10:00:00Z,2021-04-01,2.475,2.717
1,2022-01-25T10:00:00Z,2021-04-02,3.188,2.688
1,2022-01-25T10:00:00Z,2021-04-03,2.834,2.601
1,2022-01-25T10:00:00Z,2021-04-04,2.052,2.416
1,2022-01-25T10:00:00Z,2021-04-05,2.12,2.427
1,2022-01-25T10:00:00Z,2021-04-06,2.33,2.242
1,2022-01-25T10:00:00Z,2021-04-07,1.912,2.235
1,2022-01-25T10:00:00Z,2021-04-08,2.555,2.249
1,2022-01-25T10:00:00Z,2021-04-09,1.891,2.296
1,2022-01-25T10:00:00Z,2021-04-10,2.787,2.299
1,2022-01-25T10:00:00Z,2021-04-11,2.15,2.331
1,2022-01-25T10:00:00Z,2021-04-12,2.446,2.269
1,2022-01-25T10:00:00Z,2021-04-13,2.354,2.344
1,2022-01-25T10:00:00Z,2021-04-14,2.137,2.279
1,2022-01-25T10:00:00Z,2021-04-15,2.118,2.32
1,2022-01-25T10:00:00Z,2021-04-16,2.416,2.295
1,2022-01-25T10:00:00Z,2021-04-17,2.331,2.372
1,2022-01-25T10:00:00Z,2021-04-18,2.438,2.325
1,2022-01-25T10:00:00Z,2021-04-19,2.274,2.428
1,2022-01-25T10:00:00Z,2021-04-20,2.89,2.447
1,2022-01-25T10:00:00Z,2021-04-21,1.808,2.384
1,2022-01-25T10:00:00Z,2021-04-22,2.84,2.33
1,2022-01-25T10:00:00Z,2021-04-23,2.55,2.29
1,2022-01-25T10:00:00Z,2021-04-24,1.886,2.169
1,2022-01-25T10:00:00Z,2021-04-25,2.065,2.187
1,2022-01-25T10:00:00Z,2021-04-26,1.994,2.015
1,2022-01-25T10:00:00Z,2021-04-27,2.037,1.949
1,2022-01-25T10:00:00Z,2021-04-28,1.937,2.063
1,2022-01-25T10:00:00Z,2021-04-29,1.638,2.089
1,2022-01-25T10:00:00Z,2021-04-30,2.083,2.113
1,2022-01-25T10:00:00Z,2021-05-01,2.685,2.119
1,2022-01-25T10:00:00Z,2021-05-02,2.247,2.125
1,2022-01-25T10:00:00Z,2021-05-03,2.167,2.174
1,2022-01-25T10:00:00Z,2021-05-04,2.077,2.217
1,2022-01-25T10:00:00Z,2021-05-05,1.98,2.061
1,2022-01-25T10:00:00Z,2021-05-06,1.978,2.053
1,2022-01-25T10:00:00Z,2021-05-07,2.388,1.987
1,2022-01-25T10:00:00Z,2021-05-08,1.59,2.054
1,2022-01-25T10:00:00Z,2021-05-09,2.193,1.992
1,2022-01-25T10:00:00Z,2021-05-10,1.705,1.947
1,2022-01-25T10:00:00Z,2021-05-11,2.544,1.897
1,2022-01-25T10:00:00Z,2021-05-12,1.547,1.903
1,2022-01-25T10:00:00Z,2021-05-13,1.665,1.828
1,2022-01-25T10:00:00Z,2021-05-14,2.037,1.874
1,2022-01-25T10:00:00Z,2021-05-15,1.632,1.696
1,2022-01-25T10:00:00Z,2021-05-16,1.668,1.745
1,2022-01-25T10:00:00Z,2021-05-17,2.028,1.747
1,2022-01-25T10:00:00Z,2021-05-18,1.297,1.701
1,2022-01-25T10:00:00Z,2021-05-19,1.889,1.662
1,2022-01-25T10:00:00Z,2021-05-20,1.676,1.634
1,2022-01-25T10:00:00Z,2021-05-21,1.718,1.594
1,2022-01-25T10:00:00Z,2021-05-22,1.355,1.613
1,2022-01-25T10:00:00Z,2021-05-23,1.473,1.605
1,2022-01-25T10:00:00Z,2021-05-24,1.752,1.594
1,2022-01-25T10:00:00Z,2021-05-25,1.426,1.608
1,2022-01-25T10:00:00Z,2021-05-26,1.833,1.6
1,2022-01-25T10:00:00Z,2021-05-27,1.6,1.603
1,2022-01-25T10:00:00Z,2021-05-28,1.818,1.624
1,2022-01-25T10:00:00Z,2021-05-29,1.295,1.621
1,2022-01-25T10:00:00Z,2021-05-30,1.495,1.643
1,2022-01-25T10:00:00Z,2021-05-31,1.898,1.654
1,2022-01-25T10:00:00Z,2021-06-01,1.411,1.674
1,2022-01-25T10:00:00Z,2021-06-02,1.981,1.774
1,2022-01-25T10:00:00Z,2021-06-03,1.68,1.789
1,2022-01-25T10:00:00Z,2021-06-04,1.957,1.742
1,2022-01-25T10:00:00Z,2021-06-05,1.999,1.813
1,2022-01-25T10:00:00Z,2021-06-06,1.599,1.763
1,2022-01-25T10:00:00Z,2021-06-07,1.564,1.66
1,2022-01-25T10:00:00Z,2021-06-08,1.909,1.62
1,2022-01-25T10:00:00Z,2021-06-09,1.632,1.535
1,2022-01-25T10:00:00Z,2021-06-10,0.961,1.497
1,2022-01-25T10:00:00Z,2021-06-11,1.673,1.436
1,2022-01-25T10:00:00Z,2021-06-12,1.408,1.386
1,2022-01-25T10:00:00Z,2021-06-13,1.332,1.293
1,2022-01-25T10:00:00Z,2021-06-14,1.134,1.355
1,2022-01-25T10:00:00Z,2021-06-15,1.565,1.341
1,2022-01-25T10:00:00Z,2021-06-16,0.979,1.418
1,2022-01-25T10:00:00Z,2021-06-17,1.397,1.504
1,2022-01-25T10:00:00Z,2021-06-18,1.574,1.542
1,2022-01-25T10:00:00Z,2021-06-19,1.944,1.501
1,2022-01-25T10:00:00Z,2021-06-20,1.932,1.559
1,2022-01-25T10:00:00Z,2021-06-21,1.406,1.617
1,2022-01-25T10:00:00Z,2021-06-22,1.278,1.645
1,2022-01-25T10:00:00Z,2021-06-23,1.381,1.661
1,2022-01-25T10:00:00Z,2021-06-24,1.802,1.66
1,2022-01-25T10:00:00Z,2021-06-25,1.774,1.723
1,2022-01-25T10:00:00Z,2021-06-26,2.056,1.784
1,2022-01-25T10:00:00Z,2021-06-27,1.92,1.871
1,2022-01-25T10:00:00Z,2021-06-28,1.85,1.913
1,2022-01-25T10:00:00Z,2021-06-29,1.708,1.996
1,2022-01-25T10:00:00Z,2021-06-30,1.989,1.97
1,2022-01-25T10:00:00Z,2021-07-01,2.093,2.031
1,2022-01-25T10:00:00Z,2021-07-02,2.356,2.107
1,2022-01-25T10:00:00Z,2021-07-03,1.874,2.201
1,2022-01-25T10:00:00Z,2021-07-04,2.35,2.24
1,2022-01-25T10:00:00Z,2021-07-05,2.381,2.189
1,2022-01-25T10:00:00Z,2021-07-06,2.364,2.223
1,2022-01-25T10:00:00Z,2021-07-07,2.263,2.475
1,2022-01-25T10:00:00Z,2021-07-08,1.738,2.413
1,2022-01-25T10:00:00Z,2021-07-09,2.591,2.489
1,2022-01-25T10:00:00Z,2021-07-10,3.64,2.548
1,2022-01-25T10:00:00Z,2021-07-11,1.917,2.697
1,2022-01-25T10:00:00Z,2021-07-12,2.913,2.848
1,2022-01-25T10:00:00Z,2021-07-13,2.776,2.828
1,2022-01-25T10:00:00Z,2021-07-14,3.302,2.648
1,2022-01-25T10:00:00Z,2021-07-15,2.794,2.753
1,2022-01-25T10:00:00Z,2021-07-16,2.454,2.651
1,2022-01-25T10:00:00Z,2021-07-17,2.381,2.593
1,2022-01-25T10:00:00Z,2021-07-18,2.654,2.529
1,2022-01-25T10:00:00Z,2021-07-19,2.194,2.436
1,2022-01-25T10:00:00Z,2021-07-20,2.371,2.386
1,2022-01-25T10:00:00Z,2021-07-21,2.854,2.399
1,2022-01-25T10:00:00Z,2021-07-22,2.141,2.386
1,2022-01-25T10:00:00Z,2021-07-23,2.106,2.43
1,2022-01-25T10:00:00Z,2021-07-24,2.475,2.33
1,2022-01-25T10:00:00Z,2021-07-25,2.562,2.275
1,2022-01-25T10:00:00Z,2021-07-26,2.503,2.194
1,2022-01-25T10:00:00Z,2021-07-27,1.67,2.144
1,2022-01-25T10:00:00Z,2021-07-28,2.471,2.046
1,2022-01-25T10:00:00Z,2021-07-29,1.574,1.962
1,2022-01-25T10:00:00Z,2021-07-30,1.752,1.856
1,2022-01-25T10:00:00Z,2021-07-31,1.793,1.858
1,2022-01-25T10:00:00Z,2021-08-01,1.969,1.817
1,2022-01-25T10:00:00Z,2021-08-02,1.761,1.822
1,2022-01-25T10:00:00Z,2021-08-03,1.684,1.914
1,2022-01-25T10:00:00Z,2021-08-04,2.189,1.826
1,2022-01-25T10:00:00Z,2021-08-05,1.608,1.743
1,2022-01-25T10:00:00Z,2021-08-06,2.396,1.661
1,2022-01-25T10:00:00Z,2021-08-07,1.176,1.563
1,2022-01-25T10:00:00Z,2021-08-08,1.384,1.453
1,2022-01-25T10:00:00Z,2021-08-09,1.192,1.376
1,2022-01-25T10:00:00Z,2021-08-10,0.995,1.236
1,2022-01-25T10:00:00Z,2021-08-11,1.417,1.293
1,2022-01-25T10:00:00Z,2021-08-12,1.071,1.26
1,2022-01-25T10:00:00Z,2021-08-13,1.417,1.257
1,2022-01-25T10:00:00Z,2021-08-14,1.575,1.329
1,2022-01-25T10:00:00Z,2021-08-15,1.152,1.446
1,2022-01-25T10:00:00Z,2021-08-16,1.171,1.488
1,2022-01-25T10:00:00Z,2021-08-17,1.5,1.454
1,2022-01-25T10:00:00Z,2021-08-18,2.235,1.442
1,2022-01-25T10:00:00Z,2021-08-19,1.365,1.511
1,2022-01-25T10:00:00Z,2021-08-20,1.182,1.478
1,2022-01-25T10:00:00Z,2021-08-21,1.487,1.44
1,2022-01-25T10:00:00Z,2021-08-22,1.634,1.318
1,2022-01-25T10:00:00Z,2021-08-23,0.942,1.259
1,2022-01-25T10:00:00Z,2021-08-24,1.232,1.298
1,2022-01-25T10:00:00Z,2021-08-25,1.381,1.338
1,2022-01-25T10:00:00Z,2021-08-26,0.952,1.309
1,2022-01-25T10:00:00Z,2021-08-27,1.46,1.317
1,2022-01-25T10:00:00Z,2021-08-28,1.765,1.351
1,2022-01-25T10:00:00Z,2021-08-29,1.433,1.315
1,2022-01-25T10:00:00Z,2021-08-30,0.993,1.454
1,2022-01-25T10:00:00Z,2021-08-31,1.476,1.532
1,2022-01-25T10:00:00Z,2021-09-01,1.125,1.479
1,2022-01-25T10:00:00Z,2021-09-02,1.923,1.626
1,2022-01-25T10:00:00Z,2021-09-03,2.007,1.752
1,2022-01-25T10:00:00Z,2021-09-04,1.395,1.767
1,2022-01-25T10:00:00Z,2021-09-05,2.466,1.814
1,2022-01-25T10:00:00Z,2021-09-06,1.869,1.867
1,2022-01-25T10:00:00Z,2021-09-07,1.586,1.826
1,2022-01-25T10:00:00Z,2021-09-08,1.451,1.894
1,2022-01-25T10:00:00Z,2021-09-09,2.295,1.734
1,2022-01-25T10:00:00Z,2021-09-10,1.718,1.72
1,2022-01-25T10:00:00Z,2021-09-11,1.871,1.674
1,2022-01-25T10:00:00Z,2021-09-12,1.349,1.787
1,2022-01-25T10:00:00Z,2021-09-13,1.768,1.631
1,2022-01-25T10:00:00Z,2021-09-14,1.268,1.675
1,2022-01-25T10:00:00Z,2021-09-15,2.239,1.702
1,2022-01-25T10:00:00Z,2021-09-16,1.206,1.832
1,2022-01-25T10:00:00Z,2021-09-17,2.025,1.786
1,2022-01-25T10:00:00Z,2021-09-18,2.059,1.745
1,2022-01-25T10:00:00Z,2021-09-19,2.26,1.865
1,2022-01-25T10:00:00Z,2021-09-20,1.448,2.046
1,2022-01-25T10:00:00Z,2021-09-21,0.976,2.025
1,2022-01-25T10:00:00Z,2021-09-22,3.084,2.025
1,2022-01-25T10:00:00Z,2021-09-23,2.473,1.883
1,2022-01-25T10:00:00Z,2021-09-24,1.877,2.051
1,2022-01-25T10:00:00Z,2021-09-25,2.058,2.278
1,2022-01-25T10:00:00Z,2021-09-26,1.267,2.156
1,2022-01-25T10:00:00Z,2021-09-27,2.622,2.019
1,2022-01-25T10:00:00Z,2021-09-28,2.568,2.127
1,2022-01-25T10:00:00Z,2021-09-29,2.225,2.252
1,2022-01-25T10:00:00Z,2021-09-30,1.513,2.594
1,2022-01-25T10:00:00Z,2021-10-01,2.638,2.629
1,2022-01-25T10:00:00Z,2021-10-02,2.932,2.608
1,2022-01-25T10:00:00Z,2021-10-03,3.659,2.64
1,2022-01-25T10:00:00Z,2021-10-04,2.869,2.708
1,2022-01-25T10:00:00Z,2021-10-05,2.42,2.839
1,2022-01-25T10:00:00Z,2021-10-06,2.449,2.879
1,2022-01-25T10:00:00Z,2021-10-07,1.992,2.723
1,2022-01-25T10:00:00Z,2021-10-08,3.551,2.665
1,2022-01-25T10:00:00Z,2021-10-09,3.21,2.839
1,2022-01-25T10:00:00Z,2021-10-10,2.569,2.919
1,2022-01-25T10:00:00Z,2021-10-11,2.464,3.246
1,2022-01-25T10:00:00Z,2021-10-12,3.636,3.334
1,2022-01-25T10:00:00Z,2021-10-13,3.008,3.716
1,2022-01-25T10:00:00Z,2021-10-14,4.286,4.539
1,2022-01-25T10:00:00Z,2021-10-15,4.167,4.981
1,2022-01-25T10:00:00Z,2021-10-16,5.882,5.102
1,2022-01-25T10:00:00Z,2021-10-17,8.333,5.161
1,2022-01-25T10:00:00Z,2021-10-18,5.556,5.073
1,2022-01-25T10:00:00Z,2021-10-19,4.485,5.017
1,2022-01-25T10:00:00Z,2021-10-20,3.42,4.834
1,2022-01-25T10:00:00Z,2021-10-21,3.665,4.238
1,2022-01-25T10:00:00Z,2021-10-22,3.778,4.061
1,2022-01-25T10:00:00Z,2021-10-23,4.603,3.951
1,2022-01-25T10:00:00Z,2021-10-24,4.156,4.133
1,2022-01-25T10:00:00Z,2021-10-25,4.317,4.097
1,2022-01-25T10:00:00Z,2021-10-26,3.719,4.18
1,2022-01-25T10:00:00Z,2021-10-27,4.695,4.172
1,2022-01-25T10:00:00Z,2021-10-28,3.409,4.087
1,2022-01-25T10:00:00Z,2021-10-29,4.361,4.021
1,2022-01-25T10:00:00Z,2021-10-30,4.545,4.096
1,2022-01-25T10:00:00Z,2021-10-31,3.561,3.916
1,2022-01-25T10:00:00Z,2021-11-01,3.855,4.037
1,2022-01-25T10:00:00Z,2021-11-02,4.249,3.995
1,2022-01-25T10:00:00Z,2021-11-03,3.434,3.904
1,2022-01-25T10:00:00Z,2021-11-04,4.255,3.986
1,2022-01-25T10:00:00Z,2021-11-05,4.069,3.943
1,2022-01-25T10:00:00Z,2021-11-06,3.904,3.823
1,2022-01-25T10:00:00Z,2021-11-07,4.136,3.844
1,2022-01-25T10:00:00Z,2021-11-08,3.552,3.768
1,2022-01-25T10:00:00Z,2021-11-09,3.408,3.785
1,2022-01-25T10:00:00Z,2021-11-10,3.581,3.732
1,2022-01-25T10:00:00Z,2021-11-11,3.728,3.74
1,2022-01-25T10:00:00Z,2021-11-12,4.189,3.865
1,2022-01-25T10:00:00Z,2021-11-13,3.531,4.064
1,2022-01-25T10:00:00Z,2021-11-14,4.193,4.137
1,2022-01-25T10:00:00Z,2021-11-15,4.423,4.06
1,2022-01-25T10:00:00Z,2021-11-16,4.804,4.052
1,2022-01-25T10:00:00Z,2021-11-17,4.093,4.178
1,2022-01-25T10:00:00Z,2021-11-18,3.187,4.107
1,2022-01-25T10:00:00Z,2021-11-19,4.135,3.952
1,2022-01-25T10:00:00Z,2021-11-20,4.408,3.859
1,2022-01-25T10:00:00Z,2021-11-21,3.697,3.827
1,2022-01-25T10:00:00Z,2021-11-22,3.341,3.892
1,2022-01-25T10:00:00Z,2021-11-23,4.152,3.719
1,2022-01-25T10:00:00Z,2021-11-24,3.868,3.611
1,2022-01-25T10:00:00Z,2021-11-25,3.642,3.601
1,2022-01-25T10:00:00Z,2021-11-26,2.923,3.556
1,2022-01-25T10:00:00Z,2021-11-27,3.657,3.336
1,2022-01-25T10:00:00Z,2021-11-28,3.626,3.356
1,2022-01-25T10:00:00Z,2021-11-29,3.021,3.349
1,2022-01-25T10:00:00Z,2021-11-30,2.613,3.287
1,2022-01-25T10:00:00Z,2021-12-01,4.011,3.326
1,2022-01-25T10:00:00Z,2021-12-02,3.59,3.34
1,2022-01-25T10:00:00Z,2021-12-03,2.491,3.262
1,2022-01-25T10:00:00Z,2021-12-04,3.928,3.248
1,2022-01-25T10:00:00Z,2021-12-05,3.727,3.049
1,2022-01-25T10:00:00Z,2021-12-06,2.475,2.98
1,2022-01-25T10:00:00Z,2021-12-07,2.512,3.103
1,2022-01-25T10:00:00Z,2021-12-08,2.621,2.905
1,2022-01-25T10:00:00Z,2021-12-09,3.107,2.813
1,2022-01-25T10:00:00Z,2021-12-10,3.351,2.888
1,2022-01-25T10:00:00Z,2021-12-11,2.542,2.901
1,2022-01-25T10:00:00Z,2021-12-12,3.082,2.765
1,2022-01-25T10:00:00Z,2021-12-13,3.001,2.638
1,2022-01-25T10:00:00Z,2021-12-14,2.606,2.469
1,2022-01-25T10:00:00Z,2021-12-15,1.666,2.529
1,2022-01-25T10:00:00Z,2021-12-16,2.219,2.418
1,2022-01-25T10:00:00Z,2021-12-17,2.168,2.447
1,2022-01-25T10:00:00Z,2021-12-18,2.964,2.459
1,2022-01-25T10:00:00Z,2021-12-19,2.301,2.645
1,2022-01-25T10:00:00Z,2021-12-20,3.203,2.789
1,2022-01-25T10:00:00Z,2021-12-21,2.695,2.855
1,2022-01-25T10:00:00Z,2021-12-22,2.963,2.888
1,2022-01-25T10:00:00Z,2021-12-23,3.228,2.934
1,2022-01-25T10:00:00Z,2021-12-24,2.632,2.819
1,2022-01-25T10:00:00Z,2021-12-25,3.193,2.819
1,2022-01-25T10:00:00Z,2021-12-26,2.623,2.907
1,2022-01-25T10:00:00Z,2021-12-27,2.396,2.878
1,2022-01-25T10:00:00Z,2021-12-28,2.697,2.93
1,2022-01-25T10:00:00Z,2021-12-29,3.581,2.991
1,2022-01-25T10:00:00Z,2021-12-30,3.024,3.191
1,2022-01-25T10:00:00Z,2021-12-31,2.996,3.35
1,2022-01-25T10:00:00Z,2022-01-01,3.621,3.374
1,2022-01-25T10:00:00Z,2022-01-02,4.025,3.231
1,2022-01-25T10:00:00Z,2022-01-03,3.508,3.256
1,2022-01-25T10:00:00Z,2022-01-04,2.861,3.36
1,2022-01-25T10:00:00Z,2022-01-05,2.58,3.299
1,2022-01-25T10:00:00Z,2022-01-06,3.198,3.162
1,2022-01-25T10:00:00Z,2022-01-07,3.727,3.116
1,2022-01-25T10:00:00Z,2022-01-08,3.191,3.17
