"variant2","collection_date_num","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","variant"
"C.37 (lambda)",18657.5,5.5471865121486e-07,4.87215701542663e-06,NA,-8.99453362604548e-06,1.01039709284752e-05,2021-01-30,"C.37 (lambda)"
"B.1.617.2 (delta)",18657.5,0.00068906519700661,0.000251843242947676,NA,0.000195461511079393,0.00118266888293383,2021-01-30,"B.1.617.2 (delta)"
"other",18657.5,0.744265916867526,0.00556109970006427,NA,0.733366361740964,0.755165471994089,2021-01-30,"other"
"B.1.1.7 (alpha)",18658.5,0.255825106680902,0.00546811921309009,NA,0.245107789960074,0.26654242340173,2021-01-31,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18658.5,0.0125678035424149,0.00140435998074999,NA,0.00981530855881553,0.0153202985260142,2021-01-31,"B.1.351 (beta)"
"P.1 (gamma)",18658.5,0.000276583832304594,0.00018168655530258,NA,-7.95152725636074e-05,0.000632682937172796,2021-01-31,"P.1 (gamma)"
"C.37 (lambda)",18658.5,5.57700756282095e-07,4.9177343666387e-06,NA,-9.08088148786465e-06,1.01962830004288e-05,2021-01-31,"C.37 (lambda)"
"B.1.617.2 (delta)",18658.5,0.000680427363452559,0.000248685842196242,NA,0.000193012069282912,0.0011678426576222,2021-01-31,"B.1.617.2 (delta)"
"other",18658.5,0.73064952088017,0.00555401264495411,NA,0.71976385612638,0.74153518563396,2021-01-31,"other"
"B.1.1.7 (alpha)",18659.5,0.269147991964616,0.00546079807315912,NA,0.258445024414379,0.279850959514854,2021-02-01,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18659.5,0.0131561247001619,0.00141253764669815,NA,0.0103876017858266,0.0159246476144973,2021-02-01,"B.1.351 (beta)"
"P.1 (gamma)",18659.5,0.000313986504487364,0.000197793687859176,NA,-7.36820000859779e-05,0.000701655009060707,2021-02-01,"P.1 (gamma)"
"C.37 (lambda)",18659.5,5.60535387420143e-07,4.9603432435273e-06,NA,-9.16155872084997e-06,1.02826294956903e-05,2021-02-01,"C.37 (lambda)"
"B.1.617.2 (delta)",18659.5,0.000671502375754529,0.000245601319453588,NA,0.00019013263506998,0.00115287211643908,2021-02-01,"B.1.617.2 (delta)"
"other",18659.5,0.716709833919592,0.00554328262241662,NA,0.705845199623529,0.727574468215656,2021-02-01,"other"
"B.1.1.7 (alpha)",18660.5,0.282758303020451,0.00545075720464212,NA,0.27207501521088,0.293441590830022,2021-02-02,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18660.5,0.0137489259280118,0.00142037142668948,NA,0.0109650490870306,0.0165328027689929,2021-02-02,"B.1.351 (beta)"
"P.1 (gamma)",18660.5,0.00035556864127486,0.000214619730867254,NA,-6.50783015966369e-05,0.000776215584146356,2021-02-02,"P.1 (gamma)"
"C.37 (lambda)",18660.5,5.63224391788908e-07,4.9999261310722e-06,NA,-9.2364507504733e-06,1.03628995340511e-05,2021-02-02,"C.37 (lambda)"
"B.1.617.2 (delta)",18660.5,0.000662306104800909,0.000242568347546571,NA,0.000186880879820235,0.00113773132978158,2021-02-02,"B.1.617.2 (delta)"
"other",18660.5,0.70247433308107,0.00553011384358246,NA,0.691635509117242,0.713313157044898,2021-02-02,"other"
"B.1.1.7 (alpha)",18661.5,0.296627953846503,0.00543914669699312,NA,0.285967422213767,0.30728848547924,2021-02-03,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18661.5,0.0143441978340543,0.00142817970390843,NA,0.0115450170509427,0.0171433786171659,2021-02-03,"B.1.351 (beta)"
"P.1 (gamma)",18661.5,0.000401654816101768,0.000232102097119119,NA,-5.3256934987924e-05,0.000856566567191459,2021-02-03,"P.1 (gamma)"
"C.37 (lambda)",18661.5,5.65771511178673e-07,5.03644498121108e-06,NA,-9.30547926211254e-06,1.04370222844699e-05,2021-02-03,"C.37 (lambda)"
"B.1.617.2 (delta)",18661.5,0.000652856574288948,0.000239567041709519,NA,0.000183313800655486,0.00112239934792241,2021-02-03,"B.1.617.2 (delta)"
"other",18661.5,0.687972771157541,0.00551566365713702,NA,0.677162269038716,0.698783273276366,2021-02-03,"other"
"B.1.1.7 (alpha)",18662.5,0.31072690518816,0.00542704116895955,NA,0.300090099954383,0.321363710421937,2021-02-04,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18662.5,0.014939852741754,0.00143627739634652,NA,0.0121248007731059,0.0177549047104022,2021-02-04,"B.1.351 (beta)"
"P.1 (gamma)",18662.5,0.000452574086027548,0.000250165717673393,NA,-3.77417107789175e-05,0.000942889882834013,2021-02-04,"P.1 (gamma)"
"C.37 (lambda)",18662.5,5.68182461427324e-07,5.06988214244341e-06,NA,-9.36860394362452e-06,1.05049688664792e-05,2021-02-04,"C.37 (lambda)"
"B.1.617.2 (delta)",18662.5,0.00064317382939447,0.000236579184184757,NA,0.000179487148900479,0.00110686050988846,2021-02-04,"B.1.617.2 (delta)"
"other",18662.5,0.673236925972203,0.00550098709812849,NA,0.662455189380451,0.684018662563954,2021-02-04,"other"
"B.1.1.7 (alpha)",18663.5,0.325023433769359,0.0054153885399303,NA,0.314409467268804,0.335637400269913,2021-02-05,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18663.5,0.0155337440973837,0.00144496100746808,NA,0.0127016725636815,0.0183658156310858,2021-02-05,"B.1.351 (beta)"
"P.1 (gamma)",18663.5,0.000508657035447768,0.000268723557757461,NA,-1.8031459554323e-05,0.00103534553044986,2021-02-05,"P.1 (gamma)"
"C.37 (lambda)",18663.5,5.70464990853828e-07,5.10024100707072e-06,NA,-9.42582369547907e-06,1.05667536771867e-05,2021-02-05,"C.37 (lambda)"
"B.1.617.2 (delta)",18663.5,0.000633279773074834,0.000233588401186111,NA,0.000175454919543763,0.0010911046266059,2021-02-05,"B.1.617.2 (delta)"
"other",18663.5,0.658300314859744,0.00548698378172007,NA,0.647546024263817,0.669054605455671,2021-02-05,"other"
"B.1.1.7 (alpha)",18664.5,0.339484430022497,0.00540496320731554,NA,0.328890896798394,0.350077963246599,2021-02-06,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18664.5,0.0161236871040669,0.00145449297814254,NA,0.0132729332511411,0.0189744409569927,2021-02-06,"B.1.351 (beta)"
"P.1 (gamma)",18664.5,0.000570232507647273,0.000287677528920709,NA,6.39491180120307e-06,0.00113407010349334,2021-02-06,"P.1 (gamma)"
"C.37 (lambda)",18664.5,5.72628916949479e-07,5.12754635752547e-06,NA,-9.47717727285999e-06,1.06224351067589e-05,2021-02-06,"C.37 (lambda)"
"B.1.617.2 (delta)",18664.5,0.000623197973019632,0.00023058029071003,NA,0.000171268907683197,0.00107512703835607,2021-02-06,"B.1.617.2 (delta)"
"other",18664.5,0.643197879763852,0.00547435120205431,NA,0.632468348569103,0.653927410958602,2021-02-06,"other"
"B.1.1.7 (alpha)",18665.5,0.354075718330685,0.00539632728665419,NA,0.343499111200052,0.364652325461318,2021-02-07,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18665.5,0.0167074801659094,0.00146508635173329,NA,0.013835963682271,0.0195789966495478,2021-02-07,"B.1.351 (beta)"
"P.1 (gamma)",18665.5,0.000637624051716809,0.000306919819624478,NA,3.60722591113031e-05,0.00123917584432232,2021-02-07,"P.1 (gamma)"
"C.37 (lambda)",18665.5,5.74686141260286e-07,5.15184440130541e-06,NA,-9.52274333925263e-06,1.06721156217732e-05,2021-02-07,"C.37 (lambda)"
"B.1.617.2 (delta)",18665.5,0.000612953443136094,0.000227542501445301,NA,0.000166978335351151,0.00105892855092104,2021-02-07,"B.1.617.2 (delta)"
"other",18665.5,0.627965649322411,0.00546354834368314,NA,0.617257291340999,0.638674007303824,2021-02-07,"other"
"B.1.1.7 (alpha)",18666.5,0.368762393130064,0.00538980314343362,NA,0.358198573085173,0.379326213174955,2021-02-08,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18666.5,0.0172829267000716,0.00147689088564271,NA,0.0143882737551164,0.0201775796450268,2021-02-08,"B.1.351 (beta)"
"P.1 (gamma)",18666.5,0.000711146119176215,0.000326334654193282,NA,7.15419500500502e-05,0.00135075028830238,2021-02-08,"P.1 (gamma)"
"C.37 (lambda)",18666.5,5.76650643106937e-07,5.17320249252859e-06,NA,-9.56263992698193e-06,1.07159412131958e-05,2021-02-08,"C.37 (lambda)"
"B.1.617.2 (delta)",18666.5,0.000602572404198372,0.000224464764575984,NA,0.000162629549831181,0.00104251525856556,2021-02-08,"B.1.617.2 (delta)"
"other",18666.5,0.612640384995847,0.00545477283683069,NA,0.601949226691811,0.623331543299882,2021-02-08,"other"
"B.1.1.7 (alpha)",18667.5,0.383509163790989,0.00538545956491398,NA,0.372953857003561,0.394064470578417,2021-02-09,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18667.5,0.017847856864761,0.00148998173318957,NA,0.0149275463300869,0.0207681673994352,2021-02-09,"B.1.351 (beta)"
"P.1 (gamma)",18667.5,0.000791100050741224,0.000345800475434646,NA,0.000113343573052491,0.00146885652842996,2021-02-09,"P.1 (gamma)"
"C.37 (lambda)",18667.5,5.78538453492389e-07,5.19170854666886e-06,NA,-9.59702331620736e-06,1.07541002231921e-05,2021-02-09,"C.37 (lambda)"
"B.1.617.2 (delta)",18667.5,0.000592082028867843,0.000221338881558924,NA,0.000158265792633975,0.00102589826510171,2021-02-09,"B.1.617.2 (delta)"
"other",18667.5,0.597259218726188,0.00544795372802381,NA,0.58658142562982,0.607937011822555,2021-02-09,"other"
"B.1.1.7 (alpha)",18668.5,0.398280701023545,0.00538311268251386,NA,0.387729994041097,0.408831408005993,2021-02-10,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18668.5,0.0184001487573866,0.00150435165960473,NA,0.0154516736844783,0.021348623830295,2021-02-10,"B.1.351 (beta)"
"P.1 (gamma)",18668.5,0.000877769898858871,0.000365192529315965,NA,0.000162005693976493,0.00159353410374125,2021-02-10,"P.1 (gamma)"
"C.37 (lambda)",18668.5,5.80367611212018e-07,5.20747016323708e-06,NA,-9.62608635929957e-06,1.07868215817236e-05,2021-02-10,"C.37 (lambda)"
"B.1.617.2 (delta)",18668.5,0.000581510176679908,0.000218158671972544,NA,0.000153927036698634,0.00100909331666118,2021-02-10,"B.1.617.2 (delta)"
"other",18668.5,0.581859289775918,0.00544276044500559,NA,0.571191675327228,0.592526904224608,2021-02-10,"other"
"B.1.1.7 (alpha)",18669.5,0.413041977639338,0.00538234134224973,NA,0.402492782456027,0.423591172822648,2021-02-11,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18669.5,0.0189377486590466,0.00151990745693708,NA,0.0159587847836161,0.0219167125344772,2021-02-11,"B.1.351 (beta)"
"P.1 (gamma)",18669.5,0.000971418135791437,0.000384385810936452,NA,0.000218035790187769,0.0017248004813951,2021-02-11,"P.1 (gamma)"
"C.37 (lambda)",18669.5,5.82158103779774e-07,5.22061347866653e-06,NA,-9.65005629161099e-06,1.08143724991705e-05,2021-02-11,"C.37 (lambda)"
"B.1.617.2 (delta)",18669.5,0.000570885124776657,0.000214919886278858,NA,0.000149649888108652,0.000992120361444663,2021-02-11,"B.1.617.2 (delta)"
"other",18669.5,0.566477388282944,0.00543862694432419,NA,0.555817875346719,0.577136901219168,2021-02-11,"other"
"B.1.1.7 (alpha)",18670.5,0.427758596838146,0.00538251525999972,NA,0.417209060782309,0.438308132893983,2021-02-12,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18670.5,0.0194586899377885,0.00153647082940082,NA,0.0164472624488666,0.0224701174267105,2021-02-12,"B.1.351 (beta)"
"P.1 (gamma)",18670.5,0.00107228130008142,0.00040325830973692,NA,0.000281909536530557,0.00186265306363228,2021-02-12,"P.1 (gamma)"
"C.37 (lambda)",18670.5,5.83931796293637e-07,5.23128177812063e-06,NA,-9.66919208180344e-06,1.08370556743907e-05,2021-02-12,"C.37 (lambda)"
"B.1.617.2 (delta)",18670.5,0.000560235300140902,0.000211620088828154,NA,0.000145467547632553,0.000975003052649251,2021-02-12,"B.1.617.2 (delta)"
"other",18670.5,0.551149612692047,0.00543478860421265,NA,0.540497622764201,0.561801602619892,2021-02-12,"other"
"B.1.1.7 (alpha)",18671.5,0.442397101752004,0.00538283320669888,NA,0.431846942532088,0.45294726097192,2021-02-13,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18671.5,0.019961110271648,0.00155378360080146,NA,0.0169157503743082,0.0230064701689878,2021-02-13,"B.1.351 (beta)"
"P.1 (gamma)",18671.5,0.00118056563616881,0.000421694468573441,NA,0.000354059665285111,0.00200707160705252,2021-02-13,"P.1 (gamma)"
"C.37 (lambda)",18671.5,5.85712351767544e-07,5.2396339001028e-06,NA,-9.68378138460908e-06,1.08552060881442e-05,2021-02-13,"C.37 (lambda)"
"B.1.617.2 (delta)",18671.5,0.000549589018863038,0.000208258516686052,NA,0.000141409826684642,0.000957768211041433,2021-02-13,"B.1.617.2 (delta)"
"other",18671.5,0.535911047608964,0.00543032838708635,NA,0.52526779954605,0.546554295671879,2021-02-13,"other"
"B.1.1.7 (alpha)",18672.5,0.456925260736513,0.00538236779807446,NA,0.446376013700739,0.467474507772287,2021-02-14,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18672.5,0.0204432669107217,0.00157151672164703,NA,0.017363150735191,0.0235233830862523,2021-02-14,"B.1.351 (beta)"
"P.1 (gamma)",18672.5,0.00129644278279906,0.000439588746158737,NA,0.000434864672318813,0.0021580208932793,2021-02-14,"P.1 (gamma)"
"C.37 (lambda)",18672.5,5.87525146744673e-07,5.24584247142955e-06,NA,-9.69413716582784e-06,1.08691874593172e-05,2021-02-14,"C.37 (lambda)"
"B.1.617.2 (delta)",18672.5,0.000538974237566295,0.000204835919901267,NA,0.000137503211819681,0.00094044526331291,2021-02-14,"B.1.617.2 (delta)"
"other",18672.5,0.520795467807253,0.00542422827440825,NA,0.510164175745489,0.531426759869017,2021-02-14,"other"
"B.1.1.7 (alpha)",18673.5,0.471312323807438,0.0053801132702762,NA,0.460767495564951,0.481857152049925,2021-02-15,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18673.5,0.0209035497624742,0.00158928228328074,NA,0.0177886137259764,0.0240184857989721,2021-02-15,"B.1.351 (beta)"
"P.1 (gamma)",18673.5,0.00142004556574392,0.000456849145857894,NA,0.000524637693494563,0.00231545343799328,2021-02-15,"P.1 (gamma)"
"C.37 (lambda)",18673.5,5.89397186175202e-07,5.25009201222755e-06,NA,-9.70059407331222e-06,1.08793884456626e-05,2021-02-15,"C.37 (lambda)"
"B.1.617.2 (delta)",18673.5,0.000528418321554724,0.000201354388688304,NA,0.00013377097159657,0.000923065671512878,2021-02-15,"B.1.617.2 (delta)"
"other",18673.5,0.505835073145603,0.00541542198617748,NA,0.495221041091609,0.516449105199597,2021-02-15,"other"
"B.1.1.7 (alpha)",18674.5,0.485529260119586,0.0053750341508331,NA,0.47499438676828,0.496064133470892,2021-02-16,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18674.5,0.0213404928339241,0.0016066482267025,NA,0.0181915201737621,0.0244894654940861,2021-02-16,"B.1.351 (beta)"
"P.1 (gamma)",18674.5,0.00155146429098775,0.000473400511492885,NA,0.000623616338198851,0.00247931224377664,2021-02-16,"P.1 (gamma)"
"C.37 (lambda)",18674.5,5.91356963236297e-07,5.25257697411273e-06,NA,-9.70350473204903e-06,1.08862186585216e-05,2021-02-16,"C.37 (lambda)"
"B.1.617.2 (delta)",18674.5,0.000517947851795465,0.000197817208269271,NA,0.000130233248065435,0.000905662455525494,2021-02-16,"B.1.617.2 (delta)"
"other",18674.5,0.491060243546743,0.00540284678927014,NA,0.480470858425786,0.501649628667701,2021-02-16,"other"
"B.1.1.7 (alpha)",18675.5,0.499549740066884,0.00536619043468703,NA,0.489032200080714,0.510067280053054,2021-02-17,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18675.5,0.0217528224067605,0.00162319308113857,NA,0.0185714224277743,0.0249342223857467,2021-02-17,"B.1.351 (beta)"
"P.1 (gamma)",18675.5,0.00169076493219382,0.000489185084546206,NA,0.000731979784709079,0.00264955007967857,2021-02-17,"P.1 (gamma)"
"C.37 (lambda)",18675.5,5.93430895774116e-07,5.2535008790565e-06,NA,-9.70324161992614e-06,1.08901034114744e-05,2021-02-17,"C.37 (lambda)"
"B.1.617.2 (delta)",18675.5,0.000507589461585123,0.000194230745452075,NA,0.000126904195808689,0.000888274727361558,2021-02-17,"B.1.617.2 (delta)"
"other",18675.5,0.476498489701681,0.00538557238488211,NA,0.465942961791179,0.487054017612183,2021-02-17,"other"
"B.1.1.7 (alpha)",18676.5,0.513350709471017,0.00535284521542959,NA,0.502859325633958,0.523842093308077,2021-02-18,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18676.5,0.0221394829744844,0.0016385583385045,NA,0.0189279676444478,0.025350998304521,2021-02-18,"B.1.351 (beta)"
"P.1 (gamma)",18676.5,0.001838008036693,0.000504162024749945,NA,0.000849868625810316,0.00282614744757568,2021-02-18,"P.1 (gamma)"
"C.37 (lambda)",18676.5,5.95641070866179e-07,5.25307409675926e-06,NA,-9.70019496690225e-06,1.08914771086346e-05,2021-02-18,"C.37 (lambda)"
"B.1.617.2 (delta)",18676.5,0.000497369992535856,0.000190605269170288,NA,0.000123790529698529,0.000870949455373183,2021-02-18,"B.1.617.2 (delta)"
"other",18676.5,0.462173833884198,0.00536290571993358,NA,0.451662731820645,0.472684935947752,2021-02-18,"other"
"B.1.1.7 (alpha)",18677.5,0.526911320849211,0.0053343921263248,NA,0.5164561044022,0.537366537296222,2021-02-19,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18677.5,0.0224995802745339,0.00165241624170226,NA,0.0192609039533285,0.0257382565957394,2021-02-19,"B.1.351 (beta)"
"P.1 (gamma)",18677.5,0.0019932244798542,0.000518311505555267,NA,0.000977352596193144,0.00300909636351525,2021-02-19,"P.1 (gamma)"
"C.37 (lambda)",18677.5,5.98009989957979e-07,5.25150968788404e-06,NA,-9.69475986275792e-06,1.08907798426739e-05,2021-02-19,"C.37 (lambda)"
"B.1.617.2 (delta)",18677.5,0.000487314679781529,0.000186951623888513,NA,0.000120896230108767,0.000853733129454292,2021-02-19,"B.1.617.2 (delta)"
"other",18677.5,0.448107961706629,0.00533430883833616,NA,0.437652908501077,0.458563014912182,2021-02-19,"other"
"B.1.1.7 (alpha)",18678.5,0.540212871280671,0.00531035522901916,NA,0.52980476628668,0.550620976274663,2021-02-20,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18678.5,0.0228323754716158,0.00166447243970523,NA,0.019570069436534,0.0260946815066976,2021-02-20,"B.1.351 (beta)"
"P.1 (gamma)",18678.5,0.00215641240965186,0.000531636719463442,NA,0.00111442358664449,0.00319840123265923,2021-02-20,"P.1 (gamma)"
"C.37 (lambda)",18678.5,6.00560973049895e-07,5.24902178157174e-06,NA,-9.68733267289697e-06,1.08884546189968e-05,2021-02-20,"C.37 (lambda)"
"B.1.617.2 (delta)",18678.5,0.000477446942106229,0.000183280742359357,NA,0.000118223288022124,0.000836670596190334,2021-02-20,"B.1.617.2 (delta)"
"other",18678.5,0.434320293334982,0.00529939441409895,NA,0.423933671143475,0.444706915526488,2021-02-20,"other"
"B.1.1.7 (alpha)",18679.5,0.553238818019522,0.0052803923955352,NA,0.542889439100033,0.56358819693901,2021-02-21,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18679.5,0.0231372830059115,0.00167447142201249,NA,0.0198553793256255,0.0264191866861976,2021-02-21,"B.1.351 (beta)"
"P.1 (gamma)",18679.5,0.00232753698763727,0.000544165152452584,NA,0.00126099288718846,0.00339408108808609,2021-02-21,"P.1 (gamma)"
"C.37 (lambda)",18679.5,6.03318113584911e-07,5.24582427221282e-06,NA,-9.67830852917825e-06,1.08849447563481e-05,2021-02-21,"C.37 (lambda)"
"B.1.617.2 (delta)",18679.5,0.000467788353322351,0.000179603471659924,NA,0.000115772017370539,0.000819804689274164,2021-02-21,"B.1.617.2 (delta)"
"other",18679.5,0.420827970315494,0.00525792494744256,NA,0.410522626785092,0.431133313845896,2021-02-21,"other"
"B.1.1.7 (alpha)",18680.5,0.565974766255442,0.00524429365918755,NA,0.555696139559083,0.576253392951802,2021-02-22,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18680.5,0.023413866819945,0.0016822003454679,NA,0.0201168147280471,0.0267109189118429,2021-02-22,"B.1.351 (beta)"
"P.1 (gamma)",18680.5,0.00250653040444137,0.000555949259015459,NA,0.00141688987953934,0.0035961709293434,2021-02-22,"P.1 (gamma)"
"C.37 (lambda)",18680.5,6.0630624658847e-07,5.24212964137501e-06,NA,-9.66807905279642e-06,1.08806915459734e-05,2021-02-22,"C.37 (lambda)"
"B.1.617.2 (delta)",18680.5,0.000458358640577282,0.000175930424489719,NA,0.000113541344792589,0.000803175936361975,2021-02-22,"B.1.617.2 (delta)"
"other",18680.5,0.407645871573347,0.00520980679568736,NA,0.397434837887388,0.417856905259307,2021-02-22,"other"
"B.1.1.7 (alpha)",18681.5,0.578408431840597,0.00520197559223781,NA,0.568212747031355,0.58860411664984,2021-02-23,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18681.5,0.0236618351762549,0.00168749142590141,NA,0.0203544127572679,0.0269692575952418,2021-02-23,"B.1.351 (beta)"
"P.1 (gamma)",18681.5,0.00269329215587322,0.000567066422496105,NA,0.00158186239093888,0.00380472192080756,2021-02-23,"P.1 (gamma)"
"C.37 (lambda)",18681.5,6.09550931150531e-07,5.23814791555742e-06,NA,-9.65703032903557e-06,1.08761321913366e-05,2021-02-23,"C.37 (lambda)"
"B.1.617.2 (delta)",18681.5,0.00044917570736099,0.000172271854927814,NA,0.000111529076152566,0.000786822338569414,2021-02-23,"B.1.617.2 (delta)"
"other",18681.5,0.394786655568983,0.00515508025164672,NA,0.384682883938341,0.404890427199624,2021-02-23,"other"
"B.1.1.7 (alpha)",18682.5,0.590529582053506,0.00515347272123979,NA,0.580428961124566,0.600630202982446,2021-02-24,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18682.5,0.0238810342859491,0.00169022308196163,NA,0.0205682579194661,0.0271938106524322,2021-02-24,"B.1.351 (beta)"
"P.1 (gamma)",18682.5,0.00288768956304136,0.000577618085435932,NA,0.00175557891876795,0.00401980020731476,2021-02-24,"P.1 (gamma)"
"C.37 (lambda)",18682.5,6.13078448089076e-07,5.23408576627692e-06,NA,-9.64554114580741e-06,1.08716980419856e-05,2021-02-24,"C.37 (lambda)"
"B.1.617.2 (delta)",18682.5,0.000440255678705674,0.000168637557432708,NA,0.000109732139696762,0.000770779217714585,2021-02-24,"B.1.617.2 (delta)"
"other",18682.5,0.38226082534035,0.00509390680168323,NA,0.372276951468447,0.392244699212252,2021-02-24,"other"
"B.1.1.7 (alpha)",18683.5,0.602329957604085,0.00509892689292911,NA,0.592336244534142,0.612323670674029,2021-02-25,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18683.5,0.0240714409689433,0.00169032001671576,NA,0.0207584746138333,0.0273844073240533,2021-02-25,"B.1.351 (beta)"
"P.1 (gamma)",18683.5,0.00308955851798613,0.000587727943573696,NA,0.0019376329158739,0.00424148412009836,2021-02-25,"P.1 (gamma)"
"C.37 (lambda)",18683.5,6.16915813411628e-07,5.23014575517154e-06,NA,-9.63398150061963e-06,1.08678131274429e-05,2021-02-25,"C.37 (lambda)"
"B.1.617.2 (delta)",18683.5,0.000431612965896182,0.000165036787551327,NA,0.000108146806171393,0.00075507912562097,2021-02-25,"B.1.617.2 (delta)"
"other",18683.5,0.370076813027275,0.00502655457072432,NA,0.360224947102331,0.37992867895222,2021-02-25,"other"
"B.1.1.7 (alpha)",18684.5,0.613803179111224,0.00503857537748687,NA,0.603927752837959,0.623678605384488,2021-02-26,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18684.5,0.024233154561197,0.00168775241023782,NA,0.0209252206223102,0.0275410885000838,2021-02-26,"B.1.351 (beta)"
"P.1 (gamma)",18684.5,0.00329870443502074,0.000597539119414242,NA,0.00212754928161505,0.00446985958842643,2021-02-26,"P.1 (gamma)"
"C.37 (lambda)",18684.5,6.21090808003166e-07,5.22652572341509e-06,NA,-9.62271137416256e-06,1.08648929901689e-05,2021-02-26,"C.37 (lambda)"
"B.1.617.2 (delta)",18684.5,0.000423260347937591,0.000161478202576584,NA,0.000106768886599224,0.000739751809275958,2021-02-26,"B.1.617.2 (delta)"
"other",18684.5,0.358241080453813,0.00495338281496587,NA,0.34853262853484,0.367949532372786,2021-02-26,"other"
"B.1.1.7 (alpha)",18685.5,0.624944641219358,0.00497273835941019,NA,0.615198253130373,0.634691029308343,2021-02-27,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18685.5,0.024366388273641,0.00168253437808998,NA,0.0210686814898341,0.0276640950574479,2021-02-27,"B.1.351 (beta)"
"P.1 (gamma)",18685.5,0.00351490338726597,0.000607210271280467,NA,0.00232479312451346,0.00470501365001849,2021-02-27,"P.1 (gamma)"
"C.37 (lambda)",18685.5,6.25632023819283e-07,5.22341832183017e-06,NA,-9.61207976315449e-06,1.08633438107931e-05,2021-02-27,"C.37 (lambda)"
"B.1.617.2 (delta)",18685.5,0.000415209067042279,0.00015796982024722,NA,0.000105593908713461,0.000724824225371096,2021-02-27,"B.1.617.2 (delta)"
"other",18685.5,0.346758232420669,0.0048748261707844,NA,0.337203748695038,0.3563127161463,2021-02-27,"other"
"B.1.1.7 (alpha)",18686.5,0.635751397379668,0.00490180633109138,NA,0.626144033511538,0.645358761247797,2021-02-28,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18686.5,0.0244714601928673,0.00167472182952964,NA,0.0211890657228662,0.0277538546628684,2021-02-28,"B.1.351 (beta)"
"P.1 (gamma)",18686.5,0.00373790340765013,0.000616910654609319,NA,0.00252878074293684,0.00494702607236343,2021-02-28,"P.1 (gamma)"
"C.37 (lambda)",18686.5,6.30568926754656e-07,5.22101067568879e-06,NA,-9.60242396049451e-06,1.08635618140038e-05,2021-02-28,"C.37 (lambda)"
"B.1.617.2 (delta)",18686.5,0.000407468935490034,0.000154518993509544,NA,0.000104617273283949,0.000710320597696119,2021-02-28,"B.1.617.2 (delta)"
"other",18686.5,0.335631139515398,0.00479137922125562,NA,0.326240208805464,0.345022070225333,2021-02-28,"other"
"B.1.1.7 (alpha)",18687.5,0.646222038120968,0.00482622777829372,NA,0.636762805494325,0.65568127074761,2021-03-01,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18687.5,0.0245487840961362,0.00166440983752272,NA,0.0212866007590776,0.0278109674331949,2021-03-01,"B.1.351 (beta)"
"P.1 (gamma)",18687.5,0.00396742593384546,0.000626814234060048,NA,0.0027388926100907,0.00519595925760021,2021-03-01,"P.1 (gamma)"
"C.37 (lambda)",18687.5,6.3593193628977e-07,5.21948417630404e-06,NA,-9.59406906714285e-06,1.08659329397224e-05,2021-03-01,"C.37 (lambda)"
"B.1.617.2 (delta)",18687.5,0.000400048451366906,0.00015113239934795,NA,0.0001038343917478,0.000696262510986013,2021-03-01,"B.1.617.2 (delta)"
"other",18687.5,0.324861067465747,0.0047035818061909,NA,0.315642216527275,0.334079918404219,2021-03-01,"other"
"B.1.1.7 (alpha)",18688.5,0.656356565391227,0.00474649743453835,NA,0.64705360136682,0.665659529415634,2021-03-02,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18688.5,0.0245988602338595,0.00165172961149838,NA,0.0213615296831243,0.0278361907845947,2021-03-02,"B.1.351 (beta)"
"P.1 (gamma)",18688.5,0.00420316737714237,0.00063709304308919,NA,0.00295448795788653,0.00545184679639821,2021-03-02,"P.1 (gamma)"
"C.37 (lambda)",18688.5,6.41752521992079e-07,5.21901439011904e-06,NA,-9.58732771743752e-06,1.08708327614217e-05,2021-03-02,"C.37 (lambda)"
