"variant2","collection_date_num","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","variant"
"B.1.351 (beta)",18811.5,5.98817744908034e-05,3.99664702916886e-05,NA,-1.84510678700962e-05,0.000138214616851703,2021-07-03,"B.1.351 (beta)"
"P.1 (gamma)",18811.5,0.00309769206811972,0.000621315363922118,NA,0.00187993633179097,0.00431544780444847,2021-07-03,"P.1 (gamma)"
"C.37 (lambda)",18811.5,0.00156068204097113,0.000501505146887229,NA,0.000577750015010688,0.00254361406693156,2021-07-03,"C.37 (lambda)"
"B.1.617.2 (delta)",18811.5,0.664996784038512,0.00675473476242372,NA,0.651757747179041,0.678235820897984,2021-07-03,"B.1.617.2 (delta)"
"other",18811.5,0.116843993928757,0.00405380265456145,NA,0.108898686725384,0.12478930113213,2021-07-03,"other"
"B.1.1.7 (alpha)",18812.5,0.191571985162812,0.00529642616318335,NA,0.181191180636197,0.201952789689427,2021-07-04,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18812.5,5.05900604138283e-05,3.4479542054891e-05,NA,-1.69886002171922e-05,0.000118168721044849,2021-07-04,"B.1.351 (beta)"
"P.1 (gamma)",18812.5,0.00276079107048644,0.000569818169336321,NA,0.0016439679808507,0.00387761416012217,2021-07-04,"P.1 (gamma)"
"C.37 (lambda)",18812.5,0.00158899759685101,0.000512072702503803,NA,0.000585353542477464,0.00259264165122456,2021-07-04,"C.37 (lambda)"
"B.1.617.2 (delta)",18812.5,0.695298688399111,0.00663935755450943,NA,0.682285786711789,0.708311590086434,2021-07-04,"B.1.617.2 (delta)"
"other",18812.5,0.108728947710325,0.00391967584990522,NA,0.10104652421344,0.116411371207211,2021-07-04,"other"
"B.1.1.7 (alpha)",18813.5,0.171177933711937,0.00504457516073712,NA,0.161290748079587,0.181065119344287,2021-07-05,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18813.5,4.25463529159026e-05,2.96008574816357e-05,NA,-1.54702616596064e-05,0.000100562967491412,2021-07-05,"B.1.351 (beta)"
"P.1 (gamma)",18813.5,0.00244948649125881,0.000520010382752896,NA,0.00143028486947625,0.00346868811304138,2021-07-05,"P.1 (gamma)"
"C.37 (lambda)",18813.5,0.00161093940717977,0.00052511646125841,NA,0.000581730055424168,0.00264014875893538,2021-07-05,"C.37 (lambda)"
"B.1.617.2 (delta)",18813.5,0.723978952261297,0.00649801541140904,NA,0.711243076083949,0.736714828438645,2021-07-05,"B.1.617.2 (delta)"
"other",18813.5,0.100740141775412,0.00378039296115294,NA,0.0933307077241431,0.10814957582668,2021-07-05,"other"
"B.1.1.7 (alpha)",18814.5,0.152313441285149,0.00478220313042633,NA,0.142940495382758,0.161686387187539,2021-07-06,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18814.5,3.56288965123388e-05,2.52955082734048e-05,NA,-1.39493886741696e-05,8.52071816988471e-05,2021-07-06,"B.1.351 (beta)"
"P.1 (gamma)",18814.5,0.00216409973835627,0.000472338275113854,NA,0.00123833373061334,0.00308986574609919,2021-07-06,"P.1 (gamma)"
"C.37 (lambda)",18814.5,0.00162662580790953,0.000540749962705411,NA,0.000566775356365552,0.00268647625945352,2021-07-06,"C.37 (lambda)"
"B.1.617.2 (delta)",18814.5,0.750902275139733,0.00633028874254795,NA,0.7384951371926,0.763309413086866,2021-07-06,"B.1.617.2 (delta)"
"other",18814.5,0.0929579291323405,0.00363675304323048,NA,0.0858300241469423,0.100085834117739,2021-07-06,"other"
"B.1.1.7 (alpha)",18815.5,0.13499703393691,0.00451197095867454,NA,0.126153733358618,0.143840334515203,2021-07-07,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18815.5,2.97173001745962e-05,2.15231414321763e-05,NA,-1.24672818666311e-05,7.19018822158235e-05,2021-07-07,"B.1.351 (beta)"
"P.1 (gamma)",18815.5,0.0019044189014227,0.000427150825376711,NA,0.00106721866771779,0.00274161913512761,2021-07-07,"P.1 (gamma)"
"C.37 (lambda)",18815.5,0.00163629533605711,0.000558906277780705,NA,0.000540859160873586,0.00273173151124063,2021-07-07,"C.37 (lambda)"
"B.1.617.2 (delta)",18815.5,0.775982444798331,0.00613692386270025,NA,0.763954295051575,0.788010594545088,2021-07-07,"B.1.617.2 (delta)"
"other",18815.5,0.0854500897271038,0.00348944132308822,NA,0.0786109104076851,0.0922892690465225,2021-07-07,"other"
"B.1.1.7 (alpha)",18816.5,0.11921511755942,0.00423674619305493,NA,0.110911247609395,0.127518987509445,2021-07-08,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18816.5,2.46951698388061e-05,1.82398976947224e-05,NA,-1.10543727245448e-05,6.04447124021571e-05,2021-07-08,"B.1.351 (beta)"
"P.1 (gamma)",18816.5,0.00166977378868437,0.00038470035178523,NA,0.000915774954345436,0.00242377262302331,2021-07-08,"P.1 (gamma)"
"C.37 (lambda)",18816.5,0.00164028415267407,0.00057936256250253,NA,0.000504754396178276,0.00277581390916987,2021-07-08,"C.37 (lambda)"
"B.1.617.2 (delta)",18816.5,0.799179074649397,0.00591984547281516,NA,0.787576390728637,0.810781758570157,2021-07-08,"B.1.617.2 (delta)"
"other",18816.5,0.0782710546799858,0.003339114525651,NA,0.0717265104694553,0.0848155988905163,2021-07-08,"other"
"B.1.1.7 (alpha)",18817.5,0.104926933763742,0.00395951640876039,NA,0.0971664242063759,0.112687443321107,2021-07-09,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18817.5,2.04522449324887e-05,1.5400212913341e-05,NA,-9.73161773190825e-06,5.06361075968856e-05,2021-07-09,"B.1.351 (beta)"
"P.1 (gamma)",18817.5,0.00145912189225002,0.000345147928082101,NA,0.000782644383870485,0.00213559940062956,2021-07-09,"P.1 (gamma)"
"C.37 (lambda)",18817.5,0.00163900207488936,0.000601779558037756,NA,0.000459535814502927,0.00281846833527579,2021-07-09,"C.37 (lambda)"
"B.1.617.2 (delta)",18817.5,0.820492569836538,0.00568201071870563,NA,0.809356033468104,0.831629106204971,2021-07-09,"B.1.617.2 (delta)"
"other",18817.5,0.0714619201876487,0.00318646522819213,NA,0.0652165631024029,0.0777072772728944,2021-07-09,"other"
"B.1.1.7 (alpha)",18818.5,0.0920699755985171,0.00368327152834212,NA,0.0848508960576848,0.0992890551393495,2021-07-10,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18818.5,1.6885980456475e-05,1.29583896330104e-05,NA,-8.5119965218626e-06,4.22839574348125e-05,2021-07-10,"B.1.351 (beta)"
"P.1 (gamma)",18818.5,0.0012711374998665,0.000308572306794321,NA,0.000666346891923186,0.00187592810780981,2021-07-10,"P.1 (gamma)"
"C.37 (lambda)",18818.5,0.00163290907931701,0.000625746224737776,NA,0.000406469015369067,0.00285934914326496,2021-07-10,"C.37 (lambda)"
"B.1.617.2 (delta)",18818.5,0.839957987109304,0.00542716066640375,NA,0.82932094766484,0.850595026553768,2021-07-10,"B.1.617.2 (delta)"
"other",18818.5,0.0650511047325389,0.00303225728612798,NA,0.0591079896598689,0.0709942198052089,2021-07-10,"other"
"B.1.1.7 (alpha)",18819.5,0.0805654208843008,0.00341087825595099,NA,0.0738802223469861,0.0872506194216156,2021-07-11,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18819.5,1.39025766063499e-05,1.0869885640141e-05,NA,-7.40200776439561e-06,3.52071609770954e-05,2021-07-11,"B.1.351 (beta)"
"P.1 (gamma)",18819.5,0.00110429757271855,0.000274981054608061,NA,0.000565344609255914,0.00164325053618119,2021-07-11,"P.1 (gamma)"
"C.37 (lambda)",18819.5,0.00162249369908884,0.000650821329279169,NA,0.000346907333331187,0.0028980800648465,2021-07-11,"C.37 (lambda)"
"B.1.617.2 (delta)",18819.5,0.85763840623277,0.00515952651591098,NA,0.847525920084305,0.867750892381235,2021-07-11,"B.1.617.2 (delta)"
"other",18819.5,0.059055479034515,0.00287733254598194,NA,0.0534160108728455,0.0646949471961846,2021-07-11,"other"
"B.1.1.7 (alpha)",18820.5,0.0703232413498529,0.00314496615869781,NA,0.0641592209462079,0.0764872617534979,2021-07-12,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18820.5,1.14175033598142e-05,9.09230172571499e-06,NA,-6.40308055915856e-06,2.92380872787869e-05,2021-07-12,"B.1.351 (beta)"
"P.1 (gamma)",18820.5,0.000956959746847591,0.00024432272774253,NA,0.000478095999867648,0.00143582349382753,2021-07-12,"P.1 (gamma)"
"C.37 (lambda)",18820.5,0.00160825425304914,0.000676567068254487,NA,0.000282207166144492,0.00293430133995379,2021-07-12,"C.37 (lambda)"
"B.1.617.2 (delta)",18820.5,0.87361832903854,0.00488353810537618,NA,0.864046770234873,0.883189887842206,2021-07-12,"B.1.617.2 (delta)"
"other",18820.5,0.0534817981083509,0.0027225946464959,NA,0.0481456106567173,0.0588179855599844,2021-07-12,"other"
"B.1.1.7 (alpha)",18821.5,0.0612467549421449,0.00288783845820862,NA,0.0555866955708863,0.0669068143134035,2021-07-13,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18821.5,9.35559621447056e-06,7.58607890960188e-06,NA,-5.512845232228e-06,2.42240376611691e-05,2021-07-13,"B.1.351 (beta)"
"P.1 (gamma)",18821.5,0.000827429575026715,0.000216499123299721,NA,0.000403099090674765,0.00125176005937866,2021-07-13,"P.1 (gamma)"
"C.37 (lambda)",18821.5,0.00159068339215462,0.000702573028249966,NA,0.000213665560275447,0.0029677012240338,2021-07-13,"C.37 (lambda)"
"B.1.617.2 (delta)",18821.5,0.887997494282337,0.00460356759031743,NA,0.878974667604918,0.897020320959755,2021-07-13,"B.1.617.2 (delta)"
"other",18821.5,0.0483282822121228,0.00256897825073768,NA,0.0432931773636102,0.0533633870606354,2021-07-13,"other"
"B.1.1.7 (alpha)",18822.5,0.05323649069144,0.00264141368646201,NA,0.0480594149977033,0.0584135663851768,2021-07-14,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18822.5,7.65081266951582e-06,6.31493466799793e-06,NA,-4.72623184448352e-06,2.00278571835152e-05,2021-07-14,"B.1.351 (beta)"
"P.1 (gamma)",18822.5,0.00071401568447925,0.000191376885631804,NA,0.000338923881167473,0.00108910748779103,2021-07-14,"P.1 (gamma)"
"C.37 (lambda)",18822.5,0.00157025607164911,0.000728471031438757,NA,0.0001424790862484,0.00299803305704982,2021-07-14,"C.37 (lambda)"
"B.1.617.2 (delta)",18822.5,0.900885365589116,0.00432372635081753,NA,0.892411017662507,0.909359713515725,2021-07-14,"B.1.617.2 (delta)"
"other",18822.5,0.0435862211506464,0.00241741207754694,NA,0.0388481805428623,0.0483242617584306,2021-07-14,"other"
"B.1.1.7 (alpha)",18823.5,0.0461933205524221,0.00240719856552537,NA,0.0414752980603559,0.0509113430444883,2021-07-15,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18823.5,6.24574021359707e-06,5.24607869621446e-06,NA,-4.03638509104611e-06,1.65278655182402e-05,2021-07-15,"B.1.351 (beta)"
"P.1 (gamma)",18823.5,0.000615072761860368,0.000168797986128772,NA,0.000284234788385083,0.000945910735335653,2021-07-15,"P.1 (gamma)"
"C.37 (lambda)",18823.5,0.00154742077882317,0.000753942553557604,NA,6.97205274381037e-05,0.00302512103020823,2021-07-15,"C.37 (lambda)"
"B.1.617.2 (delta)",18823.5,0.912396432213821,0.00404772090076263,NA,0.904463045028856,0.920329819398786,2021-07-15,"B.1.617.2 (delta)"
"other",18823.5,0.0392415079528599,0.0022687825574242,NA,0.0347947758515558,0.043688240054164,2021-07-15,"other"
"B.1.1.7 (alpha)",18824.5,0.0400206917755197,0.00218628537247727,NA,0.0357356511855375,0.0443057323655018,2021-07-16,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18824.5,5.09090954749825e-06,4.35023052289061e-06,NA,-3.43538560181419e-06,1.36172046968107e-05,2021-07-16,"B.1.351 (beta)"
"P.1 (gamma)",18824.5,0.000529030428192976,0.000148588244599859,NA,0.000237802820251224,0.000820258036134729,2021-07-16,"P.1 (gamma)"
"C.37 (lambda)",18824.5,0.00152259118338213,0.00077872336148218,NA,-3.67855904290747e-06,0.00304886092580717,2021-07-16,"C.37 (lambda)"
"B.1.617.2 (delta)",18824.5,0.922646649781421,0.00377876519061877,NA,0.915240406101775,0.930052893461067,2021-07-16,"B.1.617.2 (delta)"
"other",18824.5,0.0352759459219367,0.00212390264859825,NA,0.0311131732240149,0.0394387186198585,2021-07-16,"other"
"B.1.1.7 (alpha)",18825.5,0.0346260249522362,0.00197936561994219,NA,0.0307465396249127,0.0385055102795597,2021-07-17,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18825.5,4.14399747904754e-06,3.60148963915281e-06,NA,-2.91479250438613e-06,1.12027874624812e-05,2021-07-17,"B.1.351 (beta)"
"P.1 (gamma)",18825.5,0.00045440954594258,0.000130563713036849,NA,0.000198509370702532,0.000710309721182628,2021-07-17,"P.1 (gamma)"
"C.37 (lambda)",18825.5,0.0014961351769685,0.000802610200802918,NA,-7.69519102296829e-05,0.00306922226416668,2021-07-17,"C.37 (lambda)"
"B.1.617.2 (delta)",18825.5,0.931751020228426,0.00351953939347898,NA,0.924852849775037,0.938649190681814,2021-07-17,"B.1.617.2 (delta)"
"other",18825.5,0.0316682660989479,0.00198348739468254,NA,0.0277807022415809,0.0355558299563148,2021-07-17,"other"
"B.1.1.7 (alpha)",18826.5,0.0299227209361682,0.00178677876775844,NA,0.0264206989030208,0.0334247429693156,2021-07-18,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18826.5,3.36917820505864e-06,2.97725342546477e-06,NA,-2.46613128170081e-06,9.20448769181809e-06,2021-07-18,"B.1.351 (beta)"
"P.1 (gamma)",18826.5,0.000389847396878234,0.00011453917038505,NA,0.000165354748104439,0.000614340045652029,2021-07-18,"P.1 (gamma)"
"C.37 (lambda)",18826.5,0.00146838099865584,0.000825448881425611,NA,-0.000149469080017234,0.00308623107732891,2021-07-18,"C.37 (lambda)"
"B.1.617.2 (delta)",18826.5,0.939820130432045,0.00327218467431838,NA,0.933406766319617,0.946233494544473,2021-07-18,"B.1.617.2 (delta)"
"other",18826.5,0.0283955510580477,0.00184813821679349,NA,0.0247732667146804,0.032017835401415,2021-07-18,"other"
"B.1.1.7 (alpha)",18827.5,0.0258309758879602,0.00160856316585043,NA,0.0226782500160356,0.0289837017598848,2021-07-19,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18827.5,2.73633817735095e-06,2.45797503846236e-06,NA,-2.08120437293373e-06,7.55388072763563e-06,2021-07-19,"B.1.351 (beta)"
"P.1 (gamma)",18827.5,0.000334105110130362,0.000100333252327688,NA,0.000137455549116325,0.0005307546711444,2021-07-19,"P.1 (gamma)"
"C.37 (lambda)",18827.5,0.00143962030944271,0.00084712549555404,NA,-0.00022071515222885,0.00309995577111428,2021-07-19,"C.37 (lambda)"
"B.1.617.2 (delta)",18827.5,0.946958390347904,0.00303833045324034,NA,0.941003372086422,0.952913408609386,2021-07-19,"B.1.617.2 (delta)"
"other",18827.5,0.0254341720063852,0.00171833657870736,NA,0.022066294198801,0.0288020498139694,2021-07-19,"other"
"B.1.1.7 (alpha)",18828.5,0.0222780053720447,0.00144450721951008,NA,0.0194468232463969,0.0251091874976926,2021-07-20,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18828.5,2.22029824422436e-06,2.02686540439558e-06,NA,-1.75228494990119e-06,6.1928814383499e-06,2021-07-20,"B.1.351 (beta)"
"P.1 (gamma)",18828.5,0.000286066733116865,8.7771692295339e-05,NA,0.000114037377355868,0.000458096088877861,2021-07-20,"P.1 (gamma)"
"C.37 (lambda)",18828.5,0.00141010980467271,0.000867560191852678,NA,-0.000290276925779194,0.00311049653512462,2021-07-20,"C.37 (lambda)"
"B.1.617.2 (delta)",18828.5,0.953263157168978,0.00281913919478848,NA,0.947737745879787,0.958788568458168,2021-07-20,"B.1.617.2 (delta)"
"other",18828.5,0.0227604406229439,0.00159444465118681,NA,0.0196353865312753,0.0258854947146126,2021-07-20,"other"
"B.1.1.7 (alpha)",18829.5,0.0191980048742506,0.00129420000405499,NA,0.0166614194775112,0.02173459027099,2021-07-21,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18829.5,1.80010220626719e-06,1.66958995676824e-06,NA,-1.47223397794834e-06,5.07243839048273e-06,2021-07-21,"B.1.351 (beta)"
"P.1 (gamma)",18829.5,0.000244734895421558,7.66895595476658e-05,NA,9.44261207178936e-05,0.000395043670125223,2021-07-21,"P.1 (gamma)"
"C.37 (lambda)",18829.5,0.00138007345566557,0.00088670139025557,NA,-0.000357829334276943,0.00311797624560808,2021-07-21,"C.37 (lambda)"
"B.1.617.2 (delta)",18829.5,0.95882428004638,0.00261535939747868,NA,0.953698269820694,0.963950290272067,2021-07-21,"B.1.617.2 (delta)"
"other",18829.5,0.0203511066260756,0.00147671118603753,NA,0.0174568058858746,0.0232454073662766,2021-07-21,"other"
"B.1.1.7 (alpha)",18830.5,0.0165319206948995,0.001157078609649,NA,0.0142640882927057,0.0187997530970932,2021-07-22,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18830.5,1.45837911159205e-06,1.37397351011761e-06,NA,-1.23455948395055e-06,4.15131770713466e-06,2021-07-22,"B.1.351 (beta)"
"P.1 (gamma)",18830.5,0.000209224173510092,6.69326784976175e-05,NA,7.80385342659632e-05,0.000340409812754221,2021-07-22,"P.1 (gamma)"
"C.37 (lambda)",18830.5,0.00134970512064647,0.000904520609557213,NA,-0.000423122697359886,0.00312253293865282,2021-07-22,"C.37 (lambda)"
"B.1.617.2 (delta)",18830.5,0.963723968236585,0.00242738058775134,NA,0.958966389707821,0.968481546765349,2021-07-22,"B.1.617.2 (delta)"
"other",18830.5,0.0181837233952473,0.00136528097234149,NA,0.0155078218606801,0.0208596249298144,2021-07-22,"other"
"B.1.1.7 (alpha)",18831.5,0.0142270921106681,0.00103247056707848,NA,0.0122034869840966,0.0162506972372396,2021-07-23,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18831.5,1.18078090330262e-06,1.12972210775311e-06,NA,-1.03343374043215e-06,3.3949955470374e-06,2021-07-23,"B.1.351 (beta)"
"P.1 (gamma)",18831.5,0.00017875304096795,5.83583986079197e-05,NA,6.43726815009954e-05,0.000293133400434906,2021-07-23,"P.1 (gamma)"
"C.37 (lambda)",18831.5,0.00131917132594045,0.000921007966686872,NA,-0.000485971118240281,0.00312431377012119,2021-07-23,"C.37 (lambda)"
"B.1.617.2 (delta)",18831.5,0.968036898945162,0.00225528607006858,NA,0.963616619472993,0.972457178417331,2021-07-23,"B.1.617.2 (delta)"
"other",18831.5,0.016236903796358,0.00126020645237478,NA,0.0137669445366184,0.0187068630560976,2021-07-23,"other"
"B.1.1.7 (alpha)",18832.5,0.0122368132654252,0.000919630544010829,NA,0.010434370520081,0.0140392560107694,2021-07-24,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18832.5,9.55493122886104e-07,9.28167122614523e-07,NA,-8.63681009072532e-07,2.77466725484474e-06,2021-07-24,"B.1.351 (beta)"
"P.1 (gamma)",18832.5,0.000152635086128196,5.08358639747946e-05,NA,5.29986236146208e-05,0.00025227154864177,2021-07-24,"P.1 (gamma)"
"C.37 (lambda)",18832.5,0.00128861407109506,0.000936168338684557,NA,-0.000546242156193369,0.00312347029838349,2021-07-24,"C.37 (lambda)"
"B.1.617.2 (delta)",18832.5,0.971830495204332,0.00209890089360596,NA,0.967716725045746,0.975944265362919,2021-07-24,"B.1.617.2 (delta)"
"other",18832.5,0.0144904868798964,0.00116146034508012,NA,0.0122140664340679,0.0167669073257249,2021-07-24,"other"
"B.1.1.7 (alpha)",18833.5,0.0105198521318548,0.000817771113297196,NA,0.00891705020219503,0.0121226540615145,2021-07-25,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18833.5,7.72813897986774e-07,7.62034224658268e-07,NA,-7.20745737330335e-07,2.26637353330388e-06,2021-07-25,"B.1.351 (beta)"
"P.1 (gamma)",18833.5,0.000130270004025767,4.42459095275906e-05,NA,4.35496148884722e-05,0.000216990393163062,2021-07-25,"P.1 (gamma)"
"C.37 (lambda)",18833.5,0.00125815355521294,0.000950018140798521,NA,-0.000603847785411865,0.00312015489583774,2021-07-25,"C.37 (lambda)"
"B.1.617.2 (delta)",18833.5,0.975165317573977,0.00195783393481942,NA,0.971328033574021,0.979002601573934,2021-07-25,"B.1.617.2 (delta)"
"other",18833.5,0.0129256339210312,0.0010689484036253,NA,0.0108305335485941,0.0150207342934684,2021-07-25,"other"
"B.1.1.7 (alpha)",18834.5,0.00903995438610331,0.000726087809262707,NA,0.00761684843033481,0.0104630603418718,2021-07-26,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18834.5,6.24795053865205e-07,6.2523791636857e-07,NA,-6.00648743986058e-07,1.85023885171647e-06,2021-07-26,"B.1.351 (beta)"
"P.1 (gamma)",18834.5,0.000111134724731948,3.84806888630711e-05,NA,3.57139604600371e-05,0.000186555489003859,2021-07-26,"P.1 (gamma)"
"C.37 (lambda)",18834.5,0.00122789075655485,0.000962582656013589,NA,-0.000658736581374694,0.00311451809448439,2021-07-26,"C.37 (lambda)"
"B.1.617.2 (delta)",18834.5,0.978095525570259,0.00183151415599866,NA,0.974505823787326,0.981685227353191,2021-07-26,"B.1.617.2 (delta)"
"other",18834.5,0.0115248697672974,0.000982521687760701,NA,0.00959916264525691,0.0134505768893379,2021-07-26,"other"
"B.1.1.7 (alpha)",18835.5,0.00776535220872288,0.000643778943198556,NA,0.00650356866604845,0.00902713575139731,2021-07-27,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18835.5,5.04938583867468e-07,5.12701033676296e-07,NA,-4.9993697697453e-07,1.50981414470947e-06,2021-07-27,"B.1.351 (beta)"
"P.1 (gamma)",18835.5,9.47749241280251e-05,3.34431184534865e-05,NA,2.92276164284846e-05,0.000160322231827566,2021-07-27,"P.1 (gamma)"
"C.37 (lambda)",18835.5,0.00119790982428449,0.000973893845271873,NA,-0.000710887037213603,0.00310670668578259,2021-07-27,"C.37 (lambda)"
"B.1.617.2 (delta)",18835.5,0.980669375172876,0.00171922196547567,NA,0.977299762039114,0.984038988306639,2021-07-27,"B.1.617.2 (delta)"
"other",18835.5,0.0102720829314044,0.000901987945925472,NA,0.00850421904290119,0.0120399468199076,2021-07-27,"other"
"B.1.1.7 (alpha)",18836.5,0.00666829176671899,0.00057006078439658,NA,0.00555099316030304,0.00778559037313494,2021-07-28,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18836.5,4.07941650241873e-07,4.20197775776801e-07,NA,-4.15630856664493e-07,1.23151415714824e-06,2021-07-28,"B.1.351 (beta)"
"P.1 (gamma)",18836.5,8.07970730879161e-05,2.90462050229204e-05,NA,2.38675573554256e-05,0.000137726588820406,2021-07-28,"P.1 (gamma)"
"C.37 (lambda)",18836.5,0.00116828026122921,0.000983988568707194,NA,-0.000760301894636008,0.00309686241709442,2021-07-28,"C.37 (lambda)"
"B.1.617.2 (delta)",18836.5,0.982929727471741,0.00162011713669805,NA,0.979754356233076,0.986105098710405,2021-07-28,"B.1.617.2 (delta)"
"other",18836.5,0.00915249548557283,0.000827121872082054,NA,0.00753136640546666,0.010773624565679,2021-07-28,"other"
"B.1.1.7 (alpha)",18837.5,0.00572458826388905,0.000504178762677513,NA,0.00473641604727116,0.00671276048050694,2021-07-29,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18837.5,3.29483572193348e-07,3.44218345007508e-07,NA,-3.45171986839351e-07,1.00413913122605e-06,2021-07-29,"B.1.351 (beta)"
"P.1 (gamma)",18837.5,6.88611130781495e-05,2.52123075369098e-05,NA,1.94458983386585e-05,0.00011827632781764,2021-07-29,"P.1 (gamma)"
"C.37 (lambda)",18837.5,0.00113905889094679,0.000992907153163855,NA,-0.000807003369246558,0.00308512115114015,2021-07-29,"C.37 (lambda)"
"B.1.617.2 (delta)",18837.5,0.984914550575029,0.00153326489404752,NA,0.981909406603937,0.987919694546122,2021-07-29,"B.1.617.2 (delta)"
"other",18837.5,0.00815261167348457,0.000757674130349532,NA,0.00666759766598178,0.00963762568098736,2021-07-29,"other"
"B.1.1.7 (alpha)",18838.5,0.00491321375920016,0.000445415340823443,NA,0.00404021573302458,0.00578621178537574,2021-07-30,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18838.5,2.66048751245383e-07,2.81853048814048e-07,NA,-2.8637307336296e-07,8.18470575853726e-07,2021-07-30,"B.1.351 (beta)"
"P.1 (gamma)",18838.5,5.86737964353966e-05,2.18723724720313e-05,NA,1.580473413377e-05,0.000101542858737023,2021-07-30,"P.1 (gamma)"
"C.37 (lambda)",18838.5,0.00111029161237062,0.00100069224807039,NA,-0.000851029153455763,0.00307161237819701,2021-07-30,"C.37 (lambda)"
"B.1.617.2 (delta)",18838.5,0.986657402486729,0.00145766152472235,NA,0.983800438396623,0.989514366576834,2021-07-30,"B.1.617.2 (delta)"
"other",18838.5,0.00726015229651359,0.000693379132176997,NA,0.00590115416981503,0.00861915042321214,2021-07-30,"other"
"B.1.1.7 (alpha)",18839.5,0.00421592023437547,0.000393095162499287,NA,0.00344546787337995,0.00498637259537099,2021-07-31,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18839.5,2.14780083178047e-07,2.306936620162e-07,NA,-2.37371185835361e-07,6.66931352191455e-07,2021-07-31,"B.1.351 (beta)"
"P.1 (gamma)",18839.5,4.99826943770222e-05,1.89651706348545e-05,NA,1.28116429720509e-05,8.71537457819936e-05,2021-07-31,"P.1 (gamma)"
"C.37 (lambda)",18839.5,0.00108201495186887,0.00100738791914311,NA,-0.000892429088112365,0.00305645899185011,2021-07-31,"C.37 (lambda)"
"B.1.617.2 (delta)",18839.5,0.988187886981706,0.00139226028244915,NA,0.985459106971,0.990916666992411,2021-07-31,"B.1.617.2 (delta)"
"other",18839.5,0.00646398035758999,0.000633961612712302,NA,0.00522143842909295,0.00770652228608703,2021-07-31,"other"
"B.1.1.7 (alpha)",18840.5,0.00361689844725936,0.00034658801913761,NA,0.00293759841227656,0.00429619848224215,2021-08-01,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18840.5,1.73358041283345e-07,1.88749909420437e-07,NA,-1.96584983265909e-07,5.43301065832599e-07,2021-08-01,"B.1.351 (beta)"
"P.1 (gamma)",18840.5,4.25708519066224e-05,1.6436555509378e-05,NA,1.03557950783482e-05,7.47859087348966e-05,2021-08-01,"P.1 (gamma)"
"C.37 (lambda)",18840.5,0.00105425742655318,0.00101303893667203,NA,-0.000931262404260747,0.00303977725736711,2021-08-01,"C.37 (lambda)"
"B.1.617.2 (delta)",18840.5,0.98953207777318,0.00133599756005764,NA,0.986913570672033,0.992150584874326,2021-08-01,"B.1.617.2 (delta)"
"other",18840.5,0.00575402214305991,0.00057914209176521,NA,0.00461892450126891,0.00688911978485091,2021-08-01,"other"
"B.1.1.7 (alpha)",18841.5,0.00310247176669879,0.000305310109011981,NA,0.00250407494891931,0.00370086858447827,2021-08-02,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18841.5,1.39901241887171e-07,1.54379062008035e-07,NA,-1.62676159615653e-07,4.42478643389995e-07,2021-08-02,"B.1.351 (beta)"
"P.1 (gamma)",18841.5,3.62520534680838e-05,1.42387566252667e-05,NA,8.34460329793002e-06,6.41595036382376e-05,2021-08-02,"P.1 (gamma)"
"C.37 (lambda)",18841.5,0.00102704073480024,0.00101769022189556,NA,-0.000967595447533646,0.00302167691713412,2021-08-02,"C.37 (lambda)"
"B.1.617.2 (delta)",18841.5,0.990712908680539,0.00128781854558856,NA,0.988188830712563,0.993236986648516,2021-08-02,"B.1.617.2 (delta)"
"other",18841.5,0.00512118686325187,0.000528641326203468,NA,0.00408506890315358,0.00615730482335016,2021-08-02,"other"
