"DATE_NUM","r","SE","df","r_LOWER","r_UPPER","DATE","Re","Re_LOWER","Re_UPPER"
18701.5,0.0299733824168258,0.000455988378417772,327.01766459975,0.0290763416910502,0.0308704231426014,2021-03-15,1.14708848090394,1.14250411561074,1.15168422059473
18702.5,0.0316634319310729,0.000523253215729233,327.01766459975,0.0306340648098518,0.032692799052294,2021-03-16,1.15575646237507,1.15047219986884,1.16105572948898
18703.5,0.0325577161962444,0.000582288386816409,327.01766459975,0.0314122124469319,0.0337032199455569,2021-03-17,1.16035945586436,1.15446544211474,1.16627206858451
18704.5,0.0326562352123416,0.000624455035892559,327.01766459975,0.0314277793456482,0.0338846910790349,2021-03-18,1.16086723861038,1.15454541464477,1.16721045501584
18705.5,0.0319589889793644,0.000645946910843058,327.01766459975,0.0306882533353426,0.0332297246233862,2021-03-19,1.15727647819223,1.1507500031163,1.16382582666396
18706.5,0.030465977497313,0.000645251544656282,327.01766459975,0.0291966098087444,0.0317353451858816,2021-03-20,1.14961074659257,1.14311809113673,1.15612619006429
18707.5,0.0281772007661861,0.000622261748375954,327.01766459975,0.0269530596327597,0.0294013418996124,2021-03-21,1.13792042062574,1.1316982528409,1.14416372990234
18708.5,0.0250926587859845,0.000578244134221259,327.01766459975,0.0239551110712002,0.0262302065007688,2021-03-22,1.1222824683789,1.11654914217368,1.12803399067768
18709.5,0.0212123515567081,0.000516659611361248,327.01766459975,0.0201959556688072,0.022228747444609,2021-03-23,1.10280012090637,1.09773185657004,1.10788285130433
18710.5,0.0165362790783575,0.000445667418560879,327.01766459975,0.015659542206274,0.0174130159504409,2021-03-24,1.07960242799688,1.07528695345688,1.08392861181904
18711.5,0.0110644413509312,0.000384304080432981,327.01766459975,0.0103084211812367,0.0118204615206257,2021-03-25,1.05284369639253,1.04917921784348,1.05651609062089
18712.5,0.00502764448750552,0.000369231067192101,327.01766459975,0.0043012766233898,0.00575401235162123,2021-03-26,1.02380314982302,1.02034275013291,1.02727080784235
18713.5,-0.000308684381633978,0.000409705751101589,327.01766459975,-0.00111467585360498,0.000497307090337027,2021-03-27,0.998549835087686,0.994769518662111,1.00233903526909
18714.5,-0.00472844162211781,0.000471195482554392,327.01766459975,-0.00565539844307767,-0.00380148480115794,2021-03-28,0.977928983705289,0.973637931814669,0.982231727700846
18715.5,-0.00823162723394917,0.000530139787835617,327.01766459975,-0.0092745419277243,-0.00718871254017403,2021-03-29,0.961773400339216,0.956995967415109,0.966565574886889
18716.5,-0.0108182412171257,0.000575521658877052,327.01766459975,-0.0119504331566879,-0.00968604927756343,2021-03-30,0.949951538493161,0.94480543218133,0.955114967139666
18717.5,-0.0124882835716465,0.00060243949850484,327.01766459975,-0.0136734294888513,-0.0113031376544416,2021-03-31,0.942366825035639,0.93700715554834,0.947745438858724
18718.5,-0.0132417542975145,0.000608793711520876,327.01766459975,-0.0144394005066685,-0.0120441080883605,2021-04-01,0.938957159069121,0.933553216994738,0.944380430494042
18719.5,-0.0130786533947271,0.000594012988417549,327.01766459975,-0.0142472223045295,-0.0119100844849247,2021-04-02,0.939694587286395,0.934419050222151,0.944988529958738
18720.5,-0.0119989808632871,0.000558762122187935,327.01766459975,-0.0130982026929368,-0.0108997590336374,2021-04-03,0.944585157219503,0.939606180120496,0.949580440416137
18721.5,-0.0100027367031902,0.000505388471167248,327.01766459975,-0.0109969595001562,-0.00900851390622426,2021-04-04,0.953668949021337,0.949138066704575,0.958213201553678
18722.5,-0.00708992091444111,0.000439585235800301,327.01766459975,-0.00795469264465672,-0.00622514918422551,2021-04-05,0.967020285640857,0.963044471637562,0.97100624843773
18723.5,-0.00326053349703656,0.000374866046533478,327.01766459975,-0.00399798674445888,-0.00252308024961424,2021-04-06,0.984748120477501,0.981318628684365,0.988185024735612
18724.5,0.0014786013250586,0.000340918927111333,327.01766459975,0.00080793036877733,0.00214927228133987,2021-04-07,1.00696438852119,1.00380173890145,1.01013320159493
18725.5,0.00625734110638003,0.000367525424653123,327.01766459975,0.00553432865852818,0.00698035355423187,2021-04-08,1.02967794443062,1.02622127859814,1.03314181151166
18726.5,0.0102802532173114,0.00042778609079135,327.01766459975,0.00943869329271038,0.0111218131419123,2021-04-09,1.0490428387745,1.04497337311752,1.05312210422217
18727.5,0.0135444558074776,0.000491424603005415,327.01766459975,0.0125777033562998,0.0145112082586554,2021-04-10,1.06492009395496,1.06020236060822,1.06965080607494
18728.5,0.0160499488768785,0.000544029454229214,327.01766459975,0.0149797098103513,0.0171201879434057,2021-04-11,1.07720729132684,1.0719480472917,1.08248248509036
18729.5,0.0177967324255147,0.000579414254801278,327.01766459975,0.016656882797208,0.0189365820538214,2021-04-12,1.08582540008949,1.08019690134159,1.09147202527383
18730.5,0.0187848064533878,0.000594958458574431,327.01766459975,0.0176143775724197,0.0199552353343558,2021-04-13,1.09071910731223,1.08492372701897,1.09653362017389
18731.5,0.0190141709604933,0.00058979637032295,327.01766459975,0.0178538971703364,0.0201744447506503,2021-04-14,1.09185704727734,1.08610815279034,1.09762474844793
18732.5,0.0184848259468358,0.000564278131549894,327.01766459975,0.0173747527769423,0.0195948991167293,2021-04-15,1.08923193093995,1.08373958179961,1.09474148469948
18733.5,0.0171967714124131,0.00052016419722019,327.01766459975,0.0161734811465164,0.0182200616783097,2021-04-16,1.08286057595222,1.07781536559635,1.08792038559724
18734.5,0.0151500073572255,0.000461732053603515,327.01766459975,0.0142416674168183,0.0160583472976327,2021-04-17,1.07278383735542,1.06833052768984,1.0772486249143
18735.5,0.0123445337812732,0.000398809977470879,327.01766459975,0.0115599769623508,0.0131290906001956,2021-04-18,1.05906643870089,1.05524988360701,1.06289153031355
18736.5,0.00878035068455634,0.000353271465085978,327.01766459975,0.00808537926327552,0.00947532210583717,2021-04-19,1.04179670301431,1.03844978577806,1.04515029234912
18737.5,0.00463628438086086,0.000359869545526367,327.01766459975,0.00392833292073012,0.0053442358409916,2021-04-20,1.02193781787755,1.01856887311363,1.0253136545807
18738.5,0.000774441564522039,0.000413188088451758,327.01766459975,-3.84005171834287e-05,0.00158728364622751,2021-04-21,1.00364397889715,0.999819527655355,1.00747747652885
18739.5,-0.00267671607076307,0.000478076155918455,327.01766459975,-0.00361720886000735,-0.00173622328151879,2021-04-22,0.987468392709334,0.983088493217043,0.991860356176303
18740.5,-0.00571718852499614,0.000535278259553987,327.01766459975,-0.00677021185008249,-0.00466416519990979,2021-04-23,0.973352309644416,0.968492726730126,0.978226964307401
18741.5,-0.00834697579817553,0.000576426692341217,327.01766459975,-0.00948094816003353,-0.00721300343631753,2021-04-24,0.961244281441214,0.956052197959684,0.966453790840578
18742.5,-0.0105660778903022,0.000597965486369118,327.01766459975,-0.0117424223307956,-0.0093897334498089,2021-04-25,0.951100044153113,0.945749597497398,0.956469195929019
18743.5,-0.0123744948013763,0.000598585659425597,327.01766459975,-0.013552059274035,-0.0111969303287176,2021-04-26,0.942882416422657,0.937555166734027,0.9482283712871
18744.5,-0.013772226531397,0.000578374256861158,327.01766459975,-0.0149100302292564,-0.0126344228335375,2021-04-27,0.936561213315403,0.931434956336643,0.941704905622907
18745.5,-0.0147592730803646,0.000538838912959396,327.01766459975,-0.0158193010820309,-0.0136992450786983,2021-04-28,0.93211317587693,0.927350849249913,0.936890618504233
18746.5,-0.0153356344482787,0.000483808944211732,327.01766459975,-0.0162874050349729,-0.0143838638615845,2021-04-29,0.92952191654861,0.925252632297233,0.933803378866655
18747.5,-0.0155013106351409,0.000422005101674662,327.01766459975,-0.016331497939477,-0.0146711233308048,2021-04-30,0.928777880548176,0.925055143076116,0.932509881688676
18748.5,-0.015256301640949,0.000372726725723615,327.01766459975,-0.0159895463208227,-0.0145230569610753,2021-05-01,0.929878323290725,0.926587405849959,0.933176469284326
18749.5,-0.014606439361437,0.00037037797161498,327.01766459975,-0.0153350634672128,-0.0138778152556612,2021-05-02,0.932801049488368,0.929524481408297,0.936084760652093
18750.5,-0.0140458815030451,0.000427235755702505,327.01766459975,-0.0148863587838532,-0.013205404222237,2021-05-03,0.935326697562989,0.931541428147488,0.939121477640997
18751.5,-0.0139753590752199,0.000503172065622952,327.01766459975,-0.0149652216601012,-0.0129854964903387,2021-05-04,0.935644742779085,0.931186740032106,0.940115938534772
18752.5,-0.0143956016901312,0.00057253401222797,327.01766459975,-0.0155219161976243,-0.013269287182638,2021-05-05,0.933750502981198,0.928685368724155,0.938832709985302
18753.5,-0.0153066093477801,0.000624618691031145,327.01766459975,-0.0165353871641793,-0.0140778315313809,2021-05-06,0.929652303499096,0.92414227608753,0.935182629928649
18754.5,-0.0167083820481649,0.000655082450441367,327.01766459975,-0.0179970895341447,-0.015419674562185,2021-05-07,0.923368169037312,0.917614175039186,0.929144454277071
18755.5,-0.018600919791287,0.000662383345910563,327.01766459975,-0.019903989925265,-0.0172978496573089,2021-05-08,0.914925772617732,0.909140815408405,0.920733470822692
18756.5,-0.0209842225771452,0.000646621651063655,327.01766459975,-0.0222562856002973,-0.019712159553993,2021-05-09,0.904362356871052,0.898755308530347,0.909991016863184
18757.5,-0.0238582904057401,0.000609478175751935,327.01766459975,-0.0250572831235326,-0.0226592976879476,2021-05-10,0.891724627489019,0.886484991461344,0.896983399277059
18758.5,-0.027223123277072,0.000555088309683728,327.01766459975,-0.0283151178185031,-0.0261311287356408,2021-05-11,0.877068618580426,0.872344573120384,0.881808474210661
18759.5,-0.0310787211911405,0.000492492455758856,327.01766459975,-0.0320475743699997,-0.0301098680122812,2021-05-12,0.860459529601787,0.856316798510325,0.864614649534343
18760.5,-0.0354250841479456,0.000440799438995637,327.01766459975,-0.0362922445129755,-0.0345579237829158,2021-05-13,0.841971533457733,0.838312640199038,0.84564030003509
18761.5,-0.040262212147488,0.000433663670153017,327.01766459975,-0.0411153347090024,-0.0394090895859735,2021-05-14,0.82168755528545,0.818141812766136,0.825242798613004
18762.5,-0.0453408892036592,0.000497783915432411,327.01766459975,-0.0463201519785754,-0.044361626428743,2021-05-15,0.800719324307933,0.79671480769874,0.804736281992037
18763.5,-0.049600454261391,0.000593770012132805,327.01766459975,-0.0507685451773823,-0.0484323633453997,2021-05-16,0.783391053812222,0.778680125202737,0.788119591875145
18764.5,-0.0529038997322318,0.000684425211193447,327.01766459975,-0.0542503316091109,-0.0515574678553527,2021-05-17,0.770113643676498,0.764742251030613,0.775508338164127
18765.5,-0.0552512256161828,0.000754856306291651,327.01766459975,-0.0567362126923924,-0.0537662385399732,2021-05-18,0.760764407206671,0.75488628734043,0.766670788968615
18766.5,-0.0566424319132428,0.000799120847602525,327.01766459975,-0.0582144981742365,-0.0550703656522491,2021-05-19,0.755256670780443,0.749062713876508,0.761482246441358
18767.5,-0.0570775186234131,0.000815011411562058,327.01766459975,-0.0586808455123129,-0.0554741917345133,2021-05-20,0.753539262927302,0.747231372530666,0.759880024207437
18768.5,-0.0565564857466919,0.000802328252249073,327.01766459975,-0.058134861757513,-0.0549781097358709,2021-05-21,0.755596210543455,0.749375722840839,0.761848574744575
18769.5,-0.0550793332830812,0.000762598227592417,327.01766459975,-0.0565795506130236,-0.0535791159531387,2021-05-22,0.761446643735964,0.755505080979399,0.767417057246598
18770.5,-0.0526460612325797,0.000699819582186818,327.01766459975,-0.0540227776043766,-0.0512693448607829,2021-05-23,0.771144909767043,0.765648409765066,0.776665779407199
18771.5,-0.0492566695951887,0.000622783299833315,327.01766459975,-0.0504818367479611,-0.0480315024424163,2021-05-24,0.784780895534733,0.779834795399067,0.789746376257215
18772.5,-0.0449111583709062,0.000550428708460196,327.01766459975,-0.0459939863364745,-0.043828330405338,2021-05-25,0.802480557005076,0.798047221752607,0.806929111953579
18773.5,-0.039609527559734,0.000519319984995716,327.01766459975,-0.040631157053597,-0.0385878980658711,2021-05-26,0.824406653025793,0.82015298347257,0.828673957945866
