"variant2","collection_date_num","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","variant"
"P.1 (gamma)",18802.5,0.00862431284409516,0.0014165216069542,NA,0.00584798151114213,0.0114006441770482,2021-06-24,"P.1 (gamma)"
"C.37 (lambda)",18802.5,0.00140976887819413,0.000772278246484387,NA,0.001,0.00292340642734727,2021-06-24,"C.37 (lambda)"
"B.1.617.2 (delta)",18802.5,0.431112956013061,0.00869829747408691,NA,0.414064606237035,0.448161305789087,2021-06-24,"B.1.617.2 (delta)"
"other",18802.5,0.0232577536613644,0.00228619178128289,NA,0.0187769001082984,0.0277386072144303,2021-06-24,"other"
"B.1.1.7 (alpha)",18803.5,0.500970610919281,0.00885618235295704,NA,0.483612812466966,0.518328409371596,2021-06-25,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18803.5,0.001,9.9189139631558e-05,NA,0.001,0.001,2021-06-25,"B.1.351 (beta)"
"P.1 (gamma)",18803.5,0.00802630127267983,0.00136125041660918,NA,0.00535829948218569,0.010694303063174,2021-06-25,"P.1 (gamma)"
"C.37 (lambda)",18803.5,0.00149102291681714,0.000782143088905744,NA,0.001,0.0030239952018293,2021-06-25,"C.37 (lambda)"
"B.1.617.2 (delta)",18803.5,0.466107430300968,0.00887517452566183,NA,0.448712407874163,0.483502452727772,2021-06-25,"B.1.617.2 (delta)"
"other",18803.5,0.0232344160106901,0.00233094071229779,NA,0.0186658561644883,0.0278029758568919,2021-06-25,"other"
"B.1.1.7 (alpha)",18804.5,0.466291505623128,0.00897226472885993,NA,0.448706189894803,0.483876821351452,2021-06-26,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18804.5,0.001,8.85142007009337e-05,NA,0.001,0.001,2021-06-26,"B.1.351 (beta)"
"P.1 (gamma)",18804.5,0.00743018122108693,0.00130065004163646,NA,0.00488095398298895,0.0099794084591849,2021-06-26,"P.1 (gamma)"
"C.37 (lambda)",18804.5,0.00156725781680486,0.000786869239491437,NA,0.001,0.0031094931867505,2021-06-26,"C.37 (lambda)"
"B.1.617.2 (delta)",18804.5,0.50146324183479,0.00903435544421393,NA,0.483756230540597,0.519170253128982,2021-06-26,"B.1.617.2 (delta)"
"other",18804.5,0.023099310181831,0.00236596268192532,NA,0.0184621085364916,0.0277365118271704,2021-06-26,"other"
"B.1.1.7 (alpha)",18805.5,0.431720973153708,0.00906034507450817,NA,0.413963023120167,0.449478923187249,2021-06-27,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18805.5,0.001,7.85316733282338e-05,NA,0.001,0.001,2021-06-27,"B.1.351 (beta)"
"P.1 (gamma)",18805.5,0.00684172979752049,0.00123560696209606,NA,0.00441998465276527,0.00926347494227572,2021-06-27,"P.1 (gamma)"
"C.37 (lambda)",18805.5,0.0016373238171435,0.00078784027867297,NA,0.001,0.00318146238891252,2021-06-27,"C.37 (lambda)"
"B.1.617.2 (delta)",18805.5,0.536818130071037,0.00917154800639378,NA,0.518842226296025,0.554794033846049,2021-06-27,"B.1.617.2 (delta)"
"other",18805.5,0.0228529837320895,0.00239074983885342,NA,0.0181672001518919,0.0275387673122872,2021-06-27,"other"
"B.1.1.7 (alpha)",18806.5,0.397613762631616,0.00911480472725354,NA,0.379749073640084,0.415478451623149,2021-06-28,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18806.5,0.001,6.92755987183151e-05,NA,0.001,0.001,2021-06-28,"B.1.351 (beta)"
"P.1 (gamma)",18806.5,0.00626655287628877,0.00116711187780507,NA,0.00397905562986192,0.00855405012271561,2021-06-28,"P.1 (gamma)"
"C.37 (lambda)",18806.5,0.0017002357758113,0.000787070459575252,NA,0.001,0.00324286552987418,2021-06-28,"C.37 (lambda)"
"B.1.617.2 (delta)",18806.5,0.571809348423748,0.00928043578973531,NA,0.55362002851503,0.589998668332466,2021-06-28,"B.1.617.2 (delta)"
"other",18806.5,0.0224988852801062,0.00240505913953984,NA,0.0177850559859193,0.0272127145742932,2021-06-28,"other"
"B.1.1.7 (alpha)",18807.5,0.364307646939179,0.00912921736525545,NA,0.346414709696241,0.382200584182118,2021-06-29,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18807.5,0.001,6.07663755009229e-05,NA,0.001,0.001,2021-06-29,"B.1.351 (beta)"
"P.1 (gamma)",18807.5,0.00570985740431676,0.00109621464808772,NA,0.00356131617473958,0.00785839863389394,2021-06-29,"P.1 (gamma)"
"C.37 (lambda)",18807.5,0.00175521513971447,0.000787107910853578,NA,0.001,0.00329791829693404,2021-06-29,"C.37 (lambda)"
"B.1.617.2 (delta)",18807.5,0.606088601629937,0.00935349310153731,NA,0.58775609202128,0.624421111238594,2021-06-29,"B.1.617.2 (delta)"
"other",18807.5,0.0220431976706128,0.00240890641771677,NA,0.0173218278497605,0.0267645674914651,2021-06-29,"other"
"B.1.1.7 (alpha)",18808.5,0.332110210243137,0.00909732850468842,NA,0.314279774018418,0.349940646467856,2021-06-30,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18808.5,0.001,5.30103032044429e-05,NA,0.001,0.001,2021-06-30,"B.1.351 (beta)"
"P.1 (gamma)",18808.5,0.00517625316105777,0.00102397752483759,NA,0.00316929409139762,0.00718321223071791,2021-06-30,"P.1 (gamma)"
"C.37 (lambda)",18808.5,0.00180171808868975,0.000790809530672429,NA,0.001,0.00335167628743873,2021-06-30,"C.37 (lambda)"
"B.1.617.2 (delta)",18808.5,0.639335760127729,0.00938310205305115,NA,0.620945218040485,0.657726302214973,2021-06-30,"B.1.617.2 (delta)"
"other",18808.5,0.0214945049257395,0.00240254452483021,NA,0.0167856041858183,0.0262034056656606,2021-06-30,"other"
"B.1.1.7 (alpha)",18809.5,0.301288076348693,0.00901405405582683,NA,0.283620855044575,0.31895529765281,2021-07-01,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18809.5,0.001,4.59999626515653e-05,NA,0.001,0.001,2021-07-01,"B.1.351 (beta)"
"P.1 (gamma)",18809.5,0.00466959965602502,0.000951430679986911,NA,0.00280482978946422,0.00653436952258582,2021-07-01,"P.1 (gamma)"
"C.37 (lambda)",18809.5,0.00183944798490534,0.000800979429194336,NA,0.001,0.00340933881848369,2021-07-01,"C.37 (lambda)"
"B.1.617.2 (delta)",18809.5,0.671270234386816,0.00936270819951332,NA,0.652919663518012,0.68962080525562,2021-07-01,"B.1.617.2 (delta)"
"other",18809.5,0.020863327855992,0.00238642977029032,NA,0.0161860114545888,0.0255406442573953,2021-07-01,"other"
"B.1.1.7 (alpha)",18810.5,0.272059311279916,0.00887628873619626,NA,0.254662105040593,0.28945651751924,2021-07-02,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18810.5,0.001,3.97153504149172e-05,NA,0.001,0.001,2021-07-02,"B.1.351 (beta)"
"P.1 (gamma)",18810.5,0.00419290789704351,0.000879533454623315,NA,0.00246905400278372,0.0059167617913033,2021-07-02,"P.1 (gamma)"
"C.37 (lambda)",18810.5,0.00186835211920789,0.00081992380334825,NA,0.001,0.00347537324383756,2021-07-02,"C.37 (lambda)"
"B.1.617.2 (delta)",18810.5,0.701659218964913,0.00928777525910306,NA,0.683455513960569,0.719862923969257,2021-07-02,"B.1.617.2 (delta)"
"other",18810.5,0.020161575718528,0.0023611817036406,NA,0.0155337446184375,0.0247894068186185,2021-07-02,"other"
"B.1.1.7 (alpha)",18811.5,0.244589324064168,0.00868338994251028,NA,0.22757019251313,0.261608455615205,2021-07-03,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18811.5,0.001,3.41256100927473e-05,NA,0.001,0.001,2021-07-03,"B.1.351 (beta)"
"P.1 (gamma)",18811.5,0.00374829995045557,0.000809143775717216,NA,0.00216240729173507,0.00533419260917607,2021-07-03,"P.1 (gamma)"
"C.37 (lambda)",18811.5,0.00188860445304531,0.000849049135775521,NA,0.001,0.00355271018027018,2021-07-03,"C.37 (lambda)"
"B.1.617.2 (delta)",18811.5,0.730322425778153,0.00915638515541666,NA,0.712376240644959,0.748268610911346,2021-07-03,"B.1.617.2 (delta)"
"other",18811.5,0.019401966183245,0.00232754106347481,NA,0.0148400695262963,0.0239638628401937,2021-07-03,"other"
"B.1.1.7 (alpha)",18812.5,0.21899018338722,0.00843729574437595,NA,0.20245338760133,0.23552697917311,2021-07-04,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18812.5,0.001,2.91911587281237e-05,NA,0.001,0.001,2021-07-04,"B.1.351 (beta)"
"P.1 (gamma)",18812.5,0.00333702278856865,0.000740997018002687,NA,0.0018846953206318,0.00478935025650549,2021-07-04,"P.1 (gamma)"
"C.37 (lambda)",18812.5,0.00190057733603738,0.000888653238928874,NA,0.001,0.00364230567908284,2021-07-04,"C.37 (lambda)"
"B.1.617.2 (delta)",18812.5,0.757133340303794,0.00896943426502053,NA,0.739553572182655,0.774713108424934,2021-07-04,"B.1.617.2 (delta)"
"other",18812.5,0.0185974631029864,0.00228632973467611,NA,0.0141163391662383,0.0230785870397346,2021-07-04,"other"
"B.1.1.7 (alpha)",18813.5,0.195322930824085,0.00814231559552818,NA,0.179364285506091,0.211281576142079,2021-07-05,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18813.5,0.001,2.48659951830394e-05,NA,0.001,0.001,2021-07-05,"B.1.351 (beta)"
"P.1 (gamma)",18813.5,0.00295950787948151,0.000675694451983498,NA,0.00163517108904032,0.00428384466992269,2021-07-05,"P.1 (gamma)"
"C.37 (lambda)",18813.5,0.00190480588497462,0.000937983237772838,NA,0.001,0.00374321924911166,2021-07-05,"C.37 (lambda)"
"B.1.617.2 (delta)",18813.5,0.782017384557394,0.0087304652700079,NA,0.764905987059901,0.799128782054888,2021-07-05,"B.1.617.2 (delta)"
"other",18813.5,0.017760772718761,0.00223841521422115,NA,0.013373559516441,0.022147985921081,2021-07-05,"other"
"B.1.1.7 (alpha)",18814.5,0.173602245258109,0.00780468246858424,NA,0.158305348708913,0.188899141807306,2021-07-06,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18814.5,0.001,2.10999947712993e-05,NA,0.001,0.001,2021-07-06,"B.1.351 (beta)"
"P.1 (gamma)",18814.5,0.00261546488101495,0.00061370048238585,NA,0.00141263403824382,0.00381829572378607,2021-07-06,"P.1 (gamma)"
"C.37 (lambda)",18814.5,0.00190194882712169,0.000995506762695647,NA,0.001,0.00385310622837122,2021-07-06,"C.37 (lambda)"
"B.1.617.2 (delta)",18814.5,0.804947612192192,0.00844522899106643,NA,0.788395267528508,0.821499956855876,2021-07-06,"B.1.617.2 (delta)"
"other",18814.5,0.0169039264222418,0.00218468077683629,NA,0.0126220307819257,0.0211858220625579,2021-07-06,"other"
"B.1.1.7 (alpha)",18815.5,0.153802710283797,0.00743197311709452,NA,0.139236310640222,0.168369109927372,2021-07-07,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18815.5,0.001,1.78410324091026e-05,NA,0.001,0.001,2021-07-07,"B.1.351 (beta)"
"P.1 (gamma)",18815.5,0.00230399673743537,0.000555347237376907,NA,0.00121553615326281,0.00339245732160792,2021-07-07,"P.1 (gamma)"
"C.37 (lambda)",18815.5,0.00189274923904613,0.00105926403410028,NA,0.001,0.00396886859600128,2021-07-07,"C.37 (lambda)"
"B.1.617.2 (delta)",18815.5,0.825938678739808,0.00812109050012857,NA,0.810021633844366,0.84185572363525,2021-07-07,"B.1.617.2 (delta)"
"other",18815.5,0.0160379646901738,0.00212600151497592,NA,0.0118710782897434,0.0202048510906042,2021-07-07,"other"
"B.1.1.7 (alpha)",18816.5,0.135865944192907,0.00703249591039603,NA,0.122082505487105,0.149649382898708,2021-07-08,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18816.5,0.001,1.50368247242017e-05,NA,0.001,0.001,2021-07-08,"B.1.351 (beta)"
"P.1 (gamma)",18816.5,0.00202372414365389,0.000500844735926224,NA,0.00104208649939202,0.00300536178791577,2021-07-08,"P.1 (gamma)"
"C.37 (lambda)",18816.5,0.00187799791673039,0.00112718210128001,NA,0.001,0.00408723423925738,2021-07-08,"C.37 (lambda)"
"B.1.617.2 (delta)",18816.5,0.845039834439848,0.00776638664184271,NA,0.829817996331823,0.860261672547873,2021-07-08,"B.1.617.2 (delta)"
"other",18816.5,0.0151727245145385,0.00206322579755502,NA,0.0111288762593567,0.0192165727697202,2021-07-08,"other"
"B.1.1.7 (alpha)",18817.5,0.119707490678659,0.00661474300702537,NA,0.106742832617901,0.132672148739417,2021-07-09,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18817.5,0.001,1.26363735626668e-05,NA,0.001,0.001,2021-07-09,"B.1.351 (beta)"
"P.1 (gamma)",18817.5,0.00177290151816293,0.000450293680579309,NA,0.001,0.00265546091456436,2021-07-09,"P.1 (gamma)"
"C.37 (lambda)",18817.5,0.00185847272736128,0.00119731431027282,NA,0.001,0.00420516565367042,2021-07-09,"C.37 (lambda)"
"B.1.617.2 (delta)",18817.5,0.86232806670192,0.00738984737954352,NA,0.847844231986767,0.876811901417073,2021-07-09,"B.1.617.2 (delta)"
"other",18817.5,0.0143167497423042,0.00199716836855144,NA,0.0104023716688808,0.0182311278157277,2021-07-09,"other"
"B.1.1.7 (alpha)",18818.5,0.105222890114315,0.00618695799852175,NA,0.0930966752633501,0.117349104965279,2021-07-10,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18818.5,0.001,1.0591004009335e-05,NA,0.001,0.001,2021-07-10,"B.1.351 (beta)"
"P.1 (gamma)",18818.5,0.00154951610314449,0.000403698749284576,NA,0.001,0.00234075111234613,2021-07-10,"P.1 (gamma)"
"C.37 (lambda)",18818.5,0.00183482843347976,0.00126803943615098,NA,0.001,0.00432014005931216,2021-07-10,"C.37 (lambda)"
"B.1.617.2 (delta)",18818.5,0.877902012413678,0.00700015050187533,NA,0.864181969543642,0.891622055283713,2021-07-10,"B.1.617.2 (delta)"
"other",18818.5,0.0134773180573584,0.00192861928928511,NA,0.00969729371047037,0.0172573424042465,2021-07-10,"other"
"B.1.1.7 (alpha)",18819.5,0.0922959888116936,0.0057566915273657,NA,0.0810130807479499,0.103578896875437,2021-07-11,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18819.5,0.001,8.85542287732369e-06,NA,0.001,0.001,2021-07-11,"B.1.351 (beta)"
"P.1 (gamma)",18819.5,0.00135142291209619,0.00036098973148655,NA,0.001,0.00205894978459862,2021-07-11,"P.1 (gamma)"
"C.37 (lambda)",18819.5,0.00180766701143436,0.00133806561277104,NA,0.001,0.00443022742141711,2021-07-11,"C.37 (lambda)"
"B.1.617.2 (delta)",18819.5,0.891873518943005,0.00660541274995024,NA,0.878927147850081,0.904819890035929,2021-07-11,"B.1.617.2 (delta)"
"other",18819.5,0.012660364905567,0.0018583126652705,NA,0.00901813900962216,0.0163025908015118,2021-07-11,"other"
"B.1.1.7 (alpha)",18820.5,0.0808047820659122,0.00533054896864294,NA,0.0703570980695449,0.0912524660622795,2021-07-12,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18820.5,0.001,7.38822963082465e-06,NA,0.001,0.001,2021-07-12,"B.1.351 (beta)"
"P.1 (gamma)",18820.5,0.00117643543432012,0.000322038828903193,NA,0.001,0.00180761994059383,2021-07-12,"P.1 (gamma)"
"C.37 (lambda)",18820.5,0.0017775549664283,0.00140638720000102,NA,0.001,0.00453402322674842,2021-07-12,"C.37 (lambda)"
"B.1.617.2 (delta)",18820.5,0.904361633297061,0.00621288576222695,NA,0.892184600963035,0.916538665631088,2021-07-12,"B.1.617.2 (delta)"
"other",18820.5,0.0118705435242569,0.00178691479239755,NA,0.00836825488771581,0.0153728321607979,2021-07-12,"other"
"B.1.1.7 (alpha)",18821.5,0.070625740180498,0.00491407583824904,NA,0.0609943285202314,0.0802571518407646,2021-07-13,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18821.5,0.001,6.1521059122102e-06,NA,0.001,0.001,2021-07-13,"B.1.351 (beta)"
"P.1 (gamma)",18821.5,0.00102239008501691,0.000286675335518693,NA,0.001,0.00158426341788948,2021-07-13,"P.1 (gamma)"
"C.37 (lambda)",18821.5,0.00174501577920962,0.00147224382630819,NA,0.001,0.0046305606552351,2021-07-13,"C.37 (lambda)"
"B.1.617.2 (delta)",18821.5,0.915488098079977,0.00582880143676759,NA,0.904063857190877,0.926912338969077,2021-07-13,"B.1.617.2 (delta)"
"other",18821.5,0.0111113467014269,0.00171502213502366,NA,0.0077499650840915,0.0144727283187622,2021-07-13,"other"
"B.1.1.7 (alpha)",18822.5,0.061637196466952,0.00451173396130884,NA,0.0527943603949604,0.0704800325389435,2021-07-14,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18822.5,0.001,5.11381494120082e-06,NA,0.001,0.001,2021-07-14,"B.1.351 (beta)"
"P.1 (gamma)",18822.5,0.001,0.000254698580122778,NA,0.001,0.0013863950255465,2021-07-14,"P.1 (gamma)"
"C.37 (lambda)",18822.5,0.00171052565821391,0.001535078909231,NA,0.001,0.0047192250337337,2021-07-14,"C.37 (lambda)"
"B.1.617.2 (delta)",18822.5,0.925373782458706,0.00545831224004063,NA,0.914675687051852,0.936071877865559,2021-07-14,"B.1.617.2 (delta)"
"other",18822.5,0.0103852440876533,0.00164316133051361,NA,0.00716470705905773,0.0136057811162489,2021-07-14,"other"
"B.1.1.7 (alpha)",18823.5,0.0537218750070386,0.00412694412648642,NA,0.0456332131529161,0.0618105368611611,2021-07-15,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18823.5,0.001,4.24406131243864e-06,NA,0.001,0.001,2021-07-15,"B.1.351 (beta)"
"P.1 (gamma)",18823.5,0.001,0.00022588895288155,NA,0.001,0.00121159895227428,2021-07-15,"P.1 (gamma)"
"C.37 (lambda)",18823.5,0.00167451193957508,0.00159450174506593,NA,0.001,0.00479967793319056,2021-07-15,"C.37 (lambda)"
"B.1.617.2 (delta)",18823.5,0.934135980113119,0.00510550184151152,NA,0.924129380380753,0.944142579845484,2021-07-15,"B.1.617.2 (delta)"
"other",18823.5,0.00969382418129705,0.00157179085678842,NA,0.0066131707107624,0.0127744776518317,2021-07-15,"other"
"B.1.1.7 (alpha)",18824.5,0.0467686675528309,0.00376217294258357,NA,0.039394944081756,0.0541423910239058,2021-07-16,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18824.5,0.001,3.51725545225653e-06,NA,0.001,0.001,2021-07-16,"B.1.351 (beta)"
"P.1 (gamma)",18824.5,0.001,0.00020001700536618,NA,0.001,0.00105756949867585,2021-07-16,"P.1 (gamma)"
"C.37 (lambda)",18824.5,0.00163735350421282,0.00165025460689168,NA,0.001,0.00487179309904181,2021-07-16,"C.37 (lambda)"
"B.1.617.2 (delta)",18824.5,0.941886471250678,0.00477344325636005,NA,0.932530694385967,0.95124224811539,2021-07-16,"B.1.617.2 (delta)"
"other",18824.5,0.00903793302111095,0.00150130401151602,NA,0.00609543122869404,0.0119804348135279,2021-07-16,"other"
"B.1.1.7 (alpha)",18825.5,0.0406737816801782,0.00341904521837695,NA,0.0339725761906455,0.0473749871697109,2021-07-17,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18825.5,0.001,2.9112193688284e-06,NA,0.001,0.001,2021-07-17,"B.1.351 (beta)"
"P.1 (gamma)",18825.5,0.001,0.000176850728673593,NA,0.001,0.001,2021-07-17,"P.1 (gamma)"
"C.37 (lambda)",18825.5,0.00159938264829846,0.00170218501490736,NA,0.001,0.00493560397254066,2021-07-17,"C.37 (lambda)"
"B.1.617.2 (delta)",18825.5,0.948730230296854,0.00446428539406951,NA,0.93998039170777,0.957480068885939,2021-07-17,"B.1.617.2 (delta)"
"other",18825.5,0.00841780420038381,0.00143203286853466,NA,0.00561107135337829,0.0112245370473893,2021-07-17,"other"
"B.1.1.7 (alpha)",18826.5,0.0353413817569456,0.00309846732928508,NA,0.0292684973842729,0.0414142661296184,2021-07-18,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18826.5,0.001,2.40686253194588e-06,NA,0.001,0.001,2021-07-18,"B.1.351 (beta)"
"P.1 (gamma)",18826.5,0.001,0.000156161185004295,NA,0.001,0.001,2021-07-18,"P.1 (gamma)"
"C.37 (lambda)",18826.5,0.00156088793015835,0.00175022278966333,NA,0.001,0.0049912615628197,2021-07-18,"C.37 (lambda)"
"B.1.617.2 (delta)",18826.5,0.954764659324556,0.00417935341728265,NA,0.946573277148018,0.962956041501095,2021-07-18,"B.1.617.2 (delta)"
"other",18826.5,0.00783317694304656,0.00136425290334345,NA,0.0051592903866892,0.0105070634994039,2021-07-18,"other"
"B.1.1.7 (alpha)",18827.5,0.0306838352861765,0.00280075102784822,NA,0.0251944641419305,0.0361732064304225,2021-07-19,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18827.5,0.001,1.98784949832676e-06,NA,0.001,0.001,2021-07-19,"B.1.351 (beta)"
"P.1 (gamma)",18827.5,0.001,0.000137726703964469,NA,0.001,0.001,2021-07-19,"P.1 (gamma)"
"C.37 (lambda)",18827.5,0.00152211760830121,0.00179436130036891,NA,0.001,0.00503900113227673,2021-07-19,"C.37 (lambda)"
"B.1.617.2 (delta)",18827.5,0.960079234771344,0.00391925285023335,NA,0.95239764033858,0.967760829204107,2021-07-19,"B.1.617.2 (delta)"
"other",18827.5,0.007283400630055,0.00129818801479182,NA,0.00473899887590149,0.00982780238420851,2021-07-19,"other"
"B.1.1.7 (alpha)",18828.5,0.0266216635699796,0.00252573062668804,NA,0.0216713225070212,0.0315720046329379,2021-07-20,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18828.5,0.001,1.64027465350791e-06,NA,0.001,0.001,2021-07-20,"B.1.351 (beta)"
"P.1 (gamma)",18828.5,0.001,0.000121335865332918,NA,0.001,0.001,2021-07-20,"P.1 (gamma)"
"C.37 (lambda)",18828.5,0.00148328337221864,0.00183464228712776,NA,0.001,0.00507911617950325,2021-07-20,"C.37 (lambda)"
"B.1.617.2 (delta)",18828.5,0.96475546759338,0.00368397144227679,NA,0.957535016246444,0.971975918940317,2021-07-20,"B.1.617.2 (delta)"
"other",18828.5,0.00676752536830416,0.00123401571184619,NA,0.00434889901672907,0.00918615171987926,2021-07-20,"other"
"B.1.1.7 (alpha)",18829.5,0.0230832801996645,0.00227286928197827,NA,0.0186285382654197,0.0275380221339093,2021-07-21,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18829.5,0.001,1.35235431807353e-06,NA,0.001,0.001,2021-07-21,"B.1.351 (beta)"
"P.1 (gamma)",18829.5,0.001,0.000106789483271681,NA,0.001,0.001,2021-07-21,"P.1 (gamma)"
"C.37 (lambda)",18829.5,0.00144456414457032,0.00187114367415486,NA,0.001,0.00511193835581378,2021-07-21,"C.37 (lambda)"
"B.1.617.2 (delta)",18829.5,0.968867091831542,0.00347297606928949,NA,0.962060183816565,0.975673999846519,2021-07-21,"B.1.617.2 (delta)"
"other",18829.5,0.00628437901917023,0.00117187227868911,NA,0.00398755155845868,0.00858120647988178,2021-07-21,"other"
"B.1.1.7 (alpha)",18830.5,0.0200045854745744,0.00204135222544942,NA,0.0160036086329329,0.024005562316216,2021-07-22,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18830.5,0.001,1.11414244741002e-06,NA,0.001,0.001,2021-07-22,"B.1.351 (beta)"
"P.1 (gamma)",18830.5,0.001,9.3901789586131e-05,NA,0.001,0.001,2021-07-22,"P.1 (gamma)"
"C.37 (lambda)",18830.5,0.00140610979803912,0.00190396985610652,NA,0.001,0.00513782214365782,2021-07-22,"C.37 (lambda)"
"B.1.617.2 (delta)",18830.5,0.972480411655366,0.00328530424165199,NA,0.966041333663472,0.978919489647261,2021-07-22,"B.1.617.2 (delta)"
"other",18830.5,0.00583263162465735,0.00111185777499747,NA,0.00365343042973147,0.00801183281958323,2021-07-22,"other"
"B.1.1.7 (alpha)",18831.5,0.0173284706115419,0.0018301663055503,NA,0.0137414105669446,0.0209155306561392,2021-07-23,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18831.5,0.001,9.17273130813393e-07,NA,0.001,0.001,2021-07-23,"B.1.351 (beta)"
"P.1 (gamma)",18831.5,0.001,8.25009906622e-05,NA,0.001,0.001,2021-07-23,"P.1 (gamma)"
"C.37 (lambda)",18831.5,0.00136804468224795,0.00193324401101601,NA,0.001,0.00515713331716709,2021-07-23,"C.37 (lambda)"
"B.1.617.2 (delta)",18831.5,0.97565475109205,0.00311965098437389,NA,0.969540347518342,0.981769154665758,2021-07-23,"B.1.617.2 (delta)"
"other",18831.5,0.00541084845902009,0.00105404076833139,NA,0.00334496651485365,0.00747673040318653,2021-07-23,"other"
"B.1.1.7 (alpha)",18832.5,0.0150042731102185,0.00163816620858655,NA,0.0117935263406983,0.0182150198797386,2021-07-24,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18832.5,0.001,7.54730915626875e-07,NA,0.001,0.001,2021-07-24,"B.1.351 (beta)"
"P.1 (gamma)",18832.5,0.001,7.24293476763935e-05,NA,0.001,0.001,2021-07-24,"P.1 (gamma)"
"C.37 (lambda)",18832.5,0.00133047089658983,0.00195910206184095,NA,0.001,0.00517024037983626,2021-07-24,"C.37 (lambda)"
"B.1.617.2 (delta)",18832.5,0.978442963187764,0.00297445201124499,NA,0.972613144371981,0.984272782003547,2021-07-24,"B.1.617.2 (delta)"
"other",18832.5,0.00501753305678141,0.000998462730447778,NA,0.00306058206519824,0.00697448404836458,2021-07-24,"other"
"B.1.1.7 (alpha)",18833.5,0.0129872140950435,0.00146412835057648,NA,0.0101175752591696,0.0158568529309174,2021-07-25,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18833.5,0.001,6.2064848354111e-07,NA,0.001,0.001,2021-07-25,"B.1.351 (beta)"
"P.1 (gamma)",18833.5,0.001,6.35429049556105e-05,NA,0.001,0.001,2021-07-25,"P.1 (gamma)"
"C.37 (lambda)",18833.5,0.001293471275155,0.00198168797062551,NA,0.001,0.00517750832617727,2021-07-25,"C.37 (lambda)"
"B.1.617.2 (delta)",18833.5,0.980891966023873,0.00284796345976885,NA,0.97531006021344,0.986473871834306,2021-07-25,"B.1.617.2 (delta)"
"other",18833.5,0.00465116157694604,0.000945142058307978,NA,0.00279871718238835,0.00650360597150373,2021-07-25,"other"
"B.1.1.7 (alpha)",18834.5,0.0112378398344624,0.0013067937627794,NA,0.00867657112419323,0.0137991085447316,2021-07-26,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18834.5,0.001,5.10130237336368e-07,NA,0.001,0.001,2021-07-26,"B.1.351 (beta)"
"P.1 (gamma)",18834.5,0.001,5.57109683899499e-05,NA,0.001,0.001,2021-07-26,"P.1 (gamma)"
"C.37 (lambda)",18834.5,0.00125711207186768,0.00200115010355597,NA,0.001,0.00517929420249599,2021-07-26,"C.37 (lambda)"
"B.1.617.2 (delta)",18834.5,0.983043281808676,0.00273833738794736,NA,0.97767623915078,0.988410324466573,2021-07-26,"B.1.617.2 (delta)"
"other",18834.5,0.00431020979892326,0.000894077703429019,NA,0.0025578497008221,0.00606256989702442,2021-07-26,"other"
"B.1.1.7 (alpha)",18835.5,0.00972148277949239,0.00116490142416948,NA,0.00743831794258079,0.012004647616404,2021-07-27,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18835.5,0.001,4.19099784664984e-07,NA,0.001,0.001,2021-07-27,"B.1.351 (beta)"
"P.1 (gamma)",18835.5,0.001,4.88154153405229e-05,NA,0.001,0.001,2021-07-27,"P.1 (gamma)"
"C.37 (lambda)",18835.5,0.00122144534915924,0.00201763845183299,NA,0.001,0.00517594404857504,2021-07-27,"C.37 (lambda)"
"B.1.617.2 (delta)",18835.5,0.984933562320722,0.0026436912372306,NA,0.979752022709506,0.990001,2021-07-27,"B.1.617.2 (delta)"
