"variant2","collection_date_num","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","variant"
"P.1 (gamma)",18669.5,0.0011358101807426,0.000468598851251583,NA,0.001,0.00205424705239254,2021-02-11,"P.1 (gamma)"
"C.37 (lambda)",18669.5,0.001,7.53575246432931e-15,NA,0.001,0.001,2021-02-11,"C.37 (lambda)"
"B.1.617.2 (delta)",18669.5,0.001,6.39003790023431e-05,NA,0.001,0.001,2021-02-11,"B.1.617.2 (delta)"
"other",18669.5,0.48437505577396,0.00721229023713628,NA,0.470239226663123,0.498510884884797,2021-02-11,"other"
"B.1.1.7 (alpha)",18670.5,0.510360187449961,0.00709580770341427,NA,0.496452659910047,0.524267714989875,2021-02-12,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18670.5,0.0231157883387249,0.00188346089273052,NA,0.0194242728226835,0.0268073038547664,2021-02-12,"B.1.351 (beta)"
"P.1 (gamma)",18670.5,0.00125774777940646,0.000492337776045629,NA,0.001,0.00222271208868444,2021-02-12,"P.1 (gamma)"
"C.37 (lambda)",18670.5,0.001,7.89916084879398e-15,NA,0.001,0.001,2021-02-12,"C.37 (lambda)"
"B.1.617.2 (delta)",18670.5,0.001,6.38014722716839e-05,NA,0.001,0.001,2021-02-12,"B.1.617.2 (delta)"
"other",18670.5,0.46522228975619,0.00717481850416377,NA,0.451159903892418,0.479284675619963,2021-02-12,"other"
"B.1.1.7 (alpha)",18671.5,0.528811962107987,0.00705226488882939,NA,0.514989776916445,0.542634147299529,2021-02-13,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18671.5,0.023756667791926,0.00190982416249755,NA,0.0200134812166264,0.0274998543672256,2021-02-13,"B.1.351 (beta)"
"P.1 (gamma)",18671.5,0.00138924049110487,0.00051567490322598,NA,0.001,0.00239994472915896,2021-02-13,"P.1 (gamma)"
"C.37 (lambda)",18671.5,0.001,8.3657253645801e-15,NA,0.001,0.001,2021-02-13,"C.37 (lambda)"
"B.1.617.2 (delta)",18671.5,0.001,6.36994316838338e-05,NA,0.001,0.001,2021-02-13,"B.1.617.2 (delta)"
"other",18671.5,0.445996742741962,0.00711579059733437,NA,0.432050049449658,0.459943436034266,2021-02-13,"other"
"B.1.1.7 (alpha)",18672.5,0.547274159891799,0.00698915985959062,NA,0.533575658284808,0.56097266149879,2021-02-14,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18672.5,0.0243802478529901,0.00193522080444532,NA,0.0205872847741446,0.0281732109318355,2021-02-14,"B.1.351 (beta)"
"P.1 (gamma)",18672.5,0.00153053477925814,0.000538448979170963,NA,0.001,0.00258587538594558,2021-02-14,"P.1 (gamma)"
"C.37 (lambda)",18672.5,0.001,8.94913036581416e-15,NA,0.001,0.001,2021-02-14,"C.37 (lambda)"
"B.1.617.2 (delta)",18672.5,0.001,6.3596363100791e-05,NA,0.001,0.001,2021-02-14,"B.1.617.2 (delta)"
"other",18672.5,0.426768257380514,0.00703499511646003,NA,0.412979920320837,0.440556594440191,2021-02-14,"other"
"B.1.1.7 (alpha)",18673.5,0.565679499453055,0.00690672299357644,NA,0.55214257113445,0.579216427771659,2021-02-15,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18673.5,0.0249831182114398,0.00195920108733783,NA,0.021143154641786,0.0288230817810937,2021-02-15,"B.1.351 (beta)"
"P.1 (gamma)",18673.5,0.00168182220130134,0.000560508203102225,NA,0.001,0.00278039809242096,2021-02-15,"P.1 (gamma)"
"C.37 (lambda)",18673.5,0.001,9.66722989953519e-15,NA,0.001,0.001,2021-02-15,"C.37 (lambda)"
"B.1.617.2 (delta)",18673.5,0.001,6.34947684507457e-05,NA,0.001,0.001,2021-02-15,"B.1.617.2 (delta)"
"other",18673.5,0.407607336403828,0.00693274121720932,NA,0.394019413303962,0.421195259503695,2021-02-15,"other"
"B.1.1.7 (alpha)",18674.5,0.583961027700546,0.00680563821143918,NA,0.570622221914316,0.597299833486777,2021-02-16,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18674.5,0.025561994117274,0.00198133687646381,NA,0.0216786451981638,0.0294453430363841,2021-02-16,"B.1.351 (beta)"
"P.1 (gamma)",18674.5,0.00184323516927999,0.00058171530578531,NA,0.001,0.0029833762178749,2021-02-16,"P.1 (gamma)"
"C.37 (lambda)",18674.5,0.001,1.05428942511497e-14,NA,0.001,0.001,2021-02-16,"C.37 (lambda)"
"B.1.617.2 (delta)",18674.5,0.001,6.33974858732348e-05,NA,0.001,0.001,2021-02-16,"B.1.617.2 (delta)"
"other",18674.5,0.388584087676951,0.00680983325182201,NA,0.375237059762657,0.401931115591245,2021-02-16,"other"
"B.1.1.7 (alpha)",18675.5,0.602053129011797,0.00668700317677592,NA,0.588946843620811,0.615159414402782,2021-02-17,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18675.5,0.0261137658266254,0.00200123048238098,NA,0.0221914261563949,0.0300361054968558,2021-02-17,"B.1.351 (beta)"
"P.1 (gamma)",18675.5,0.00201484380145798,0.000601952623396415,NA,0.001,0.00319464926371435,2021-02-17,"P.1 (gamma)"
"C.37 (lambda)",18675.5,0.001,1.16051328371453e-14,NA,0.001,0.001,2021-02-17,"C.37 (lambda)"
"B.1.617.2 (delta)",18675.5,0.001,6.3307620393722e-05,NA,0.001,0.001,2021-02-17,"B.1.617.2 (delta)"
"other",18675.5,0.369767168627308,0.00666752895486249,NA,0.3566990520099,0.382835285244717,2021-02-17,"other"
"B.1.1.7 (alpha)",18676.5,0.619892503486656,0.00655227600519504,NA,0.607050278499708,0.632734728473604,2021-02-18,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18676.5,0.0266355441902974,0.00201852261731165,NA,0.022679312558387,0.0305917758222078,2021-02-18,"B.1.351 (beta)"
"P.1 (gamma)",18676.5,0.00219665396228632,0.000621126969128624,NA,0.001,0.00341404045160495,2021-02-18,"P.1 (gamma)"
"C.37 (lambda)",18676.5,0.001,1.28905653883815e-14,NA,0.001,0.001,2021-02-18,"C.37 (lambda)"
"B.1.617.2 (delta)",18676.5,0.001,6.32284676878004e-05,NA,0.001,0.001,2021-02-18,"B.1.617.2 (delta)"
"other",18676.5,0.35122276430442,0.00650748317932696,NA,0.338468331642939,0.363977196965901,2021-02-18,"other"
"B.1.1.7 (alpha)",18677.5,0.637419082837627,0.00640321123445619,NA,0.624869019432691,0.649969146242563,2021-02-19,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18677.5,0.0271247009468584,0.00203289928536576,NA,0.0231402915633444,0.0311091103303725,2021-02-19,"B.1.351 (beta)"
"P.1 (gamma)",18677.5,0.00238860653879006,0.00063917409089821,NA,0.00113584834077844,0.00364136473680169,2021-02-19,"P.1 (gamma)"
"C.37 (lambda)",18677.5,0.001,1.44453383655386e-14,NA,0.001,0.001,2021-02-19,"C.37 (lambda)"
"B.1.617.2 (delta)",18677.5,0.001,6.31634339532049e-05,NA,0.001,0.001,2021-02-19,"B.1.617.2 (delta)"
"other",18677.5,0.333013631867211,0.00633167991817217,NA,0.320603767265958,0.345423496468463,2021-02-19,"other"
"B.1.1.7 (alpha)",18678.5,0.654576855569443,0.0062417883567358,NA,0.642343175191119,0.666810535947767,2021-02-20,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18678.5,0.0275789025259137,0.00204409747432575,NA,0.0235725450953459,0.0315852599564814,2021-02-20,"B.1.351 (beta)"
"P.1 (gamma)",18678.5,0.00259057795007584,0.000656062494931679,NA,0.00130471908840226,0.00387643681174942,2021-02-20,"P.1 (gamma)"
"C.37 (lambda)",18678.5,0.001,1.63276161838138e-14,NA,0.001,0.001,2021-02-20,"C.37 (lambda)"
"B.1.617.2 (delta)",18678.5,0.001,6.31159551802097e-05,NA,0.001,0.001,2021-02-20,"B.1.617.2 (delta)"
"other",18678.5,0.315198241045426,0.00614235591132621,NA,0.303159444679,0.327237037411852,2021-02-20,"other"
"B.1.1.7 (alpha)",18679.5,0.671314577644121,0.00607013654752829,NA,0.659417328629725,0.683211826658516,2021-02-21,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18679.5,0.0279961364712407,0.00205190955847118,NA,0.0239744676371037,0.0320178053053777,2021-02-21,"B.1.351 (beta)"
"P.1 (gamma)",18679.5,0.00280238183676642,0.000671796412227132,NA,0.00148568506385802,0.00411907860967482,2021-02-21,"P.1 (gamma)"
"C.37 (lambda)",18679.5,0.001,1.86108198952417e-14,NA,0.001,0.001,2021-02-21,"C.37 (lambda)"
"B.1.617.2 (delta)",18679.5,0.001,6.30894191693315e-05,NA,0.001,0.001,2021-02-21,"B.1.617.2 (delta)"
"other",18679.5,0.297830035323505,0.00594191948835462,NA,0.286184087127293,0.309475983519716,2021-02-21,"other"
"B.1.1.7 (alpha)",18680.5,0.687586350505639,0.00589045931421519,NA,0.676041262397379,0.6991314386139,2021-02-22,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18680.5,0.0283747299353018,0.00205618636338116,NA,0.0243446787175723,0.0324047811530312,2021-02-22,"B.1.351 (beta)"
"P.1 (gamma)",18680.5,0.0030237718320391,0.000686417688363073,NA,0.00167841788449624,0.00436912577958196,2021-02-22,"P.1 (gamma)"
"C.37 (lambda)",18680.5,0.001,2.13878432330658e-14,NA,0.001,0.001,2021-02-22,"C.37 (lambda)"
"B.1.617.2 (delta)",18680.5,0.001,6.30870934804428e-05,NA,0.001,0.001,2021-02-22,"B.1.617.2 (delta)"
"other",18680.5,0.280956832620178,0.0057328684058289,NA,0.269720617016646,0.29219304822371,2021-02-22,"other"
"B.1.1.7 (alpha)",18681.5,0.703352054720393,0.00570496262563708,NA,0.692170533440998,0.714533575999789,2021-02-23,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18681.5,0.0287133600516946,0.00205683888391332,NA,0.0246820299172229,0.0327446901861663,2021-02-23,"B.1.351 (beta)"
"P.1 (gamma)",18681.5,0.00325444527836191,0.000700006388136929,NA,0.00188245796866557,0.00462643258805826,2021-02-23,"P.1 (gamma)"
"C.37 (lambda)",18681.5,0.001,2.47765524257471e-14,NA,0.001,0.001,2021-02-23,"C.37 (lambda)"
"B.1.617.2 (delta)",18681.5,0.001,6.31120621213315e-05,NA,0.001,0.001,2021-02-23,"B.1.617.2 (delta)"
"other",18681.5,0.264620377537244,0.00551771030539745,NA,0.253805864061539,0.275434891012948,2021-02-23,"other"
"B.1.1.7 (alpha)",18682.5,0.718577634112713,0.00551578969026836,NA,0.70776688497349,0.729388383251937,2021-02-24,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18682.5,0.0290110563361572,0.00205383868430664,NA,0.0249856064848611,0.0330365061874534,2021-02-24,"B.1.351 (beta)"
"P.1 (gamma)",18682.5,0.00349404772599551,0.000712679927549792,NA,0.0020972207354933,0.00489087471649772,2021-02-24,"P.1 (gamma)"
"C.37 (lambda)",18682.5,0.001,2.89269788088425e-14,NA,0.001,0.001,2021-02-24,"C.37 (lambda)"
"B.1.617.2 (delta)",18682.5,0.001,6.31671732286443e-05,NA,0.001,0.001,2021-02-24,"B.1.617.2 (delta)"
"other",18682.5,0.248856050311357,0.00529888906660987,NA,0.238470418582728,0.259241682039985,2021-02-24,"other"
"B.1.1.7 (alpha)",18683.5,0.733235231690128,0.00532496496298597,NA,0.722798492143738,0.743671971236519,2021-02-25,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18683.5,0.0292671955781693,0.00204721704305406,NA,0.0252547239052467,0.0332796672510918,2021-02-25,"B.1.351 (beta)"
"P.1 (gamma)",18683.5,0.00374217803195694,0.000724590580673734,NA,0.00232200659029946,0.00516234947361442,2021-02-25,"P.1 (gamma)"
"C.37 (lambda)",18683.5,0.001,3.40307513578906e-14,NA,0.001,0.001,2021-02-25,"C.37 (lambda)"
"B.1.617.2 (delta)",18683.5,0.001,6.32549993093375e-05,NA,0.001,0.001,2021-02-25,"B.1.617.2 (delta)"
"other",18683.5,0.233692730892883,0.00507871979934926,NA,0.223738622998588,0.243646838787178,2021-02-25,"other"
"B.1.1.7 (alpha)",18684.5,0.747303184466489,0.00513434923196119,NA,0.737240044887794,0.757366324045184,2021-02-26,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18684.5,0.0294814899468059,0.00203706293332926,NA,0.0254889199632391,0.0334740599303728,2021-02-26,"B.1.351 (beta)"
"P.1 (gamma)",18684.5,0.00399839387159226,0.00073592126313127,NA,0.00255601470039775,0.00544077304278678,2021-02-26,"P.1 (gamma)"
"C.37 (lambda)",18684.5,0.001,4.03335026104275e-14,NA,0.001,0.001,2021-02-26,"C.37 (lambda)"
"B.1.617.2 (delta)",18684.5,0.001,6.33778108564599e-05,NA,0.001,0.001,2021-02-26,"B.1.617.2 (delta)"
"other",18684.5,0.219152810507048,0.00485933456748877,NA,0.209628689765939,0.228676931248156,2021-02-26,"other"
"B.1.1.7 (alpha)",18685.5,0.760765889194424,0.00494560682977866,NA,0.751072677926362,0.770459100462485,2021-02-27,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18685.5,0.0296539692346711,0.00202351995106538,NA,0.0256879430085847,0.0336199954607575,2021-02-27,"B.1.351 (beta)"
"P.1 (gamma)",18685.5,0.00426221747848793,0.000746879572679022,NA,0.00279836041524838,0.00572607454172748,2021-02-27,"P.1 (gamma)"
"C.37 (lambda)",18685.5,0.001,4.81512335214057e-14,NA,0.001,0.001,2021-02-27,"C.37 (lambda)"
"B.1.617.2 (delta)",18685.5,0.001,6.35375633939205e-05,NA,0.001,0.001,2021-02-27,"B.1.617.2 (delta)"
"other",18685.5,0.205252337945228,0.00464264021539436,NA,0.196152930329878,0.214351745560578,2021-02-27,"other"
"B.1.1.7 (alpha)",18686.5,0.77361355480781,0.00476018519149173,NA,0.764283763272745,0.782943346342874,2021-02-28,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18686.5,0.0297849582968119,0.00200678231650218,NA,0.0258517372316558,0.0337181793619681,2021-02-28,"B.1.351 (beta)"
"P.1 (gamma)",18686.5,0.0045331414407828,0.000757690174380033,NA,0.00304809598755806,0.00601818689400753,2021-02-28,"P.1 (gamma)"
"C.37 (lambda)",18686.5,0.001,5.78919645640985e-14,NA,0.001,0.001,2021-02-28,"C.37 (lambda)"
"B.1.617.2 (delta)",18686.5,0.001,6.37358973019128e-05,NA,0.001,0.001,2021-02-28,"B.1.617.2 (delta)"
"other",18686.5,0.192001283899484,0.00443028893681246,NA,0.183318077142225,0.200684490656742,2021-02-28,"other"
"B.1.1.7 (alpha)",18687.5,0.785841859954557,0.00457930620962287,NA,0.776866584709515,0.794817135199598,2021-03-01,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18687.5,0.0298750508075786,0.00198709008096533,NA,0.0259804258148498,0.0337696758003074,2021-03-01,"B.1.351 (beta)"
"P.1 (gamma)",18687.5,0.00481063440116695,0.000768585752172488,NA,0.00330423400787824,0.00631703479445565,2021-03-01,"P.1 (gamma)"
"C.37 (lambda)",18687.5,0.001,7.00844647401848e-14,NA,0.001,0.001,2021-03-01,"C.37 (lambda)"
"B.1.617.2 (delta)",18687.5,0.001,6.39741491790379e-05,NA,0.001,0.001,2021-03-01,"B.1.617.2 (delta)"
"other",18687.5,0.179403903988387,0.00422366152881799,NA,0.171125679509016,0.187682128467758,2021-03-01,"other"
"B.1.1.7 (alpha)",18688.5,0.797451535376469,0.00440396816777126,NA,0.788819916378576,0.806083154374361,2021-03-02,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18688.5,0.029925080462384,0.00196472366933012,NA,0.0260742928309235,0.0337758680938444,2021-03-02,"B.1.351 (beta)"
"P.1 (gamma)",18688.5,0.00509414653185942,0.000779796901845414,NA,0.0035657726889865,0.00662252037473235,2021-03-02,"P.1 (gamma)"
"C.37 (lambda)",18688.5,0.001,8.5416482311072e-14,NA,0.001,0.001,2021-03-02,"C.37 (lambda)"
"B.1.617.2 (delta)",18688.5,0.001,6.42533730449765e-05,NA,0.001,0.001,2021-03-02,"B.1.617.2 (delta)"
"other",18688.5,0.167459179717753,0.00402386264930711,NA,0.159572553846375,0.175345805589131,2021-03-02,"other"
"B.1.1.7 (alpha)",18689.5,0.808447891157576,0.00423495651495426,NA,0.800147528912172,0.816748253402979,2021-03-03,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18689.5,0.0299360907019027,0.00193999788124343,NA,0.0261337647245816,0.0337384166792239,2021-03-03,"B.1.351 (beta)"
"P.1 (gamma)",18689.5,0.00538311468251662,0.000791541494519275,NA,0.00383172186098983,0.0069345075040434,2021-03-03,"P.1 (gamma)"
"C.37 (lambda)",18689.5,0.001,1.04785763229555e-13,NA,0.001,0.001,2021-03-03,"C.37 (lambda)"
"B.1.617.2 (delta)",18689.5,0.001,6.45743693975804e-05,NA,0.001,0.001,2021-03-03,"B.1.617.2 (delta)"
"other",18689.5,0.156161316378006,0.0038317268723022,NA,0.1486512697097,0.163671363046313,2021-03-03,"other"
"B.1.1.7 (alpha)",18690.5,0.818840308169942,0.00407286140191214,NA,0.810857646508171,0.826822969831713,2021-03-04,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18690.5,0.0299093039444395,0.00191325546251862,NA,0.0261593921446785,0.0336592157442005,2021-03-04,"B.1.351 (beta)"
"P.1 (gamma)",18690.5,0.00567696712636129,0.000804014167865026,NA,0.0041011283142859,0.00725280593843668,2021-03-04,"P.1 (gamma)"
"C.37 (lambda)",18690.5,0.001,1.29368321153004e-13,NA,0.001,0.001,2021-03-04,"C.37 (lambda)"
"B.1.617.2 (delta)",18690.5,0.001,6.49377200116122e-05,NA,0.001,0.001,2021-03-04,"B.1.617.2 (delta)"
"other",18690.5,0.145500277636881,0.0036478339292805,NA,0.138350654513908,0.152649900759854,2021-03-04,"other"
"B.1.1.7 (alpha)",18691.5,0.82864171159037,0.00391809975102867,NA,0.820962377190519,0.836321045990222,2021-03-05,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18691.5,0.0298460911900059,0.00188486034447291,NA,0.0261518327989512,0.0335403495810606,2021-03-05,"B.1.351 (beta)"
"P.1 (gamma)",18691.5,0.00597512785615931,0.000817376673407133,NA,0.00437309901447817,0.00757715669784044,2021-03-05,"P.1 (gamma)"
"C.37 (lambda)",18691.5,0.001,1.60710034740055e-13,NA,0.001,0.001,2021-03-05,"C.37 (lambda)"
"B.1.617.2 (delta)",18691.5,0.001,6.53438263891641e-05,NA,0.001,0.001,2021-03-05,"B.1.617.2 (delta)"
"other",18691.5,0.1354623381377,0.003472531247517,NA,0.128656301957377,0.142268374318023,2021-03-05,"other"
"B.1.1.7 (alpha)",18692.5,0.837868042352552,0.00377093966789742,NA,0.830477136415599,0.845258948289504,2021-03-06,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18692.5,0.0297479427190012,0.00185519063595658,NA,0.0261118358880703,0.033384049549932,2021-03-06,"B.1.351 (beta)"
"P.1 (gamma)",18692.5,0.00627702040570406,0.000831749795409278,NA,0.00464682076255332,0.00790722004885481,2021-03-06,"P.1 (gamma)"
"C.37 (lambda)",18692.5,0.001,2.0084985673464e-13,NA,0.001,0.001,2021-03-06,"C.37 (lambda)"
"B.1.617.2 (delta)",18692.5,0.001,6.57929499186576e-05,NA,0.001,0.001,2021-03-06,"B.1.617.2 (delta)"
"other",18692.5,0.126030637539097,0.00330596175223835,NA,0.119551071570443,0.132510203507751,2021-03-06,"other"
"B.1.1.7 (alpha)",18693.5,0.846537740043618,0.00363152520254977,NA,0.839420081437671,0.853655398649565,2021-03-07,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18693.5,0.0296164404600906,0.00182463144317561,NA,0.0260402285464071,0.0331926523737741,2021-03-07,"B.1.351 (beta)"
"P.1 (gamma)",18693.5,0.00658207119328743,0.00084720744711018,NA,0.00492157510951735,0.0082425672770575,2021-03-07,"P.1 (gamma)"
"C.37 (lambda)",18693.5,0.001,2.52485950227769e-13,NA,0.001,0.001,2021-03-07,"C.37 (lambda)"
"B.1.617.2 (delta)",18693.5,0.001,6.62852520382e-05,NA,0.001,0.001,2021-03-07,"B.1.617.2 (delta)"
"other",18693.5,0.117185721915273,0.00314809488616217,NA,0.11101556931848,0.123355874512066,2021-03-07,"other"
"B.1.1.7 (alpha)",18694.5,0.854671248239256,0.00349989979597414,NA,0.847811570689648,0.861530925788864,2021-03-08,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18694.5,0.0294532324551674,0.00179356758872356,NA,0.0259379045774309,0.032968560332904,2021-03-08,"B.1.351 (beta)"
"P.1 (gamma)",18694.5,0.00688971240073501,0.000863773351850653,NA,0.00519674774030229,0.00858267706116773,2021-03-08,"P.1 (gamma)"
"C.37 (lambda)",18694.5,0.001,3.1920023132053e-13,NA,0.001,0.001,2021-03-08,"C.37 (lambda)"
"B.1.617.2 (delta)",18694.5,0.001,6.68208329959442e-05,NA,0.001,0.001,2021-03-08,"B.1.617.2 (delta)"
"other",18694.5,0.108906061080427,0.0029987589087891,NA,0.103028601620882,0.114783520539972,2021-03-08,"other"
"B.1.1.7 (alpha)",18695.5,0.862290550756807,0.0033760271582964,NA,0.855673659115717,0.868907442397897,2021-03-09,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18695.5,0.0292600097113097,0.00176237630564146,NA,0.0258058156250457,0.0327142037975737,2021-03-09,"B.1.351 (beta)"
"P.1 (gamma)",18695.5,0.00719938441477954,0.000881420460464131,NA,0.00547183205703313,0.00892693677252594,2021-03-09,"P.1 (gamma)"
"C.37 (lambda)",18695.5,0.001,4.05762523560023e-13,NA,0.001,0.001,2021-03-09,"C.37 (lambda)"
"B.1.617.2 (delta)",18695.5,0.001,6.73997681224742e-05,NA,0.001,0.001,2021-03-09,"B.1.617.2 (delta)"
"other",18695.5,0.101168533040657,0.00285767275208312,NA,0.0955675973669722,0.106769468714341,2021-03-09,"other"
"B.1.1.7 (alpha)",18696.5,0.869418744916202,0.00325980877189012,NA,0.86302963712681,0.875807852705594,2021-03-10,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18696.5,0.0290384856055857,0.00173141999601764,NA,0.0256449647712786,0.0324320064398927,2021-03-10,"B.1.351 (beta)"
"P.1 (gamma)",18696.5,0.0075105378669527,0.000900072987678228,NA,0.00574642722764601,0.00927464850625939,2021-03-10,"P.1 (gamma)"
"C.37 (lambda)",18696.5,0.001,5.18543411028149e-13,NA,0.001,0.001,2021-03-10,"C.37 (lambda)"
"B.1.617.2 (delta)",18696.5,0.001,6.80221408507314e-05,NA,0.001,0.001,2021-03-10,"B.1.617.2 (delta)"
"other",18696.5,0.0939488692809399,0.00272447600483997,NA,0.08860899443471,0.0992887441271698,2021-03-10,"other"
"B.1.1.7 (alpha)",18697.5,0.87607965572465,0.00315109765200554,NA,0.869903617814951,0.88225569363435,2021-03-11,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18697.5,0.0287903779015858,0.00170103916649196,NA,0.0254564023989696,0.0321243534042021,2021-03-11,"B.1.351 (beta)"
"P.1 (gamma)",18697.5,0.00782263531410321,0.000919610716797363,NA,0.00602023142938332,0.00962503919882311,2021-03-11,"P.1 (gamma)"
"C.37 (lambda)",18697.5,0.001,6.66075732773087e-13,NA,0.001,0.001,2021-03-11,"C.37 (lambda)"
"B.1.617.2 (delta)",18697.5,0.001,6.8688072016122e-05,NA,0.001,0.001,2021-03-11,"B.1.617.2 (delta)"
"other",18697.5,0.0872220568699194,0.00259875594499097,NA,0.0821285888131277,0.092315524926711,2021-03-11,"other"
"B.1.1.7 (alpha)",18698.5,0.882297493000258,0.0030497083930968,NA,0.876320174386438,0.888274811614077,2021-03-12,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18698.5,0.0285173933481425,0.00167154568307102,NA,0.0252412240108099,0.0317935626854751,2021-03-12,"B.1.351 (beta)"
"P.1 (gamma)",18698.5,0.00813515260454166,0.00093987505987834,NA,0.00629303133721269,0.00997727387187063,2021-03-12,"P.1 (gamma)"
"C.37 (lambda)",18698.5,0.001,8.59819621786751e-13,NA,0.001,0.001,2021-03-12,"C.37 (lambda)"
"B.1.617.2 (delta)",18698.5,0.001,6.93977452289355e-05,NA,0.001,0.001,2021-03-12,"B.1.617.2 (delta)"
"other",18698.5,0.0809626953515103,0.0024800709042468,NA,0.0761018457000809,0.0858235450029397,2021-03-12,"other"
"B.1.1.7 (alpha)",18699.5,0.888096551851153,0.00295542385467294,NA,0.882304027536944,0.893889076165363,2021-03-13,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18699.5,0.0282212147609578,0.00164321652087385,NA,0.0250005695612438,0.0314418599606717,2021-03-13,"B.1.351 (beta)"
"P.1 (gamma)",18699.5,0.00844757997519742,0.000960676286436076,NA,0.00656468905298103,0.0103304708974138,2021-03-13,"P.1 (gamma)"
"C.37 (lambda)",18699.5,0.001,1.11520661625478e-12,NA,0.001,0.001,2021-03-13,"C.37 (lambda)"
"B.1.617.2 (delta)",18699.5,0.001,7.01514283250144e-05,NA,0.001,0.001,2021-03-13,"B.1.617.2 (delta)"
"other",18699.5,0.0751453080603703,0.00236796960082453,NA,0.0705041729262685,0.079786443194472,2021-03-13,"other"
"B.1.1.7 (alpha)",18700.5,0.89350095563584,0.00286799908035964,NA,0.887879780730641,0.899122130541039,2021-03-14,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18700.5,0.0279034904358203,0.00161628821472783,NA,0.0247356237463172,0.0310713571253234,2021-03-14,"B.1.351 (beta)"
"P.1 (gamma)",18700.5,0.00875942292358268,0.000981801342976805,NA,0.00683512765137509,0.0106837181957903,2021-03-14,"P.1 (gamma)"
"C.37 (lambda)",18700.5,0.001,1.45306680838106e-12,NA,0.001,0.001,2021-03-14,"C.37 (lambda)"
"B.1.617.2 (delta)",18700.5,0.001,7.09494910663795e-05,NA,0.001,0.001,2021-03-14,"B.1.617.2 (delta)"
"other",18700.5,0.069744608842771,0.00226200638659796,NA,0.0653111577922394,0.0741780598933026,2021-03-14,"other"
"B.1.1.7 (alpha)",18701.5,0.898534439535165,0.00278716319150792,NA,0.893071700060774,0.903997179009556,2021-03-15,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18701.5,0.0275658257060944,0.00159095223641497,NA,0.0244476166215976,0.0306840347905912,2021-03-15,"B.1.351 (beta)"
"P.1 (gamma)",18701.5,0.00907020289531684,0.001003021758491,NA,0.00710431637296445,0.0110360894176692,2021-03-15,"P.1 (gamma)"
"C.37 (lambda)",18701.5,0.001,1.90158220517097e-12,NA,0.001,0.001,2021-03-15,"C.37 (lambda)"
"B.1.617.2 (delta)",18701.5,0.001,7.17924193829062e-05,NA,0.001,0.001,2021-03-15,"B.1.617.2 (delta)"
"other",18701.5,0.0647357261987672,0.00216175260605382,NA,0.0604987689474161,0.0689726834501183,2021-03-15,"other"
"B.1.1.7 (alpha)",18702.5,0.903220172141971,0.00271262005355563,NA,0.897903534533261,0.908536809750681,2021-03-16,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18702.5,0.0272097764351227,0.00156735152602894,NA,0.0241378238929921,0.0302817289772533,2021-03-16,"B.1.351 (beta)"
"P.1 (gamma)",18702.5,0.00937945782394341,0.0010241012406791,NA,0.00737225627568959,0.0113866593721972,2021-03-16,"P.1 (gamma)"
"C.37 (lambda)",18702.5,0.001,2.49896352316359e-12,NA,0.001,0.001,2021-03-16,"C.37 (lambda)"
"B.1.617.2 (delta)",18702.5,0.001,7.26808265240383e-05,NA,0.001,0.001,2021-03-16,"B.1.617.2 (delta)"
"other",18702.5,0.0600943876119191,0.00206680444658559,NA,0.0560435253335241,0.0641452498903141,2021-03-16,"other"
"B.1.1.7 (alpha)",18703.5,0.907580611988973,0.00264404848719025,NA,0.902398372180702,0.912762851797243,2021-03-17,"B.1.1.7 (alpha)"
