"contrast","collection_date_num","estimate","SE","df","asymp.LCL","asymp.UCL","variant","collection_date","avg_r","r","r_LOWER","r_UPPER","Re","Re_LOWER","Re_UPPER","prob"
"B.1.1.7 (alpha)",18828.5,-0.148401563413055,0.0025362414452325,NA,-0.153372505301808,-0.143430621524301,"B.1.1.7 (alpha)",2021-07-20,-0.0909389082363259,-0.239340471649381,-0.244311413538134,-0.234369529760627,NA,0.5,0.5,0.0222780053720447
"B.1.351 (beta)",18828.5,-0.209406125244191,0.0148819785488281,NA,-0.238574267218591,-0.18023798326979,"B.1.351 (beta)",2021-07-20,-0.0909389082363259,-0.300345033480517,-0.329513175454917,-0.271176891506116,NA,NA,NA,2.22029824422436e-06
"P.1 (gamma)",18828.5,-0.155657589674898,0.00688182886204531,NA,-0.169145726392275,-0.142169452957521,"P.1 (gamma)",2021-07-20,-0.0909389082363259,-0.246596497911224,-0.260084634628601,-0.233108361193847,NA,NA,NA,0.000286066733116865
"C.37 (lambda)",18828.5,-0.0211388892058912,0.0317376401506205,NA,-0.0833435208553997,0.0410657424436173,"C.37 (lambda)",2021-07-20,-0.0909389082363259,-0.112077797442217,-0.174282429091726,-0.0498731657927086,NA,NA,NA,0.00141010980467271
"B.1.617.2 (delta)",18828.5,0.00620878584422178,0.000126778340747086,NA,0.00596030486233775,0.00645726682610582,"B.1.617.2 (delta)",2021-07-20,-0.0909389082363259,-0.0847301223921041,-0.0849786033739882,-0.0844816414102201,0.649296015963379,0.648402598314777,0.650190195562843,0.953263157168978
"other",18828.5,-0.1114967172213,0.00257472851121136,NA,-0.116543092373243,-0.106450342069357,"other",2021-07-20,-0.0909389082363259,-0.202435625457626,-0.207482000609569,-0.197389250305683,NA,0.5,0.5,0.0227604406229439
"B.1.1.7 (alpha)",18829.5,-0.149168957495486,0.00255006858459826,NA,-0.154167000079406,-0.144170914911567,"B.1.1.7 (alpha)",2021-07-21,-0.111897482697312,-0.261066440192798,-0.266064482776718,-0.256068397608878,NA,0.5,0.5,0.0191980048742506
"B.1.351 (beta)",18829.5,-0.210173519326626,0.0148843845056573,NA,-0.23934637688976,-0.181000661763491,"B.1.351 (beta)",2021-07-21,-0.111897482697312,-0.322071002023937,-0.351243859587072,-0.292898144460803,NA,NA,NA,1.80010220626719e-06
"P.1 (gamma)",18829.5,-0.156424983757316,0.00688694319848523,NA,-0.16992314438992,-0.142926823124712,"P.1 (gamma)",2021-07-21,-0.111897482697312,-0.268322466454628,-0.281820627087232,-0.254824305822024,NA,NA,NA,0.000244734895421558
"C.37 (lambda)",18829.5,-0.0219062832883246,0.0317391448196302,NA,-0.0841138640349008,0.0403012974582517,"C.37 (lambda)",2021-07-21,-0.111897482697312,-0.133803765985636,-0.196011346732213,-0.0715961852390602,NA,NA,NA,0.00138007345566557
"B.1.617.2 (delta)",18829.5,0.00544139176178604,0.000113170427834295,NA,0.00521958179911583,0.00566320172445625,"B.1.617.2 (delta)",2021-07-21,-0.111897482697312,-0.106456090935526,-0.106677900898196,-0.106234280972856,0.574031137531189,0.573292182328757,0.574770682306567,0.95882428004638
"other",18829.5,-0.112264111303742,0.0025883062476324,NA,-0.117337098330062,-0.107191124277423,"other",2021-07-21,-0.111897482697312,-0.224161594001054,-0.229234581027373,-0.219088606974734,NA,0.5,0.5,0.0203511066260756
"B.1.1.7 (alpha)",18830.5,-0.149842926810922,0.00256223290253658,NA,-0.154864811019897,-0.144821042601947,"B.1.1.7 (alpha)",2021-07-22,-0.130175589776154,-0.280018516587076,-0.285040400796051,-0.274996632378101,NA,0.5,0.5,0.0165319206948995
"B.1.351 (beta)",18830.5,-0.210847488642057,0.0148865131462187,NA,-0.240024518264028,-0.181670459020087,"B.1.351 (beta)",2021-07-22,-0.130175589776154,-0.341023078418212,-0.370200108040182,-0.311846048796241,NA,NA,NA,1.45837911159205e-06
"P.1 (gamma)",18830.5,-0.157098953072755,0.00689146001623313,NA,-0.17060596650547,-0.143591939640041,"P.1 (gamma)",2021-07-22,-0.130175589776154,-0.28727454284891,-0.300781556281624,-0.273767529416195,NA,NA,NA,0.000209224173510092
"C.37 (lambda)",18830.5,-0.0225802526037656,0.0317405994605536,NA,-0.0847906843941621,0.0396301791866309,"C.37 (lambda)",2021-07-22,-0.130175589776154,-0.15275584237992,-0.214966274170316,-0.0905454105895232,NA,NA,NA,0.00134970512064647
"B.1.617.2 (delta)",18830.5,0.00476742244634619,0.000101290631030095,NA,0.00456889645755586,0.00496594843513651,"B.1.617.2 (delta)",2021-07-22,-0.130175589776154,-0.125408167329808,-0.125606693318598,-0.125209641341018,0.513000687982673,0.512383760810026,0.513618074949868,0.963723968236585
"other",18830.5,-0.112938080619175,0.00260028820755373,NA,-0.118034551855405,-0.107841609382946,"other",2021-07-22,-0.130175589776154,-0.243113670395329,-0.248210141631559,-0.2380171991591,NA,0.5,0.5,0.0181837233952473
"B.1.1.7 (alpha)",18831.5,-0.150434255677972,0.00257292366375373,NA,-0.1554770933939,-0.145391417962044,"B.1.1.7 (alpha)",2021-07-23,-0.145773229472852,-0.296207485150824,-0.301250322866752,-0.291164647434896,NA,0.5,0.5,0.0142270921106681
"B.1.351 (beta)",18831.5,-0.211438817509109,0.0148883934206515,NA,-0.240619532401249,-0.182258102616969,"B.1.351 (beta)",2021-07-23,-0.145773229472852,-0.35721204698196,-0.3863927618741,-0.32803133208982,NA,NA,NA,1.18078090330262e-06
"P.1 (gamma)",18831.5,-0.157690281939812,0.00689544301002058,NA,-0.171205101896901,-0.144175461982723,"P.1 (gamma)",2021-07-23,-0.145773229472852,-0.303463511412664,-0.316978331369753,-0.289948691455575,NA,NA,NA,0.00017875304096795
"C.37 (lambda)",18831.5,-0.0231715814708087,0.0317420044068501,NA,-0.0853847669053466,0.0390416039637292,"C.37 (lambda)",2021-07-23,-0.145773229472852,-0.16894481094366,-0.231157996378198,-0.106731625509123,NA,NA,NA,0.00131917132594045
"B.1.617.2 (delta)",18831.5,0.00417609357930388,9.09426558740605e-05,NA,0.0039978492491323,0.00435433790947546,"B.1.617.2 (delta)",2021-07-23,-0.145773229472852,-0.141597135893548,-0.141775380223719,-0.141418891563376,NA,0.5,0.5,0.968036898945162
"other",18831.5,-0.11352940948622,0.00261085062446563,NA,-0.118646582679186,-0.108412236293253,"other",2021-07-23,-0.145773229472852,-0.259302638959071,-0.264419812152038,-0.254185465766105,NA,0.5,0.5,0.016236903796358
"B.1.1.7 (alpha)",18832.5,-0.150952648131026,0.00258231160381809,NA,-0.156013885871369,-0.145891410390683,"B.1.1.7 (alpha)",2021-07-24,-0.158690401787404,-0.30964304991843,-0.314704287658773,-0.304581812178086,NA,0.5,0.5,0.0122368132654252
"B.1.351 (beta)",18832.5,-0.211957209962162,0.0148900520613936,NA,-0.24114117573042,-0.182773244193905,"B.1.351 (beta)",2021-07-24,-0.158690401787404,-0.370647611749566,-0.399831577517824,-0.341463645981308,NA,NA,NA,9.55493122886104e-07
"P.1 (gamma)",18832.5,-0.158208674392855,0.00689895073264163,NA,-0.171730369359949,-0.144686979425761,"P.1 (gamma)",2021-07-24,-0.158690401787404,-0.316899076180259,-0.330420771147353,-0.303377381213165,NA,NA,NA,0.000152635086128196
"C.37 (lambda)",18832.5,-0.0236899739238703,0.0317433605240509,NA,-0.0859058172992806,0.0385258694515399,"C.37 (lambda)",2021-07-24,-0.158690401787404,-0.182380375711274,-0.244596219086684,-0.120164532335864,NA,NA,NA,0.00128861407109506
"B.1.617.2 (delta)",18832.5,0.00365770112624056,8.1947860788857e-05,NA,0.0034970862704843,0.00381831598199682,"B.1.617.2 (delta)",2021-07-24,-0.158690401787404,-0.155032700661163,-0.155193315516919,-0.154872085805407,NA,0.5,0.5,0.971830495204332
"other",18832.5,-0.114047801939283,0.00262015343216883,NA,-0.119183208300303,-0.108912395578263,"other",2021-07-24,-0.158690401787404,-0.272738203726687,-0.277873610087707,-0.267602797365667,NA,0.5,0.5,0.0144904868798964
"B.1.1.7 (alpha)",18833.5,-0.151406792463728,0.00259054994508022,NA,-0.156484177056238,-0.146329407871219,"B.1.1.7 (alpha)",2021-07-25,-0.168927106719812,-0.32033389918354,-0.32541128377605,-0.315256514591031,NA,0.5,0.5,0.0105198521318548
"B.1.351 (beta)",18833.5,-0.212411354294859,0.0148915135353689,NA,-0.241598184499473,-0.183224524090246,"B.1.351 (beta)",2021-07-25,-0.168927106719812,-0.381338461014672,-0.410525291219285,-0.352151630810058,NA,NA,NA,7.72813897986774e-07
"P.1 (gamma)",18833.5,-0.158662818725568,0.00690203656461643,NA,-0.172190561812195,-0.145135075638941,"P.1 (gamma)",2021-07-25,-0.168927106719812,-0.32758992544538,-0.341117668532007,-0.314062182358753,NA,NA,NA,0.000130270004025767
"C.37 (lambda)",18833.5,-0.0241441182565753,0.0317446690530083,NA,-0.0863625263016148,0.0380742897884642,"C.37 (lambda)",2021-07-25,-0.168927106719812,-0.193071224976388,-0.255289633021427,-0.130852816931348,NA,NA,NA,0.00125815355521294
"B.1.617.2 (delta)",18833.5,0.00320355679353804,7.41441901287468e-05,NA,0.00305823685122281,0.00334887673585328,"B.1.617.2 (delta)",2021-07-25,-0.168927106719812,-0.165723549926274,-0.165868869868589,-0.165578229983959,NA,0.5,0.5,0.975165317573977
"other",18833.5,-0.114501946271976,0.00262834092623232,NA,-0.119653399826484,-0.109350492717468,"other",2021-07-25,-0.168927106719812,-0.283429052991789,-0.288580506546297,-0.278277599437281,NA,0.5,0.5,0.0129256339210312
"B.1.1.7 (alpha)",18834.5,-0.151804434511014,0.00259777558872492,NA,-0.156895981104832,-0.146712887917196,"B.1.1.7 (alpha)",2021-07-26,-0.176483344270076,-0.32828777878109,-0.333379325374908,-0.323196232187272,NA,NA,NA,0.00903995438610331
"B.1.351 (beta)",18834.5,-0.212808996342145,0.0148928000716204,NA,-0.241998348111476,-0.183619644572813,"B.1.351 (beta)",2021-07-26,-0.176483344270076,-0.389292340612221,-0.418481692381553,-0.36010298884289,NA,NA,NA,6.24795053865205e-07
"P.1 (gamma)",18834.5,-0.159060460772855,0.0069047488350007,NA,-0.172593519811752,-0.145527401733959,"P.1 (gamma)",2021-07-26,-0.176483344270076,-0.335543805042932,-0.349076864081828,-0.322010746004036,NA,NA,NA,0.000111134724731948
"C.37 (lambda)",18834.5,-0.0245417603038605,0.031745931487076,NA,-0.0867626426742056,0.0376791220664846,"C.37 (lambda)",2021-07-26,-0.176483344270076,-0.201025104573937,-0.263245986944282,-0.138804222203592,NA,NA,NA,0.00122789075655485
"B.1.617.2 (delta)",18834.5,0.00280591474625344,6.73850146410608e-05,NA,0.00267384254445925,0.00293798694804762,"B.1.617.2 (delta)",2021-07-26,-0.176483344270076,-0.173677429523823,-0.173809501725617,-0.173545357322029,NA,0.5,0.5,0.978095525570259
"other",18834.5,-0.11489958831926,0.00263554265477503,NA,-0.120065157002339,-0.109734019636182,"other",2021-07-26,-0.176483344270076,-0.291382932589337,-0.296548501272415,-0.286217363906259,NA,0.5,0.5,0.0115248697672974
"B.1.1.7 (alpha)",18835.5,-0.152152454956832,0.00260411039678019,NA,-0.157256417546288,-0.147048492367377,"B.1.1.7 (alpha)",2021-07-27,-0.181359114438196,-0.333511569395028,-0.338615531984484,-0.328407606805573,NA,NA,NA,0.00776535220872288
"B.1.351 (beta)",18835.5,-0.213157016787967,0.0148939317419183,NA,-0.242348586590325,-0.183965446985609,"B.1.351 (beta)",2021-07-27,-0.181359114438196,-0.394516131226163,-0.42370770102852,-0.365324561423805,NA,NA,NA,5.04938583867468e-07
"P.1 (gamma)",18835.5,-0.15940848121866,0.00690713104591418,NA,-0.17294620930515,-0.14587075313217,"P.1 (gamma)",2021-07-27,-0.181359114438196,-0.340767595656856,-0.354305323743346,-0.327229867570366,NA,NA,NA,9.47749241280251e-05
"C.37 (lambda)",18835.5,-0.024889780749682,0.0317471494772533,NA,-0.087113050336908,0.0373334888375441,"C.37 (lambda)",2021-07-27,-0.181359114438196,-0.206248895187878,-0.268472164775104,-0.144025625600652,NA,NA,NA,0.00119790982428449
"B.1.617.2 (delta)",18835.5,0.0024578943004284,6.15379818263293e-05,NA,0.00233728207236751,0.00257850652848928,"B.1.617.2 (delta)",2021-07-27,-0.181359114438196,-0.178901220137767,-0.179021832365828,-0.178780607909706,NA,0.5,0.5,0.980669375172876
"other",18835.5,-0.115247608765091,0.00264187444493295,NA,-0.120425587528837,-0.110069630001346,"other",2021-07-27,-0.181359114438196,-0.296606723203287,-0.301784701967032,-0.291428744439542,NA,0.5,0.5,0.0102720829314044
"B.1.1.7 (alpha)",18836.5,-0.152456947216204,0.00260966250037448,NA,-0.157571791728742,-0.147342102703665,"B.1.1.7 (alpha)",2021-07-28,-0.183554417224171,-0.336011364440374,-0.341126208952913,-0.330896519927835,NA,NA,NA,0.00666829176671899
"B.1.351 (beta)",18836.5,-0.213461509047334,0.0148949265765447,NA,-0.24265502868973,-0.184267989404938,"B.1.351 (beta)",2021-07-28,-0.183554417224171,-0.397015926271504,-0.4262094459139,-0.367822406629108,NA,NA,NA,4.07941650241873e-07
"P.1 (gamma)",18836.5,-0.159712973478047,0.00690922216368311,NA,-0.173254800080052,-0.146171146876042,"P.1 (gamma)",2021-07-28,-0.183554417224171,-0.343267390702218,-0.356809217304222,-0.329725564100213,NA,NA,NA,8.07970730879161e-05
"C.37 (lambda)",18836.5,-0.0251942730090502,0.0317483247601613,NA,-0.0874198461084476,0.0370313000903471,"C.37 (lambda)",2021-07-28,-0.183554417224171,-0.208748690233221,-0.270974263332618,-0.146523117133823,NA,NA,NA,0.00116828026122921
"B.1.617.2 (delta)",18836.5,0.00215340204106346,5.64839449506037e-05,NA,0.00204269554325554,0.00226410853887139,"B.1.617.2 (delta)",2021-07-28,-0.183554417224171,-0.181401015183107,-0.181511721680915,-0.181290308685299,NA,0.5,0.5,0.982929727471741
"other",18836.5,-0.115552101024449,0.00264743949476765,NA,-0.120740987085442,-0.110363214963455,"other",2021-07-28,-0.183554417224171,-0.29910651824862,-0.304295404309613,-0.293917632187626,NA,NA,NA,0.00915249548557283
"B.1.1.7 (alpha)",18837.5,-0.152723293455327,0.00261452758868466,NA,-0.157847673365735,-0.147598913544918,"B.1.1.7 (alpha)",2021-07-29,-0.183705436543458,-0.336428729998785,-0.341553109909193,-0.331304350088377,NA,NA,NA,0.00572458826388905
"B.1.351 (beta)",18837.5,-0.213727855286465,0.0148958007014766,NA,-0.242923088182246,-0.184532622390685,"B.1.351 (beta)",2021-07-29,-0.183705436543458,-0.397433291829923,-0.426628524725704,-0.368238058934143,NA,NA,NA,3.29483572193348e-07
"P.1 (gamma)",18837.5,-0.159979319717141,0.00691105694818574,NA,-0.173524742430691,-0.146433897003592,"P.1 (gamma)",2021-07-29,-0.183705436543458,-0.3436847562606,-0.357230178974149,-0.33013933354705,NA,NA,NA,6.88611130781495e-05
"C.37 (lambda)",18837.5,-0.025460619248178,0.0317494591043298,NA,-0.0876884156212917,0.0367671771249356,"C.37 (lambda)",2021-07-29,-0.183705436543458,-0.209166055791636,-0.27139385216475,-0.146938259418523,NA,NA,NA,0.00113905889094679
"B.1.617.2 (delta)",18837.5,0.00188705580193111,5.21160055529313e-05,NA,0.00178491030802928,0.00198920129583294,"B.1.617.2 (delta)",2021-07-29,-0.183705436543458,-0.181818380741527,-0.181920526235429,-0.181716235247625,NA,0.5,0.5,0.984914550575029
"other",18837.5,-0.115818447263596,0.00265232947937175,NA,-0.121016917518298,-0.110619977008893,"other",2021-07-29,-0.183705436543458,-0.299523883807054,-0.304722354061757,-0.294325413552352,NA,NA,NA,0.00815261167348457
"B.1.1.7 (alpha)",18838.5,-0.152956237110515,0.00261879014733653,NA,-0.158088971482363,-0.147823502738667,"B.1.1.7 (alpha)",2021-07-30,-0.183705436543459,-0.336661673653974,-0.341794408025822,-0.331528939282126,NA,NA,NA,0.00491321375920016
"B.1.351 (beta)",18838.5,-0.213960798941645,0.0148965684865185,NA,-0.243157536668455,-0.184764061214834,"B.1.351 (beta)",2021-07-30,-0.183705436543459,-0.397666235485103,-0.426862973211914,-0.368469497758293,NA,NA,NA,2.66048751245383e-07
"P.1 (gamma)",18838.5,-0.160212263372357,0.00691266629909251,NA,-0.173760840355722,-0.146663686388992,"P.1 (gamma)",2021-07-30,-0.183705436543459,-0.343917699915816,-0.357466276899181,-0.330369122932451,NA,NA,NA,5.86737964353966e-05
"C.37 (lambda)",18838.5,-0.0256935629033632,0.0317505542709329,NA,-0.0879235057635762,0.0365363799568497,"C.37 (lambda)",2021-07-30,-0.183705436543459,-0.209398999446822,-0.271628942307035,-0.147169056586609,NA,NA,NA,0.00111029161237062
"B.1.617.2 (delta)",18838.5,0.00165411214674967,4.83386728987146e-05,NA,0.00155937008880772,0.00174885420469161,"B.1.617.2 (delta)",2021-07-30,-0.183705436543459,-0.182051324396709,-0.182146066454651,-0.181956582338767,NA,0.5,0.5,0.986657402486729
"other",18838.5,-0.116051390918762,0.00265662563500966,NA,-0.121258281483787,-0.110844500353737,"other",2021-07-30,-0.183705436543459,-0.299756827462221,-0.304963718027245,-0.294549936897196,NA,NA,NA,0.00726015229651359
"B.1.1.7 (alpha)",18839.5,-0.153159950876927,0.00262252462615608,NA,-0.158300004692762,-0.148019897061092,"B.1.1.7 (alpha)",2021-07-31,-0.183705436543459,-0.336865387420386,-0.342005441236221,-0.33172533360455,NA,NA,NA,0.00421592023437547
"B.1.351 (beta)",18839.5,-0.214164512708061,0.0148972426968588,NA,-0.243362571862856,-0.184966453553265,"B.1.351 (beta)",2021-07-31,-0.183705436543459,-0.397869949251519,-0.427068008406315,-0.368671890096724,NA,NA,NA,2.14780083178047e-07
"P.1 (gamma)",18839.5,-0.160415977138767,0.00691407760390937,NA,-0.173967320228745,-0.14686463404879,"P.1 (gamma)",2021-07-31,-0.183705436543459,-0.344121413682226,-0.357672756772203,-0.330570070592249,NA,NA,NA,4.99826943770222e-05
"C.37 (lambda)",18839.5,-0.0258972766697699,0.0317516119859716,NA,-0.0881292926133646,0.0363347392738247,"C.37 (lambda)",2021-07-31,-0.183705436543459,-0.209602713213229,-0.271834729156823,-0.147370697269634,NA,NA,NA,0.00108201495186887
"B.1.617.2 (delta)",18839.5,0.00145039838034242,4.5067118880434e-05,NA,0.00136206845044979,0.00153872831023506,"B.1.617.2 (delta)",2021-07-31,-0.183705436543459,-0.182255038163116,-0.182343368093009,-0.182166708233224,NA,0.5,0.5,0.988187886981706
"other",18839.5,-0.116255104685175,0.00266039979693928,NA,-0.121469392471654,-0.111040816898697,"other",2021-07-31,-0.183705436543459,-0.299960541228634,-0.305174829015113,-0.294746253442155,NA,NA,NA,0.00646398035758999
"B.1.1.7 (alpha)",18840.5,-0.153338099596508,0.00262579651612832,NA,-0.15848456619885,-0.148191632994166,"B.1.1.7 (alpha)",2021-08-01,-0.183705436543459,-0.337043536139967,-0.342190002742309,-0.331897069537625,NA,NA,NA,0.00361689844725936
"B.1.351 (beta)",18840.5,-0.214342661427639,0.014897834642505,NA,-0.243541880774582,-0.185143442080696,"B.1.351 (beta)",2021-08-01,-0.183705436543459,-0.398048097971098,-0.427247317318041,-0.368848878624155,NA,NA,NA,1.73358041283345e-07
"P.1 (gamma)",18840.5,-0.160594125858348,0.00691531507781332,NA,-0.174147894352609,-0.147040357364088,"P.1 (gamma)",2021-08-01,-0.183705436543459,-0.344299562401807,-0.357853330896068,-0.330745793907546,NA,NA,NA,4.25708519066224e-05
"C.37 (lambda)",18840.5,-0.0260754253893552,0.03175263392092,NA,-0.0883094442886433,0.0361585935099328,"C.37 (lambda)",2021-08-01,-0.183705436543459,-0.209780861932814,-0.272014880832102,-0.147546843033526,NA,NA,NA,0.00105425742655318
"B.1.617.2 (delta)",18840.5,0.00127224966075789,4.2226492032581e-05,NA,0.00118948725718057,0.00135501206433522,"B.1.617.2 (delta)",2021-08-01,-0.183705436543459,-0.182433186882701,-0.182515949286278,-0.182350424479124,NA,0.5,0.5,0.98953207777318
"other",18840.5,-0.116433253404756,0.00266371538881352,NA,-0.121654039631896,-0.111212467177616,"other",2021-08-01,-0.183705436543459,-0.300138689948215,-0.305359476175354,-0.294917903721075,NA,NA,NA,0.00575402214305991
"B.1.1.7 (alpha)",18841.5,-0.153493897808251,0.00262866338144638,NA,-0.158645983363365,-0.148341812253137,"B.1.1.7 (alpha)",2021-08-02,-0.183705436543459,-0.337199334351709,-0.342351419906824,-0.332047248796595,NA,NA,NA,0.00310247176669879
"B.1.351 (beta)",18841.5,-0.214498459639389,0.014898354322028,NA,-0.24369869753948,-0.185298221739297,"B.1.351 (beta)",2021-08-02,-0.183705436543459,-0.398203896182847,-0.427404134082939,-0.369003658282756,NA,NA,NA,1.39901241887171e-07
"P.1 (gamma)",18841.5,-0.160749924070075,0.006916400082535,NA,-0.174305819134514,-0.147194029005637,"P.1 (gamma)",2021-08-02,-0.183705436543459,-0.344455360613534,-0.358011255677972,-0.330899465549096,NA,NA,NA,3.62520534680838e-05
"C.37 (lambda)",18841.5,-0.0262312236010959,0.0317536216809782,NA,-0.0884671784745235,0.0360047312723316,"C.37 (lambda)",2021-08-02,-0.183705436543459,-0.209936660144555,-0.272172615017982,-0.147700705271127,NA,NA,NA,0.00102704073480024
"B.1.617.2 (delta)",18841.5,0.0011164514490141,3.97512513152709e-05,NA,0.00103854042809577,0.00119436246993243,"B.1.617.2 (delta)",2021-08-02,-0.183705436543459,-0.182588985094445,-0.182666896115363,-0.182511074073526,NA,0.5,0.5,0.990712908680539
"other",18841.5,-0.116589051616512,0.00266662827204094,NA,-0.121815546989868,-0.111362556243155,"other",2021-08-02,-0.183705436543459,-0.30029448815997,-0.305520983533327,-0.295067992786614,NA,NA,NA,0.00512118686325187
"B.1.1.7 (alpha)",18842.5,-0.153630161961336,0.00263117571242387,NA,-0.158787171594684,-0.148473152327989,"B.1.1.7 (alpha)",2021-08-03,-0.183705436543458,-0.337335598504794,-0.342492608138142,-0.332178588871447,NA,NA,NA,0.00266082330458109
"B.1.351 (beta)",18842.5,-0.214634723792466,0.0148988105581549,NA,-0.243835855898935,-0.185433591685998,"B.1.351 (beta)",2021-08-03,-0.183705436543458,-0.398340160335924,-0.427541292442393,-0.369139028229456,NA,NA,NA,1.12884892240149e-07
"P.1 (gamma)",18842.5,-0.160886188223188,0.00691735143492666,NA,-0.174443947904051,-0.147328428542326,"P.1 (gamma)",2021-08-03,-0.183705436543458,-0.344591624766646,-0.358149384447509,-0.331033865085783,NA,NA,NA,3.08666542543485e-05
"C.37 (lambda)",18842.5,-0.0263674877541775,0.0317545767965883,NA,-0.0886053146198019,0.0358703391114469,"C.37 (lambda)",2021-08-03,-0.183705436543458,-0.210072924297635,-0.27231075116326,-0.147835097432011,NA,NA,NA,0.00100038079075312
"B.1.617.2 (delta)",18842.5,0.000980187295936293,3.75844878612461e-05,NA,0.000906523053350868,0.00105385153852172,"B.1.617.2 (delta)",2021-08-03,-0.183705436543458,-0.182725249247522,-0.182798913490107,-0.182651585004936,NA,0.5,0.5,0.991750529241075
"other",18842.5,-0.116725315769575,0.00266918766544166,NA,-0.121956827461819,-0.111493804077331,"other",2021-08-03,-0.183705436543458,-0.300430752313033,-0.305662264005278,-0.295199240620789,NA,NA,NA,0.00455728712444402
"B.1.1.7 (alpha)",18843.5,-0.153749357453875,0.00263337778476708,NA,-0.158910683069706,-0.148588031838043,"B.1.1.7 (alpha)",2021-08-04,-0.183705436543458,-0.337454793997333,-0.342616119613165,-0.332293468381502,NA,NA,NA,0.00228175412464312
"B.1.351 (beta)",18843.5,-0.214753919285012,0.014899211123901,NA,-0.243955836485917,-0.185552002084108,"B.1.351 (beta)",2021-08-04,-0.183705436543458,-0.398459355828471,-0.427661273029375,-0.369257438627566,NA,NA,NA,9.10740577647622e-08
"P.1 (gamma)",18843.5,-0.161005383715704,0.00691818568200217,NA,-0.174564778490789,-0.147445988940619,"P.1 (gamma)",2021-08-04,-0.183705436543458,-0.344710820259162,-0.358270215034247,-0.331151425484077,NA,NA,NA,2.62779277237869e-05
"C.37 (lambda)",18843.5,-0.0264866832467177,0.0317555007205468,NA,-0.0887263209700253,0.0357529544765898,"C.37 (lambda)",2021-08-04,-0.183705436543458,-0.210192119790176,-0.272431757513484,-0.147952482066869,NA,NA,NA,0.00097428861946757
"B.1.617.2 (delta)",18843.5,0.000860991803393711,3.56772170934938e-05,NA,0.000791065742821846,0.000930917863965575,"B.1.617.2 (delta)",2021-08-04,-0.183705436543458,-0.182844444740065,-0.182914370800637,-0.182774518679493,NA,0.5,0.5,0.992662626417822
"other",18843.5,-0.116844511262131,0.00267143683905961,NA,-0.122080431253662,-0.111608591270601,"other",2021-08-04,-0.183705436543458,-0.30054994780559,-0.30578586779712,-0.29531402781406,NA,NA,NA,0.0040549618362858
"B.1.1.7 (alpha)",18844.5,-0.153853640765338,0.00263530838624258,NA,-0.15901875029053,-0.148688531240146,"B.1.1.7 (alpha)",2021-08-05,-0.183705436543458,-0.337559077308797,-0.342724186833988,-0.332393967783605,NA,NA,NA,0.00195647002282248
"B.1.351 (beta)",18844.5,-0.21485820259647,0.0148995628584795,NA,-0.24406080918448,-0.185655596008459,"B.1.351 (beta)",2021-08-05,-0.183705436543458,-0.398563639139928,-0.427766245727939,-0.369361032551918,NA,NA,NA,7.34691636445479e-08
"P.1 (gamma)",18844.5,-0.161109667027174,0.0069189173576232,NA,-0.174670495860124,-0.147548838194223,"P.1 (gamma)",2021-08-05,-0.183705436543458,-0.344815103570632,-0.358375932403583,-0.331254274737682,NA,NA,NA,2.23688787461373e-05
"C.37 (lambda)",18844.5,-0.0265909665581873,0.0317563948267642,NA,-0.0888323566974793,0.0356504235811047,"C.37 (lambda)",2021-08-05,-0.183705436543458,-0.210296403101646,-0.272537793240938,-0.148055012962354,NA,NA,NA,0.000948771128676384
"B.1.617.2 (delta)",18844.5,0.000756708491925118,3.39876394934146e-05,NA,0.000690093942598494,0.000823323041251742,"B.1.617.2 (delta)",2021-08-05,-0.183705436543458,-0.182948728051533,-0.18301534260086,-0.182882113502207,NA,0.5,0.5,0.993464713861566
"other",18844.5,-0.11694879457359,0.00267341381406963,NA,-0.122188589364938,-0.111708999782242,"other",2021-08-05,-0.183705436543458,-0.300654231117048,-0.305894025908397,-0.2954144363257,NA,NA,NA,0.00360760263902527
"B.1.1.7 (alpha)",18845.5,-0.153944897013559,0.00263700147533625,NA,-0.159113324932397,-0.148776469094721,"B.1.1.7 (alpha)",2021-08-06,-0.183705436543458,-0.337650333557018,-0.342818761475856,-0.33248190563818,NA,NA,NA,0.00167739426781984
"B.1.351 (beta)",18845.5,-0.214949458844688,0.0148998717729701,NA,-0.244152670893974,-0.185746246795402,"B.1.351 (beta)",2021-08-06,-0.183705436543458,-0.398654895388146,-0.427858107437433,-0.36945168333886,NA,NA,NA,5.92615638628622e-08
"P.1 (gamma)",18845.5,-0.161200923275418,0.00691955921440043,NA,-0.174763010124535,-0.147638836426301,"P.1 (gamma)",2021-08-06,-0.183705436543458,-0.344906359818876,-0.358468446667993,-0.331344272969759,NA,NA,NA,1.90394728480554e-05
"C.37 (lambda)",18845.5,-0.0266822228063978,0.0317572604113111,NA,-0.0889253094602272,0.0355608638474315,"C.37 (lambda)",2021-08-06,-0.183705436543458,-0.210387659349856,-0.272630746003686,-0.148144572696027,NA,NA,NA,0.000923831772095404
"B.1.617.2 (delta)",18845.5,0.000665452243717613,3.24803814865122e-05,NA,0.000601791865799928,0.000729112621635299,"B.1.617.2 (delta)",2021-08-06,-0.183705436543458,-0.183039984299741,-0.183103644677658,-0.182976323921823,NA,0.5,0.5,0.994170390688867
