Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,WHO_category,May_include_samples_listed_before,Sample_size,Variant_cases
3,2022-05-12T09:54:04Z,2020-11-30,B.1.617.2,Delta,VOC,VOC,FALSE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,B.1.1.529,Omicron,VOC,VOC,FALSE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,BA.1,"",VOC,VOC,TRUE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,BA.2,"",VOC,VOC,TRUE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,BA.4,"",VOI,VOC,TRUE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,BA.5,"",VOI,VOC,TRUE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,BA.3,"",VUM,VOC,TRUE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,BA.2+S:L452del,"",VUM,VOC,TRUE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,B.1.640,"",DEV,VUM,FALSE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,B.1.351,Beta,DEV,"",FALSE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,P.1,Gamma,DEV,"",FALSE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,B.1.1.7,Alpha,DEV,"",FALSE,75,1
3,2022-05-12T09:54:04Z,2020-11-30,B.1.621,Mu,DEV,"",FALSE,75,0
3,2022-05-12T09:54:04Z,2020-11-30,C.37,Lambda,DEV,"",FALSE,75,0
3,2022-05-12T09:54:04Z,2020-12-07,B.1.617.2,Delta,VOC,VOC,FALSE,127,0
3,2022-05-12T09:54:04Z,2020-12-07,B.1.1.529,Omicron,VOC,VOC,FALSE,127,0
3,2022-05-12T09:54:04Z,2020-12-07,BA.1,"",VOC,VOC,TRUE,127,0
3,2022-05-12T09:54:04Z,2020-12-07,BA.2,"",VOC,VOC,TRUE,127,0
3,2022-05-12T09:54:04Z,2020-12-07,BA.4,"",VOI,VOC,TRUE,127,0
3,2022-05-12T09:54:04Z,2020-12-07,BA.5,"",VOI,VOC,TRUE,127,0
3,2022-05-12T09:54:04Z,2020-12-07,BA.3,"",VUM,VOC,TRUE,127,0
3,2022-05-12T09:54:04Z,2020-12-07,BA.2+S:L452del,"",VUM,VOC,TRUE,127,0
3,2022-05-12T09:54:04Z,2020-12-07,B.1.640,"",DEV,VUM,FALSE,127,0
