Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,WHO_category,Is_subvariant_of,Sample_size,Variant_cases
4,2023-04-14T15:20:27Z,2021-06-21,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,679,0
4,2023-04-14T15:20:27Z,2021-06-21,BA.1,Omicron,DEV,"",B.1.1.529,679,0
4,2023-04-14T15:20:27Z,2021-06-21,B.1.617.2,Delta,DEV,"","",679,276
4,2023-04-14T15:20:27Z,2021-06-21,B.1.351,Beta,DEV,"","",679,1
4,2023-04-14T15:20:27Z,2021-06-21,P.1,Gamma,DEV,"","",679,7
4,2023-04-14T15:20:27Z,2021-06-21,B.1.1.7,Alpha,DEV,"","",679,386
4,2023-04-14T15:20:27Z,2021-06-21,B.1.621,Mu,DEV,"","",679,4
4,2023-04-14T15:20:27Z,2021-06-21,C.37,Lambda,DEV,"","",679,1
4,2023-04-14T15:20:27Z,2021-06-21,BA.2+S:L452X,Omicron,DEV,"",BA.2,679,0
4,2023-04-14T15:20:27Z,2021-06-21,XAK,Omicron,DEV,"",Recombinants,679,0
4,2023-04-14T15:20:27Z,2021-06-21,XBF,Omicron,"",VUM,Recombinants,679,0
4,2023-04-14T15:20:27Z,2021-06-21,XBB.1.9,Omicron,VOI,VUM,XBB,679,0
4,2023-04-14T15:20:27Z,2021-06-28,Recombinants,Recombinants,"","","",929,0
4,2023-04-14T15:20:27Z,2021-06-28,B.1.1.529,Omicron,"",VOC,"",929,0
4,2023-04-14T15:20:27Z,2021-06-28,BA.2,Omicron,VOC,"",B.1.1.529,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BA.4,Omicron,VOC,VUM,B.1.1.529,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BA.5,Omicron,VOC,VUM,B.1.1.529,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BA.2.75,Omicron,VOI,VUM,BA.2,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BQ.1,Omicron,VOI,VUM,BA.5,929,0
4,2023-04-14T15:20:27Z,2021-06-28,XBB,Omicron,VOI,VUM,Recombinants,929,0
4,2023-04-14T15:20:27Z,2021-06-28,XBB.1.5,Omicron,VOI,VUM,XBB,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BA.2.3.20,Omicron,DEV,VUM,BA.2,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BF.7,Omicron,DEV,VUM,BA.5,929,0
4,2023-04-14T15:20:27Z,2021-06-28,XBC,Omicron,VUM,"",Recombinants,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BN.1,Omicron,VUM,"",BA.2.75,929,0
4,2023-04-14T15:20:27Z,2021-06-28,CH.1.1,Omicron,VUM,"",BA.2.75,929,0
4,2023-04-14T15:20:27Z,2021-06-28,XAY,Omicron,VUM,"",Recombinants,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BQ.1.1,Omicron,"",VUM,BQ.1,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BA.4.6,Omicron,"",VUM,BA.4,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BA.3,Omicron,DEV,"",B.1.1.529,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,929,0
4,2023-04-14T15:20:27Z,2021-06-28,BA.1,Omicron,DEV,"",B.1.1.529,929,0
4,2023-04-14T15:20:27Z,2021-06-28,B.1.617.2,Delta,DEV,"","",929,630
4,2023-04-14T15:20:27Z,2021-06-28,B.1.351,Beta,DEV,"","",929,1
4,2023-04-14T15:20:27Z,2021-06-28,P.1,Gamma,DEV,"","",929,3
4,2023-04-14T15:20:27Z,2021-06-28,B.1.1.7,Alpha,DEV,"","",929,273
4,2023-04-14T15:20:27Z,2021-06-28,B.1.621,Mu,DEV,"","",929,5
4,2023-04-14T15:20:27Z,2021-06-28,C.37,Lambda,DEV,"","",929,1
4,2023-04-14T15:20:27Z,2021-06-28,BA.2+S:L452X,Omicron,DEV,"",BA.2,929,0
4,2023-04-14T15:20:27Z,2021-06-28,XAK,Omicron,DEV,"",Recombinants,929,0
4,2023-04-14T15:20:27Z,2021-06-28,XBF,Omicron,"",VUM,Recombinants,929,0
4,2023-04-14T15:20:27Z,2021-06-28,XBB.1.9,Omicron,VOI,VUM,XBB,929,0
4,2023-04-14T15:20:27Z,2021-07-05,Recombinants,Recombinants,"","","",2449,0
4,2023-04-14T15:20:27Z,2021-07-05,B.1.1.529,Omicron,"",VOC,"",2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BA.2,Omicron,VOC,"",B.1.1.529,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BA.4,Omicron,VOC,VUM,B.1.1.529,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BA.5,Omicron,VOC,VUM,B.1.1.529,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BA.2.75,Omicron,VOI,VUM,BA.2,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BQ.1,Omicron,VOI,VUM,BA.5,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,XBB,Omicron,VOI,VUM,Recombinants,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,XBB.1.5,Omicron,VOI,VUM,XBB,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BA.2.3.20,Omicron,DEV,VUM,BA.2,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BF.7,Omicron,DEV,VUM,BA.5,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,XBC,Omicron,VUM,"",Recombinants,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BN.1,Omicron,VUM,"",BA.2.75,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,CH.1.1,Omicron,VUM,"",BA.2.75,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,XAY,Omicron,VUM,"",Recombinants,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BQ.1.1,Omicron,"",VUM,BQ.1,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BA.4.6,Omicron,"",VUM,BA.4,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BA.3,Omicron,DEV,"",B.1.1.529,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,BA.1,Omicron,DEV,"",B.1.1.529,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,B.1.617.2,Delta,DEV,"","",2449,2093
4,2023-04-14T15:20:27Z,2021-07-05,B.1.351,Beta,DEV,"","",2449,0
4,2023-04-14T15:20:27Z,2021-07-05,P.1,Gamma,DEV,"","",2449,3
4,2023-04-14T15:20:27Z,2021-07-05,B.1.1.7,Alpha,DEV,"","",2449,338
4,2023-04-14T15:20:27Z,2021-07-05,B.1.621,Mu,DEV,"","",2449,0
4,2023-04-14T15:20:27Z,2021-07-05,C.37,Lambda,DEV,"","",2449,8
4,2023-04-14T15:20:27Z,2021-07-05,BA.2+S:L452X,Omicron,DEV,"",BA.2,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,XAK,Omicron,DEV,"",Recombinants,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,XBF,Omicron,"",VUM,Recombinants,2449,0
4,2023-04-14T15:20:27Z,2021-07-05,XBB.1.9,Omicron,VOI,VUM,XBB,2449,0
4,2023-04-14T15:20:27Z,2021-07-12,Recombinants,Recombinants,"","","",2236,0
4,2023-04-14T15:20:27Z,2021-07-12,B.1.1.529,Omicron,"",VOC,"",2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BA.2,Omicron,VOC,"",B.1.1.529,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BA.4,Omicron,VOC,VUM,B.1.1.529,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BA.5,Omicron,VOC,VUM,B.1.1.529,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BA.2.75,Omicron,VOI,VUM,BA.2,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BQ.1,Omicron,VOI,VUM,BA.5,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,XBB,Omicron,VOI,VUM,Recombinants,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,XBB.1.5,Omicron,VOI,VUM,XBB,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BA.2.3.20,Omicron,DEV,VUM,BA.2,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BF.7,Omicron,DEV,VUM,BA.5,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,XBC,Omicron,VUM,"",Recombinants,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BN.1,Omicron,VUM,"",BA.2.75,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,CH.1.1,Omicron,VUM,"",BA.2.75,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,XAY,Omicron,VUM,"",Recombinants,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BQ.1.1,Omicron,"",VUM,BQ.1,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BA.4.6,Omicron,"",VUM,BA.4,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BA.3,Omicron,DEV,"",B.1.1.529,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BA.1,Omicron,DEV,"",B.1.1.529,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,B.1.617.2,Delta,DEV,"","",2236,2037
4,2023-04-14T15:20:27Z,2021-07-12,B.1.351,Beta,DEV,"","",2236,0
4,2023-04-14T15:20:27Z,2021-07-12,P.1,Gamma,DEV,"","",2236,2
4,2023-04-14T15:20:27Z,2021-07-12,B.1.1.7,Alpha,DEV,"","",2236,172
4,2023-04-14T15:20:27Z,2021-07-12,B.1.621,Mu,DEV,"","",2236,0
4,2023-04-14T15:20:27Z,2021-07-12,C.37,Lambda,DEV,"","",2236,0
4,2023-04-14T15:20:27Z,2021-07-12,BA.2+S:L452X,Omicron,DEV,"",BA.2,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,XAK,Omicron,DEV,"",Recombinants,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,XBF,Omicron,"",VUM,Recombinants,2236,0
4,2023-04-14T15:20:27Z,2021-07-12,XBB.1.9,Omicron,VOI,VUM,XBB,2236,0
4,2023-04-14T15:20:27Z,2021-07-19,Recombinants,Recombinants,"","","",2122,0
4,2023-04-14T15:20:27Z,2021-07-19,B.1.1.529,Omicron,"",VOC,"",2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BA.2,Omicron,VOC,"",B.1.1.529,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BA.4,Omicron,VOC,VUM,B.1.1.529,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BA.5,Omicron,VOC,VUM,B.1.1.529,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BA.2.75,Omicron,VOI,VUM,BA.2,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BQ.1,Omicron,VOI,VUM,BA.5,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,XBB,Omicron,VOI,VUM,Recombinants,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,XBB.1.5,Omicron,VOI,VUM,XBB,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BA.2.3.20,Omicron,DEV,VUM,BA.2,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BF.7,Omicron,DEV,VUM,BA.5,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,XBC,Omicron,VUM,"",Recombinants,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BN.1,Omicron,VUM,"",BA.2.75,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,CH.1.1,Omicron,VUM,"",BA.2.75,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,XAY,Omicron,VUM,"",Recombinants,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BQ.1.1,Omicron,"",VUM,BQ.1,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BA.4.6,Omicron,"",VUM,BA.4,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BA.3,Omicron,DEV,"",B.1.1.529,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BA.1,Omicron,DEV,"",B.1.1.529,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,B.1.617.2,Delta,DEV,"","",2122,2032
4,2023-04-14T15:20:27Z,2021-07-19,B.1.351,Beta,DEV,"","",2122,0
4,2023-04-14T15:20:27Z,2021-07-19,P.1,Gamma,DEV,"","",2122,4
4,2023-04-14T15:20:27Z,2021-07-19,B.1.1.7,Alpha,DEV,"","",2122,85
4,2023-04-14T15:20:27Z,2021-07-19,B.1.621,Mu,DEV,"","",2122,0
4,2023-04-14T15:20:27Z,2021-07-19,C.37,Lambda,DEV,"","",2122,0
4,2023-04-14T15:20:27Z,2021-07-19,BA.2+S:L452X,Omicron,DEV,"",BA.2,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,XAK,Omicron,DEV,"",Recombinants,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,XBF,Omicron,"",VUM,Recombinants,2122,0
4,2023-04-14T15:20:27Z,2021-07-19,XBB.1.9,Omicron,VOI,VUM,XBB,2122,0
4,2023-04-14T15:20:27Z,2021-07-26,Recombinants,Recombinants,"","","",1745,0
4,2023-04-14T15:20:27Z,2021-07-26,B.1.1.529,Omicron,"",VOC,"",1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BA.2,Omicron,VOC,"",B.1.1.529,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BA.4,Omicron,VOC,VUM,B.1.1.529,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BA.5,Omicron,VOC,VUM,B.1.1.529,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BA.2.75,Omicron,VOI,VUM,BA.2,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BQ.1,Omicron,VOI,VUM,BA.5,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,XBB,Omicron,VOI,VUM,Recombinants,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,XBB.1.5,Omicron,VOI,VUM,XBB,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BA.2.3.20,Omicron,DEV,VUM,BA.2,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BF.7,Omicron,DEV,VUM,BA.5,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,XBC,Omicron,VUM,"",Recombinants,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BN.1,Omicron,VUM,"",BA.2.75,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,CH.1.1,Omicron,VUM,"",BA.2.75,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,XAY,Omicron,VUM,"",Recombinants,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BQ.1.1,Omicron,"",VUM,BQ.1,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BA.4.6,Omicron,"",VUM,BA.4,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BA.3,Omicron,DEV,"",B.1.1.529,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BA.1,Omicron,DEV,"",B.1.1.529,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,B.1.617.2,Delta,DEV,"","",1745,1688
4,2023-04-14T15:20:27Z,2021-07-26,B.1.351,Beta,DEV,"","",1745,0
4,2023-04-14T15:20:27Z,2021-07-26,P.1,Gamma,DEV,"","",1745,2
4,2023-04-14T15:20:27Z,2021-07-26,B.1.1.7,Alpha,DEV,"","",1745,52
4,2023-04-14T15:20:27Z,2021-07-26,B.1.621,Mu,DEV,"","",1745,3
4,2023-04-14T15:20:27Z,2021-07-26,C.37,Lambda,DEV,"","",1745,0
4,2023-04-14T15:20:27Z,2021-07-26,BA.2+S:L452X,Omicron,DEV,"",BA.2,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,XAK,Omicron,DEV,"",Recombinants,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,XBF,Omicron,"",VUM,Recombinants,1745,0
4,2023-04-14T15:20:27Z,2021-07-26,XBB.1.9,Omicron,VOI,VUM,XBB,1745,0
4,2023-04-14T15:20:27Z,2021-08-02,Recombinants,Recombinants,"","","",1499,0
4,2023-04-14T15:20:27Z,2021-08-02,B.1.1.529,Omicron,"",VOC,"",1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BA.2,Omicron,VOC,"",B.1.1.529,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BA.4,Omicron,VOC,VUM,B.1.1.529,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BA.5,Omicron,VOC,VUM,B.1.1.529,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BA.2.75,Omicron,VOI,VUM,BA.2,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BQ.1,Omicron,VOI,VUM,BA.5,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,XBB,Omicron,VOI,VUM,Recombinants,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,XBB.1.5,Omicron,VOI,VUM,XBB,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BA.2.3.20,Omicron,DEV,VUM,BA.2,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BF.7,Omicron,DEV,VUM,BA.5,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,XBC,Omicron,VUM,"",Recombinants,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BN.1,Omicron,VUM,"",BA.2.75,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,CH.1.1,Omicron,VUM,"",BA.2.75,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,XAY,Omicron,VUM,"",Recombinants,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BQ.1.1,Omicron,"",VUM,BQ.1,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BA.4.6,Omicron,"",VUM,BA.4,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BA.3,Omicron,DEV,"",B.1.1.529,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BA.1,Omicron,DEV,"",B.1.1.529,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,B.1.617.2,Delta,DEV,"","",1499,1478
4,2023-04-14T15:20:27Z,2021-08-02,B.1.351,Beta,DEV,"","",1499,0
4,2023-04-14T15:20:27Z,2021-08-02,P.1,Gamma,DEV,"","",1499,1
4,2023-04-14T15:20:27Z,2021-08-02,B.1.1.7,Alpha,DEV,"","",1499,19
4,2023-04-14T15:20:27Z,2021-08-02,B.1.621,Mu,DEV,"","",1499,0
4,2023-04-14T15:20:27Z,2021-08-02,C.37,Lambda,DEV,"","",1499,0
4,2023-04-14T15:20:27Z,2021-08-02,BA.2+S:L452X,Omicron,DEV,"",BA.2,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,XAK,Omicron,DEV,"",Recombinants,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,XBF,Omicron,"",VUM,Recombinants,1499,0
4,2023-04-14T15:20:27Z,2021-08-02,XBB.1.9,Omicron,VOI,VUM,XBB,1499,0
4,2023-04-14T15:20:27Z,2021-08-09,Recombinants,Recombinants,"","","",1508,0
4,2023-04-14T15:20:27Z,2021-08-09,B.1.1.529,Omicron,"",VOC,"",1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BA.2,Omicron,VOC,"",B.1.1.529,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BA.4,Omicron,VOC,VUM,B.1.1.529,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BA.5,Omicron,VOC,VUM,B.1.1.529,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BA.2.75,Omicron,VOI,VUM,BA.2,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BQ.1,Omicron,VOI,VUM,BA.5,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,XBB,Omicron,VOI,VUM,Recombinants,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,XBB.1.5,Omicron,VOI,VUM,XBB,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BA.2.3.20,Omicron,DEV,VUM,BA.2,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BF.7,Omicron,DEV,VUM,BA.5,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,XBC,Omicron,VUM,"",Recombinants,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BN.1,Omicron,VUM,"",BA.2.75,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,CH.1.1,Omicron,VUM,"",BA.2.75,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,XAY,Omicron,VUM,"",Recombinants,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BQ.1.1,Omicron,"",VUM,BQ.1,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BA.4.6,Omicron,"",VUM,BA.4,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BA.3,Omicron,DEV,"",B.1.1.529,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BA.1,Omicron,DEV,"",B.1.1.529,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,B.1.617.2,Delta,DEV,"","",1508,1475
4,2023-04-14T15:20:27Z,2021-08-09,B.1.351,Beta,DEV,"","",1508,0
4,2023-04-14T15:20:27Z,2021-08-09,P.1,Gamma,DEV,"","",1508,0
4,2023-04-14T15:20:27Z,2021-08-09,B.1.1.7,Alpha,DEV,"","",1508,32
4,2023-04-14T15:20:27Z,2021-08-09,B.1.621,Mu,DEV,"","",1508,1
4,2023-04-14T15:20:27Z,2021-08-09,C.37,Lambda,DEV,"","",1508,0
4,2023-04-14T15:20:27Z,2021-08-09,BA.2+S:L452X,Omicron,DEV,"",BA.2,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,XAK,Omicron,DEV,"",Recombinants,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,XBF,Omicron,"",VUM,Recombinants,1508,0
4,2023-04-14T15:20:27Z,2021-08-09,XBB.1.9,Omicron,VOI,VUM,XBB,1508,0
4,2023-04-14T15:20:27Z,2021-08-16,Recombinants,Recombinants,"","","",1757,0
4,2023-04-14T15:20:27Z,2021-08-16,B.1.1.529,Omicron,"",VOC,"",1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BA.2,Omicron,VOC,"",B.1.1.529,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BA.4,Omicron,VOC,VUM,B.1.1.529,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BA.5,Omicron,VOC,VUM,B.1.1.529,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BA.2.75,Omicron,VOI,VUM,BA.2,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BQ.1,Omicron,VOI,VUM,BA.5,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,XBB,Omicron,VOI,VUM,Recombinants,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,XBB.1.5,Omicron,VOI,VUM,XBB,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BA.2.3.20,Omicron,DEV,VUM,BA.2,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BF.7,Omicron,DEV,VUM,BA.5,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,XBC,Omicron,VUM,"",Recombinants,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BN.1,Omicron,VUM,"",BA.2.75,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,CH.1.1,Omicron,VUM,"",BA.2.75,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,XAY,Omicron,VUM,"",Recombinants,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BQ.1.1,Omicron,"",VUM,BQ.1,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BA.4.6,Omicron,"",VUM,BA.4,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BA.3,Omicron,DEV,"",B.1.1.529,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BA.1,Omicron,DEV,"",B.1.1.529,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,B.1.617.2,Delta,DEV,"","",1757,1748
4,2023-04-14T15:20:27Z,2021-08-16,B.1.351,Beta,DEV,"","",1757,0
4,2023-04-14T15:20:27Z,2021-08-16,P.1,Gamma,DEV,"","",1757,3
4,2023-04-14T15:20:27Z,2021-08-16,B.1.1.7,Alpha,DEV,"","",1757,6
4,2023-04-14T15:20:27Z,2021-08-16,B.1.621,Mu,DEV,"","",1757,0
4,2023-04-14T15:20:27Z,2021-08-16,C.37,Lambda,DEV,"","",1757,0
4,2023-04-14T15:20:27Z,2021-08-16,BA.2+S:L452X,Omicron,DEV,"",BA.2,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,XAK,Omicron,DEV,"",Recombinants,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,XBF,Omicron,"",VUM,Recombinants,1757,0
4,2023-04-14T15:20:27Z,2021-08-16,XBB.1.9,Omicron,VOI,VUM,XBB,1757,0
4,2023-04-14T15:20:27Z,2021-08-23,Recombinants,Recombinants,"","","",1672,0
4,2023-04-14T15:20:27Z,2021-08-23,B.1.1.529,Omicron,"",VOC,"",1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BA.2,Omicron,VOC,"",B.1.1.529,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BA.4,Omicron,VOC,VUM,B.1.1.529,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BA.5,Omicron,VOC,VUM,B.1.1.529,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BA.2.75,Omicron,VOI,VUM,BA.2,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BQ.1,Omicron,VOI,VUM,BA.5,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,XBB,Omicron,VOI,VUM,Recombinants,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,XBB.1.5,Omicron,VOI,VUM,XBB,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BA.2.3.20,Omicron,DEV,VUM,BA.2,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BF.7,Omicron,DEV,VUM,BA.5,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,XBC,Omicron,VUM,"",Recombinants,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BN.1,Omicron,VUM,"",BA.2.75,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,CH.1.1,Omicron,VUM,"",BA.2.75,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,XAY,Omicron,VUM,"",Recombinants,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BQ.1.1,Omicron,"",VUM,BQ.1,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BA.4.6,Omicron,"",VUM,BA.4,1672,0
4,2023-04-14T15:20:27Z,2021-08-23,BA.3,Omicron,DEV,"",B.1.1.529,1672,0
