Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,WHO_category,Is_subvariant_of,Sample_size,Variant_cases
4,2023-04-14T15:20:27Z,2022-01-31,C.37,Lambda,DEV,"","",1911,0
4,2023-04-14T15:20:27Z,2022-01-31,BA.2+S:L452X,Omicron,DEV,"",BA.2,1911,0
4,2023-04-14T15:20:27Z,2022-01-31,XAK,Omicron,DEV,"",Recombinants,1911,0
4,2023-04-14T15:20:27Z,2022-01-31,XBF,Omicron,"",VUM,Recombinants,1911,0
4,2023-04-14T15:20:27Z,2022-01-31,XBB.1.9,Omicron,VOI,VUM,XBB,1911,0
4,2023-04-14T15:20:27Z,2022-02-07,Recombinants,Recombinants,"","","",1763,0
4,2023-04-14T15:20:27Z,2022-02-07,B.1.1.529,Omicron,"",VOC,"",1763,1762
4,2023-04-14T15:20:27Z,2022-02-07,BA.2,Omicron,VOC,"",B.1.1.529,1763,429
4,2023-04-14T15:20:27Z,2022-02-07,BA.4,Omicron,VOC,VUM,B.1.1.529,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BA.5,Omicron,VOC,VUM,B.1.1.529,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BA.2.75,Omicron,VOI,VUM,BA.2,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BQ.1,Omicron,VOI,VUM,BA.5,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,XBB,Omicron,VOI,VUM,Recombinants,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,XBB.1.5,Omicron,VOI,VUM,XBB,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BA.2.3.20,Omicron,DEV,VUM,BA.2,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BF.7,Omicron,DEV,VUM,BA.5,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,XBC,Omicron,VUM,"",Recombinants,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BN.1,Omicron,VUM,"",BA.2.75,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,CH.1.1,Omicron,VUM,"",BA.2.75,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,XAY,Omicron,VUM,"",Recombinants,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BQ.1.1,Omicron,"",VUM,BQ.1,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BA.4.6,Omicron,"",VUM,BA.4,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BA.3,Omicron,DEV,"",B.1.1.529,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BA.1,Omicron,DEV,"",B.1.1.529,1763,1333
4,2023-04-14T15:20:27Z,2022-02-07,B.1.617.2,Delta,DEV,"","",1763,1
4,2023-04-14T15:20:27Z,2022-02-07,B.1.351,Beta,DEV,"","",1763,0
4,2023-04-14T15:20:27Z,2022-02-07,P.1,Gamma,DEV,"","",1763,0
4,2023-04-14T15:20:27Z,2022-02-07,B.1.1.7,Alpha,DEV,"","",1763,0
4,2023-04-14T15:20:27Z,2022-02-07,B.1.621,Mu,DEV,"","",1763,0
4,2023-04-14T15:20:27Z,2022-02-07,C.37,Lambda,DEV,"","",1763,0
4,2023-04-14T15:20:27Z,2022-02-07,BA.2+S:L452X,Omicron,DEV,"",BA.2,1763,2
4,2023-04-14T15:20:27Z,2022-02-07,XAK,Omicron,DEV,"",Recombinants,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,XBF,Omicron,"",VUM,Recombinants,1763,0
4,2023-04-14T15:20:27Z,2022-02-07,XBB.1.9,Omicron,VOI,VUM,XBB,1763,0
4,2023-04-14T15:20:27Z,2022-02-14,Recombinants,Recombinants,"","","",1791,0
4,2023-04-14T15:20:27Z,2022-02-14,B.1.1.529,Omicron,"",VOC,"",1791,1790
4,2023-04-14T15:20:27Z,2022-02-14,BA.2,Omicron,VOC,"",B.1.1.529,1791,662
4,2023-04-14T15:20:27Z,2022-02-14,BA.4,Omicron,VOC,VUM,B.1.1.529,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BA.5,Omicron,VOC,VUM,B.1.1.529,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BA.2.75,Omicron,VOI,VUM,BA.2,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BQ.1,Omicron,VOI,VUM,BA.5,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,XBB,Omicron,VOI,VUM,Recombinants,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,XBB.1.5,Omicron,VOI,VUM,XBB,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BA.2.3.20,Omicron,DEV,VUM,BA.2,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BF.7,Omicron,DEV,VUM,BA.5,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,XBC,Omicron,VUM,"",Recombinants,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BN.1,Omicron,VUM,"",BA.2.75,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,CH.1.1,Omicron,VUM,"",BA.2.75,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,XAY,Omicron,VUM,"",Recombinants,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BQ.1.1,Omicron,"",VUM,BQ.1,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BA.4.6,Omicron,"",VUM,BA.4,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BA.3,Omicron,DEV,"",B.1.1.529,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BA.1,Omicron,DEV,"",B.1.1.529,1791,1127
4,2023-04-14T15:20:27Z,2022-02-14,B.1.617.2,Delta,DEV,"","",1791,1
4,2023-04-14T15:20:27Z,2022-02-14,B.1.351,Beta,DEV,"","",1791,0
4,2023-04-14T15:20:27Z,2022-02-14,P.1,Gamma,DEV,"","",1791,0
4,2023-04-14T15:20:27Z,2022-02-14,B.1.1.7,Alpha,DEV,"","",1791,0
4,2023-04-14T15:20:27Z,2022-02-14,B.1.621,Mu,DEV,"","",1791,0
4,2023-04-14T15:20:27Z,2022-02-14,C.37,Lambda,DEV,"","",1791,0
4,2023-04-14T15:20:27Z,2022-02-14,BA.2+S:L452X,Omicron,DEV,"",BA.2,1791,1
4,2023-04-14T15:20:27Z,2022-02-14,XAK,Omicron,DEV,"",Recombinants,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,XBF,Omicron,"",VUM,Recombinants,1791,0
4,2023-04-14T15:20:27Z,2022-02-14,XBB.1.9,Omicron,VOI,VUM,XBB,1791,0
4,2023-04-14T15:20:27Z,2022-02-21,Recombinants,Recombinants,"","","",1686,1
4,2023-04-14T15:20:27Z,2022-02-21,B.1.1.529,Omicron,"",VOC,"",1686,1685
4,2023-04-14T15:20:27Z,2022-02-21,BA.2,Omicron,VOC,"",B.1.1.529,1686,887
4,2023-04-14T15:20:27Z,2022-02-21,BA.4,Omicron,VOC,VUM,B.1.1.529,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,BA.5,Omicron,VOC,VUM,B.1.1.529,1686,1
4,2023-04-14T15:20:27Z,2022-02-21,BA.2.75,Omicron,VOI,VUM,BA.2,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,BQ.1,Omicron,VOI,VUM,BA.5,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,XBB,Omicron,VOI,VUM,Recombinants,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,XBB.1.5,Omicron,VOI,VUM,XBB,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,BA.2.3.20,Omicron,DEV,VUM,BA.2,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,BF.7,Omicron,DEV,VUM,BA.5,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,XBC,Omicron,VUM,"",Recombinants,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,BN.1,Omicron,VUM,"",BA.2.75,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,CH.1.1,Omicron,VUM,"",BA.2.75,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,XAY,Omicron,VUM,"",Recombinants,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,BQ.1.1,Omicron,"",VUM,BQ.1,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,BA.4.6,Omicron,"",VUM,BA.4,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,BA.3,Omicron,DEV,"",B.1.1.529,1686,2
4,2023-04-14T15:20:27Z,2022-02-21,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,BA.1,Omicron,DEV,"",B.1.1.529,1686,795
4,2023-04-14T15:20:27Z,2022-02-21,B.1.617.2,Delta,DEV,"","",1686,0
4,2023-04-14T15:20:27Z,2022-02-21,B.1.351,Beta,DEV,"","",1686,0
4,2023-04-14T15:20:27Z,2022-02-21,P.1,Gamma,DEV,"","",1686,0
4,2023-04-14T15:20:27Z,2022-02-21,B.1.1.7,Alpha,DEV,"","",1686,0
4,2023-04-14T15:20:27Z,2022-02-21,B.1.621,Mu,DEV,"","",1686,0
4,2023-04-14T15:20:27Z,2022-02-21,C.37,Lambda,DEV,"","",1686,0
4,2023-04-14T15:20:27Z,2022-02-21,BA.2+S:L452X,Omicron,DEV,"",BA.2,1686,1
4,2023-04-14T15:20:27Z,2022-02-21,XAK,Omicron,DEV,"",Recombinants,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,XBF,Omicron,"",VUM,Recombinants,1686,0
4,2023-04-14T15:20:27Z,2022-02-21,XBB.1.9,Omicron,VOI,VUM,XBB,1686,0
4,2023-04-14T15:20:27Z,2022-02-28,Recombinants,Recombinants,"","","",1758,1
4,2023-04-14T15:20:27Z,2022-02-28,B.1.1.529,Omicron,"",VOC,"",1758,1757
4,2023-04-14T15:20:27Z,2022-02-28,BA.2,Omicron,VOC,"",B.1.1.529,1758,1245
4,2023-04-14T15:20:27Z,2022-02-28,BA.4,Omicron,VOC,VUM,B.1.1.529,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BA.5,Omicron,VOC,VUM,B.1.1.529,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BA.2.75,Omicron,VOI,VUM,BA.2,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BQ.1,Omicron,VOI,VUM,BA.5,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,XBB,Omicron,VOI,VUM,Recombinants,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,XBB.1.5,Omicron,VOI,VUM,XBB,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BA.2.3.20,Omicron,DEV,VUM,BA.2,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BF.7,Omicron,DEV,VUM,BA.5,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,XBC,Omicron,VUM,"",Recombinants,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BN.1,Omicron,VUM,"",BA.2.75,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,CH.1.1,Omicron,VUM,"",BA.2.75,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,XAY,Omicron,VUM,"",Recombinants,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BQ.1.1,Omicron,"",VUM,BQ.1,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BA.4.6,Omicron,"",VUM,BA.4,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BA.3,Omicron,DEV,"",B.1.1.529,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BA.1,Omicron,DEV,"",B.1.1.529,1758,511
4,2023-04-14T15:20:27Z,2022-02-28,B.1.617.2,Delta,DEV,"","",1758,0
4,2023-04-14T15:20:27Z,2022-02-28,B.1.351,Beta,DEV,"","",1758,0
4,2023-04-14T15:20:27Z,2022-02-28,P.1,Gamma,DEV,"","",1758,0
4,2023-04-14T15:20:27Z,2022-02-28,B.1.1.7,Alpha,DEV,"","",1758,0
4,2023-04-14T15:20:27Z,2022-02-28,B.1.621,Mu,DEV,"","",1758,0
4,2023-04-14T15:20:27Z,2022-02-28,C.37,Lambda,DEV,"","",1758,0
4,2023-04-14T15:20:27Z,2022-02-28,BA.2+S:L452X,Omicron,DEV,"",BA.2,1758,2
4,2023-04-14T15:20:27Z,2022-02-28,XAK,Omicron,DEV,"",Recombinants,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,XBF,Omicron,"",VUM,Recombinants,1758,0
4,2023-04-14T15:20:27Z,2022-02-28,XBB.1.9,Omicron,VOI,VUM,XBB,1758,0
4,2023-04-14T15:20:27Z,2022-03-07,Recombinants,Recombinants,"","","",1833,2
4,2023-04-14T15:20:27Z,2022-03-07,B.1.1.529,Omicron,"",VOC,"",1833,1831
4,2023-04-14T15:20:27Z,2022-03-07,BA.2,Omicron,VOC,"",B.1.1.529,1833,1460
4,2023-04-14T15:20:27Z,2022-03-07,BA.4,Omicron,VOC,VUM,B.1.1.529,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BA.5,Omicron,VOC,VUM,B.1.1.529,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BA.2.75,Omicron,VOI,VUM,BA.2,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BQ.1,Omicron,VOI,VUM,BA.5,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,XBB,Omicron,VOI,VUM,Recombinants,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,XBB.1.5,Omicron,VOI,VUM,XBB,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BA.2.3.20,Omicron,DEV,VUM,BA.2,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BF.7,Omicron,DEV,VUM,BA.5,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,XBC,Omicron,VUM,"",Recombinants,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BN.1,Omicron,VUM,"",BA.2.75,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,CH.1.1,Omicron,VUM,"",BA.2.75,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,XAY,Omicron,VUM,"",Recombinants,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BQ.1.1,Omicron,"",VUM,BQ.1,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BA.4.6,Omicron,"",VUM,BA.4,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BA.3,Omicron,DEV,"",B.1.1.529,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BA.1,Omicron,DEV,"",B.1.1.529,1833,370
4,2023-04-14T15:20:27Z,2022-03-07,B.1.617.2,Delta,DEV,"","",1833,0
4,2023-04-14T15:20:27Z,2022-03-07,B.1.351,Beta,DEV,"","",1833,0
4,2023-04-14T15:20:27Z,2022-03-07,P.1,Gamma,DEV,"","",1833,0
4,2023-04-14T15:20:27Z,2022-03-07,B.1.1.7,Alpha,DEV,"","",1833,0
4,2023-04-14T15:20:27Z,2022-03-07,B.1.621,Mu,DEV,"","",1833,0
4,2023-04-14T15:20:27Z,2022-03-07,C.37,Lambda,DEV,"","",1833,0
4,2023-04-14T15:20:27Z,2022-03-07,BA.2+S:L452X,Omicron,DEV,"",BA.2,1833,7
4,2023-04-14T15:20:27Z,2022-03-07,XAK,Omicron,DEV,"",Recombinants,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,XBF,Omicron,"",VUM,Recombinants,1833,0
4,2023-04-14T15:20:27Z,2022-03-07,XBB.1.9,Omicron,VOI,VUM,XBB,1833,0
4,2023-04-14T15:20:27Z,2022-03-14,Recombinants,Recombinants,"","","",1690,2
4,2023-04-14T15:20:27Z,2022-03-14,B.1.1.529,Omicron,"",VOC,"",1690,1688
4,2023-04-14T15:20:27Z,2022-03-14,BA.2,Omicron,VOC,"",B.1.1.529,1690,1497
4,2023-04-14T15:20:27Z,2022-03-14,BA.4,Omicron,VOC,VUM,B.1.1.529,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BA.5,Omicron,VOC,VUM,B.1.1.529,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BA.2.75,Omicron,VOI,VUM,BA.2,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BQ.1,Omicron,VOI,VUM,BA.5,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,XBB,Omicron,VOI,VUM,Recombinants,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,XBB.1.5,Omicron,VOI,VUM,XBB,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BA.2.3.20,Omicron,DEV,VUM,BA.2,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BF.7,Omicron,DEV,VUM,BA.5,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,XBC,Omicron,VUM,"",Recombinants,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BN.1,Omicron,VUM,"",BA.2.75,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,CH.1.1,Omicron,VUM,"",BA.2.75,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,XAY,Omicron,VUM,"",Recombinants,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BQ.1.1,Omicron,"",VUM,BQ.1,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BA.4.6,Omicron,"",VUM,BA.4,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BA.3,Omicron,DEV,"",B.1.1.529,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BA.1,Omicron,DEV,"",B.1.1.529,1690,191
4,2023-04-14T15:20:27Z,2022-03-14,B.1.617.2,Delta,DEV,"","",1690,0
4,2023-04-14T15:20:27Z,2022-03-14,B.1.351,Beta,DEV,"","",1690,0
4,2023-04-14T15:20:27Z,2022-03-14,P.1,Gamma,DEV,"","",1690,0
4,2023-04-14T15:20:27Z,2022-03-14,B.1.1.7,Alpha,DEV,"","",1690,0
4,2023-04-14T15:20:27Z,2022-03-14,B.1.621,Mu,DEV,"","",1690,0
4,2023-04-14T15:20:27Z,2022-03-14,C.37,Lambda,DEV,"","",1690,0
4,2023-04-14T15:20:27Z,2022-03-14,BA.2+S:L452X,Omicron,DEV,"",BA.2,1690,11
4,2023-04-14T15:20:27Z,2022-03-14,XAK,Omicron,DEV,"",Recombinants,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,XBF,Omicron,"",VUM,Recombinants,1690,0
4,2023-04-14T15:20:27Z,2022-03-14,XBB.1.9,Omicron,VOI,VUM,XBB,1690,0
4,2023-04-14T15:20:27Z,2022-03-21,Recombinants,Recombinants,"","","",1797,4
4,2023-04-14T15:20:27Z,2022-03-21,B.1.1.529,Omicron,"",VOC,"",1797,1793
4,2023-04-14T15:20:27Z,2022-03-21,BA.2,Omicron,VOC,"",B.1.1.529,1797,1658
4,2023-04-14T15:20:27Z,2022-03-21,BA.4,Omicron,VOC,VUM,B.1.1.529,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BA.5,Omicron,VOC,VUM,B.1.1.529,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BA.2.75,Omicron,VOI,VUM,BA.2,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BQ.1,Omicron,VOI,VUM,BA.5,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,XBB,Omicron,VOI,VUM,Recombinants,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,XBB.1.5,Omicron,VOI,VUM,XBB,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BA.2.3.20,Omicron,DEV,VUM,BA.2,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BF.7,Omicron,DEV,VUM,BA.5,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,XBC,Omicron,VUM,"",Recombinants,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BN.1,Omicron,VUM,"",BA.2.75,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,CH.1.1,Omicron,VUM,"",BA.2.75,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,XAY,Omicron,VUM,"",Recombinants,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BQ.1.1,Omicron,"",VUM,BQ.1,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BA.4.6,Omicron,"",VUM,BA.4,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BA.3,Omicron,DEV,"",B.1.1.529,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BA.1,Omicron,DEV,"",B.1.1.529,1797,135
4,2023-04-14T15:20:27Z,2022-03-21,B.1.617.2,Delta,DEV,"","",1797,0
4,2023-04-14T15:20:27Z,2022-03-21,B.1.351,Beta,DEV,"","",1797,0
4,2023-04-14T15:20:27Z,2022-03-21,P.1,Gamma,DEV,"","",1797,0
4,2023-04-14T15:20:27Z,2022-03-21,B.1.1.7,Alpha,DEV,"","",1797,0
4,2023-04-14T15:20:27Z,2022-03-21,B.1.621,Mu,DEV,"","",1797,0
4,2023-04-14T15:20:27Z,2022-03-21,C.37,Lambda,DEV,"","",1797,0
4,2023-04-14T15:20:27Z,2022-03-21,BA.2+S:L452X,Omicron,DEV,"",BA.2,1797,15
4,2023-04-14T15:20:27Z,2022-03-21,XAK,Omicron,DEV,"",Recombinants,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,XBF,Omicron,"",VUM,Recombinants,1797,0
4,2023-04-14T15:20:27Z,2022-03-21,XBB.1.9,Omicron,VOI,VUM,XBB,1797,0
4,2023-04-14T15:20:27Z,2022-03-28,Recombinants,Recombinants,"","","",1604,1
4,2023-04-14T15:20:27Z,2022-03-28,B.1.1.529,Omicron,"",VOC,"",1604,1603
4,2023-04-14T15:20:27Z,2022-03-28,BA.2,Omicron,VOC,"",B.1.1.529,1604,1522
4,2023-04-14T15:20:27Z,2022-03-28,BA.4,Omicron,VOC,VUM,B.1.1.529,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BA.5,Omicron,VOC,VUM,B.1.1.529,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BA.2.75,Omicron,VOI,VUM,BA.2,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BQ.1,Omicron,VOI,VUM,BA.5,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,XBB,Omicron,VOI,VUM,Recombinants,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,XBB.1.5,Omicron,VOI,VUM,XBB,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BA.2.3.20,Omicron,DEV,VUM,BA.2,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BF.7,Omicron,DEV,VUM,BA.5,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,XBC,Omicron,VUM,"",Recombinants,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BN.1,Omicron,VUM,"",BA.2.75,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,CH.1.1,Omicron,VUM,"",BA.2.75,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,XAY,Omicron,VUM,"",Recombinants,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BQ.1.1,Omicron,"",VUM,BQ.1,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BA.4.6,Omicron,"",VUM,BA.4,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BA.3,Omicron,DEV,"",B.1.1.529,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BA.1,Omicron,DEV,"",B.1.1.529,1604,81
4,2023-04-14T15:20:27Z,2022-03-28,B.1.617.2,Delta,DEV,"","",1604,0
4,2023-04-14T15:20:27Z,2022-03-28,B.1.351,Beta,DEV,"","",1604,0
4,2023-04-14T15:20:27Z,2022-03-28,P.1,Gamma,DEV,"","",1604,0
4,2023-04-14T15:20:27Z,2022-03-28,B.1.1.7,Alpha,DEV,"","",1604,0
4,2023-04-14T15:20:27Z,2022-03-28,B.1.621,Mu,DEV,"","",1604,0
4,2023-04-14T15:20:27Z,2022-03-28,C.37,Lambda,DEV,"","",1604,0
4,2023-04-14T15:20:27Z,2022-03-28,BA.2+S:L452X,Omicron,DEV,"",BA.2,1604,16
4,2023-04-14T15:20:27Z,2022-03-28,XAK,Omicron,DEV,"",Recombinants,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,XBF,Omicron,"",VUM,Recombinants,1604,0
4,2023-04-14T15:20:27Z,2022-03-28,XBB.1.9,Omicron,VOI,VUM,XBB,1604,0
4,2023-04-14T15:20:27Z,2022-04-04,Recombinants,Recombinants,"","","",1586,2
4,2023-04-14T15:20:27Z,2022-04-04,B.1.1.529,Omicron,"",VOC,"",1586,1584
4,2023-04-14T15:20:27Z,2022-04-04,BA.2,Omicron,VOC,"",B.1.1.529,1586,1542
4,2023-04-14T15:20:27Z,2022-04-04,BA.4,Omicron,VOC,VUM,B.1.1.529,1586,1
4,2023-04-14T15:20:27Z,2022-04-04,BA.5,Omicron,VOC,VUM,B.1.1.529,1586,1
4,2023-04-14T15:20:27Z,2022-04-04,BA.2.75,Omicron,VOI,VUM,BA.2,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,BQ.1,Omicron,VOI,VUM,BA.5,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,XBB,Omicron,VOI,VUM,Recombinants,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,XBB.1.5,Omicron,VOI,VUM,XBB,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,BA.2.3.20,Omicron,DEV,VUM,BA.2,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,BF.7,Omicron,DEV,VUM,BA.5,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,XBC,Omicron,VUM,"",Recombinants,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,BN.1,Omicron,VUM,"",BA.2.75,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,CH.1.1,Omicron,VUM,"",BA.2.75,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,XAY,Omicron,VUM,"",Recombinants,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,BQ.1.1,Omicron,"",VUM,BQ.1,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,BA.4.6,Omicron,"",VUM,BA.4,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,BA.3,Omicron,DEV,"",B.1.1.529,1586,0
4,2023-04-14T15:20:27Z,2022-04-04,BA.2.12.1,Omicron,DEV,VUM,BA.2+S:L452X,1586,2
4,2023-04-14T15:20:27Z,2022-04-04,BA.1,Omicron,DEV,"",B.1.1.529,1586,40
4,2023-04-14T15:20:27Z,2022-04-04,B.1.617.2,Delta,DEV,"","",1586,0
4,2023-04-14T15:20:27Z,2022-04-04,B.1.351,Beta,DEV,"","",1586,0
4,2023-04-14T15:20:27Z,2022-04-04,P.1,Gamma,DEV,"","",1586,0
4,2023-04-14T15:20:27Z,2022-04-04,B.1.1.7,Alpha,DEV,"","",1586,0
