Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,WHO_category,Sample_size,Variant_cases
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.1.318,"",VUM,VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,P.1+S:P681H,"",VUM,"",356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.617.2+S:K417N,"",VUM,"",356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,C.1.2,"",VUM,VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.617.2+S:E484del,"",VUM,"",356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.617.2+S:Q613H,"",VUM,"",356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.617.2+S:Q677H,"",VUM,"",356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,AY.4.2,"",VUM,"",356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.1.7,Alpha,DEV,VOI,356,45
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.427/B.1.429,"",DEV,VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.525,"",DEV,VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.617.1,"",DEV,VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.620,"",DEV,VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.214.2,"",DEV,VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.526,"",DEV,VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.1.519,"",DEV,VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,R.1,"","",VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.466.2,"","",VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,C.36.3,"","",VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.1.523,"","",VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.619,"","",VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-04T00:00:00Z,B.1.630,"","",VUM,356,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.351,Beta,VOC,VOC,303,3
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,P.1,Gamma,VOC,VOC,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.617.2,Delta,VOC,VOC,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.621,Mu,VOI,VOI,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,C.37,Lambda,VOI,VOI,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,C.36+S:L452R,"",VUM,"",303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.1.318,"",VUM,VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,P.1+S:P681H,"",VUM,"",303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.617.2+S:K417N,"",VUM,"",303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,C.1.2,"",VUM,VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.617.2+S:E484del,"",VUM,"",303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.617.2+S:Q613H,"",VUM,"",303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.617.2+S:Q677H,"",VUM,"",303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,AY.4.2,"",VUM,"",303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.1.7,Alpha,DEV,VOI,303,61
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.427/B.1.429,"",DEV,VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.525,"",DEV,VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.617.1,"",DEV,VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.620,"",DEV,VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.214.2,"",DEV,VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.526,"",DEV,VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.1.519,"",DEV,VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,R.1,"","",VUM,303,1
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.466.2,"","",VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,C.36.3,"","",VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.1.523,"","",VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.619,"","",VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-11T00:00:00Z,B.1.630,"","",VUM,303,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.351,Beta,VOC,VOC,651,3
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,P.1,Gamma,VOC,VOC,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.617.2,Delta,VOC,VOC,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.621,Mu,VOI,VOI,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,C.37,Lambda,VOI,VOI,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,C.36+S:L452R,"",VUM,"",651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.1.318,"",VUM,VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,P.1+S:P681H,"",VUM,"",651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.617.2+S:K417N,"",VUM,"",651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,C.1.2,"",VUM,VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.617.2+S:E484del,"",VUM,"",651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.617.2+S:Q613H,"",VUM,"",651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.617.2+S:Q677H,"",VUM,"",651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,AY.4.2,"",VUM,"",651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.1.7,Alpha,DEV,VOI,651,159
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.427/B.1.429,"",DEV,VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.525,"",DEV,VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.617.1,"",DEV,VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.620,"",DEV,VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.214.2,"",DEV,VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.526,"",DEV,VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.1.519,"",DEV,VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,R.1,"","",VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.466.2,"","",VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,C.36.3,"","",VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.1.523,"","",VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.619,"","",VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-18T00:00:00Z,B.1.630,"","",VUM,651,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.351,Beta,VOC,VOC,877,14
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,P.1,Gamma,VOC,VOC,877,1
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.617.2,Delta,VOC,VOC,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.621,Mu,VOI,VOI,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,C.37,Lambda,VOI,VOI,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,C.36+S:L452R,"",VUM,"",877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.1.318,"",VUM,VUM,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,P.1+S:P681H,"",VUM,"",877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.617.2+S:K417N,"",VUM,"",877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,C.1.2,"",VUM,VUM,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.617.2+S:E484del,"",VUM,"",877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.617.2+S:Q613H,"",VUM,"",877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.617.2+S:Q677H,"",VUM,"",877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,AY.4.2,"",VUM,"",877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.1.7,Alpha,DEV,VOI,877,218
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.427/B.1.429,"",DEV,VUM,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.525,"",DEV,VUM,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.617.1,"",DEV,VUM,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.620,"",DEV,VUM,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.214.2,"",DEV,VUM,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.526,"",DEV,VUM,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,B.1.1.519,"",DEV,VUM,877,0
1.1,2021-10-29T15:03:00Z,2021-01-25T00:00:00Z,R.1,"","",VUM,877,0
