Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,WHO_category,Sample_size,Variant_cases
2,2021-11-25T14:34:33Z,2020-12-14,C.36.3,"","",VUM,203,0
2,2021-11-25T14:34:33Z,2020-12-14,B.1.1.523,"","",VUM,203,0
2,2021-11-25T14:34:33Z,2020-12-14,B.1.619,"","",VUM,203,0
2,2021-11-25T14:34:33Z,2020-12-14,B.1.630,"","",VUM,203,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.351,Beta,VOC,VOC,257,1
2,2021-11-25T14:34:33Z,2020-12-21,P.1,Gamma,VOC,VOC,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.617.2,Delta,VOC,VOC,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.621,Mu,VOI,VOI,257,0
2,2021-11-25T14:34:33Z,2020-12-21,C.37,Lambda,VOI,VOI,257,0
2,2021-11-25T14:34:33Z,2020-12-21,AY.4.2,"",VOI,"",257,0
2,2021-11-25T14:34:33Z,2020-12-21,C.36+S:L452R,"",VUM,"",257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.1.318,"",VUM,VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,P.1+S:P681H,"",VUM,"",257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.617.2+S:K417N,"",VUM,"",257,0
2,2021-11-25T14:34:33Z,2020-12-21,C.1.2,"",VUM,VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.617.2+S:E484del,"",VUM,"",257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.617.2+S:Q613H,"",VUM,"",257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.617.2+S:Q677H,"",VUM,"",257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.640,"",VUM,"",257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.1.7,Alpha,DEV,VOI,257,5
2,2021-11-25T14:34:33Z,2020-12-21,B.1.427/B.1.429,"",DEV,VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.525,"",DEV,VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.617.1,"",DEV,VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.620,"",DEV,VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.214.2,"",DEV,VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.526,"",DEV,VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.1.519,"",DEV,VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,R.1,"","",VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.466.2,"","",VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,C.36.3,"","",VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.1.523,"","",VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.619,"","",VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-21,B.1.630,"","",VUM,257,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.351,Beta,VOC,VOC,208,1
2,2021-11-25T14:34:33Z,2020-12-28,P.1,Gamma,VOC,VOC,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.617.2,Delta,VOC,VOC,208,1
2,2021-11-25T14:34:33Z,2020-12-28,B.1.621,Mu,VOI,VOI,208,0
2,2021-11-25T14:34:33Z,2020-12-28,C.37,Lambda,VOI,VOI,208,0
2,2021-11-25T14:34:33Z,2020-12-28,AY.4.2,"",VOI,"",208,0
2,2021-11-25T14:34:33Z,2020-12-28,C.36+S:L452R,"",VUM,"",208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.1.318,"",VUM,VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,P.1+S:P681H,"",VUM,"",208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.617.2+S:K417N,"",VUM,"",208,0
2,2021-11-25T14:34:33Z,2020-12-28,C.1.2,"",VUM,VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.617.2+S:E484del,"",VUM,"",208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.617.2+S:Q613H,"",VUM,"",208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.617.2+S:Q677H,"",VUM,"",208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.640,"",VUM,"",208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.1.7,Alpha,DEV,VOI,208,9
2,2021-11-25T14:34:33Z,2020-12-28,B.1.427/B.1.429,"",DEV,VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.525,"",DEV,VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.617.1,"",DEV,VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.620,"",DEV,VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.214.2,"",DEV,VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.526,"",DEV,VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.1.519,"",DEV,VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,R.1,"","",VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.466.2,"","",VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,C.36.3,"","",VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.1.523,"","",VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.619,"","",VUM,208,0
2,2021-11-25T14:34:33Z,2020-12-28,B.1.630,"","",VUM,208,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.351,Beta,VOC,VOC,356,0
2,2021-11-25T14:34:33Z,2021-01-04,P.1,Gamma,VOC,VOC,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.617.2,Delta,VOC,VOC,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.621,Mu,VOI,VOI,356,0
2,2021-11-25T14:34:33Z,2021-01-04,C.37,Lambda,VOI,VOI,356,0
2,2021-11-25T14:34:33Z,2021-01-04,AY.4.2,"",VOI,"",356,0
2,2021-11-25T14:34:33Z,2021-01-04,C.36+S:L452R,"",VUM,"",356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.1.318,"",VUM,VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,P.1+S:P681H,"",VUM,"",356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.617.2+S:K417N,"",VUM,"",356,0
2,2021-11-25T14:34:33Z,2021-01-04,C.1.2,"",VUM,VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.617.2+S:E484del,"",VUM,"",356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.617.2+S:Q613H,"",VUM,"",356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.617.2+S:Q677H,"",VUM,"",356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.640,"",VUM,"",356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.1.7,Alpha,DEV,VOI,356,45
2,2021-11-25T14:34:33Z,2021-01-04,B.1.427/B.1.429,"",DEV,VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.525,"",DEV,VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.617.1,"",DEV,VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.620,"",DEV,VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.214.2,"",DEV,VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.526,"",DEV,VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.1.519,"",DEV,VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,R.1,"","",VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.466.2,"","",VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,C.36.3,"","",VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.1.523,"","",VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.619,"","",VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-04,B.1.630,"","",VUM,356,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.351,Beta,VOC,VOC,303,3
2,2021-11-25T14:34:33Z,2021-01-11,P.1,Gamma,VOC,VOC,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.617.2,Delta,VOC,VOC,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.621,Mu,VOI,VOI,303,0
2,2021-11-25T14:34:33Z,2021-01-11,C.37,Lambda,VOI,VOI,303,0
2,2021-11-25T14:34:33Z,2021-01-11,AY.4.2,"",VOI,"",303,0
2,2021-11-25T14:34:33Z,2021-01-11,C.36+S:L452R,"",VUM,"",303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.1.318,"",VUM,VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,P.1+S:P681H,"",VUM,"",303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.617.2+S:K417N,"",VUM,"",303,0
2,2021-11-25T14:34:33Z,2021-01-11,C.1.2,"",VUM,VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.617.2+S:E484del,"",VUM,"",303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.617.2+S:Q613H,"",VUM,"",303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.617.2+S:Q677H,"",VUM,"",303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.640,"",VUM,"",303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.1.7,Alpha,DEV,VOI,303,61
2,2021-11-25T14:34:33Z,2021-01-11,B.1.427/B.1.429,"",DEV,VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.525,"",DEV,VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.617.1,"",DEV,VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.620,"",DEV,VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.214.2,"",DEV,VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.526,"",DEV,VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.1.519,"",DEV,VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,R.1,"","",VUM,303,1
2,2021-11-25T14:34:33Z,2021-01-11,B.1.466.2,"","",VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,C.36.3,"","",VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.1.523,"","",VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.619,"","",VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-11,B.1.630,"","",VUM,303,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.351,Beta,VOC,VOC,651,3
2,2021-11-25T14:34:33Z,2021-01-18,P.1,Gamma,VOC,VOC,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.617.2,Delta,VOC,VOC,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.621,Mu,VOI,VOI,651,0
2,2021-11-25T14:34:33Z,2021-01-18,C.37,Lambda,VOI,VOI,651,0
2,2021-11-25T14:34:33Z,2021-01-18,AY.4.2,"",VOI,"",651,0
2,2021-11-25T14:34:33Z,2021-01-18,C.36+S:L452R,"",VUM,"",651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.1.318,"",VUM,VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,P.1+S:P681H,"",VUM,"",651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.617.2+S:K417N,"",VUM,"",651,0
2,2021-11-25T14:34:33Z,2021-01-18,C.1.2,"",VUM,VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.617.2+S:E484del,"",VUM,"",651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.617.2+S:Q613H,"",VUM,"",651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.617.2+S:Q677H,"",VUM,"",651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.640,"",VUM,"",651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.1.7,Alpha,DEV,VOI,651,159
2,2021-11-25T14:34:33Z,2021-01-18,B.1.427/B.1.429,"",DEV,VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.525,"",DEV,VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.617.1,"",DEV,VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.620,"",DEV,VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.214.2,"",DEV,VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.526,"",DEV,VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.1.519,"",DEV,VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,R.1,"","",VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.466.2,"","",VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,C.36.3,"","",VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.1.523,"","",VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.619,"","",VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-18,B.1.630,"","",VUM,651,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.351,Beta,VOC,VOC,877,14
2,2021-11-25T14:34:33Z,2021-01-25,P.1,Gamma,VOC,VOC,877,1
2,2021-11-25T14:34:33Z,2021-01-25,B.1.617.2,Delta,VOC,VOC,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.621,Mu,VOI,VOI,877,0
2,2021-11-25T14:34:33Z,2021-01-25,C.37,Lambda,VOI,VOI,877,0
2,2021-11-25T14:34:33Z,2021-01-25,AY.4.2,"",VOI,"",877,0
2,2021-11-25T14:34:33Z,2021-01-25,C.36+S:L452R,"",VUM,"",877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.1.318,"",VUM,VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,P.1+S:P681H,"",VUM,"",877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.617.2+S:K417N,"",VUM,"",877,0
2,2021-11-25T14:34:33Z,2021-01-25,C.1.2,"",VUM,VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.617.2+S:E484del,"",VUM,"",877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.617.2+S:Q613H,"",VUM,"",877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.617.2+S:Q677H,"",VUM,"",877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.640,"",VUM,"",877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.1.7,Alpha,DEV,VOI,877,225
2,2021-11-25T14:34:33Z,2021-01-25,B.1.427/B.1.429,"",DEV,VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.525,"",DEV,VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.617.1,"",DEV,VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.620,"",DEV,VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.214.2,"",DEV,VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.526,"",DEV,VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.1.519,"",DEV,VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,R.1,"","",VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.466.2,"","",VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,C.36.3,"","",VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.1.523,"","",VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.619,"","",VUM,877,0
2,2021-11-25T14:34:33Z,2021-01-25,B.1.630,"","",VUM,877,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.351,Beta,VOC,VOC,868,20
2,2021-11-25T14:34:33Z,2021-02-01,P.1,Gamma,VOC,VOC,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.617.2,Delta,VOC,VOC,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.621,Mu,VOI,VOI,868,0
2,2021-11-25T14:34:33Z,2021-02-01,C.37,Lambda,VOI,VOI,868,0
2,2021-11-25T14:34:33Z,2021-02-01,AY.4.2,"",VOI,"",868,0
2,2021-11-25T14:34:33Z,2021-02-01,C.36+S:L452R,"",VUM,"",868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.1.318,"",VUM,VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,P.1+S:P681H,"",VUM,"",868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.617.2+S:K417N,"",VUM,"",868,0
2,2021-11-25T14:34:33Z,2021-02-01,C.1.2,"",VUM,VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.617.2+S:E484del,"",VUM,"",868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.617.2+S:Q613H,"",VUM,"",868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.617.2+S:Q677H,"",VUM,"",868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.640,"",VUM,"",868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.1.7,Alpha,DEV,VOI,868,277
2,2021-11-25T14:34:33Z,2021-02-01,B.1.427/B.1.429,"",DEV,VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.525,"",DEV,VUM,868,2
2,2021-11-25T14:34:33Z,2021-02-01,B.1.617.1,"",DEV,VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.620,"",DEV,VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.214.2,"",DEV,VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.526,"",DEV,VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.1.519,"",DEV,VUM,868,1
2,2021-11-25T14:34:33Z,2021-02-01,R.1,"","",VUM,868,1
2,2021-11-25T14:34:33Z,2021-02-01,B.1.466.2,"","",VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,C.36.3,"","",VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.1.523,"","",VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.619,"","",VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-01,B.1.630,"","",VUM,868,0
2,2021-11-25T14:34:33Z,2021-02-08,B.1.351,Beta,VOC,VOC,937,31
2,2021-11-25T14:34:33Z,2021-02-08,P.1,Gamma,VOC,VOC,937,0
2,2021-11-25T14:34:33Z,2021-02-08,B.1.617.2,Delta,VOC,VOC,937,0
2,2021-11-25T14:34:33Z,2021-02-08,B.1.621,Mu,VOI,VOI,937,0
2,2021-11-25T14:34:33Z,2021-02-08,C.37,Lambda,VOI,VOI,937,0
2,2021-11-25T14:34:33Z,2021-02-08,AY.4.2,"",VOI,"",937,0
2,2021-11-25T14:34:33Z,2021-02-08,C.36+S:L452R,"",VUM,"",937,0
2,2021-11-25T14:34:33Z,2021-02-08,B.1.1.318,"",VUM,VUM,937,0
2,2021-11-25T14:34:33Z,2021-02-08,P.1+S:P681H,"",VUM,"",937,0
2,2021-11-25T14:34:33Z,2021-02-08,B.1.617.2+S:K417N,"",VUM,"",937,0
2,2021-11-25T14:34:33Z,2021-02-08,C.1.2,"",VUM,VUM,937,0
2,2021-11-25T14:34:33Z,2021-02-08,B.1.617.2+S:E484del,"",VUM,"",937,0
2,2021-11-25T14:34:33Z,2021-02-08,B.1.617.2+S:Q613H,"",VUM,"",937,0
2,2021-11-25T14:34:33Z,2021-02-08,B.1.617.2+S:Q677H,"",VUM,"",937,0
2,2021-11-25T14:34:33Z,2021-02-08,B.1.640,"",VUM,"",937,0
