Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,Sample_size,Variant_cases
1,2021-08-27T11:23:30Z,2020-11-30,B.1.1.7,Alpha,VOC,107,1
1,2021-08-27T11:23:30Z,2020-11-30,B.1.1.7+S:E484K,"",VOC,107,0
1,2021-08-27T11:23:30Z,2020-11-30,B.1.351,Beta,VOC,107,0
1,2021-08-27T11:23:30Z,2020-11-30,P.1,Gamma,VOC,107,0
1,2021-08-27T11:23:30Z,2020-11-30,B.1.617.2,Delta,VOC,107,0
1,2021-08-27T11:23:30Z,2020-11-30,B.1.525,Eta,VOI,107,0
1,2021-08-27T11:23:30Z,2020-11-30,P.3,"",VOI,107,0
1,2021-08-27T11:23:30Z,2020-11-30,B.1.617.1,Kappa,VOI,107,0
1,2021-08-27T11:23:30Z,2020-11-30,B.1.620,"",VOI,107,0
1,2021-08-27T11:23:30Z,2020-11-30,B.1.621,"",VOI,107,0
1,2021-08-27T11:23:30Z,2020-11-30,C.37,Lambda,VOI,107,0
1,2021-08-27T11:23:30Z,2020-11-30,B.1.526,Iota,VUM,107,0
1,2021-08-27T11:23:30Z,2020-12-07,B.1.1.7,Alpha,VOC,127,1
1,2021-08-27T11:23:30Z,2020-12-07,B.1.1.7+S:E484K,"",VOC,127,0
1,2021-08-27T11:23:30Z,2020-12-07,B.1.351,Beta,VOC,127,0
1,2021-08-27T11:23:30Z,2020-12-07,P.1,Gamma,VOC,127,0
1,2021-08-27T11:23:30Z,2020-12-07,B.1.617.2,Delta,VOC,127,0
1,2021-08-27T11:23:30Z,2020-12-07,B.1.525,Eta,VOI,127,0
1,2021-08-27T11:23:30Z,2020-12-07,P.3,"",VOI,127,0
1,2021-08-27T11:23:30Z,2020-12-07,B.1.617.1,Kappa,VOI,127,0
1,2021-08-27T11:23:30Z,2020-12-07,B.1.620,"",VOI,127,0
1,2021-08-27T11:23:30Z,2020-12-07,B.1.621,"",VOI,127,0
1,2021-08-27T11:23:30Z,2020-12-07,C.37,Lambda,VOI,127,0
1,2021-08-27T11:23:30Z,2020-12-07,B.1.526,Iota,VUM,127,0
1,2021-08-27T11:23:30Z,2020-12-14,B.1.1.7,Alpha,VOC,203,1
1,2021-08-27T11:23:30Z,2020-12-14,B.1.1.7+S:E484K,"",VOC,203,0
1,2021-08-27T11:23:30Z,2020-12-14,B.1.351,Beta,VOC,203,0
1,2021-08-27T11:23:30Z,2020-12-14,P.1,Gamma,VOC,203,0
1,2021-08-27T11:23:30Z,2020-12-14,B.1.617.2,Delta,VOC,203,0
1,2021-08-27T11:23:30Z,2020-12-14,B.1.525,Eta,VOI,203,0
1,2021-08-27T11:23:30Z,2020-12-14,P.3,"",VOI,203,0
1,2021-08-27T11:23:30Z,2020-12-14,B.1.617.1,Kappa,VOI,203,0
1,2021-08-27T11:23:30Z,2020-12-14,B.1.620,"",VOI,203,0
1,2021-08-27T11:23:30Z,2020-12-14,B.1.621,"",VOI,203,0
1,2021-08-27T11:23:30Z,2020-12-14,C.37,Lambda,VOI,203,0
1,2021-08-27T11:23:30Z,2020-12-14,B.1.526,Iota,VUM,203,0
1,2021-08-27T11:23:30Z,2020-12-21,B.1.1.7,Alpha,VOC,257,5
1,2021-08-27T11:23:30Z,2020-12-21,B.1.1.7+S:E484K,"",VOC,257,0
1,2021-08-27T11:23:30Z,2020-12-21,B.1.351,Beta,VOC,257,1
1,2021-08-27T11:23:30Z,2020-12-21,P.1,Gamma,VOC,257,0
1,2021-08-27T11:23:30Z,2020-12-21,B.1.617.2,Delta,VOC,257,0
1,2021-08-27T11:23:30Z,2020-12-21,B.1.525,Eta,VOI,257,0
1,2021-08-27T11:23:30Z,2020-12-21,P.3,"",VOI,257,0
1,2021-08-27T11:23:30Z,2020-12-21,B.1.617.1,Kappa,VOI,257,0
1,2021-08-27T11:23:30Z,2020-12-21,B.1.620,"",VOI,257,0
1,2021-08-27T11:23:30Z,2020-12-21,B.1.621,"",VOI,257,0
1,2021-08-27T11:23:30Z,2020-12-21,C.37,Lambda,VOI,257,0
1,2021-08-27T11:23:30Z,2020-12-21,B.1.526,Iota,VUM,257,0
1,2021-08-27T11:23:30Z,2020-12-28,B.1.1.7,Alpha,VOC,207,9
1,2021-08-27T11:23:30Z,2020-12-28,B.1.1.7+S:E484K,"",VOC,207,0
1,2021-08-27T11:23:30Z,2020-12-28,B.1.351,Beta,VOC,207,1
1,2021-08-27T11:23:30Z,2020-12-28,P.1,Gamma,VOC,207,0
1,2021-08-27T11:23:30Z,2020-12-28,B.1.617.2,Delta,VOC,207,0
1,2021-08-27T11:23:30Z,2020-12-28,B.1.525,Eta,VOI,207,0
1,2021-08-27T11:23:30Z,2020-12-28,P.3,"",VOI,207,0
1,2021-08-27T11:23:30Z,2020-12-28,B.1.617.1,Kappa,VOI,207,0
1,2021-08-27T11:23:30Z,2020-12-28,B.1.620,"",VOI,207,0
1,2021-08-27T11:23:30Z,2020-12-28,B.1.621,"",VOI,207,0
1,2021-08-27T11:23:30Z,2020-12-28,C.37,Lambda,VOI,207,0
1,2021-08-27T11:23:30Z,2020-12-28,B.1.526,Iota,VUM,207,0
1,2021-08-27T11:23:30Z,2021-01-04,B.1.1.7,Alpha,VOC,356,45
1,2021-08-27T11:23:30Z,2021-01-04,B.1.1.7+S:E484K,"",VOC,356,0
1,2021-08-27T11:23:30Z,2021-01-04,B.1.351,Beta,VOC,356,0
1,2021-08-27T11:23:30Z,2021-01-04,P.1,Gamma,VOC,356,0
1,2021-08-27T11:23:30Z,2021-01-04,B.1.617.2,Delta,VOC,356,0
1,2021-08-27T11:23:30Z,2021-01-04,B.1.525,Eta,VOI,356,0
1,2021-08-27T11:23:30Z,2021-01-04,P.3,"",VOI,356,0
1,2021-08-27T11:23:30Z,2021-01-04,B.1.617.1,Kappa,VOI,356,0
1,2021-08-27T11:23:30Z,2021-01-04,B.1.620,"",VOI,356,0
1,2021-08-27T11:23:30Z,2021-01-04,B.1.621,"",VOI,356,0
1,2021-08-27T11:23:30Z,2021-01-04,C.37,Lambda,VOI,356,0
1,2021-08-27T11:23:30Z,2021-01-04,B.1.526,Iota,VUM,356,0
1,2021-08-27T11:23:30Z,2021-01-11,B.1.1.7,Alpha,VOC,303,60
1,2021-08-27T11:23:30Z,2021-01-11,B.1.1.7+S:E484K,"",VOC,303,0
1,2021-08-27T11:23:30Z,2021-01-11,B.1.351,Beta,VOC,303,3
1,2021-08-27T11:23:30Z,2021-01-11,P.1,Gamma,VOC,303,0
1,2021-08-27T11:23:30Z,2021-01-11,B.1.617.2,Delta,VOC,303,0
1,2021-08-27T11:23:30Z,2021-01-11,B.1.525,Eta,VOI,303,0
1,2021-08-27T11:23:30Z,2021-01-11,P.3,"",VOI,303,0
1,2021-08-27T11:23:30Z,2021-01-11,B.1.617.1,Kappa,VOI,303,0
1,2021-08-27T11:23:30Z,2021-01-11,B.1.620,"",VOI,303,0
1,2021-08-27T11:23:30Z,2021-01-11,B.1.621,"",VOI,303,0
1,2021-08-27T11:23:30Z,2021-01-11,C.37,Lambda,VOI,303,0
1,2021-08-27T11:23:30Z,2021-01-11,B.1.526,Iota,VUM,303,0
1,2021-08-27T11:23:30Z,2021-01-18,B.1.1.7,Alpha,VOC,652,158
1,2021-08-27T11:23:30Z,2021-01-18,B.1.1.7+S:E484K,"",VOC,652,0
1,2021-08-27T11:23:30Z,2021-01-18,B.1.351,Beta,VOC,652,3
1,2021-08-27T11:23:30Z,2021-01-18,P.1,Gamma,VOC,652,0
1,2021-08-27T11:23:30Z,2021-01-18,B.1.617.2,Delta,VOC,652,0
1,2021-08-27T11:23:30Z,2021-01-18,B.1.525,Eta,VOI,652,0
1,2021-08-27T11:23:30Z,2021-01-18,P.3,"",VOI,652,0
1,2021-08-27T11:23:30Z,2021-01-18,B.1.617.1,Kappa,VOI,652,0
1,2021-08-27T11:23:30Z,2021-01-18,B.1.620,"",VOI,652,0
1,2021-08-27T11:23:30Z,2021-01-18,B.1.621,"",VOI,652,0
1,2021-08-27T11:23:30Z,2021-01-18,C.37,Lambda,VOI,652,0
1,2021-08-27T11:23:30Z,2021-01-18,B.1.526,Iota,VUM,652,0
1,2021-08-27T11:23:30Z,2021-01-25,B.1.1.7,Alpha,VOC,842,215
1,2021-08-27T11:23:30Z,2021-01-25,B.1.1.7+S:E484K,"",VOC,842,0
1,2021-08-27T11:23:30Z,2021-01-25,B.1.351,Beta,VOC,842,14
1,2021-08-27T11:23:30Z,2021-01-25,P.1,Gamma,VOC,842,1
1,2021-08-27T11:23:30Z,2021-01-25,B.1.617.2,Delta,VOC,842,0
1,2021-08-27T11:23:30Z,2021-01-25,B.1.525,Eta,VOI,842,0
1,2021-08-27T11:23:30Z,2021-01-25,P.3,"",VOI,842,0
1,2021-08-27T11:23:30Z,2021-01-25,B.1.617.1,Kappa,VOI,842,0
1,2021-08-27T11:23:30Z,2021-01-25,B.1.620,"",VOI,842,0
1,2021-08-27T11:23:30Z,2021-01-25,B.1.621,"",VOI,842,0
1,2021-08-27T11:23:30Z,2021-01-25,C.37,Lambda,VOI,842,0
1,2021-08-27T11:23:30Z,2021-01-25,B.1.526,Iota,VUM,842,0
1,2021-08-27T11:23:30Z,2021-02-01,B.1.1.7,Alpha,VOC,898,205
1,2021-08-27T11:23:30Z,2021-02-01,B.1.1.7+S:E484K,"",VOC,898,1
1,2021-08-27T11:23:30Z,2021-02-01,B.1.351,Beta,VOC,898,18
1,2021-08-27T11:23:30Z,2021-02-01,P.1,Gamma,VOC,898,0
1,2021-08-27T11:23:30Z,2021-02-01,B.1.617.2,Delta,VOC,898,0
1,2021-08-27T11:23:30Z,2021-02-01,B.1.525,Eta,VOI,898,2
1,2021-08-27T11:23:30Z,2021-02-01,P.3,"",VOI,898,0
1,2021-08-27T11:23:30Z,2021-02-01,B.1.617.1,Kappa,VOI,898,0
1,2021-08-27T11:23:30Z,2021-02-01,B.1.620,"",VOI,898,0
1,2021-08-27T11:23:30Z,2021-02-01,B.1.621,"",VOI,898,0
1,2021-08-27T11:23:30Z,2021-02-01,C.37,Lambda,VOI,898,0
1,2021-08-27T11:23:30Z,2021-02-01,B.1.526,Iota,VUM,898,0
1,2021-08-27T11:23:30Z,2021-02-08,B.1.1.7,Alpha,VOC,955,256
1,2021-08-27T11:23:30Z,2021-02-08,B.1.1.7+S:E484K,"",VOC,955,0
1,2021-08-27T11:23:30Z,2021-02-08,B.1.351,Beta,VOC,955,31
1,2021-08-27T11:23:30Z,2021-02-08,P.1,Gamma,VOC,955,0
1,2021-08-27T11:23:30Z,2021-02-08,B.1.617.2,Delta,VOC,955,0
1,2021-08-27T11:23:30Z,2021-02-08,B.1.525,Eta,VOI,955,1
1,2021-08-27T11:23:30Z,2021-02-08,P.3,"",VOI,955,0
1,2021-08-27T11:23:30Z,2021-02-08,B.1.617.1,Kappa,VOI,955,0
1,2021-08-27T11:23:30Z,2021-02-08,B.1.620,"",VOI,955,0
1,2021-08-27T11:23:30Z,2021-02-08,B.1.621,"",VOI,955,0
1,2021-08-27T11:23:30Z,2021-02-08,C.37,Lambda,VOI,955,0
1,2021-08-27T11:23:30Z,2021-02-08,B.1.526,Iota,VUM,955,0
1,2021-08-27T11:23:30Z,2021-02-15,B.1.1.7,Alpha,VOC,1043,613
1,2021-08-27T11:23:30Z,2021-02-15,B.1.1.7+S:E484K,"",VOC,1043,1
1,2021-08-27T11:23:30Z,2021-02-15,B.1.351,Beta,VOC,1043,32
1,2021-08-27T11:23:30Z,2021-02-15,P.1,Gamma,VOC,1043,1
1,2021-08-27T11:23:30Z,2021-02-15,B.1.617.2,Delta,VOC,1043,0
1,2021-08-27T11:23:30Z,2021-02-15,B.1.525,Eta,VOI,1043,4
1,2021-08-27T11:23:30Z,2021-02-15,P.3,"",VOI,1043,0
1,2021-08-27T11:23:30Z,2021-02-15,B.1.617.1,Kappa,VOI,1043,0
1,2021-08-27T11:23:30Z,2021-02-15,B.1.620,"",VOI,1043,0
1,2021-08-27T11:23:30Z,2021-02-15,B.1.621,"",VOI,1043,0
1,2021-08-27T11:23:30Z,2021-02-15,C.37,Lambda,VOI,1043,0
1,2021-08-27T11:23:30Z,2021-02-15,B.1.526,Iota,VUM,1043,0
1,2021-08-27T11:23:30Z,2021-02-22,B.1.1.7,Alpha,VOC,1037,794
1,2021-08-27T11:23:30Z,2021-02-22,B.1.1.7+S:E484K,"",VOC,1037,0
1,2021-08-27T11:23:30Z,2021-02-22,B.1.351,Beta,VOC,1037,19
1,2021-08-27T11:23:30Z,2021-02-22,P.1,Gamma,VOC,1037,3
1,2021-08-27T11:23:30Z,2021-02-22,B.1.617.2,Delta,VOC,1037,0
1,2021-08-27T11:23:30Z,2021-02-22,B.1.525,Eta,VOI,1037,0
1,2021-08-27T11:23:30Z,2021-02-22,P.3,"",VOI,1037,1
1,2021-08-27T11:23:30Z,2021-02-22,B.1.617.1,Kappa,VOI,1037,0
