Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,Sample_size,Variant_cases
1,2021-07-22T13:38:48Z,2020-11-30,B.1.1.7,Alpha,VOC,108,1
1,2021-07-22T13:38:48Z,2020-11-30,B.1.1.7+S:E484K,"",VOC,108,0
1,2021-07-22T13:38:48Z,2020-11-30,B.1.351,Beta,VOC,108,0
1,2021-07-22T13:38:48Z,2020-11-30,P.1,Gamma,VOC,108,0
1,2021-07-22T13:38:48Z,2020-11-30,B.1.617.2,Delta,VOC,108,0
1,2021-07-22T13:38:48Z,2020-11-30,B.1.525,Eta,VOI,108,0
1,2021-07-22T13:38:48Z,2020-11-30,B.1.427/B.1.429,"",VOI,108,0
1,2021-07-22T13:38:48Z,2020-11-30,P.3,"",VOI,108,0
1,2021-07-22T13:38:48Z,2020-11-30,B.1.616,"",VOI,108,0
1,2021-07-22T13:38:48Z,2020-11-30,B.1.617.1,Kappa,VOI,108,0
1,2021-07-22T13:38:48Z,2020-11-30,B.1.620,"",VOI,108,0
1,2021-07-22T13:38:48Z,2020-11-30,B.1.621,"",VOI,108,0
1,2021-07-22T13:38:48Z,2020-11-30,C.37,Lambda,VUM,108,0
1,2021-07-22T13:38:48Z,2020-11-30,B.1.526,Iota,VUM,108,0
1,2021-07-22T13:38:48Z,2020-12-07,B.1.1.7,Alpha,VOC,127,1
1,2021-07-22T13:38:48Z,2020-12-07,B.1.1.7+S:E484K,"",VOC,127,0
1,2021-07-22T13:38:48Z,2020-12-07,B.1.351,Beta,VOC,127,0
1,2021-07-22T13:38:48Z,2020-12-07,P.1,Gamma,VOC,127,0
1,2021-07-22T13:38:48Z,2020-12-07,B.1.617.2,Delta,VOC,127,0
1,2021-07-22T13:38:48Z,2020-12-07,B.1.525,Eta,VOI,127,0
1,2021-07-22T13:38:48Z,2020-12-07,B.1.427/B.1.429,"",VOI,127,0
1,2021-07-22T13:38:48Z,2020-12-07,P.3,"",VOI,127,0
1,2021-07-22T13:38:48Z,2020-12-07,B.1.616,"",VOI,127,0
1,2021-07-22T13:38:48Z,2020-12-07,B.1.617.1,Kappa,VOI,127,0
1,2021-07-22T13:38:48Z,2020-12-07,B.1.620,"",VOI,127,0
1,2021-07-22T13:38:48Z,2020-12-07,B.1.621,"",VOI,127,0
1,2021-07-22T13:38:48Z,2020-12-07,C.37,Lambda,VUM,127,0
1,2021-07-22T13:38:48Z,2020-12-07,B.1.526,Iota,VUM,127,0
1,2021-07-22T13:38:48Z,2020-12-14,B.1.1.7,Alpha,VOC,203,1
1,2021-07-22T13:38:48Z,2020-12-14,B.1.1.7+S:E484K,"",VOC,203,0
1,2021-07-22T13:38:48Z,2020-12-14,B.1.351,Beta,VOC,203,0
1,2021-07-22T13:38:48Z,2020-12-14,P.1,Gamma,VOC,203,0
1,2021-07-22T13:38:48Z,2020-12-14,B.1.617.2,Delta,VOC,203,0
1,2021-07-22T13:38:48Z,2020-12-14,B.1.525,Eta,VOI,203,0
1,2021-07-22T13:38:48Z,2020-12-14,B.1.427/B.1.429,"",VOI,203,0
1,2021-07-22T13:38:48Z,2020-12-14,P.3,"",VOI,203,0
1,2021-07-22T13:38:48Z,2020-12-14,B.1.616,"",VOI,203,0
1,2021-07-22T13:38:48Z,2020-12-14,B.1.617.1,Kappa,VOI,203,0
1,2021-07-22T13:38:48Z,2020-12-14,B.1.620,"",VOI,203,0
1,2021-07-22T13:38:48Z,2020-12-14,B.1.621,"",VOI,203,0
1,2021-07-22T13:38:48Z,2020-12-14,C.37,Lambda,VUM,203,0
1,2021-07-22T13:38:48Z,2020-12-14,B.1.526,Iota,VUM,203,0
1,2021-07-22T13:38:48Z,2020-12-21,B.1.1.7,Alpha,VOC,257,5
1,2021-07-22T13:38:48Z,2020-12-21,B.1.1.7+S:E484K,"",VOC,257,0
1,2021-07-22T13:38:48Z,2020-12-21,B.1.351,Beta,VOC,257,1
1,2021-07-22T13:38:48Z,2020-12-21,P.1,Gamma,VOC,257,0
1,2021-07-22T13:38:48Z,2020-12-21,B.1.617.2,Delta,VOC,257,0
1,2021-07-22T13:38:48Z,2020-12-21,B.1.525,Eta,VOI,257,0
1,2021-07-22T13:38:48Z,2020-12-21,B.1.427/B.1.429,"",VOI,257,0
1,2021-07-22T13:38:48Z,2020-12-21,P.3,"",VOI,257,0
1,2021-07-22T13:38:48Z,2020-12-21,B.1.616,"",VOI,257,0
1,2021-07-22T13:38:48Z,2020-12-21,B.1.617.1,Kappa,VOI,257,0
1,2021-07-22T13:38:48Z,2020-12-21,B.1.620,"",VOI,257,0
1,2021-07-22T13:38:48Z,2020-12-21,B.1.621,"",VOI,257,0
1,2021-07-22T13:38:48Z,2020-12-21,C.37,Lambda,VUM,257,0
1,2021-07-22T13:38:48Z,2020-12-21,B.1.526,Iota,VUM,257,0
1,2021-07-22T13:38:48Z,2020-12-28,B.1.1.7,Alpha,VOC,209,9
1,2021-07-22T13:38:48Z,2020-12-28,B.1.1.7+S:E484K,"",VOC,209,0
1,2021-07-22T13:38:48Z,2020-12-28,B.1.351,Beta,VOC,209,1
1,2021-07-22T13:38:48Z,2020-12-28,P.1,Gamma,VOC,209,0
1,2021-07-22T13:38:48Z,2020-12-28,B.1.617.2,Delta,VOC,209,0
1,2021-07-22T13:38:48Z,2020-12-28,B.1.525,Eta,VOI,209,0
1,2021-07-22T13:38:48Z,2020-12-28,B.1.427/B.1.429,"",VOI,209,0
1,2021-07-22T13:38:48Z,2020-12-28,P.3,"",VOI,209,0
1,2021-07-22T13:38:48Z,2020-12-28,B.1.616,"",VOI,209,0
1,2021-07-22T13:38:48Z,2020-12-28,B.1.617.1,Kappa,VOI,209,0
1,2021-07-22T13:38:48Z,2020-12-28,B.1.620,"",VOI,209,0
1,2021-07-22T13:38:48Z,2020-12-28,B.1.621,"",VOI,209,0
1,2021-07-22T13:38:48Z,2020-12-28,C.37,Lambda,VUM,209,0
1,2021-07-22T13:38:48Z,2020-12-28,B.1.526,Iota,VUM,209,0
1,2021-07-22T13:38:48Z,2021-01-04,B.1.1.7,Alpha,VOC,357,45
1,2021-07-22T13:38:48Z,2021-01-04,B.1.1.7+S:E484K,"",VOC,357,0
1,2021-07-22T13:38:48Z,2021-01-04,B.1.351,Beta,VOC,357,0
1,2021-07-22T13:38:48Z,2021-01-04,P.1,Gamma,VOC,357,0
1,2021-07-22T13:38:48Z,2021-01-04,B.1.617.2,Delta,VOC,357,0
1,2021-07-22T13:38:48Z,2021-01-04,B.1.525,Eta,VOI,357,0
1,2021-07-22T13:38:48Z,2021-01-04,B.1.427/B.1.429,"",VOI,357,0
1,2021-07-22T13:38:48Z,2021-01-04,P.3,"",VOI,357,0
1,2021-07-22T13:38:48Z,2021-01-04,B.1.616,"",VOI,357,0
1,2021-07-22T13:38:48Z,2021-01-04,B.1.617.1,Kappa,VOI,357,0
1,2021-07-22T13:38:48Z,2021-01-04,B.1.620,"",VOI,357,0
1,2021-07-22T13:38:48Z,2021-01-04,B.1.621,"",VOI,357,0
1,2021-07-22T13:38:48Z,2021-01-04,C.37,Lambda,VUM,357,0
1,2021-07-22T13:38:48Z,2021-01-04,B.1.526,Iota,VUM,357,0
1,2021-07-22T13:38:48Z,2021-01-11,B.1.1.7,Alpha,VOC,303,61
1,2021-07-22T13:38:48Z,2021-01-11,B.1.1.7+S:E484K,"",VOC,303,0
1,2021-07-22T13:38:48Z,2021-01-11,B.1.351,Beta,VOC,303,3
1,2021-07-22T13:38:48Z,2021-01-11,P.1,Gamma,VOC,303,0
1,2021-07-22T13:38:48Z,2021-01-11,B.1.617.2,Delta,VOC,303,0
1,2021-07-22T13:38:48Z,2021-01-11,B.1.525,Eta,VOI,303,0
1,2021-07-22T13:38:48Z,2021-01-11,B.1.427/B.1.429,"",VOI,303,0
1,2021-07-22T13:38:48Z,2021-01-11,P.3,"",VOI,303,0
1,2021-07-22T13:38:48Z,2021-01-11,B.1.616,"",VOI,303,0
1,2021-07-22T13:38:48Z,2021-01-11,B.1.617.1,Kappa,VOI,303,0
1,2021-07-22T13:38:48Z,2021-01-11,B.1.620,"",VOI,303,0
1,2021-07-22T13:38:48Z,2021-01-11,B.1.621,"",VOI,303,0
1,2021-07-22T13:38:48Z,2021-01-11,C.37,Lambda,VUM,303,0
1,2021-07-22T13:38:48Z,2021-01-11,B.1.526,Iota,VUM,303,0
1,2021-07-22T13:38:48Z,2021-01-18,B.1.1.7,Alpha,VOC,645,157
1,2021-07-22T13:38:48Z,2021-01-18,B.1.1.7+S:E484K,"",VOC,645,0
1,2021-07-22T13:38:48Z,2021-01-18,B.1.351,Beta,VOC,645,3
1,2021-07-22T13:38:48Z,2021-01-18,P.1,Gamma,VOC,645,0
1,2021-07-22T13:38:48Z,2021-01-18,B.1.617.2,Delta,VOC,645,0
1,2021-07-22T13:38:48Z,2021-01-18,B.1.525,Eta,VOI,645,0
1,2021-07-22T13:38:48Z,2021-01-18,B.1.427/B.1.429,"",VOI,645,0
1,2021-07-22T13:38:48Z,2021-01-18,P.3,"",VOI,645,0
1,2021-07-22T13:38:48Z,2021-01-18,B.1.616,"",VOI,645,0
1,2021-07-22T13:38:48Z,2021-01-18,B.1.617.1,Kappa,VOI,645,0
1,2021-07-22T13:38:48Z,2021-01-18,B.1.620,"",VOI,645,0
1,2021-07-22T13:38:48Z,2021-01-18,B.1.621,"",VOI,645,0
1,2021-07-22T13:38:48Z,2021-01-18,C.37,Lambda,VUM,645,0
1,2021-07-22T13:38:48Z,2021-01-18,B.1.526,Iota,VUM,645,0
