Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,Sample_size,Variant_cases
1,2021-07-15T10:01:35Z,2020-11-30,B.1.1.7,Alpha,VOC,108,1
1,2021-07-15T10:01:35Z,2020-11-30,B.1.1.7+S:E484K,"",VOC,108,0
1,2021-07-15T10:01:35Z,2020-11-30,B.1.351,Beta,VOC,108,0
1,2021-07-15T10:01:35Z,2020-11-30,P.1,Gamma,VOC,108,0
1,2021-07-15T10:01:35Z,2020-11-30,B.1.617.2,Delta,VOC,108,0
1,2021-07-15T10:01:35Z,2020-11-30,B.1.525,Eta,VOI,108,0
1,2021-07-15T10:01:35Z,2020-11-30,B.1.427/B.1.429,"",VOI,108,0
1,2021-07-15T10:01:35Z,2020-11-30,P.3,"",VOI,108,0
1,2021-07-15T10:01:35Z,2020-11-30,B.1.616,"",VOI,108,0
1,2021-07-15T10:01:35Z,2020-11-30,B.1.617.1,Kappa,VOI,108,0
1,2021-07-15T10:01:35Z,2020-11-30,B.1.620,"",VOI,108,0
1,2021-07-15T10:01:35Z,2020-11-30,B.1.621,"",VOI,108,0
1,2021-07-15T10:01:35Z,2020-11-30,C.37,Lambda,VUM,108,0
1,2021-07-15T10:01:35Z,2020-11-30,B.1.526,Iota,VUM,108,0
1,2021-07-15T10:01:35Z,2020-12-07,B.1.1.7,Alpha,VOC,127,1
1,2021-07-15T10:01:35Z,2020-12-07,B.1.1.7+S:E484K,"",VOC,127,0
1,2021-07-15T10:01:35Z,2020-12-07,B.1.351,Beta,VOC,127,0
1,2021-07-15T10:01:35Z,2020-12-07,P.1,Gamma,VOC,127,0
1,2021-07-15T10:01:35Z,2020-12-07,B.1.617.2,Delta,VOC,127,0
1,2021-07-15T10:01:35Z,2020-12-07,B.1.525,Eta,VOI,127,0
1,2021-07-15T10:01:35Z,2020-12-07,B.1.427/B.1.429,"",VOI,127,0
1,2021-07-15T10:01:35Z,2020-12-07,P.3,"",VOI,127,0
1,2021-07-15T10:01:35Z,2020-12-07,B.1.616,"",VOI,127,0
1,2021-07-15T10:01:35Z,2020-12-07,B.1.617.1,Kappa,VOI,127,0
1,2021-07-15T10:01:35Z,2020-12-07,B.1.620,"",VOI,127,0
1,2021-07-15T10:01:35Z,2020-12-07,B.1.621,"",VOI,127,0
1,2021-07-15T10:01:35Z,2020-12-07,C.37,Lambda,VUM,127,0
1,2021-07-15T10:01:35Z,2020-12-07,B.1.526,Iota,VUM,127,0
1,2021-07-15T10:01:35Z,2020-12-14,B.1.1.7,Alpha,VOC,203,1
1,2021-07-15T10:01:35Z,2020-12-14,B.1.1.7+S:E484K,"",VOC,203,0
1,2021-07-15T10:01:35Z,2020-12-14,B.1.351,Beta,VOC,203,0
1,2021-07-15T10:01:35Z,2020-12-14,P.1,Gamma,VOC,203,0
1,2021-07-15T10:01:35Z,2020-12-14,B.1.617.2,Delta,VOC,203,0
1,2021-07-15T10:01:35Z,2020-12-14,B.1.525,Eta,VOI,203,0
1,2021-07-15T10:01:35Z,2020-12-14,B.1.427/B.1.429,"",VOI,203,0
1,2021-07-15T10:01:35Z,2020-12-14,P.3,"",VOI,203,0
1,2021-07-15T10:01:35Z,2020-12-14,B.1.616,"",VOI,203,0
1,2021-07-15T10:01:35Z,2020-12-14,B.1.617.1,Kappa,VOI,203,0
1,2021-07-15T10:01:35Z,2020-12-14,B.1.620,"",VOI,203,0
1,2021-07-15T10:01:35Z,2020-12-14,B.1.621,"",VOI,203,0
1,2021-07-15T10:01:35Z,2020-12-14,C.37,Lambda,VUM,203,0
1,2021-07-15T10:01:35Z,2020-12-14,B.1.526,Iota,VUM,203,0
1,2021-07-15T10:01:35Z,2020-12-21,B.1.1.7,Alpha,VOC,257,5
1,2021-07-15T10:01:35Z,2020-12-21,B.1.1.7+S:E484K,"",VOC,257,0
1,2021-07-15T10:01:35Z,2020-12-21,B.1.351,Beta,VOC,257,1
1,2021-07-15T10:01:35Z,2020-12-21,P.1,Gamma,VOC,257,0
1,2021-07-15T10:01:35Z,2020-12-21,B.1.617.2,Delta,VOC,257,0
1,2021-07-15T10:01:35Z,2020-12-21,B.1.525,Eta,VOI,257,0
1,2021-07-15T10:01:35Z,2020-12-21,B.1.427/B.1.429,"",VOI,257,0
1,2021-07-15T10:01:35Z,2020-12-21,P.3,"",VOI,257,0
1,2021-07-15T10:01:35Z,2020-12-21,B.1.616,"",VOI,257,0
1,2021-07-15T10:01:35Z,2020-12-21,B.1.617.1,Kappa,VOI,257,0
1,2021-07-15T10:01:35Z,2020-12-21,B.1.620,"",VOI,257,0
1,2021-07-15T10:01:35Z,2020-12-21,B.1.621,"",VOI,257,0
1,2021-07-15T10:01:35Z,2020-12-21,C.37,Lambda,VUM,257,0
1,2021-07-15T10:01:35Z,2020-12-21,B.1.526,Iota,VUM,257,0
1,2021-07-15T10:01:35Z,2020-12-28,B.1.1.7,Alpha,VOC,209,9
1,2021-07-15T10:01:35Z,2020-12-28,B.1.1.7+S:E484K,"",VOC,209,0
1,2021-07-15T10:01:35Z,2020-12-28,B.1.351,Beta,VOC,209,1
1,2021-07-15T10:01:35Z,2020-12-28,P.1,Gamma,VOC,209,0
1,2021-07-15T10:01:35Z,2020-12-28,B.1.617.2,Delta,VOC,209,0
1,2021-07-15T10:01:35Z,2020-12-28,B.1.525,Eta,VOI,209,0
1,2021-07-15T10:01:35Z,2020-12-28,B.1.427/B.1.429,"",VOI,209,0
1,2021-07-15T10:01:35Z,2020-12-28,P.3,"",VOI,209,0
1,2021-07-15T10:01:35Z,2020-12-28,B.1.616,"",VOI,209,0
1,2021-07-15T10:01:35Z,2020-12-28,B.1.617.1,Kappa,VOI,209,0
1,2021-07-15T10:01:35Z,2020-12-28,B.1.620,"",VOI,209,0
1,2021-07-15T10:01:35Z,2020-12-28,B.1.621,"",VOI,209,0
1,2021-07-15T10:01:35Z,2020-12-28,C.37,Lambda,VUM,209,0
1,2021-07-15T10:01:35Z,2020-12-28,B.1.526,Iota,VUM,209,0
1,2021-07-15T10:01:35Z,2021-01-04,B.1.1.7,Alpha,VOC,357,45
1,2021-07-15T10:01:35Z,2021-01-04,B.1.1.7+S:E484K,"",VOC,357,0
1,2021-07-15T10:01:35Z,2021-01-04,B.1.351,Beta,VOC,357,0
1,2021-07-15T10:01:35Z,2021-01-04,P.1,Gamma,VOC,357,0
1,2021-07-15T10:01:35Z,2021-01-04,B.1.617.2,Delta,VOC,357,0
1,2021-07-15T10:01:35Z,2021-01-04,B.1.525,Eta,VOI,357,0
1,2021-07-15T10:01:35Z,2021-01-04,B.1.427/B.1.429,"",VOI,357,0
1,2021-07-15T10:01:35Z,2021-01-04,P.3,"",VOI,357,0
1,2021-07-15T10:01:35Z,2021-01-04,B.1.616,"",VOI,357,0
1,2021-07-15T10:01:35Z,2021-01-04,B.1.617.1,Kappa,VOI,357,0
1,2021-07-15T10:01:35Z,2021-01-04,B.1.620,"",VOI,357,0
1,2021-07-15T10:01:35Z,2021-01-04,B.1.621,"",VOI,357,0
1,2021-07-15T10:01:35Z,2021-01-04,C.37,Lambda,VUM,357,0
1,2021-07-15T10:01:35Z,2021-01-04,B.1.526,Iota,VUM,357,0
1,2021-07-15T10:01:35Z,2021-01-11,B.1.1.7,Alpha,VOC,303,61
1,2021-07-15T10:01:35Z,2021-01-11,B.1.1.7+S:E484K,"",VOC,303,0
1,2021-07-15T10:01:35Z,2021-01-11,B.1.351,Beta,VOC,303,3
1,2021-07-15T10:01:35Z,2021-01-11,P.1,Gamma,VOC,303,0
1,2021-07-15T10:01:35Z,2021-01-11,B.1.617.2,Delta,VOC,303,0
1,2021-07-15T10:01:35Z,2021-01-11,B.1.525,Eta,VOI,303,0
1,2021-07-15T10:01:35Z,2021-01-11,B.1.427/B.1.429,"",VOI,303,0
1,2021-07-15T10:01:35Z,2021-01-11,P.3,"",VOI,303,0
1,2021-07-15T10:01:35Z,2021-01-11,B.1.616,"",VOI,303,0
1,2021-07-15T10:01:35Z,2021-01-11,B.1.617.1,Kappa,VOI,303,0
1,2021-07-15T10:01:35Z,2021-01-11,B.1.620,"",VOI,303,0
1,2021-07-15T10:01:35Z,2021-01-11,B.1.621,"",VOI,303,0
1,2021-07-15T10:01:35Z,2021-01-11,C.37,Lambda,VUM,303,0
1,2021-07-15T10:01:35Z,2021-01-11,B.1.526,Iota,VUM,303,0
1,2021-07-15T10:01:35Z,2021-01-18,B.1.1.7,Alpha,VOC,645,157
1,2021-07-15T10:01:35Z,2021-01-18,B.1.1.7+S:E484K,"",VOC,645,0
1,2021-07-15T10:01:35Z,2021-01-18,B.1.351,Beta,VOC,645,3
1,2021-07-15T10:01:35Z,2021-01-18,P.1,Gamma,VOC,645,0
1,2021-07-15T10:01:35Z,2021-01-18,B.1.617.2,Delta,VOC,645,0
1,2021-07-15T10:01:35Z,2021-01-18,B.1.525,Eta,VOI,645,0
1,2021-07-15T10:01:35Z,2021-01-18,B.1.427/B.1.429,"",VOI,645,0
1,2021-07-15T10:01:35Z,2021-01-18,P.3,"",VOI,645,0
1,2021-07-15T10:01:35Z,2021-01-18,B.1.616,"",VOI,645,0
1,2021-07-15T10:01:35Z,2021-01-18,B.1.617.1,Kappa,VOI,645,0
1,2021-07-15T10:01:35Z,2021-01-18,B.1.620,"",VOI,645,0
1,2021-07-15T10:01:35Z,2021-01-18,B.1.621,"",VOI,645,0
1,2021-07-15T10:01:35Z,2021-01-18,C.37,Lambda,VUM,645,0
1,2021-07-15T10:01:35Z,2021-01-18,B.1.526,Iota,VUM,645,0
1,2021-07-15T10:01:35Z,2021-01-25,B.1.1.7,Alpha,VOC,837,225
1,2021-07-15T10:01:35Z,2021-01-25,B.1.1.7+S:E484K,"",VOC,837,0
1,2021-07-15T10:01:35Z,2021-01-25,B.1.351,Beta,VOC,837,14
1,2021-07-15T10:01:35Z,2021-01-25,P.1,Gamma,VOC,837,1
1,2021-07-15T10:01:35Z,2021-01-25,B.1.617.2,Delta,VOC,837,0
1,2021-07-15T10:01:35Z,2021-01-25,B.1.525,Eta,VOI,837,0
1,2021-07-15T10:01:35Z,2021-01-25,B.1.427/B.1.429,"",VOI,837,0
1,2021-07-15T10:01:35Z,2021-01-25,P.3,"",VOI,837,0
1,2021-07-15T10:01:35Z,2021-01-25,B.1.616,"",VOI,837,0
1,2021-07-15T10:01:35Z,2021-01-25,B.1.617.1,Kappa,VOI,837,0
1,2021-07-15T10:01:35Z,2021-01-25,B.1.620,"",VOI,837,0
1,2021-07-15T10:01:35Z,2021-01-25,B.1.621,"",VOI,837,0
1,2021-07-15T10:01:35Z,2021-01-25,C.37,Lambda,VUM,837,0
1,2021-07-15T10:01:35Z,2021-01-25,B.1.526,Iota,VUM,837,0
1,2021-07-15T10:01:35Z,2021-02-01,B.1.1.7,Alpha,VOC,907,302
1,2021-07-15T10:01:35Z,2021-02-01,B.1.1.7+S:E484K,"",VOC,907,1
1,2021-07-15T10:01:35Z,2021-02-01,B.1.351,Beta,VOC,907,19
1,2021-07-15T10:01:35Z,2021-02-01,P.1,Gamma,VOC,907,0
1,2021-07-15T10:01:35Z,2021-02-01,B.1.617.2,Delta,VOC,907,0
1,2021-07-15T10:01:35Z,2021-02-01,B.1.525,Eta,VOI,907,2
1,2021-07-15T10:01:35Z,2021-02-01,B.1.427/B.1.429,"",VOI,907,0
1,2021-07-15T10:01:35Z,2021-02-01,P.3,"",VOI,907,0
1,2021-07-15T10:01:35Z,2021-02-01,B.1.616,"",VOI,907,0
1,2021-07-15T10:01:35Z,2021-02-01,B.1.617.1,Kappa,VOI,907,0
1,2021-07-15T10:01:35Z,2021-02-01,B.1.620,"",VOI,907,0
1,2021-07-15T10:01:35Z,2021-02-01,B.1.621,"",VOI,907,0
1,2021-07-15T10:01:35Z,2021-02-01,C.37,Lambda,VUM,907,0
1,2021-07-15T10:01:35Z,2021-02-01,B.1.526,Iota,VUM,907,0
1,2021-07-15T10:01:35Z,2021-02-08,B.1.1.7,Alpha,VOC,970,406
1,2021-07-15T10:01:35Z,2021-02-08,B.1.1.7+S:E484K,"",VOC,970,0
1,2021-07-15T10:01:35Z,2021-02-08,B.1.351,Beta,VOC,970,32
1,2021-07-15T10:01:35Z,2021-02-08,P.1,Gamma,VOC,970,0
1,2021-07-15T10:01:35Z,2021-02-08,B.1.617.2,Delta,VOC,970,0
1,2021-07-15T10:01:35Z,2021-02-08,B.1.525,Eta,VOI,970,1
1,2021-07-15T10:01:35Z,2021-02-08,B.1.427/B.1.429,"",VOI,970,0
1,2021-07-15T10:01:35Z,2021-02-08,P.3,"",VOI,970,0
1,2021-07-15T10:01:35Z,2021-02-08,B.1.616,"",VOI,970,0
1,2021-07-15T10:01:35Z,2021-02-08,B.1.617.1,Kappa,VOI,970,0
1,2021-07-15T10:01:35Z,2021-02-08,B.1.620,"",VOI,970,0
1,2021-07-15T10:01:35Z,2021-02-08,B.1.621,"",VOI,970,0
1,2021-07-15T10:01:35Z,2021-02-08,C.37,Lambda,VUM,970,0
1,2021-07-15T10:01:35Z,2021-02-08,B.1.526,Iota,VUM,970,0
1,2021-07-15T10:01:35Z,2021-02-15,B.1.1.7,Alpha,VOC,1042,656
1,2021-07-15T10:01:35Z,2021-02-15,B.1.1.7+S:E484K,"",VOC,1042,1
1,2021-07-15T10:01:35Z,2021-02-15,B.1.351,Beta,VOC,1042,32
1,2021-07-15T10:01:35Z,2021-02-15,P.1,Gamma,VOC,1042,1
1,2021-07-15T10:01:35Z,2021-02-15,B.1.617.2,Delta,VOC,1042,0
1,2021-07-15T10:01:35Z,2021-02-15,B.1.525,Eta,VOI,1042,4
1,2021-07-15T10:01:35Z,2021-02-15,B.1.427/B.1.429,"",VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-15,P.3,"",VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-15,B.1.616,"",VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-15,B.1.617.1,Kappa,VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-15,B.1.620,"",VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-15,B.1.621,"",VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-15,C.37,Lambda,VUM,1042,0
1,2021-07-15T10:01:35Z,2021-02-15,B.1.526,Iota,VUM,1042,0
1,2021-07-15T10:01:35Z,2021-02-22,B.1.1.7,Alpha,VOC,1042,799
1,2021-07-15T10:01:35Z,2021-02-22,B.1.1.7+S:E484K,"",VOC,1042,1
1,2021-07-15T10:01:35Z,2021-02-22,B.1.351,Beta,VOC,1042,19
1,2021-07-15T10:01:35Z,2021-02-22,P.1,Gamma,VOC,1042,3
1,2021-07-15T10:01:35Z,2021-02-22,B.1.617.2,Delta,VOC,1042,0
1,2021-07-15T10:01:35Z,2021-02-22,B.1.525,Eta,VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-22,B.1.427/B.1.429,"",VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-22,P.3,"",VOI,1042,1
1,2021-07-15T10:01:35Z,2021-02-22,B.1.616,"",VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-22,B.1.617.1,Kappa,VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-22,B.1.620,"",VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-22,B.1.621,"",VOI,1042,0
1,2021-07-15T10:01:35Z,2021-02-22,C.37,Lambda,VUM,1042,0
1,2021-07-15T10:01:35Z,2021-02-22,B.1.526,Iota,VUM,1042,0
1,2021-07-15T10:01:35Z,2021-03-01,B.1.1.7,Alpha,VOC,1523,1274
1,2021-07-15T10:01:35Z,2021-03-01,B.1.1.7+S:E484K,"",VOC,1523,2
1,2021-07-15T10:01:35Z,2021-03-01,B.1.351,Beta,VOC,1523,25
1,2021-07-15T10:01:35Z,2021-03-01,P.1,Gamma,VOC,1523,11
1,2021-07-15T10:01:35Z,2021-03-01,B.1.617.2,Delta,VOC,1523,0
1,2021-07-15T10:01:35Z,2021-03-01,B.1.525,Eta,VOI,1523,7
1,2021-07-15T10:01:35Z,2021-03-01,B.1.427/B.1.429,"",VOI,1523,2
1,2021-07-15T10:01:35Z,2021-03-01,P.3,"",VOI,1523,0
1,2021-07-15T10:01:35Z,2021-03-01,B.1.616,"",VOI,1523,0
1,2021-07-15T10:01:35Z,2021-03-01,B.1.617.1,Kappa,VOI,1523,0
1,2021-07-15T10:01:35Z,2021-03-01,B.1.620,"",VOI,1523,0
1,2021-07-15T10:01:35Z,2021-03-01,B.1.621,"",VOI,1523,0
1,2021-07-15T10:01:35Z,2021-03-01,C.37,Lambda,VUM,1523,0
1,2021-07-15T10:01:35Z,2021-03-01,B.1.526,Iota,VUM,1523,0
1,2021-07-15T10:01:35Z,2021-03-08,B.1.1.7,Alpha,VOC,1983,1734
1,2021-07-15T10:01:35Z,2021-03-08,B.1.1.7+S:E484K,"",VOC,1983,1
1,2021-07-15T10:01:35Z,2021-03-08,B.1.351,Beta,VOC,1983,56
1,2021-07-15T10:01:35Z,2021-03-08,P.1,Gamma,VOC,1983,15
1,2021-07-15T10:01:35Z,2021-03-08,B.1.617.2,Delta,VOC,1983,0
1,2021-07-15T10:01:35Z,2021-03-08,B.1.525,Eta,VOI,1983,5
1,2021-07-15T10:01:35Z,2021-03-08,B.1.427/B.1.429,"",VOI,1983,2
1,2021-07-15T10:01:35Z,2021-03-08,P.3,"",VOI,1983,0
1,2021-07-15T10:01:35Z,2021-03-08,B.1.616,"",VOI,1983,0
1,2021-07-15T10:01:35Z,2021-03-08,B.1.617.1,Kappa,VOI,1983,0
1,2021-07-15T10:01:35Z,2021-03-08,B.1.620,"",VOI,1983,0
1,2021-07-15T10:01:35Z,2021-03-08,B.1.621,"",VOI,1983,0
1,2021-07-15T10:01:35Z,2021-03-08,C.37,Lambda,VUM,1983,0
1,2021-07-15T10:01:35Z,2021-03-08,B.1.526,Iota,VUM,1983,0
1,2021-07-15T10:01:35Z,2021-03-15,B.1.1.7,Alpha,VOC,1565,1406
1,2021-07-15T10:01:35Z,2021-03-15,B.1.1.7+S:E484K,"",VOC,1565,0
1,2021-07-15T10:01:35Z,2021-03-15,B.1.351,Beta,VOC,1565,55
1,2021-07-15T10:01:35Z,2021-03-15,P.1,Gamma,VOC,1565,23
1,2021-07-15T10:01:35Z,2021-03-15,B.1.617.2,Delta,VOC,1565,0
1,2021-07-15T10:01:35Z,2021-03-15,B.1.525,Eta,VOI,1565,2
1,2021-07-15T10:01:35Z,2021-03-15,B.1.427/B.1.429,"",VOI,1565,0
1,2021-07-15T10:01:35Z,2021-03-15,P.3,"",VOI,1565,0
1,2021-07-15T10:01:35Z,2021-03-15,B.1.616,"",VOI,1565,0
1,2021-07-15T10:01:35Z,2021-03-15,B.1.617.1,Kappa,VOI,1565,0
1,2021-07-15T10:01:35Z,2021-03-15,B.1.620,"",VOI,1565,0
1,2021-07-15T10:01:35Z,2021-03-15,B.1.621,"",VOI,1565,0
1,2021-07-15T10:01:35Z,2021-03-15,C.37,Lambda,VUM,1565,0
1,2021-07-15T10:01:35Z,2021-03-15,B.1.526,Iota,VUM,1565,0
1,2021-07-15T10:01:35Z,2021-03-22,B.1.1.7,Alpha,VOC,1604,1498
1,2021-07-15T10:01:35Z,2021-03-22,B.1.1.7+S:E484K,"",VOC,1604,0
