Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,WHO_category,May_include_samples_listed_before,Sample_size,Variant_cases
3,2022-05-05T10:56:26Z,2020-12-28,XD,"",VUM,VUM,FALSE,207,0
3,2022-05-05T10:56:26Z,2020-12-28,BA.3,"",VUM,VOC,TRUE,207,0
3,2022-05-05T10:56:26Z,2020-12-28,B.1.640,"",DEV,VUM,FALSE,207,0
3,2022-05-05T10:56:26Z,2020-12-28,B.1.351,Beta,DEV,"",FALSE,207,1
3,2022-05-05T10:56:26Z,2020-12-28,P.1,Gamma,DEV,"",FALSE,207,0
3,2022-05-05T10:56:26Z,2020-12-28,B.1.1.7,Alpha,DEV,"",FALSE,207,9
3,2022-05-05T10:56:26Z,2020-12-28,B.1.621,Mu,DEV,"",FALSE,207,0
3,2022-05-05T10:56:26Z,2020-12-28,C.37,Lambda,DEV,"",FALSE,207,0
3,2022-05-05T10:56:26Z,2021-01-04,B.1.617.2,Delta,VOC,VOC,FALSE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,B.1.1.529,Omicron,VOC,VOC,FALSE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,BA.1,"",VOC,VOC,TRUE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,BA.2,"",VOC,VOC,TRUE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,BA.4,"",VOI,VOC,TRUE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,BA.5,"",VOI,VOC,TRUE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,XD,"",VUM,VUM,FALSE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,BA.3,"",VUM,VOC,TRUE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,B.1.640,"",DEV,VUM,FALSE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,B.1.351,Beta,DEV,"",FALSE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,P.1,Gamma,DEV,"",FALSE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,B.1.1.7,Alpha,DEV,"",FALSE,356,45
3,2022-05-05T10:56:26Z,2021-01-04,B.1.621,Mu,DEV,"",FALSE,356,0
3,2022-05-05T10:56:26Z,2021-01-04,C.37,Lambda,DEV,"",FALSE,356,0
3,2022-05-05T10:56:26Z,2021-01-11,B.1.617.2,Delta,VOC,VOC,FALSE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,B.1.1.529,Omicron,VOC,VOC,FALSE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,BA.1,"",VOC,VOC,TRUE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,BA.2,"",VOC,VOC,TRUE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,BA.4,"",VOI,VOC,TRUE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,BA.5,"",VOI,VOC,TRUE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,XD,"",VUM,VUM,FALSE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,BA.3,"",VUM,VOC,TRUE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,B.1.640,"",DEV,VUM,FALSE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,B.1.351,Beta,DEV,"",FALSE,303,3
3,2022-05-05T10:56:26Z,2021-01-11,P.1,Gamma,DEV,"",FALSE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,B.1.1.7,Alpha,DEV,"",FALSE,303,61
3,2022-05-05T10:56:26Z,2021-01-11,B.1.621,Mu,DEV,"",FALSE,303,0
3,2022-05-05T10:56:26Z,2021-01-11,C.37,Lambda,DEV,"",FALSE,303,0
3,2022-05-05T10:56:26Z,2021-01-18,B.1.617.2,Delta,VOC,VOC,FALSE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,B.1.1.529,Omicron,VOC,VOC,FALSE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,BA.1,"",VOC,VOC,TRUE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,BA.2,"",VOC,VOC,TRUE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,BA.4,"",VOI,VOC,TRUE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,BA.5,"",VOI,VOC,TRUE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,XD,"",VUM,VUM,FALSE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,BA.3,"",VUM,VOC,TRUE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,B.1.640,"",DEV,VUM,FALSE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,B.1.351,Beta,DEV,"",FALSE,651,3
3,2022-05-05T10:56:26Z,2021-01-18,P.1,Gamma,DEV,"",FALSE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,B.1.1.7,Alpha,DEV,"",FALSE,651,158
3,2022-05-05T10:56:26Z,2021-01-18,B.1.621,Mu,DEV,"",FALSE,651,0
3,2022-05-05T10:56:26Z,2021-01-18,C.37,Lambda,DEV,"",FALSE,651,0
3,2022-05-05T10:56:26Z,2021-01-25,B.1.617.2,Delta,VOC,VOC,FALSE,876,0
3,2022-05-05T10:56:26Z,2021-01-25,B.1.1.529,Omicron,VOC,VOC,FALSE,876,0
3,2022-05-05T10:56:26Z,2021-01-25,BA.1,"",VOC,VOC,TRUE,876,0
3,2022-05-05T10:56:26Z,2021-01-25,BA.2,"",VOC,VOC,TRUE,876,0
3,2022-05-05T10:56:26Z,2021-01-25,BA.4,"",VOI,VOC,TRUE,876,0
3,2022-05-05T10:56:26Z,2021-01-25,BA.5,"",VOI,VOC,TRUE,876,0
3,2022-05-05T10:56:26Z,2021-01-25,XD,"",VUM,VUM,FALSE,876,0
3,2022-05-05T10:56:26Z,2021-01-25,BA.3,"",VUM,VOC,TRUE,876,0
3,2022-05-05T10:56:26Z,2021-01-25,B.1.640,"",DEV,VUM,FALSE,876,0
3,2022-05-05T10:56:26Z,2021-01-25,B.1.351,Beta,DEV,"",FALSE,876,14
3,2022-05-05T10:56:26Z,2021-01-25,P.1,Gamma,DEV,"",FALSE,876,1
3,2022-05-05T10:56:26Z,2021-01-25,B.1.1.7,Alpha,DEV,"",FALSE,876,226
3,2022-05-05T10:56:26Z,2021-01-25,B.1.621,Mu,DEV,"",FALSE,876,0
3,2022-05-05T10:56:26Z,2021-01-25,C.37,Lambda,DEV,"",FALSE,876,0
3,2022-05-05T10:56:26Z,2021-02-01,B.1.617.2,Delta,VOC,VOC,FALSE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,B.1.1.529,Omicron,VOC,VOC,FALSE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,BA.1,"",VOC,VOC,TRUE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,BA.2,"",VOC,VOC,TRUE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,BA.4,"",VOI,VOC,TRUE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,BA.5,"",VOI,VOC,TRUE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,XD,"",VUM,VUM,FALSE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,BA.3,"",VUM,VOC,TRUE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,B.1.640,"",DEV,VUM,FALSE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,B.1.351,Beta,DEV,"",FALSE,867,20
3,2022-05-05T10:56:26Z,2021-02-01,P.1,Gamma,DEV,"",FALSE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,B.1.1.7,Alpha,DEV,"",FALSE,867,276
3,2022-05-05T10:56:26Z,2021-02-01,B.1.621,Mu,DEV,"",FALSE,867,0
3,2022-05-05T10:56:26Z,2021-02-01,C.37,Lambda,DEV,"",FALSE,867,0
3,2022-05-05T10:56:26Z,2021-02-08,B.1.617.2,Delta,VOC,VOC,FALSE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,B.1.1.529,Omicron,VOC,VOC,FALSE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,BA.1,"",VOC,VOC,TRUE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,BA.2,"",VOC,VOC,TRUE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,BA.4,"",VOI,VOC,TRUE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,BA.5,"",VOI,VOC,TRUE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,XD,"",VUM,VUM,FALSE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,BA.3,"",VUM,VOC,TRUE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,B.1.640,"",DEV,VUM,FALSE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,B.1.351,Beta,DEV,"",FALSE,937,32
3,2022-05-05T10:56:26Z,2021-02-08,P.1,Gamma,DEV,"",FALSE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,B.1.1.7,Alpha,DEV,"",FALSE,937,364
3,2022-05-05T10:56:26Z,2021-02-08,B.1.621,Mu,DEV,"",FALSE,937,0
3,2022-05-05T10:56:26Z,2021-02-08,C.37,Lambda,DEV,"",FALSE,937,0
3,2022-05-05T10:56:26Z,2021-02-15,B.1.617.2,Delta,VOC,VOC,FALSE,1048,0
3,2022-05-05T10:56:26Z,2021-02-15,B.1.1.529,Omicron,VOC,VOC,FALSE,1048,0
3,2022-05-05T10:56:26Z,2021-02-15,BA.1,"",VOC,VOC,TRUE,1048,0
3,2022-05-05T10:56:26Z,2021-02-15,BA.2,"",VOC,VOC,TRUE,1048,0
3,2022-05-05T10:56:26Z,2021-02-15,BA.4,"",VOI,VOC,TRUE,1048,0
3,2022-05-05T10:56:26Z,2021-02-15,BA.5,"",VOI,VOC,TRUE,1048,0
3,2022-05-05T10:56:26Z,2021-02-15,XD,"",VUM,VUM,FALSE,1048,0
3,2022-05-05T10:56:26Z,2021-02-15,BA.3,"",VUM,VOC,TRUE,1048,0
3,2022-05-05T10:56:26Z,2021-02-15,B.1.640,"",DEV,VUM,FALSE,1048,0
3,2022-05-05T10:56:26Z,2021-02-15,B.1.351,Beta,DEV,"",FALSE,1048,32
3,2022-05-05T10:56:26Z,2021-02-15,P.1,Gamma,DEV,"",FALSE,1048,1
3,2022-05-05T10:56:26Z,2021-02-15,B.1.1.7,Alpha,DEV,"",FALSE,1048,648
3,2022-05-05T10:56:26Z,2021-02-15,B.1.621,Mu,DEV,"",FALSE,1048,0
3,2022-05-05T10:56:26Z,2021-02-15,C.37,Lambda,DEV,"",FALSE,1048,0
3,2022-05-05T10:56:26Z,2021-02-22,B.1.617.2,Delta,VOC,VOC,FALSE,1037,0
3,2022-05-05T10:56:26Z,2021-02-22,B.1.1.529,Omicron,VOC,VOC,FALSE,1037,0
3,2022-05-05T10:56:26Z,2021-02-22,BA.1,"",VOC,VOC,TRUE,1037,0
3,2022-05-05T10:56:26Z,2021-02-22,BA.2,"",VOC,VOC,TRUE,1037,0
3,2022-05-05T10:56:26Z,2021-02-22,BA.4,"",VOI,VOC,TRUE,1037,0
3,2022-05-05T10:56:26Z,2021-02-22,BA.5,"",VOI,VOC,TRUE,1037,0
3,2022-05-05T10:56:26Z,2021-02-22,XD,"",VUM,VUM,FALSE,1037,0
3,2022-05-05T10:56:26Z,2021-02-22,BA.3,"",VUM,VOC,TRUE,1037,0
3,2022-05-05T10:56:26Z,2021-02-22,B.1.640,"",DEV,VUM,FALSE,1037,0
3,2022-05-05T10:56:26Z,2021-02-22,B.1.351,Beta,DEV,"",FALSE,1037,19
3,2022-05-05T10:56:26Z,2021-02-22,P.1,Gamma,DEV,"",FALSE,1037,3
3,2022-05-05T10:56:26Z,2021-02-22,B.1.1.7,Alpha,DEV,"",FALSE,1037,795
3,2022-05-05T10:56:26Z,2021-02-22,B.1.621,Mu,DEV,"",FALSE,1037,0
3,2022-05-05T10:56:26Z,2021-02-22,C.37,Lambda,DEV,"",FALSE,1037,0
3,2022-05-05T10:56:26Z,2021-03-01,B.1.617.2,Delta,VOC,VOC,FALSE,1515,0
3,2022-05-05T10:56:26Z,2021-03-01,B.1.1.529,Omicron,VOC,VOC,FALSE,1515,0
3,2022-05-05T10:56:26Z,2021-03-01,BA.1,"",VOC,VOC,TRUE,1515,0
3,2022-05-05T10:56:26Z,2021-03-01,BA.2,"",VOC,VOC,TRUE,1515,0
3,2022-05-05T10:56:26Z,2021-03-01,BA.4,"",VOI,VOC,TRUE,1515,0
3,2022-05-05T10:56:26Z,2021-03-01,BA.5,"",VOI,VOC,TRUE,1515,0
3,2022-05-05T10:56:26Z,2021-03-01,XD,"",VUM,VUM,FALSE,1515,0
3,2022-05-05T10:56:26Z,2021-03-01,BA.3,"",VUM,VOC,TRUE,1515,0
3,2022-05-05T10:56:26Z,2021-03-01,B.1.640,"",DEV,VUM,FALSE,1515,0
3,2022-05-05T10:56:26Z,2021-03-01,B.1.351,Beta,DEV,"",FALSE,1515,24
3,2022-05-05T10:56:26Z,2021-03-01,P.1,Gamma,DEV,"",FALSE,1515,10
3,2022-05-05T10:56:26Z,2021-03-01,B.1.1.7,Alpha,DEV,"",FALSE,1515,1271
3,2022-05-05T10:56:26Z,2021-03-01,B.1.621,Mu,DEV,"",FALSE,1515,0
3,2022-05-05T10:56:26Z,2021-03-01,C.37,Lambda,DEV,"",FALSE,1515,0
3,2022-05-05T10:56:26Z,2021-03-08,B.1.617.2,Delta,VOC,VOC,FALSE,1974,0
3,2022-05-05T10:56:26Z,2021-03-08,B.1.1.529,Omicron,VOC,VOC,FALSE,1974,0
3,2022-05-05T10:56:26Z,2021-03-08,BA.1,"",VOC,VOC,TRUE,1974,0
3,2022-05-05T10:56:26Z,2021-03-08,BA.2,"",VOC,VOC,TRUE,1974,0
3,2022-05-05T10:56:26Z,2021-03-08,BA.4,"",VOI,VOC,TRUE,1974,0
3,2022-05-05T10:56:26Z,2021-03-08,BA.5,"",VOI,VOC,TRUE,1974,0
3,2022-05-05T10:56:26Z,2021-03-08,XD,"",VUM,VUM,FALSE,1974,0
3,2022-05-05T10:56:26Z,2021-03-08,BA.3,"",VUM,VOC,TRUE,1974,0
3,2022-05-05T10:56:26Z,2021-03-08,B.1.640,"",DEV,VUM,FALSE,1974,0
3,2022-05-05T10:56:26Z,2021-03-08,B.1.351,Beta,DEV,"",FALSE,1974,56
3,2022-05-05T10:56:26Z,2021-03-08,P.1,Gamma,DEV,"",FALSE,1974,13
3,2022-05-05T10:56:26Z,2021-03-08,B.1.1.7,Alpha,DEV,"",FALSE,1974,1729
3,2022-05-05T10:56:26Z,2021-03-08,B.1.621,Mu,DEV,"",FALSE,1974,0
3,2022-05-05T10:56:26Z,2021-03-08,C.37,Lambda,DEV,"",FALSE,1974,0
3,2022-05-05T10:56:26Z,2021-03-15,B.1.617.2,Delta,VOC,VOC,FALSE,1563,0
3,2022-05-05T10:56:26Z,2021-03-15,B.1.1.529,Omicron,VOC,VOC,FALSE,1563,0
3,2022-05-05T10:56:26Z,2021-03-15,BA.1,"",VOC,VOC,TRUE,1563,0
3,2022-05-05T10:56:26Z,2021-03-15,BA.2,"",VOC,VOC,TRUE,1563,0
3,2022-05-05T10:56:26Z,2021-03-15,BA.4,"",VOI,VOC,TRUE,1563,0
3,2022-05-05T10:56:26Z,2021-03-15,BA.5,"",VOI,VOC,TRUE,1563,0
3,2022-05-05T10:56:26Z,2021-03-15,XD,"",VUM,VUM,FALSE,1563,0
3,2022-05-05T10:56:26Z,2021-03-15,BA.3,"",VUM,VOC,TRUE,1563,0
3,2022-05-05T10:56:26Z,2021-03-15,B.1.640,"",DEV,VUM,FALSE,1563,0
3,2022-05-05T10:56:26Z,2021-03-15,B.1.351,Beta,DEV,"",FALSE,1563,56
3,2022-05-05T10:56:26Z,2021-03-15,P.1,Gamma,DEV,"",FALSE,1563,23
3,2022-05-05T10:56:26Z,2021-03-15,B.1.1.7,Alpha,DEV,"",FALSE,1563,1400
3,2022-05-05T10:56:26Z,2021-03-15,B.1.621,Mu,DEV,"",FALSE,1563,0
3,2022-05-05T10:56:26Z,2021-03-15,C.37,Lambda,DEV,"",FALSE,1563,0
3,2022-05-05T10:56:26Z,2021-03-22,B.1.617.2,Delta,VOC,VOC,FALSE,1601,0
3,2022-05-05T10:56:26Z,2021-03-22,B.1.1.529,Omicron,VOC,VOC,FALSE,1601,0
3,2022-05-05T10:56:26Z,2021-03-22,BA.1,"",VOC,VOC,TRUE,1601,0
3,2022-05-05T10:56:26Z,2021-03-22,BA.2,"",VOC,VOC,TRUE,1601,0
3,2022-05-05T10:56:26Z,2021-03-22,BA.4,"",VOI,VOC,TRUE,1601,0
3,2022-05-05T10:56:26Z,2021-03-22,BA.5,"",VOI,VOC,TRUE,1601,0
3,2022-05-05T10:56:26Z,2021-03-22,XD,"",VUM,VUM,FALSE,1601,0
3,2022-05-05T10:56:26Z,2021-03-22,BA.3,"",VUM,VOC,TRUE,1601,0
3,2022-05-05T10:56:26Z,2021-03-22,B.1.640,"",DEV,VUM,FALSE,1601,0
3,2022-05-05T10:56:26Z,2021-03-22,B.1.351,Beta,DEV,"",FALSE,1601,39
3,2022-05-05T10:56:26Z,2021-03-22,P.1,Gamma,DEV,"",FALSE,1601,23
3,2022-05-05T10:56:26Z,2021-03-22,B.1.1.7,Alpha,DEV,"",FALSE,1601,1495
3,2022-05-05T10:56:26Z,2021-03-22,B.1.621,Mu,DEV,"",FALSE,1601,0
3,2022-05-05T10:56:26Z,2021-03-22,C.37,Lambda,DEV,"",FALSE,1601,0
3,2022-05-05T10:56:26Z,2021-03-29,B.1.617.2,Delta,VOC,VOC,FALSE,1711,0
3,2022-05-05T10:56:26Z,2021-03-29,B.1.1.529,Omicron,VOC,VOC,FALSE,1711,0
3,2022-05-05T10:56:26Z,2021-03-29,BA.1,"",VOC,VOC,TRUE,1711,0
3,2022-05-05T10:56:26Z,2021-03-29,BA.2,"",VOC,VOC,TRUE,1711,0
3,2022-05-05T10:56:26Z,2021-03-29,BA.4,"",VOI,VOC,TRUE,1711,0
3,2022-05-05T10:56:26Z,2021-03-29,BA.5,"",VOI,VOC,TRUE,1711,0
3,2022-05-05T10:56:26Z,2021-03-29,XD,"",VUM,VUM,FALSE,1711,0
3,2022-05-05T10:56:26Z,2021-03-29,BA.3,"",VUM,VOC,TRUE,1711,0
3,2022-05-05T10:56:26Z,2021-03-29,B.1.640,"",DEV,VUM,FALSE,1711,0
3,2022-05-05T10:56:26Z,2021-03-29,B.1.351,Beta,DEV,"",FALSE,1711,40
3,2022-05-05T10:56:26Z,2021-03-29,P.1,Gamma,DEV,"",FALSE,1711,15
3,2022-05-05T10:56:26Z,2021-03-29,B.1.1.7,Alpha,DEV,"",FALSE,1711,1620
3,2022-05-05T10:56:26Z,2021-03-29,B.1.621,Mu,DEV,"",FALSE,1711,0
3,2022-05-05T10:56:26Z,2021-03-29,C.37,Lambda,DEV,"",FALSE,1711,0
3,2022-05-05T10:56:26Z,2021-04-05,B.1.617.2,Delta,VOC,VOC,FALSE,1532,0
3,2022-05-05T10:56:26Z,2021-04-05,B.1.1.529,Omicron,VOC,VOC,FALSE,1532,0
3,2022-05-05T10:56:26Z,2021-04-05,BA.1,"",VOC,VOC,TRUE,1532,0
3,2022-05-05T10:56:26Z,2021-04-05,BA.2,"",VOC,VOC,TRUE,1532,0
3,2022-05-05T10:56:26Z,2021-04-05,BA.4,"",VOI,VOC,TRUE,1532,0
3,2022-05-05T10:56:26Z,2021-04-05,BA.5,"",VOI,VOC,TRUE,1532,0
3,2022-05-05T10:56:26Z,2021-04-05,XD,"",VUM,VUM,FALSE,1532,0
3,2022-05-05T10:56:26Z,2021-04-05,BA.3,"",VUM,VOC,TRUE,1532,0
3,2022-05-05T10:56:26Z,2021-04-05,B.1.640,"",DEV,VUM,FALSE,1532,0
3,2022-05-05T10:56:26Z,2021-04-05,B.1.351,Beta,DEV,"",FALSE,1532,28
3,2022-05-05T10:56:26Z,2021-04-05,P.1,Gamma,DEV,"",FALSE,1532,23
3,2022-05-05T10:56:26Z,2021-04-05,B.1.1.7,Alpha,DEV,"",FALSE,1532,1461
3,2022-05-05T10:56:26Z,2021-04-05,B.1.621,Mu,DEV,"",FALSE,1532,1
3,2022-05-05T10:56:26Z,2021-04-05,C.37,Lambda,DEV,"",FALSE,1532,0
3,2022-05-05T10:56:26Z,2021-04-12,B.1.617.2,Delta,VOC,VOC,FALSE,1677,1
3,2022-05-05T10:56:26Z,2021-04-12,B.1.1.529,Omicron,VOC,VOC,FALSE,1677,0
3,2022-05-05T10:56:26Z,2021-04-12,BA.1,"",VOC,VOC,TRUE,1677,0
3,2022-05-05T10:56:26Z,2021-04-12,BA.2,"",VOC,VOC,TRUE,1677,0
3,2022-05-05T10:56:26Z,2021-04-12,BA.4,"",VOI,VOC,TRUE,1677,0
3,2022-05-05T10:56:26Z,2021-04-12,BA.5,"",VOI,VOC,TRUE,1677,0
3,2022-05-05T10:56:26Z,2021-04-12,XD,"",VUM,VUM,FALSE,1677,0
3,2022-05-05T10:56:26Z,2021-04-12,BA.3,"",VUM,VOC,TRUE,1677,0
3,2022-05-05T10:56:26Z,2021-04-12,B.1.640,"",DEV,VUM,FALSE,1677,0
3,2022-05-05T10:56:26Z,2021-04-12,B.1.351,Beta,DEV,"",FALSE,1677,20
3,2022-05-05T10:56:26Z,2021-04-12,P.1,Gamma,DEV,"",FALSE,1677,21
3,2022-05-05T10:56:26Z,2021-04-12,B.1.1.7,Alpha,DEV,"",FALSE,1677,1621
3,2022-05-05T10:56:26Z,2021-04-12,B.1.621,Mu,DEV,"",FALSE,1677,1
