Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,Sample_size,Variant_cases
1,2021-07-28T23:31:37Z,2020-11-30,B.1.1.7,Alpha,VOC,202,1
1,2021-07-28T23:31:37Z,2020-11-30,B.1.1.7+S:E484K,"",VOC,202,0
1,2021-07-28T23:31:37Z,2020-11-30,B.1.351,Beta,VOC,202,0
1,2021-07-28T23:31:37Z,2020-11-30,P.1,Gamma,VOC,202,0
1,2021-07-28T23:31:37Z,2020-11-30,B.1.617.2,Delta,VOC,202,0
1,2021-07-28T23:31:37Z,2020-11-30,B.1.525,Eta,VOI,202,0
1,2021-07-28T23:31:37Z,2020-11-30,B.1.427/B.1.429,"",VOI,202,0
1,2021-07-28T23:31:37Z,2020-11-30,P.3,"",VOI,202,0
1,2021-07-28T23:31:37Z,2020-11-30,B.1.616,"",VOI,202,0
1,2021-07-28T23:31:37Z,2020-11-30,B.1.617.1,Kappa,VOI,202,0
1,2021-07-28T23:31:37Z,2020-11-30,B.1.620,"",VOI,202,0
1,2021-07-28T23:31:37Z,2020-11-30,B.1.621,"",VOI,202,0
1,2021-07-28T23:31:37Z,2020-11-30,C.37,Lambda,VOI,202,0
1,2021-07-28T23:31:37Z,2020-11-30,B.1.526,Iota,VUM,202,0
1,2021-07-28T23:31:37Z,2020-12-07,B.1.1.7,Alpha,VOC,223,1
1,2021-07-28T23:31:37Z,2020-12-07,B.1.1.7+S:E484K,"",VOC,223,0
1,2021-07-28T23:31:37Z,2020-12-07,B.1.351,Beta,VOC,223,0
1,2021-07-28T23:31:37Z,2020-12-07,P.1,Gamma,VOC,223,0
1,2021-07-28T23:31:37Z,2020-12-07,B.1.617.2,Delta,VOC,223,0
1,2021-07-28T23:31:37Z,2020-12-07,B.1.525,Eta,VOI,223,0
1,2021-07-28T23:31:37Z,2020-12-07,B.1.427/B.1.429,"",VOI,223,0
1,2021-07-28T23:31:37Z,2020-12-07,P.3,"",VOI,223,0
1,2021-07-28T23:31:37Z,2020-12-07,B.1.616,"",VOI,223,0
1,2021-07-28T23:31:37Z,2020-12-07,B.1.617.1,Kappa,VOI,223,0
1,2021-07-28T23:31:37Z,2020-12-07,B.1.620,"",VOI,223,0
1,2021-07-28T23:31:37Z,2020-12-07,B.1.621,"",VOI,223,0
1,2021-07-28T23:31:37Z,2020-12-07,C.37,Lambda,VOI,223,0
1,2021-07-28T23:31:37Z,2020-12-07,B.1.526,Iota,VUM,223,0
1,2021-07-28T23:31:37Z,2020-12-14,B.1.1.7,Alpha,VOC,336,1
1,2021-07-28T23:31:37Z,2020-12-14,B.1.1.7+S:E484K,"",VOC,336,0
1,2021-07-28T23:31:37Z,2020-12-14,B.1.351,Beta,VOC,336,0
1,2021-07-28T23:31:37Z,2020-12-14,P.1,Gamma,VOC,336,0
1,2021-07-28T23:31:37Z,2020-12-14,B.1.617.2,Delta,VOC,336,0
1,2021-07-28T23:31:37Z,2020-12-14,B.1.525,Eta,VOI,336,0
1,2021-07-28T23:31:37Z,2020-12-14,B.1.427/B.1.429,"",VOI,336,0
1,2021-07-28T23:31:37Z,2020-12-14,P.3,"",VOI,336,0
1,2021-07-28T23:31:37Z,2020-12-14,B.1.616,"",VOI,336,0
1,2021-07-28T23:31:37Z,2020-12-14,B.1.617.1,Kappa,VOI,336,0
1,2021-07-28T23:31:37Z,2020-12-14,B.1.620,"",VOI,336,0
1,2021-07-28T23:31:37Z,2020-12-14,B.1.621,"",VOI,336,0
1,2021-07-28T23:31:37Z,2020-12-14,C.37,Lambda,VOI,336,0
1,2021-07-28T23:31:37Z,2020-12-14,B.1.526,Iota,VUM,336,0
1,2021-07-28T23:31:37Z,2020-12-21,B.1.1.7,Alpha,VOC,394,5
1,2021-07-28T23:31:37Z,2020-12-21,B.1.1.7+S:E484K,"",VOC,394,0
1,2021-07-28T23:31:37Z,2020-12-21,B.1.351,Beta,VOC,394,1
1,2021-07-28T23:31:37Z,2020-12-21,P.1,Gamma,VOC,394,0
1,2021-07-28T23:31:37Z,2020-12-21,B.1.617.2,Delta,VOC,394,0
1,2021-07-28T23:31:37Z,2020-12-21,B.1.525,Eta,VOI,394,0
1,2021-07-28T23:31:37Z,2020-12-21,B.1.427/B.1.429,"",VOI,394,0
1,2021-07-28T23:31:37Z,2020-12-21,P.3,"",VOI,394,0
1,2021-07-28T23:31:37Z,2020-12-21,B.1.616,"",VOI,394,0
1,2021-07-28T23:31:37Z,2020-12-21,B.1.617.1,Kappa,VOI,394,0
1,2021-07-28T23:31:37Z,2020-12-21,B.1.620,"",VOI,394,0
1,2021-07-28T23:31:37Z,2020-12-21,B.1.621,"",VOI,394,0
1,2021-07-28T23:31:37Z,2020-12-21,C.37,Lambda,VOI,394,0
1,2021-07-28T23:31:37Z,2020-12-21,B.1.526,Iota,VUM,394,0
1,2021-07-28T23:31:37Z,2020-12-28,B.1.1.7,Alpha,VOC,335,9
1,2021-07-28T23:31:37Z,2020-12-28,B.1.1.7+S:E484K,"",VOC,335,0
1,2021-07-28T23:31:37Z,2020-12-28,B.1.351,Beta,VOC,335,1
1,2021-07-28T23:31:37Z,2020-12-28,P.1,Gamma,VOC,335,0
1,2021-07-28T23:31:37Z,2020-12-28,B.1.617.2,Delta,VOC,335,0
1,2021-07-28T23:31:37Z,2020-12-28,B.1.525,Eta,VOI,335,0
1,2021-07-28T23:31:37Z,2020-12-28,B.1.427/B.1.429,"",VOI,335,0
1,2021-07-28T23:31:37Z,2020-12-28,P.3,"",VOI,335,0
1,2021-07-28T23:31:37Z,2020-12-28,B.1.616,"",VOI,335,0
1,2021-07-28T23:31:37Z,2020-12-28,B.1.617.1,Kappa,VOI,335,0
1,2021-07-28T23:31:37Z,2020-12-28,B.1.620,"",VOI,335,0
1,2021-07-28T23:31:37Z,2020-12-28,B.1.621,"",VOI,335,0
1,2021-07-28T23:31:37Z,2020-12-28,C.37,Lambda,VOI,335,0
1,2021-07-28T23:31:37Z,2020-12-28,B.1.526,Iota,VUM,335,0
1,2021-07-28T23:31:37Z,2021-01-04,B.1.1.7,Alpha,VOC,531,49
1,2021-07-28T23:31:37Z,2021-01-04,B.1.1.7+S:E484K,"",VOC,531,0
1,2021-07-28T23:31:37Z,2021-01-04,B.1.351,Beta,VOC,531,0
1,2021-07-28T23:31:37Z,2021-01-04,P.1,Gamma,VOC,531,0
1,2021-07-28T23:31:37Z,2021-01-04,B.1.617.2,Delta,VOC,531,4
1,2021-07-28T23:31:37Z,2021-01-04,B.1.525,Eta,VOI,531,0
1,2021-07-28T23:31:37Z,2021-01-04,B.1.427/B.1.429,"",VOI,531,0
1,2021-07-28T23:31:37Z,2021-01-04,P.3,"",VOI,531,0
1,2021-07-28T23:31:37Z,2021-01-04,B.1.616,"",VOI,531,0
1,2021-07-28T23:31:37Z,2021-01-04,B.1.617.1,Kappa,VOI,531,0
1,2021-07-28T23:31:37Z,2021-01-04,B.1.620,"",VOI,531,0
1,2021-07-28T23:31:37Z,2021-01-04,B.1.621,"",VOI,531,0
1,2021-07-28T23:31:37Z,2021-01-04,C.37,Lambda,VOI,531,0
1,2021-07-28T23:31:37Z,2021-01-04,B.1.526,Iota,VUM,531,0
1,2021-07-28T23:31:37Z,2021-01-11,B.1.1.7,Alpha,VOC,494,61
1,2021-07-28T23:31:37Z,2021-01-11,B.1.1.7+S:E484K,"",VOC,494,0
1,2021-07-28T23:31:37Z,2021-01-11,B.1.351,Beta,VOC,494,3
1,2021-07-28T23:31:37Z,2021-01-11,P.1,Gamma,VOC,494,0
1,2021-07-28T23:31:37Z,2021-01-11,B.1.617.2,Delta,VOC,494,0
1,2021-07-28T23:31:37Z,2021-01-11,B.1.525,Eta,VOI,494,0
1,2021-07-28T23:31:37Z,2021-01-11,B.1.427/B.1.429,"",VOI,494,0
1,2021-07-28T23:31:37Z,2021-01-11,P.3,"",VOI,494,0
1,2021-07-28T23:31:37Z,2021-01-11,B.1.616,"",VOI,494,0
1,2021-07-28T23:31:37Z,2021-01-11,B.1.617.1,Kappa,VOI,494,0
1,2021-07-28T23:31:37Z,2021-01-11,B.1.620,"",VOI,494,0
1,2021-07-28T23:31:37Z,2021-01-11,B.1.621,"",VOI,494,0
1,2021-07-28T23:31:37Z,2021-01-11,C.37,Lambda,VOI,494,0
1,2021-07-28T23:31:37Z,2021-01-11,B.1.526,Iota,VUM,494,0
1,2021-07-28T23:31:37Z,2021-01-18,B.1.1.7,Alpha,VOC,782,157
1,2021-07-28T23:31:37Z,2021-01-18,B.1.1.7+S:E484K,"",VOC,782,0
1,2021-07-28T23:31:37Z,2021-01-18,B.1.351,Beta,VOC,782,3
1,2021-07-28T23:31:37Z,2021-01-18,P.1,Gamma,VOC,782,0
1,2021-07-28T23:31:37Z,2021-01-18,B.1.617.2,Delta,VOC,782,0
1,2021-07-28T23:31:37Z,2021-01-18,B.1.525,Eta,VOI,782,0
1,2021-07-28T23:31:37Z,2021-01-18,B.1.427/B.1.429,"",VOI,782,0
1,2021-07-28T23:31:37Z,2021-01-18,P.3,"",VOI,782,0
1,2021-07-28T23:31:37Z,2021-01-18,B.1.616,"",VOI,782,0
1,2021-07-28T23:31:37Z,2021-01-18,B.1.617.1,Kappa,VOI,782,0
1,2021-07-28T23:31:37Z,2021-01-18,B.1.620,"",VOI,782,0
1,2021-07-28T23:31:37Z,2021-01-18,B.1.621,"",VOI,782,0
1,2021-07-28T23:31:37Z,2021-01-18,C.37,Lambda,VOI,782,0
1,2021-07-28T23:31:37Z,2021-01-18,B.1.526,Iota,VUM,782,0
1,2021-07-28T23:31:37Z,2021-01-25,B.1.1.7,Alpha,VOC,1093,225
1,2021-07-28T23:31:37Z,2021-01-25,B.1.1.7+S:E484K,"",VOC,1093,0
1,2021-07-28T23:31:37Z,2021-01-25,B.1.351,Beta,VOC,1093,14
1,2021-07-28T23:31:37Z,2021-01-25,P.1,Gamma,VOC,1093,1
1,2021-07-28T23:31:37Z,2021-01-25,B.1.617.2,Delta,VOC,1093,0
1,2021-07-28T23:31:37Z,2021-01-25,B.1.525,Eta,VOI,1093,0
1,2021-07-28T23:31:37Z,2021-01-25,B.1.427/B.1.429,"",VOI,1093,0
1,2021-07-28T23:31:37Z,2021-01-25,P.3,"",VOI,1093,0
1,2021-07-28T23:31:37Z,2021-01-25,B.1.616,"",VOI,1093,0
1,2021-07-28T23:31:37Z,2021-01-25,B.1.617.1,Kappa,VOI,1093,0
1,2021-07-28T23:31:37Z,2021-01-25,B.1.620,"",VOI,1093,0
1,2021-07-28T23:31:37Z,2021-01-25,B.1.621,"",VOI,1093,0
1,2021-07-28T23:31:37Z,2021-01-25,C.37,Lambda,VOI,1093,0
1,2021-07-28T23:31:37Z,2021-01-25,B.1.526,Iota,VUM,1093,0
1,2021-07-28T23:31:37Z,2021-02-01,B.1.1.7,Alpha,VOC,1170,302
1,2021-07-28T23:31:37Z,2021-02-01,B.1.1.7+S:E484K,"",VOC,1170,1
1,2021-07-28T23:31:37Z,2021-02-01,B.1.351,Beta,VOC,1170,19
1,2021-07-28T23:31:37Z,2021-02-01,P.1,Gamma,VOC,1170,0
1,2021-07-28T23:31:37Z,2021-02-01,B.1.617.2,Delta,VOC,1170,0
1,2021-07-28T23:31:37Z,2021-02-01,B.1.525,Eta,VOI,1170,2
1,2021-07-28T23:31:37Z,2021-02-01,B.1.427/B.1.429,"",VOI,1170,0
1,2021-07-28T23:31:37Z,2021-02-01,P.3,"",VOI,1170,0
1,2021-07-28T23:31:37Z,2021-02-01,B.1.616,"",VOI,1170,0
1,2021-07-28T23:31:37Z,2021-02-01,B.1.617.1,Kappa,VOI,1170,0
1,2021-07-28T23:31:37Z,2021-02-01,B.1.620,"",VOI,1170,0
1,2021-07-28T23:31:37Z,2021-02-01,B.1.621,"",VOI,1170,0
1,2021-07-28T23:31:37Z,2021-02-01,C.37,Lambda,VOI,1170,0
1,2021-07-28T23:31:37Z,2021-02-01,B.1.526,Iota,VUM,1170,0
1,2021-07-28T23:31:37Z,2021-02-08,B.1.1.7,Alpha,VOC,1282,406
1,2021-07-28T23:31:37Z,2021-02-08,B.1.1.7+S:E484K,"",VOC,1282,0
1,2021-07-28T23:31:37Z,2021-02-08,B.1.351,Beta,VOC,1282,32
1,2021-07-28T23:31:37Z,2021-02-08,P.1,Gamma,VOC,1282,0
1,2021-07-28T23:31:37Z,2021-02-08,B.1.617.2,Delta,VOC,1282,0
1,2021-07-28T23:31:37Z,2021-02-08,B.1.525,Eta,VOI,1282,1
1,2021-07-28T23:31:37Z,2021-02-08,B.1.427/B.1.429,"",VOI,1282,0
1,2021-07-28T23:31:37Z,2021-02-08,P.3,"",VOI,1282,0
1,2021-07-28T23:31:37Z,2021-02-08,B.1.616,"",VOI,1282,0
1,2021-07-28T23:31:37Z,2021-02-08,B.1.617.1,Kappa,VOI,1282,0
1,2021-07-28T23:31:37Z,2021-02-08,B.1.620,"",VOI,1282,0
1,2021-07-28T23:31:37Z,2021-02-08,B.1.621,"",VOI,1282,0
1,2021-07-28T23:31:37Z,2021-02-08,C.37,Lambda,VOI,1282,0
1,2021-07-28T23:31:37Z,2021-02-08,B.1.526,Iota,VUM,1282,0
1,2021-07-28T23:31:37Z,2021-02-15,B.1.1.7,Alpha,VOC,1353,656
1,2021-07-28T23:31:37Z,2021-02-15,B.1.1.7+S:E484K,"",VOC,1353,1
1,2021-07-28T23:31:37Z,2021-02-15,B.1.351,Beta,VOC,1353,32
1,2021-07-28T23:31:37Z,2021-02-15,P.1,Gamma,VOC,1353,1
1,2021-07-28T23:31:37Z,2021-02-15,B.1.617.2,Delta,VOC,1353,0
1,2021-07-28T23:31:37Z,2021-02-15,B.1.525,Eta,VOI,1353,4
1,2021-07-28T23:31:37Z,2021-02-15,B.1.427/B.1.429,"",VOI,1353,0
1,2021-07-28T23:31:37Z,2021-02-15,P.3,"",VOI,1353,0
1,2021-07-28T23:31:37Z,2021-02-15,B.1.616,"",VOI,1353,0
1,2021-07-28T23:31:37Z,2021-02-15,B.1.617.1,Kappa,VOI,1353,0
1,2021-07-28T23:31:37Z,2021-02-15,B.1.620,"",VOI,1353,0
1,2021-07-28T23:31:37Z,2021-02-15,B.1.621,"",VOI,1353,0
1,2021-07-28T23:31:37Z,2021-02-15,C.37,Lambda,VOI,1353,0
1,2021-07-28T23:31:37Z,2021-02-15,B.1.526,Iota,VUM,1353,0
1,2021-07-28T23:31:37Z,2021-02-22,B.1.1.7,Alpha,VOC,1276,799
1,2021-07-28T23:31:37Z,2021-02-22,B.1.1.7+S:E484K,"",VOC,1276,1
1,2021-07-28T23:31:37Z,2021-02-22,B.1.351,Beta,VOC,1276,19
1,2021-07-28T23:31:37Z,2021-02-22,P.1,Gamma,VOC,1276,3
1,2021-07-28T23:31:37Z,2021-02-22,B.1.617.2,Delta,VOC,1276,0
1,2021-07-28T23:31:37Z,2021-02-22,B.1.525,Eta,VOI,1276,0
1,2021-07-28T23:31:37Z,2021-02-22,B.1.427/B.1.429,"",VOI,1276,0
1,2021-07-28T23:31:37Z,2021-02-22,P.3,"",VOI,1276,1
1,2021-07-28T23:31:37Z,2021-02-22,B.1.616,"",VOI,1276,0
1,2021-07-28T23:31:37Z,2021-02-22,B.1.617.1,Kappa,VOI,1276,0
1,2021-07-28T23:31:37Z,2021-02-22,B.1.620,"",VOI,1276,0
1,2021-07-28T23:31:37Z,2021-02-22,B.1.621,"",VOI,1276,0
1,2021-07-28T23:31:37Z,2021-02-22,C.37,Lambda,VOI,1276,0
1,2021-07-28T23:31:37Z,2021-02-22,B.1.526,Iota,VUM,1276,0
1,2021-07-28T23:31:37Z,2021-03-01,B.1.1.7,Alpha,VOC,1800,1276
1,2021-07-28T23:31:37Z,2021-03-01,B.1.1.7+S:E484K,"",VOC,1800,2
1,2021-07-28T23:31:37Z,2021-03-01,B.1.351,Beta,VOC,1800,25
1,2021-07-28T23:31:37Z,2021-03-01,P.1,Gamma,VOC,1800,11
1,2021-07-28T23:31:37Z,2021-03-01,B.1.617.2,Delta,VOC,1800,4
1,2021-07-28T23:31:37Z,2021-03-01,B.1.525,Eta,VOI,1800,7
1,2021-07-28T23:31:37Z,2021-03-01,B.1.427/B.1.429,"",VOI,1800,2
1,2021-07-28T23:31:37Z,2021-03-01,P.3,"",VOI,1800,0
1,2021-07-28T23:31:37Z,2021-03-01,B.1.616,"",VOI,1800,0
1,2021-07-28T23:31:37Z,2021-03-01,B.1.617.1,Kappa,VOI,1800,0
1,2021-07-28T23:31:37Z,2021-03-01,B.1.620,"",VOI,1800,0
1,2021-07-28T23:31:37Z,2021-03-01,B.1.621,"",VOI,1800,0
1,2021-07-28T23:31:37Z,2021-03-01,C.37,Lambda,VOI,1800,0
1,2021-07-28T23:31:37Z,2021-03-01,B.1.526,Iota,VUM,1800,0
1,2021-07-28T23:31:37Z,2021-03-08,B.1.1.7,Alpha,VOC,2177,1734
1,2021-07-28T23:31:37Z,2021-03-08,B.1.1.7+S:E484K,"",VOC,2177,1
1,2021-07-28T23:31:37Z,2021-03-08,B.1.351,Beta,VOC,2177,56
1,2021-07-28T23:31:37Z,2021-03-08,P.1,Gamma,VOC,2177,15
1,2021-07-28T23:31:37Z,2021-03-08,B.1.617.2,Delta,VOC,2177,0
1,2021-07-28T23:31:37Z,2021-03-08,B.1.525,Eta,VOI,2177,5
1,2021-07-28T23:31:37Z,2021-03-08,B.1.427/B.1.429,"",VOI,2177,2
1,2021-07-28T23:31:37Z,2021-03-08,P.3,"",VOI,2177,0
1,2021-07-28T23:31:37Z,2021-03-08,B.1.616,"",VOI,2177,0
1,2021-07-28T23:31:37Z,2021-03-08,B.1.617.1,Kappa,VOI,2177,0
1,2021-07-28T23:31:37Z,2021-03-08,B.1.620,"",VOI,2177,0
1,2021-07-28T23:31:37Z,2021-03-08,B.1.621,"",VOI,2177,0
1,2021-07-28T23:31:37Z,2021-03-08,C.37,Lambda,VOI,2177,0
1,2021-07-28T23:31:37Z,2021-03-08,B.1.526,Iota,VUM,2177,0
1,2021-07-28T23:31:37Z,2021-03-15,B.1.1.7,Alpha,VOC,1767,1406
1,2021-07-28T23:31:37Z,2021-03-15,B.1.1.7+S:E484K,"",VOC,1767,0
1,2021-07-28T23:31:37Z,2021-03-15,B.1.351,Beta,VOC,1767,55
1,2021-07-28T23:31:37Z,2021-03-15,P.1,Gamma,VOC,1767,23
1,2021-07-28T23:31:37Z,2021-03-15,B.1.617.2,Delta,VOC,1767,0
1,2021-07-28T23:31:37Z,2021-03-15,B.1.525,Eta,VOI,1767,2
1,2021-07-28T23:31:37Z,2021-03-15,B.1.427/B.1.429,"",VOI,1767,0
1,2021-07-28T23:31:37Z,2021-03-15,P.3,"",VOI,1767,0
1,2021-07-28T23:31:37Z,2021-03-15,B.1.616,"",VOI,1767,0
1,2021-07-28T23:31:37Z,2021-03-15,B.1.617.1,Kappa,VOI,1767,0
1,2021-07-28T23:31:37Z,2021-03-15,B.1.620,"",VOI,1767,0
1,2021-07-28T23:31:37Z,2021-03-15,B.1.621,"",VOI,1767,0
1,2021-07-28T23:31:37Z,2021-03-15,C.37,Lambda,VOI,1767,0
1,2021-07-28T23:31:37Z,2021-03-15,B.1.526,Iota,VUM,1767,0
1,2021-07-28T23:31:37Z,2021-03-22,B.1.1.7,Alpha,VOC,1902,1498
1,2021-07-28T23:31:37Z,2021-03-22,B.1.1.7+S:E484K,"",VOC,1902,0
1,2021-07-28T23:31:37Z,2021-03-22,B.1.351,Beta,VOC,1902,39
1,2021-07-28T23:31:37Z,2021-03-22,P.1,Gamma,VOC,1902,23
1,2021-07-28T23:31:37Z,2021-03-22,B.1.617.2,Delta,VOC,1902,0
1,2021-07-28T23:31:37Z,2021-03-22,B.1.525,Eta,VOI,1902,0
1,2021-07-28T23:31:37Z,2021-03-22,B.1.427/B.1.429,"",VOI,1902,2
1,2021-07-28T23:31:37Z,2021-03-22,P.3,"",VOI,1902,2
1,2021-07-28T23:31:37Z,2021-03-22,B.1.616,"",VOI,1902,0
1,2021-07-28T23:31:37Z,2021-03-22,B.1.617.1,Kappa,VOI,1902,0
1,2021-07-28T23:31:37Z,2021-03-22,B.1.620,"",VOI,1902,0
1,2021-07-28T23:31:37Z,2021-03-22,B.1.621,"",VOI,1902,0
1,2021-07-28T23:31:37Z,2021-03-22,C.37,Lambda,VOI,1902,0
1,2021-07-28T23:31:37Z,2021-03-22,B.1.526,Iota,VUM,1902,0
1,2021-07-28T23:31:37Z,2021-03-29,B.1.1.7,Alpha,VOC,1954,1638
1,2021-07-28T23:31:37Z,2021-03-29,B.1.1.7+S:E484K,"",VOC,1954,3
1,2021-07-28T23:31:37Z,2021-03-29,B.1.351,Beta,VOC,1954,40
1,2021-07-28T23:31:37Z,2021-03-29,P.1,Gamma,VOC,1954,15
1,2021-07-28T23:31:37Z,2021-03-29,B.1.617.2,Delta,VOC,1954,0
1,2021-07-28T23:31:37Z,2021-03-29,B.1.525,Eta,VOI,1954,1
1,2021-07-28T23:31:37Z,2021-03-29,B.1.427/B.1.429,"",VOI,1954,1
1,2021-07-28T23:31:37Z,2021-03-29,P.3,"",VOI,1954,1
1,2021-07-28T23:31:37Z,2021-03-29,B.1.616,"",VOI,1954,0
1,2021-07-28T23:31:37Z,2021-03-29,B.1.617.1,Kappa,VOI,1954,0
1,2021-07-28T23:31:37Z,2021-03-29,B.1.620,"",VOI,1954,0
1,2021-07-28T23:31:37Z,2021-03-29,B.1.621,"",VOI,1954,0
1,2021-07-28T23:31:37Z,2021-03-29,C.37,Lambda,VOI,1954,0
1,2021-07-28T23:31:37Z,2021-03-29,B.1.526,Iota,VUM,1954,0
1,2021-07-28T23:31:37Z,2021-04-05,B.1.1.7,Alpha,VOC,1744,1468
1,2021-07-28T23:31:37Z,2021-04-05,B.1.1.7+S:E484K,"",VOC,1744,2
1,2021-07-28T23:31:37Z,2021-04-05,B.1.351,Beta,VOC,1744,28
1,2021-07-28T23:31:37Z,2021-04-05,P.1,Gamma,VOC,1744,23
1,2021-07-28T23:31:37Z,2021-04-05,B.1.617.2,Delta,VOC,1744,1
1,2021-07-28T23:31:37Z,2021-04-05,B.1.525,Eta,VOI,1744,2
1,2021-07-28T23:31:37Z,2021-04-05,B.1.427/B.1.429,"",VOI,1744,0
1,2021-07-28T23:31:37Z,2021-04-05,P.3,"",VOI,1744,0
1,2021-07-28T23:31:37Z,2021-04-05,B.1.616,"",VOI,1744,0
1,2021-07-28T23:31:37Z,2021-04-05,B.1.617.1,Kappa,VOI,1744,2
1,2021-07-28T23:31:37Z,2021-04-05,B.1.620,"",VOI,1744,0
1,2021-07-28T23:31:37Z,2021-04-05,B.1.621,"",VOI,1744,1
1,2021-07-28T23:31:37Z,2021-04-05,C.37,Lambda,VOI,1744,0
1,2021-07-28T23:31:37Z,2021-04-05,B.1.526,Iota,VUM,1744,0
1,2021-07-28T23:31:37Z,2021-04-12,B.1.1.7,Alpha,VOC,1814,1602
1,2021-07-28T23:31:37Z,2021-04-12,B.1.1.7+S:E484K,"",VOC,1814,6
1,2021-07-28T23:31:37Z,2021-04-12,B.1.351,Beta,VOC,1814,19
1,2021-07-28T23:31:37Z,2021-04-12,P.1,Gamma,VOC,1814,21
1,2021-07-28T23:31:37Z,2021-04-12,B.1.617.2,Delta,VOC,1814,1
1,2021-07-28T23:31:37Z,2021-04-12,B.1.525,Eta,VOI,1814,1
1,2021-07-28T23:31:37Z,2021-04-12,B.1.427/B.1.429,"",VOI,1814,0
1,2021-07-28T23:31:37Z,2021-04-12,P.3,"",VOI,1814,0
1,2021-07-28T23:31:37Z,2021-04-12,B.1.616,"",VOI,1814,0
1,2021-07-28T23:31:37Z,2021-04-12,B.1.617.1,Kappa,VOI,1814,1
1,2021-07-28T23:31:37Z,2021-04-12,B.1.620,"",VOI,1814,0
1,2021-07-28T23:31:37Z,2021-04-12,B.1.621,"",VOI,1814,1
1,2021-07-28T23:31:37Z,2021-04-12,C.37,Lambda,VOI,1814,0
1,2021-07-28T23:31:37Z,2021-04-12,B.1.526,Iota,VUM,1814,0
1,2021-07-28T23:31:37Z,2021-04-19,B.1.1.7,Alpha,VOC,1873,1498
1,2021-07-28T23:31:37Z,2021-04-19,B.1.1.7+S:E484K,"",VOC,1873,7
1,2021-07-28T23:31:37Z,2021-04-19,B.1.351,Beta,VOC,1873,18
1,2021-07-28T23:31:37Z,2021-04-19,P.1,Gamma,VOC,1873,27
1,2021-07-28T23:31:37Z,2021-04-19,B.1.617.2,Delta,VOC,1873,1
1,2021-07-28T23:31:37Z,2021-04-19,B.1.525,Eta,VOI,1873,4
1,2021-07-28T23:31:37Z,2021-04-19,B.1.427/B.1.429,"",VOI,1873,0
1,2021-07-28T23:31:37Z,2021-04-19,P.3,"",VOI,1873,0
1,2021-07-28T23:31:37Z,2021-04-19,B.1.616,"",VOI,1873,0
