"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,45,6,54,"2022-04-10"
"<20",2,0,46,6,54,"2022-04-11"
"<20",2,0,46,6,54,"2022-04-12"
"<20",2,0,46,6,54,"2022-04-13"
"<20",2,0,46,6,54,"2022-04-14"
"<20",2,0,46,6,54,"2022-04-15"
"<20",2,0,46,6,54,"2022-04-16"
"<20",2,0,46,6,54,"2022-04-17"
"<20",2,0,46,6,54,"2022-04-18"
"<20",2,0,46,6,54,"2022-04-19"
"<20",2,0,46,6,54,"2022-04-20"
"<20",2,0,46,6,54,"2022-04-21"
"<20",2,0,46,6,54,"2022-04-22"
"<20",2,0,46,6,54,"2022-04-23"
"<20",2,0,46,6,54,"2022-04-25"
"<20",2,0,46,6,54,"2022-04-26"
"<20",2,0,46,6,54,"2022-04-27"
"<20",2,0,46,6,54,"2022-04-28"
"<20",2,0,46,6,54,"2022-04-29"
"<20",2,0,46,6,54,"2022-05-02"
"<20",2,0,46,6,54,"2022-05-03"
"<20",2,0,46,6,54,"2022-05-04"
"<20",2,0,46,6,54,"2022-05-06"
"<20",2,0,46,6,54,"2022-05-09"
"<20",2,1,46,6,55,"2022-05-10"
"<20",2,1,46,6,55,"2022-05-11"
"<20",2,1,46,6,55,"2022-05-12"
"<20",2,1,46,6,55,"2022-05-13"
"<20",2,1,46,6,55,"2022-05-16"
"<20",2,1,46,6,55,"2022-05-17"
"<20",2,1,46,6,55,"2022-05-18"
"<20",2,1,46,6,55,"2022-05-19"
"<20",2,0,46,6,54,"2022-05-20"
"<20",2,0,46,6,54,"2022-05-23"
"<20",2,0,46,6,54,"2022-05-24"
"<20",2,0,46,6,54,"2022-05-25"
"<20",2,0,46,6,54,"2022-05-27"
"<20",2,1,46,6,55,"2022-05-30"
"<20",2,1,46,6,55,"2022-05-31"
"<20",2,1,46,6,55,"2022-06-01"
"<20",2,1,46,6,55,"2022-06-02"
"<20",2,1,46,6,55,"2022-06-03"
"<20",2,1,46,6,55,"2022-06-07"
"<20",2,1,46,6,55,"2022-06-08"
"<20",2,1,46,6,55,"2022-06-09"
"<20",2,1,46,6,55,"2022-06-10"
"<20",2,1,46,6,55,"2022-06-13"
"<20",2,1,46,6,55,"2022-06-14"
"<20",3,0,46,6,55,"2022-06-15"
"<20",3,0,46,6,55,"2022-06-16"
"<20",3,0,46,6,55,"2022-06-17"
"<20",3,0,46,6,55,"2022-06-20"
"<20",3,0,46,6,55,"2022-06-21"
"<20",3,0,46,6,55,"2022-06-22"
"<20",3,1,46,6,56,"2022-06-23"
"<20",3,1,46,6,56,"2022-06-24"
"<20",3,0,46,7,56,"2022-06-27"
"<20",3,0,46,7,56,"2022-06-28"
"<20",3,0,46,7,56,"2022-06-29"
"<20",3,0,46,7,56,"2022-06-30"
"<20",3,0,46,7,56,"2022-07-01"
"<20",3,0,46,7,56,"2022-07-04"
"<20",3,0,46,7,56,"2022-07-05"
"<20",3,0,46,7,56,"2022-07-06"
"<20",3,1,46,7,57,"2022-07-07"
"<20",3,1,46,7,57,"2022-07-08"
"<20",3,1,46,7,57,"2022-07-11"
"<20",3,1,46,7,57,"2022-07-12"
"<20",3,1,46,7,57,"2022-07-13"
"<20",3,1,46,7,57,"2022-07-14"
"<20",3,0,47,7,57,"2022-07-15"
"<20",3,0,47,7,57,"2022-07-18"
"<20",3,0,47,7,57,"2022-07-19"
"<20",3,1,47,7,58,"2022-07-20"
"<20",3,0,47,7,57,"2022-07-21"
"<20",3,0,47,7,57,"2022-07-22"
"<20",3,0,47,7,57,"2022-07-25"
"<20",3,0,47,7,57,"2022-07-26"
"<20",3,0,47,7,57,"2022-07-27"
"<20",3,1,47,7,58,"2022-07-28"
"<20",3,1,47,7,58,"2022-07-29"
"<20",3,1,48,7,59,"2022-08-01"
"<20",3,1,48,7,59,"2022-08-02"
"<20",3,1,48,7,59,"2022-08-03"
"<20",3,1,48,7,59,"2022-08-04"
"<20",3,1,48,7,59,"2022-08-05"
"<20",3,1,48,7,59,"2022-08-08"
"<20",2,1,49,7,59,"2022-08-09"
"<20",3,1,49,7,60,"2022-08-10"
"<20",3,1,49,7,60,"2022-08-11"
"<20",2,1,50,7,60,"2022-08-12"
"<20",2,1,50,7,60,"2022-08-15"
"<20",3,0,50,7,60,"2022-08-16"
"<20",3,0,50,7,60,"2022-08-17"
"<20",3,0,50,7,60,"2022-08-18"
"<20",3,0,50,7,60,"2022-08-19"
"<20",3,0,50,7,60,"2022-08-22"
"<20",3,0,50,7,60,"2022-08-23"
"<20",3,0,50,7,60,"2022-08-24"
"<20",3,1,50,7,61,"2022-08-25"
"<20",3,1,50,7,61,"2022-08-26"
"<20",3,1,51,7,62,"2022-08-29"
"<20",3,0,50,7,60,"2022-08-30"
"<20",3,0,50,7,60,"2022-08-31"
"<20",3,0,50,7,60,"2022-09-01"
"<20",3,0,50,7,60,"2022-09-02"
"<20",3,0,50,7,60,"2022-09-05"
"<20",3,0,50,7,60,"2022-09-06"
"<20",3,0,50,7,60,"2022-09-07"
"<20",3,0,50,7,60,"2022-09-08"
"<20",3,0,50,7,60,"2022-09-09"
"<20",3,0,50,7,60,"2022-09-12"
"<20",3,0,50,7,60,"2022-09-13"
"<20",3,0,50,7,60,"2022-09-14"
"<20",3,0,50,7,60,"2022-09-15"
"<20",3,0,50,7,60,"2022-09-16"
"<20",3,0,51,7,61,"2022-09-19"
"<20",3,0,51,7,61,"2022-09-20"
"<20",3,0,51,7,61,"2022-09-21"
"<20",3,0,51,7,61,"2022-09-22"
"<20",3,0,51,7,61,"2022-09-23"
"<20",3,0,51,7,61,"2022-09-26"
"<20",3,0,51,7,61,"2022-09-27"
"<20",3,0,51,7,61,"2022-09-28"
"<20",3,0,51,7,61,"2022-09-29"
"<20",3,0,51,7,61,"2022-09-30"
"<20",3,0,51,7,61,"2022-10-03"
"<20",3,0,51,7,61,"2022-10-04"
"<20",3,0,51,7,61,"2022-10-05"
"<20",3,0,51,7,61,"2022-10-06"
"<20",3,0,51,7,61,"2022-10-07"
"<20",3,0,51,7,61,"2022-10-10"
"<20",3,0,51,7,61,"2022-10-11"
"<20",3,0,51,7,61,"2022-10-12"
"<20",3,0,51,7,61,"2022-10-13"
"<20",3,0,51,7,61,"2022-10-14"
"<20",3,0,51,7,61,"2022-10-17"
"<20",3,0,51,7,61,"2022-10-18"
"<20",3,0,51,7,61,"2022-10-19"
"<20",3,0,51,7,61,"2022-10-20"
"<20",3,0,51,7,61,"2022-10-21"
"<20",4,0,51,7,62,"2022-10-24"
"<20",3,1,52,7,63,"2022-10-25"
"<20",4,0,52,7,63,"2022-10-26"
"<20",4,0,52,7,63,"2022-10-27"
"<20",3,0,53,7,63,"2022-10-31"
"<20",3,0,53,7,63,"2022-11-01"
"<20",3,0,53,7,63,"2022-11-02"
"<20",3,2,53,7,65,"2022-11-03"
"<20",3,1,53,7,64,"2022-11-04"
"<20",3,2,53,7,65,"2022-11-07"
"<20",3,2,54,7,66,"2022-11-08"
"<20",4,0,54,7,65,"2022-11-09"
"<20",3,0,55,7,65,"2022-11-10"
"<20",3,0,55,7,65,"2022-11-11"
"<20",3,0,55,7,65,"2022-11-14"
"<20",3,0,55,7,65,"2022-11-15"
"<20",2,0,56,7,65,"2022-11-16"
"<20",2,0,56,7,65,"2022-11-17"
"<20",2,0,56,7,65,"2022-11-18"
"<20",2,0,56,7,65,"2022-11-21"
"<20",2,0,56,7,65,"2022-11-22"
"<20",2,1,56,7,66,"2022-11-23"
"<20",2,0,56,7,65,"2022-11-24"
"<20",2,0,56,7,65,"2022-11-25"
"<20",2,1,56,7,66,"2022-11-28"
"<20",2,0,56,7,65,"2022-11-29"
"<20",2,0,56,7,65,"2022-11-30"
"<20",2,0,57,7,66,"2022-12-01"
"<20",2,0,57,7,66,"2022-12-02"
"<20",2,1,57,7,67,"2022-12-05"
"<20",2,1,57,7,67,"2022-12-06"
"<20",3,0,57,7,67,"2022-12-07"
"<20",3,0,57,7,67,"2022-12-08"
"<20",3,0,57,7,67,"2022-12-09"
"<20",3,0,57,7,67,"2022-12-12"
"<20",2,0,58,7,67,"2022-12-13"
"<20",2,0,58,7,67,"2022-12-14"
"<20",2,0,58,7,67,"2022-12-15"
"<20",2,0,58,7,67,"2022-12-16"
"<20",2,0,58,7,67,"2022-12-19"
"<20",1,0,59,7,67,"2022-12-20"
"<20",1,0,59,7,67,"2022-12-21"
"<20",1,0,59,7,67,"2022-12-22"
