Version,Date_of_report,Date_of_publication,Security_region_name,Security_region_code,Source_and_contact_tracing_phase,Total_reported,Reports_with_settings,Setting_reported,Number_settings_reported
4,2022-03-02T10:00:00Z,2021-03-23,Limburg-Noord,VR23,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-23,Limburg-Zuid,VR24,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-23,Flevoland,VR25,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Onbekend,Onbekend,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Groningen,VR01,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Fryslân,VR02,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Drenthe,VR03,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,IJsselland,VR04,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Twente,VR05,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Noord- en Oost-Gelderland,VR06,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Gelderland-Midden,VR07,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Gelderland-Zuid,VR08,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Utrecht,VR09,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Noord-Holland-Noord,VR10,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Zaanstreek-Waterland,VR11,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Kennemerland,VR12,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Amsterdam-Amstelland,VR13,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Gooi en Vechtstreek,VR14,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Haaglanden,VR15,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Hollands-Midden,VR16,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Rotterdam-Rijnmond,VR17,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Zuid-Holland-Zuid,VR18,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Zeeland,VR19,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Midden- en West-Brabant,VR20,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Brabant-Noord,VR21,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Brabant-Zuidoost,VR22,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Limburg-Noord,VR23,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Limburg-Zuid,VR24,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-24,Flevoland,VR25,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Onbekend,Onbekend,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Groningen,VR01,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Fryslân,VR02,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Drenthe,VR03,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,IJsselland,VR04,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Twente,VR05,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Noord- en Oost-Gelderland,VR06,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Gelderland-Midden,VR07,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Gelderland-Zuid,VR08,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Utrecht,VR09,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Noord-Holland-Noord,VR10,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Zaanstreek-Waterland,VR11,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Kennemerland,VR12,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Amsterdam-Amstelland,VR13,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Gooi en Vechtstreek,VR14,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Haaglanden,VR15,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Hollands-Midden,VR16,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Rotterdam-Rijnmond,VR17,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Zuid-Holland-Zuid,VR18,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Zeeland,VR19,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Midden- en West-Brabant,VR20,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Brabant-Noord,VR21,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Brabant-Zuidoost,VR22,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Limburg-Noord,VR23,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Limburg-Zuid,VR24,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-25,Flevoland,VR25,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Onbekend,Onbekend,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Groningen,VR01,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Fryslân,VR02,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Drenthe,VR03,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,IJsselland,VR04,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Twente,VR05,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Noord- en Oost-Gelderland,VR06,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Gelderland-Midden,VR07,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Gelderland-Zuid,VR08,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Utrecht,VR09,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Noord-Holland-Noord,VR10,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Zaanstreek-Waterland,VR11,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Kennemerland,VR12,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Amsterdam-Amstelland,VR13,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Gooi en Vechtstreek,VR14,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Haaglanden,VR15,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Hollands-Midden,VR16,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Rotterdam-Rijnmond,VR17,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Zuid-Holland-Zuid,VR18,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Zeeland,VR19,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Midden- en West-Brabant,VR20,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Brabant-Noord,VR21,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Brabant-Zuidoost,VR22,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Limburg-Noord,VR23,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Limburg-Zuid,VR24,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-26,Flevoland,VR25,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Onbekend,Onbekend,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Groningen,VR01,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Fryslân,VR02,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Drenthe,VR03,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,IJsselland,VR04,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Twente,VR05,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Noord- en Oost-Gelderland,VR06,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Gelderland-Midden,VR07,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Gelderland-Zuid,VR08,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Utrecht,VR09,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Noord-Holland-Noord,VR10,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Zaanstreek-Waterland,VR11,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Kennemerland,VR12,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Amsterdam-Amstelland,VR13,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Gooi en Vechtstreek,VR14,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Haaglanden,VR15,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Hollands-Midden,VR16,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Rotterdam-Rijnmond,VR17,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Zuid-Holland-Zuid,VR18,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Zeeland,VR19,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Midden- en West-Brabant,VR20,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Brabant-Noord,VR21,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Brabant-Zuidoost,VR22,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Limburg-Noord,VR23,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Limburg-Zuid,VR24,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-27,Flevoland,VR25,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Onbekend,Onbekend,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Groningen,VR01,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Fryslân,VR02,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Drenthe,VR03,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,IJsselland,VR04,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Twente,VR05,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Noord- en Oost-Gelderland,VR06,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Gelderland-Midden,VR07,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Gelderland-Zuid,VR08,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Utrecht,VR09,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Noord-Holland-Noord,VR10,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Zaanstreek-Waterland,VR11,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Kennemerland,VR12,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Amsterdam-Amstelland,VR13,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Gooi en Vechtstreek,VR14,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Haaglanden,VR15,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Hollands-Midden,VR16,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Rotterdam-Rijnmond,VR17,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Zuid-Holland-Zuid,VR18,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Zeeland,VR19,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Midden- en West-Brabant,VR20,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Brabant-Noord,VR21,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Brabant-Zuidoost,VR22,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Limburg-Noord,VR23,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Limburg-Zuid,VR24,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-28,Flevoland,VR25,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Onbekend,Onbekend,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Groningen,VR01,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Fryslân,VR02,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Drenthe,VR03,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,IJsselland,VR04,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Twente,VR05,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Noord- en Oost-Gelderland,VR06,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Gelderland-Midden,VR07,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Gelderland-Zuid,VR08,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Utrecht,VR09,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Noord-Holland-Noord,VR10,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Zaanstreek-Waterland,VR11,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Kennemerland,VR12,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Amsterdam-Amstelland,VR13,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Gooi en Vechtstreek,VR14,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Haaglanden,VR15,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Hollands-Midden,VR16,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Rotterdam-Rijnmond,VR17,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Zuid-Holland-Zuid,VR18,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Zeeland,VR19,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Midden- en West-Brabant,VR20,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Brabant-Noord,VR21,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Brabant-Zuidoost,VR22,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Limburg-Noord,VR23,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Limburg-Zuid,VR24,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-29,Flevoland,VR25,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Groningen,VR01,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Fryslân,VR02,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Drenthe,VR03,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,IJsselland,VR04,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Twente,VR05,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Noord- en Oost-Gelderland,VR06,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Gelderland-Midden,VR07,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Gelderland-Zuid,VR08,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Utrecht,VR09,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Noord-Holland-Noord,VR10,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Zaanstreek-Waterland,VR11,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Kennemerland,VR12,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Amsterdam-Amstelland,VR13,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Gooi en Vechtstreek,VR14,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Haaglanden,VR15,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Hollands-Midden,VR16,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Rotterdam-Rijnmond,VR17,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Zuid-Holland-Zuid,VR18,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Zeeland,VR19,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Midden- en West-Brabant,VR20,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Brabant-Noord,VR21,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Brabant-Zuidoost,VR22,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Limburg-Noord,VR23,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Limburg-Zuid,VR24,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-30,Flevoland,VR25,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Onbekend,Onbekend,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Groningen,VR01,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Fryslân,VR02,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Drenthe,VR03,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,IJsselland,VR04,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Twente,VR05,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Noord- en Oost-Gelderland,VR06,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Gelderland-Midden,VR07,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Gelderland-Zuid,VR08,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Utrecht,VR09,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Noord-Holland-Noord,VR10,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Zaanstreek-Waterland,VR11,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Kennemerland,VR12,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Amsterdam-Amstelland,VR13,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Gooi en Vechtstreek,VR14,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Haaglanden,VR15,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Hollands-Midden,VR16,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Rotterdam-Rijnmond,VR17,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Zuid-Holland-Zuid,VR18,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Zeeland,VR19,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Midden- en West-Brabant,VR20,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Brabant-Noord,VR21,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Brabant-Zuidoost,VR22,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Limburg-Noord,VR23,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Limburg-Zuid,VR24,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-03-31,Flevoland,VR25,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Onbekend,Onbekend,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Groningen,VR01,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Fryslân,VR02,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Drenthe,VR03,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,IJsselland,VR04,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Twente,VR05,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Noord- en Oost-Gelderland,VR06,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Gelderland-Midden,VR07,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Gelderland-Zuid,VR08,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Utrecht,VR09,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Noord-Holland-Noord,VR10,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Zaanstreek-Waterland,VR11,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Kennemerland,VR12,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Amsterdam-Amstelland,VR13,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Gooi en Vechtstreek,VR14,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Haaglanden,VR15,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Hollands-Midden,VR16,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Rotterdam-Rijnmond,VR17,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Zuid-Holland-Zuid,VR18,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Zeeland,VR19,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Midden- en West-Brabant,VR20,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Brabant-Noord,VR21,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Brabant-Zuidoost,VR22,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Limburg-Noord,VR23,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Limburg-Zuid,VR24,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-01,Flevoland,VR25,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Groningen,VR01,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Fryslân,VR02,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Drenthe,VR03,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,IJsselland,VR04,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Twente,VR05,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Noord- en Oost-Gelderland,VR06,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Gelderland-Midden,VR07,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Gelderland-Zuid,VR08,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Utrecht,VR09,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Noord-Holland-Noord,VR10,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Zaanstreek-Waterland,VR11,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Kennemerland,VR12,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Amsterdam-Amstelland,VR13,3,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Gooi en Vechtstreek,VR14,4,-9999,-9999,-9999,-9999
4,2022-03-02T10:00:00Z,2021-04-02,Haaglanden,VR15,3,-9999,-9999,-9999,-9999
