"date","IC_capaciteit_totaal","kliniek_capaciteit_totaal","IC_bezetting_covid","IC_bezetting_covid_internationaal","IC_bezetting_ontlabeld","IC_bezetting_noncovid","kliniek_bezetting_covid","kliniek_bezetting_ontlabeld","kliniek_bezetting_noncovid","IC_opnames_covid","kliniek_opnames_covid","Kliniek_Bedden_Nederland","IC_Bedden_COVID_Nederland","Totaal_Bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek","Kliniek_Bedden_7d","IC_Bedden_7d","Totaal_Bedden_7d","IC_Bedden_14d","Kliniek_Bedden_14d","Totaal_Bedden_14d","OMT_Check_IC_Bezetting","OMT_Check_Kliniek_Bezetting","OMT_Check_Totaal_Bezetting"
2022-01-25,1082,15458,162,0,90,550,645,266,12631,7,151,911,252,1163,9.57142857142857,121.714285714286,158,131.285714285714,252,11.2857142857143,100.142857142857,84.8,121.5,843.571428571429,279.142857142857,1122.71428571429,330.285714285714,946.142857142857,1276.42857142857,84.5,89.2,88
2022-01-24,1093,15280,179,0,83,507,639,240,11873,10,127,879,262,1141,9.57142857142857,114.428571428571,137,124,262,13.2857142857143,106.714285714286,72,107.2,839.571428571429,286.285714285714,1125.85714285714,342.285714285714,977.428571428571,1319.71428571429,83.6,85.9,85.3
2022-01-23,1087,14936,183,0,92,496,589,229,11280,8,92,818,275,1093,9.71428571428571,108,100,117.714285714286,275,14.7142857142857,111.428571428571,66,96.9,845.857142857143,294,1139.85714285714,353.714285714286,1007,1360.71428571429,83.1,84,83.8
2022-01-22,1089,16019,196,0,91,524,556,240,12672,8,124,796,287,1083,10.7142857142857,107.714285714286,132,118.428571428571,287,14.4285714285714,113.857142857143,74.3,94.6,858.428571428571,299.142857142857,1157.57142857143,366,1030.85714285714,1396.85714285714,81.7,83.3,82.9
2022-01-21,1095,15526,208,0,79,528,562,259,12634,11,117,821,287,1108,11.1428571428571,108.142857142857,128,119.285714285714,287,15.1428571428571,117,73.6,92.4,873,304,1177,378,1056.28571428571,1434.28571428571,80.4,82.6,82.1
2022-01-20,1100,15508,214,1,75,546,575,259,12514,16,133,834,289,1123,11.2857142857143,106.857142857143,149,118.142857142857,290,15.7142857142857,118,71.8,90.6,892,310.714285714286,1202.71428571429,388.714285714286,1078.14285714286,1466.85714285714,79.9,82.7,82
2022-01-19,1095,15628,233,1,69,551,571,275,12751,7,108,846,302,1148,10.7142857142857,102.142857142857,115,112.857142857143,303,15.7142857142857,119.285714285714,68.2,85.6,916,319.857142857143,1235.85714285714,398.142857142857,1095.28571428571,1493.42857142857,80.3,83.6,82.8
2022-01-18,1108,15443,232,1,70,530,586,297,12496,7,100,883,302,1185,11.2857142857143,100.142857142857,107,111.428571428571,303,16,126.857142857143,70.5,78.9,946.142857142857,330.285714285714,1276.42857142857,408.714285714286,1113.57142857143,1522.28571428571,80.8,85,83.8
2022-01-17,1094,15191,242,1,74,463,619,304,11595,11,82,923,316,1239,13.2857142857143,106.714285714286,93,120,317,17,127.571428571429,78.2,83.7,977.428571428571,342.285714285714,1319.71428571429,419.857142857143,1131.71428571429,1551.57142857143,81.5,86.4,85.1
2022-01-16,1102,14963,245,1,66,457,595,311,11161,15,90,906,311,1217,14.7142857142857,111.428571428571,105,126.142857142857,312,16.8571428571429,126.142857142857,87.3,88.3,1007,353.714285714286,1360.71428571429,431.142857142857,1149.57142857143,1580.71428571429,82,87.6,86.1
2022-01-15,1121,15002,248,1,73,511,593,305,11532,11,127,898,321,1219,14.4285714285714,113.857142857143,138,128.285714285714,322,17.4285714285714,126.857142857143,82.8,89.8,1030.85714285714,366,1396.85714285714,440.428571428571,1167.71428571429,1608.14285714286,83.1,88.3,86.9
2022-01-14,1115,15472,267,1,67,565,632,322,12426,12,108,954,334,1288,15.1428571428571,117,120,132.142857142857,335,17.5714285714286,124.571428571429,86.2,93.9,1056.28571428571,378,1434.28571428571,448.142857142857,1183.71428571429,1631.85714285714,84.3,89.2,87.9
2022-01-13,1157,15677,287,3,66,555,664,338,12710,12,100,1002,353,1355,15.7142857142857,118,112,133.714285714286,356,18.4285714285714,127.428571428571,85.3,92.6,1078.14285714286,388.714285714286,1466.85714285714,458.428571428571,1209.14285714286,1667.57142857143,84.8,89.2,88
2022-01-12,1152,15291,314,3,61,530,706,351,12279,11,94,1057,375,1432,15.7142857142857,119.285714285714,105,135,378,19.4285714285714,131.428571428571,80.9,90.8,1095.28571428571,398.142857142857,1493.42857142857,468.857142857143,1243.85714285714,1712.71428571429,84.9,88.1,87.2
2022-01-11,1144,15313,317,9,69,504,747,355,12057,21,146,1102,386,1488,16,126.857142857143,167,142.857142857143,395,21.7142857142857,136.428571428571,73.7,93,1113.57142857143,408.714285714286,1522.28571428571,478.285714285714,1281.71428571429,1760,85.5,86.9,86.5
2022-01-10,1138,15190,320,9,76,436,802,328,11688,21,115,1130,396,1526,17,127.571428571429,136,144.571428571429,405,22.2857142857143,144.428571428571,76.3,88.3,1131.71428571429,419.857142857143,1551.57142857143,486.428571428571,1316.28571428571,1802.71428571429,86.3,86,86.1
2022-01-09,1135,14555,317,9,80,443,773,300,10832,13,107,1073,397,1470,16.8571428571429,126.142857142857,120,143,406,23.4285714285714,147.428571428571,72,85.6,1149.57142857143,431.142857142857,1580.71428571429,494.714285714286,1346.14285714286,1840.85714285714,87.1,85.4,85.9
2022-01-08,1139,14930,321,9,84,485,755,321,11455,16,149,1076,405,1481,17.4285714285714,126.857142857143,165,144.285714285714,414,24.2857142857143,148.714285714286,71.8,85.3,1167.71428571429,440.428571428571,1608.14285714286,506,1380.71428571429,1886.71428571429,87,84.6,85.2
2022-01-07,1148,15378,330,10,79,492,782,325,12206,16,115,1107,409,1516,17.5714285714286,124.571428571429,131,142.142857142857,419,25,152.714285714286,70.3,81.6,1183.71428571429,448.142857142857,1631.85714285714,516.714285714286,1417.28571428571,1934,86.7,83.5,84.4
2022-01-06,1162,15406,342,10,77,520,783,339,12254,12,109,1122,419,1541,18.4285714285714,127.428571428571,121,145.857142857143,429,25.2857142857143,154.142857142857,72.9,82.7,1209.14285714286,458.428571428571,1667.57142857143,526,1459.42857142857,1985.42857142857,87.2,82.9,84
2022-01-05,1165,15282,360,10,89,512,826,359,12259,13,147,1185,449,1634,19.4285714285714,131.428571428571,160,150.857142857143,459,26.1428571428571,157.714285714286,74.3,83.3,1243.85714285714,468.857142857143,1712.71428571429,536.285714285714,1501.14285714286,2037.42857142857,87.4,82.9,84.1
2022-01-04,1181,15217,388,13,76,504,856,373,12109,28,151,1229,464,1693,21.7142857142857,136.428571428571,179,158.142857142857,477,26,157.285714285714,83.5,86.7,1281.71428571429,478.285714285714,1760,545.714285714286,1533.14285714286,2078.85714285714,87.6,83.6,84.7
2022-01-03,1159,14595,396,13,79,435,899,356,10982,20,105,1255,475,1730,22.2857142857143,144.428571428571,125,166.714285714286,488,25.8571428571429,157.571428571429,86.2,91.7,1316.28571428571,486.428571428571,1802.71428571429,556.285714285714,1573.57142857143,2129.85714285714,87.4,83.6,84.6
2022-01-02,1165,14408,386,13,76,466,859,341,10306,17,112,1200,462,1662,23.4285714285714,147.428571428571,129,170.857142857143,475,26,160.857142857143,90.1,91.7,1346.14285714286,494.714285714286,1840.85714285714,565.285714285714,1623.71428571429,2189,87.5,82.9,84.1
2022-01-01,1161,14860,379,13,80,467,843,345,10659,17,133,1188,459,1647,24.2857142857143,148.714285714286,150,173,472,26.4285714285714,164.428571428571,91.9,90.4,1380.71428571429,506,1886.71428571429,575,1662.57142857143,2237.57142857143,88,83,84.3
2021-12-31,1171,15009,400,13,81,466,885,400,11379,22,135,1285,481,1766,25,152.714285714286,157,177.714285714286,494,27.4285714285714,170.571428571429,91.1,89.5,1417.28571428571,516.714285714286,1934,587,1704.28571428571,2291.28571428571,88,83.2,84.4
2021-12-30,1175,15159,416,13,76,494,951,414,11624,19,137,1365,492,1857,25.2857142857143,154.142857142857,156,179.428571428571,505,29.4285714285714,176.428571428571,85.9,87.4,1459.42857142857,526,1985.42857142857,597.857142857143,1740.57142857143,2338.42857142857,88,83.8,84.9
2021-12-29,1177,15284,437,13,78,488,1033,417,11675,29,182,1450,515,1965,26.1428571428571,157.714285714286,211,183.857142857143,528,30.7142857142857,182.571428571429,85.1,86.4,1501.14285714286,536.285714285714,2037.42857142857,606.285714285714,1778.57142857143,2384.85714285714,88.5,84.4,85.4
2021-12-28,1169,15085,433,14,88,457,1074,397,11436,32,207,1471,521,1992,26,157.285714285714,239,183.285714285714,535,31.5714285714286,188.714285714286,82.4,83.3,1533.14285714286,545.714285714286,2078.85714285714,612.714285714286,1824.57142857143,2437.28571428571,89.1,84,85.3
2021-12-27,1186,14937,447,17,86,442,1075,389,10656,28,126,1464,533,1997,25.8571428571429,157.571428571429,154,183.428571428571,550,33.8571428571429,194.714285714286,76.4,80.9,1573.57142857143,556.285714285714,2129.85714285714,618.285714285714,1875.42857142857,2493.71428571429,90,83.9,85.4
2021-12-26,1163,14644,454,19,87,440,1068,374,9967,23,121,1442,541,1983,26,160.857142857143,144,186.857142857143,560,33.8571428571429,199.571428571429,76.8,80.6,1623.71428571429,565.285714285714,2189,623.142857142857,1918.71428571429,2541.85714285714,90.7,84.6,86.1
2021-12-25,1179,15051,453,19,81,460,1076,368,10442,22,161,1444,534,1978,26.4285714285714,164.428571428571,183,190.857142857143,553,34.8571428571429,209.857142857143,75.8,78.4,1662.57142857143,575,2237.57142857143,627.857142857143,1976.71428571429,2604.57142857143,91.6,84.1,85.9
2021-12-24,1181,15409,472,19,74,482,1185,395,11512,24,145,1580,546,2126,27.4285714285714,170.571428571429,169,198,565,36.5714285714286,223.714285714286,75,76.2,1704.28571428571,587,2291.28571428571,630.142857142857,2030,2660.14285714286,93.2,84,86.1
2021-12-23,1233,15493,497,19,67,482,1237,420,11613,25,162,1657,564,2221,29.4285714285714,176.428571428571,187,205.857142857143,583,38.5714285714286,236.142857142857,76.3,74.7,1740.57142857143,597.857142857143,2338.42857142857,632,2075.57142857143,2707.57142857143,94.6,83.9,86.4
2021-12-22,1217,15512,511,20,70,475,1251,423,11678,28,179,1674,581,2255,30.7142857142857,182.571428571429,207,213.285714285714,601,38.4285714285714,249.285714285714,79.9,73.2,1778.57142857143,606.285714285714,2384.85714285714,632.428571428571,2115.71428571429,2748.14285714286,95.9,84.1,86.8
2021-12-21,1216,15688,526,20,69,470,1320,434,11826,31,209,1754,595,2349,31.5714285714286,188.714285714286,240,220.285714285714,615,40.1428571428571,262,78.6,72,1824.57142857143,612.714285714286,2437.28571428571,632.428571428571,2144.57142857143,2777,96.9,85.1,87.8
2021-12-20,1213,15571,532,19,64,441,1383,432,11366,29,149,1815,596,2411,33.8571428571429,194.714285714286,178,228.571428571429,615,38.5714285714286,272,87.8,71.6,1875.42857142857,618.285714285714,2493.71428571429,631,2157.71428571429,2788.71428571429,98,86.9,89.4
2021-12-19,1197,15438,537,19,72,452,1299,415,10885,26,146,1714,609,2323,33.8571428571429,199.571428571429,172,233.428571428571,628,41.7142857142857,276,81.2,72.3,1918.71428571429,623.142857142857,2541.85714285714,628.285714285714,2160,2788.28571428571,99.2,88.8,91.2
2021-12-18,1205,15462,545,19,73,451,1340,396,11329,29,204,1736,618,2354,34.8571428571429,209.857142857143,233,244.714285714286,637,41.7142857142857,277,83.6,75.8,1976.71428571429,627.857142857143,2604.57142857143,621.285714285714,2157,2778.28571428571,101.1,91.6,93.7
2021-12-17,1223,15823,560,16,62,453,1405,429,12044,38,186,1834,622,2456,36.5714285714286,223.714285714286,224,260.285714285714,638,40,274.142857142857,91.4,81.6,2030,630.142857142857,2660.14285714286,616,2151.85714285714,2767.85714285714,102.3,94.3,96.1
2021-12-16,1222,15984,564,22,59,452,1482,441,12087,34,205,1923,623,2546,38.5714285714286,236.142857142857,239,274.714285714286,645,37.7142857142857,272.142857142857,102.3,86.8,2075.57142857143,632,2707.57142857143,611.428571428571,2147.85714285714,2759.28571428571,103.4,96.6,98.1
2021-12-15,1219,15897,553,20,73,468,1575,421,11928,34,222,1996,626,2622,38.4285714285714,249.285714285714,256,287.714285714286,646,41.2857142857143,280,93.1,89,2115.71428571429,632.428571428571,2748.14285714286,608.428571428571,2148.42857142857,2756.85714285714,103.9,98.5,99.7
2021-12-14,1224,16007,566,20,68,473,1697,413,12182,47,251,2110,634,2744,40.1428571428571,262,298,302.142857142857,654,40.7142857142857,281.571428571429,98.6,93,2144.57142857143,632.428571428571,2777,602.857142857143,2146,2748.85714285714,104.9,99.9,101
2021-12-13,1220,15778,575,20,55,432,1741,377,11570,29,183,2118,630,2748,38.5714285714286,272,212,310.571428571429,650,42.2857142857143,284.142857142857,91.2,95.7,2157.71428571429,631,2788.71428571429,598.714285714286,2152.85714285714,2751.57142857143,105.4,100.2,101.3
2021-12-12,1201,15476,586,20,56,411,1776,344,10934,33,218,2120,642,2762,41.7142857142857,276,251,317.714285714286,662,41.8571428571429,289.571428571429,99.7,95.3,2160,628.285714285714,2788.28571428571,591.857142857143,2163.57142857143,2755.42857142857,106.2,99.8,101.2
2021-12-11,1206,15505,576,21,58,441,1749,360,11265,41,301,2109,634,2743,41.7142857142857,277,342,318.714285714286,655,43.7142857142857,290.285714285714,95.4,95.4,2157,621.285714285714,2778.28571428571,585.857142857143,2162.42857142857,2748.28571428571,106,99.7,101.1
2021-12-10,1208,16045,570,20,65,474,1777,376,11945,52,273,2153,635,2788,40,274.142857142857,325,314.142857142857,655,46.8571428571429,300.714285714286,85.4,91.2,2151.85714285714,616,2767.85714285714,579.857142857143,2161.85714285714,2741.71428571429,106.2,99.5,101
2021-12-09,1203,16082,571,18,55,462,1817,387,11848,33,297,2204,626,2830,37.7142857142857,272.142857142857,330,309.857142857143,644,48.2857142857143,312,78.1,87.2,2147.85714285714,611.428571428571,2759.28571428571,569.142857142857,2154,2723.14285714286,107.4,99.7,101.3
2021-12-08,1210,15911,572,16,54,470,1804,394,11730,46,311,2198,626,2824,41.2857142857143,280,357,321.285714285714,642,47,305.142857142857,87.8,91.8,2148.42857142857,608.428571428571,2756.85714285714,558.428571428571,2126.42857142857,2684.85714285714,109,101,102.7
2021-12-07,1203,15836,572,15,52,458,1811,391,11611,36,321,2202,624,2826,40.7142857142857,281.571428571429,357,322.285714285714,639,47.7142857142857,298,85.3,94.5,2146,602.857142857143,2748.85714285714,546.714285714286,2104.85714285714,2651.57142857143,110.3,102,103.7
2021-12-06,1194,15739,565,15,46,420,1746,388,11050,51,211,2134,611,2745,42.2857142857143,284.142857142857,262,326.428571428571,626,48.2857142857143,299.428571428571,87.6,94.9,2152.85714285714,598.714285714286,2751.57142857143,531.428571428571,2076.57142857143,2608,112.7,103.7,105.5
2021-12-05,1150,15359,547,15,46,416,1731,368,10581,33,225,2099,593,2692,41.8571428571429,289.571428571429,258,331.428571428571,608,46.2857142857143,300.142857142857,90.4,96.5,2163.57142857143,591.857142857143,2755.42857142857,518.142857142857,2041,2559.14285714286,114.2,106,107.7
2021-12-04,1150,15588,547,15,50,435,1725,348,10547,29,281,2073,597,2670,43.7142857142857,290.285714285714,310,334,612,44.7142857142857,303.285714285714,97.8,95.7,2162.42857142857,585.857142857143,2748.28571428571,506,2006.57142857143,2512.57142857143,115.8,107.8,109.4
2021-12-03,1132,15815,554,14,49,431,1779,346,11630,36,259,2125,603,2728,46.8571428571429,300.714285714286,295,347.571428571429,617,42,298.142857142857,111.6,100.9,2161.85714285714,579.857142857143,2741.71428571429,488.428571428571,1966,2454.42857142857,118.7,110,111.7
2021-12-02,1143,16021,550,12,55,435,1875,333,11552,58,352,2208,605,2813,48.2857142857143,312,410,360.285714285714,617,42.4285714285714,288.142857142857,113.8,108.3,2154,569.142857142857,2723.14285714286,474.142857142857,1915.85714285714,2390,120,112.4,113.9
2021-12-01,1124,15893,536,10,51,427,1857,324,11848,42,322,2181,587,2768,47,305.142857142857,364,352.142857142857,597,42.8571428571429,278.571428571429,109.7,109.5,2126.42857142857,558.428571428571,2684.85714285714,457.428571428571,1870.42857142857,2327.85714285714,122.1,113.7,115.3
2021-11-30,1119,15767,545,8,50,427,1918,332,11717,47,339,2250,595,2845,47.7142857142857,298,386,345.714285714286,603,41.2857142857143,277.571428571429,115.6,107.4,2104.85714285714,546.714285714286,2651.57142857143,442.714285714286,1819.71428571429,2262.42857142857,123.5,115.7,117.2
2021-11-29,1110,15520,520,8,43,397,1912,297,11047,48,249,2209,563,2772,48.2857142857143,299.428571428571,297,347.714285714286,571,39.5714285714286,265.857142857143,122,112.6,2076.57142857143,531.428571428571,2608,428,1767.42857142857,2195.42857142857,124.2,117.5,118.8
2021-11-28,1089,15271,508,8,43,360,1829,262,10501,46,230,2091,551,2642,46.2857142857143,300.142857142857,276,346.428571428571,559,38.4285714285714,260.714285714286,120.4,115.1,2041,518.142857142857,2559.14285714286,415.142857142857,1716.71428571429,2131.85714285714,124.8,118.9,120
2021-11-27,1085,15445,499,6,56,372,1816,253,11154,51,354,2069,555,2624,44.7142857142857,303.285714285714,405,348,561,38,251.285714285714,117.7,120.7,2006.57142857143,506,2512.57142857143,402.428571428571,1664.71428571429,2067.14285714286,125.7,120.5,121.5
2021-11-26,1080,15652,491,5,37,405,1826,244,11822,46,338,2070,528,2598,42,298.142857142857,384,340.142857142857,533,39,238.428571428571,107.7,125,1966,488.428571428571,2454.42857142857,392.857142857143,1613.28571428571,2006.14285714286,124.3,121.9,122.3
2021-11-25,1073,15831,488,4,42,413,1771,244,12027,49,304,2015,530,2545,42.4285714285714,288.142857142857,353,330.571428571429,534,36.8571428571429,232.285714285714,115.1,124,1915.85714285714,474.142857142857,2390,382.142857142857,1568,1950.14285714286,124.1,122.2,122.6
2021-11-24,1066,15850,464,2,41,439,1783,247,12175,47,272,2030,505,2535,42.8571428571429,278.571428571429,319,321.428571428571,507,33.4285714285714,226.571428571429,128.2,123,1870.42857142857,457.428571428571,2327.85714285714,370.285714285714,1521.14285714286,1891.42857142857,123.5,123,123.1
2021-11-23,1066,15793,447,0,41,455,1814,238,12273,51,349,2052,488,2540,41.2857142857143,277.571428571429,400,318.857142857143,488,32,214,129,129.7,1819.71428571429,442.714285714286,2262.42857142857,359.571428571429,1470.42857142857,1830,123.1,123.8,123.6
2021-11-22,1055,15635,427,0,43,412,1734,226,11558,34,254,1960,470,2430,39.5714285714286,265.857142857143,288,305.428571428571,470,29,208.142857142857,136.5,127.7,1767.42857142857,428,2195.42857142857,350.142857142857,1419.28571428571,1769.42857142857,122.2,124.5,124.1
2021-11-21,1013,15235,425,0,41,393,1645,205,10736,35,252,1850,466,2316,38.4285714285714,260.714285714286,287,299.142857142857,466,30.2857142857143,198.857142857143,126.9,131.1,1716.71428571429,415.142857142857,2131.85714285714,342.428571428571,1368.14285714286,1710.57142857143,121.2,125.5,124.6
2021-11-20,1025,15437,400,0,32,450,1581,204,11756,32,318,1785,432,2217,38,251.285714285714,350,289.285714285714,432,29.4285714285714,195.428571428571,129.1,128.6,1664.71428571429,402.428571428571,2067.14285714286,332.142857142857,1325.14285714286,1657.28571428571,121.2,125.6,124.7
2021-11-19,1035,15985,388,0,40,468,1511,208,12739,49,268,1719,428,2147,39,238.428571428571,317,277.428571428571,428,27.5714285714286,190.571428571429,141.5,125.1,1613.28571428571,392.857142857143,2006.14285714286,321.142857142857,1280.28571428571,1601.42857142857,122.3,126,125.3
2021-11-18,1038,16118,375,0,38,468,1483,214,12896,52,237,1697,413,2110,36.8571428571429,232.285714285714,289,269.142857142857,413,26.7142857142857,182.428571428571,138,127.3,1568,382.142857142857,1950.14285714286,311.571428571429,1232,1543.57142857143,122.7,127.3,126.3
2021-11-17,1016,16229,369,0,33,480,1465,210,12982,36,265,1675,402,2077,33.4285714285714,226.571428571429,301,260,402,26.2857142857143,175.142857142857,127.2,129.4,1521.14285714286,370.285714285714,1891.42857142857,303.428571428571,1187,1490.42857142857,122,128.2,126.9
2021-11-16,1016,16049,359,0,26,496,1480,206,12716,39,267,1686,385,2071,32,214,306,246,385,27.2857142857143,172.857142857143,117.3,123.8,1470.42857142857,359.571428571429,1830,292.428571428571,1149.85714285714,1442.28571428571,123,127.9,126.9
2021-11-15,1004,15773,349,0,31,449,1407,198,12140,26,218,1605,380,1985,29,208.142857142857,244,237.142857142857,380,27.8571428571429,170.428571428571,104.1,122.1,1419.28571428571,350.142857142857,1769.42857142857,281.142857142857,1113.28571428571,1394.42857142857,124.5,127.5,126.9
2021-11-14,994,15128,345,0,32,436,1309,177,11330,32,186,1486,377,1863,30.2857142857143,198.857142857143,218,229.142857142857,377,25.4285714285714,166.142857142857,119.1,119.7,1368.14285714286,342.428571428571,1710.57142857143,268.285714285714,1074.57142857143,1342.85714285714,127.6,127.3,127.4
2021-11-13,1005,15406,331,0,34,478,1254,171,11902,39,228,1425,365,1790,29.4285714285714,195.428571428571,267,224.857142857143,365,23.7142857142857,162.571428571429,124.1,120.2,1325.14285714286,332.142857142857,1657.28571428571,256.142857142857,1034.14285714286,1290.28571428571,129.7,128.1,128.4
2021-11-12,1017,16080,321,0,32,503,1238,164,12950,34,225,1402,353,1755,27.5714285714286,190.571428571429,259,218.142857142857,353,21.8571428571429,154.714285714286,126.1,123.2,1280.28571428571,321.142857142857,1601.42857142857,246.142857142857,993.142857142857,1239.28571428571,130.5,128.9,129.2
2021-11-11,1008,16139,306,0,24,498,1206,163,13169,28,197,1369,330,1699,26.7142857142857,182.428571428571,225,209.142857142857,330,21.5714285714286,152,123.8,120,1232,311.571428571429,1543.57142857143,236.285714285714,956,1192.28571428571,131.9,128.9,129.5
2021-11-10,1000,16204,302,0,25,522,1156,164,13378,26,177,1320,327,1647,26.2857142857143,175.142857142857,203,201.428571428571,327,20,153.142857142857,131.4,114.4,1187,303.428571428571,1490.42857142857,226.285714285714,911.285714285714,1137.57142857143,134.1,130.3,131
2021-11-09,1000,16383,292,0,27,482,1177,151,13459,18,226,1328,319,1647,27.2857142857143,172.857142857143,244,200.142857142857,319,18.2857142857143,146.285714285714,149.2,118.2,1149.85714285714,292.428571428571,1442.28571428571,219.142857142857,854,1073.14285714286,133.4,134.6,134.4
2021-11-08,985,15777,298,0,28,477,1108,139,12494,35,153,1247,326,1573,27.8571428571429,170.428571428571,188,198.285714285714,326,17.1428571428571,133.857142857143,162.5,127.3,1113.28571428571,281.142857142857,1394.42857142857,212.285714285714,794.714285714286,1007,132.4,140.1,138.5
2021-11-07,972,15497,284,0,21,460,1049,136,12167,26,162,1185,305,1490,25.4285714285714,166.142857142857,188,191.571428571429,305,17.2857142857143,126.714285714286,147.1,131.1,1074.57142857143,268.285714285714,1342.85714285714,207,740.571428571429,947.571428571429,129.6,145.1,141.7
2021-11-06,981,16012,263,0,25,539,985,126,12820,26,194,1111,288,1399,23.7142857142857,162.571428571429,220,186.285714285714,288,17.7142857142857,119.714285714286,133.9,135.8,1034.14285714286,256.142857142857,1290.28571428571,202,692.142857142857,894.142857142857,126.8,149.4,144.3
2021-11-05,987,16450,261,0,25,561,943,121,13759,28,168,1064,286,1350,21.8571428571429,154.714285714286,196,176.571428571429,286,18,114.285714285714,121.4,135.4,993.142857142857,246.142857142857,1239.28571428571,196.428571428571,649.285714285714,845.714285714286,125.3,153,146.5
2021-11-04,999,16388,252,0,21,558,934,120,13892,25,146,1054,273,1327,21.5714285714286,152,171,173.571428571429,273,17.2857142857143,109.857142857143,124.8,138.4,956,236.285714285714,1192.28571428571,190.285714285714,609.285714285714,799.571428571429,124.2,156.9,149.1
2021-11-03,984,16305,234,0,16,587,944,116,13951,33,161,1060,250,1310,20,153.142857142857,194,173.142857142857,250,17.8571428571429,100.428571428571,112,152.5,911.285714285714,226.285714285714,1137.57142857143,184.714285714286,574.285714285714,759,122.5,158.7,149.9
2021-11-02,981,16255,224,0,16,574,958,114,14052,22,209,1072,240,1312,18.2857142857143,146.285714285714,231,164.571428571429,240,17.4285714285714,96.2857142857143,104.9,151.9,854,219.142857142857,1073.14285714286,179.714285714286,549.428571428571,729.142857142857,121.9,155.4,147.2
2021-11-01,966,15824,224,0,12,551,873,103,12726,18,123,976,236,1212,17.1428571428571,133.857142857143,141,151,236,18.4285714285714,90,93,148.7,794.714285714286,212.285714285714,1007,174,522,696,122,152.2,144.7
2021-10-31,945,15290,202,0,18,538,804,98,12551,14,137,902,220,1122,17.2857142857143,126.714285714286,151,144,220,17.4285714285714,86.8571428571429,99.2,145.9,740.571428571429,207,947.571428571429,166.428571428571,503,669.428571428571,124.4,147.2,141.5
2021-10-30,947,15687,201,0,17,575,729,95,13394,13,139,824,218,1042,17.7142857142857,119.714285714286,152,137.428571428571,218,16.8571428571429,82.1428571428571,105.1,145.7,692.142857142857,202,894.142857142857,160.285714285714,481.285714285714,641.571428571429,126,143.8,139.4
2021-10-29,967,16004,199,0,18,563,707,97,14241,26,149,804,217,1021,18,114.285714285714,175,132.285714285714,217,17,76.2857142857143,105.9,149.8,649.285714285714,196.428571428571,845.714285714286,154.428571428571,464.714285714286,619.142857142857,127.2,139.7,136.6
2021-10-28,967,15758,183,0,20,588,656,85,13936,14,154,741,203,944,17.2857142857143,109.857142857143,168,127.142857142857,203,15.5714285714286,68.2857142857143,111,160.9,609.285714285714,190.285714285714,799.571428571429,149.142857142857,447.857142857143,597,127.6,136,133.9
2021-10-27,973,15816,182,0,18,591,579,80,13773,21,113,659,200,859,17.8571428571429,100.428571428571,134,118.285714285714,200,15.2857142857143,63.2857142857143,116.8,158.7,574.285714285714,184.714285714286,759,145.714285714286,433.285714285714,579,126.8,132.5,131.1
2021-10-26,961,15838,174,0,18,575,568,89,13968,14,122,657,192,849,17.4285714285714,96.2857142857143,136,113.714285714286,192,14,59.2857142857143,124.5,162.4,549.428571428571,179.714285714286,729.142857142857,141.714285714286,419.285714285714,561,126.8,131,130
2021-10-25,953,15746,175,0,24,540,508,89,13266,19,73,597,199,796,18.4285714285714,90,92,108.428571428571,199,12.4285714285714,56.5714285714286,148.3,159.1,522,174,696,139.714285714286,406.285714285714,546,124.5,128.5,127.5
2021-10-24,942,15116,159,0,26,535,484,79,12491,17,88,563,185,748,17.4285714285714,86.8571428571429,105,104.285714285714,185,12.7142857142857,54.7142857142857,137.1,158.7,503,166.428571428571,669.428571428571,138.571428571429,391.285714285714,529.857142857143,120.1,128.6,126.3
2021-10-23,938,15406,153,0,26,561,443,81,13100,15,101,524,179,703,16.8571428571429,82.1428571428571,116,99,179,12.1428571428571,53.7142857142857,138.8,152.9,481.285714285714,160.285714285714,641.571428571429,136.857142857143,382.428571428571,519.285714285714,117.1,125.8,123.5
2021-10-22,1008,16086,148,0,26,654,441,83,13801,21,118,524,174,698,17,76.2857142857143,139,93.2857142857143,174,10.7142857142857,53.5714285714286,158.7,142.4,464.714285714286,154.428571428571,619.142857142857,135.285714285714,373.142857142857,508.428571428571,114.1,124.5,121.8
2021-10-21,962,15770,138,0,26,597,408,88,13526,18,88,496,164,660,15.5714285714286,68.2857142857143,106,83.8571428571429,164,10,51.2857142857143,155.7,133.1,447.857142857143,149.142857142857,597,134.285714285714,363.571428571429,497.857142857143,111.1,123.2,119.9
2021-10-20,957,15850,140,0,25,588,398,87,13949,18,84,485,165,650,15.2857142857143,63.2857142857143,102,78.5714285714286,165,9,49.7142857142857,169.8,127.3,433.285714285714,145.714285714286,579,132.571428571429,356,488.571428571429,109.9,121.7,118.5
2021-10-19,961,15644,130,0,22,606,380,85,13836,21,78,465,152,617,14,59.2857142857143,99,73.2857142857143,152,9.42857142857143,47.8571428571429,148.5,123.9,419.285714285714,141.714285714286,561,132.142857142857,350.285714285714,482.428571428571,107.2,119.7,116.3
