Region_name,Region_code,Populatie_merged,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,NA
Voorburg Oud,WK191613,6277,5,5,5,5,5,5,5,6,7,7,8,9,12,17,22,26,29,32,36,40,44,50,57,63,67,71,76,77,79,80,80,81,81,82,82,82,82,83,83,83,83,83,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Muntel / Vliert,WK079604,1596,5,5,5,5,5,5,5,8,17,18,19,21,24,29,36,43,55,65,75,80,82,83,84,84,85,85,86,86,86,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Muntel / Vliert,WK079604,6339,5,5,5,5,5,5,5,5,7,8,8,9,10,11,13,15,18,21,25,29,32,36,43,47,54,63,69,71,73,74,74,75,75,75,76,76,76,77,77,77,77,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Wijk 05 Maurik,WK021405,2147,5,5,5,5,5,7,8,8,10,12,14,23,31,35,44,54,65,71,76,84,85,85,85,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 05 Maurik,WK021405,6324,5,5,5,5,5,5,5,5,5,7,7,11,14,16,19,22,27,30,34,39,41,45,52,55,58,65,69,71,72,73,73,74,75,75,75,75,76,76,76,77,77,77,78,78,78,79,79,79,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Amerongen,WK158103,2287,5,5,5,5,6,9,10,12,15,18,22,31,37,40,46,50,66,73,80,82,82,83,83,83,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Amerongen,WK158103,6172,5,5,5,5,5,5,6,6,8,9,10,14,17,18,20,22,29,31,35,38,42,46,51,53,58,62,66,67,68,69,69,69,70,70,70,71,71,71,72,72,72,72,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Wijk 09 Poeldijk,WK178309,1961,5,5,5,5,5,7,9,14,16,17,19,23,29,37,43,48,56,66,81,85,87,87,88,88,88,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Wijk 09 Poeldijk,WK178309,6479,5,5,5,5,5,5,5,6,7,8,9,10,12,14,16,18,21,24,30,34,37,42,47,51,56,61,65,66,68,69,70,70,70,71,71,72,72,72,73,73,73,73,73,74,74,75,75,75,75,75,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
Wijk 03 Poortugaal-Zuid,WK061303,2116,5,5,5,5,5,5,7,11,13,15,16,18,21,36,42,50,58,68,75,83,84,85,85,86,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 03 Poortugaal-Zuid,WK061303,6265,5,5,5,5,5,5,5,7,8,9,10,11,13,18,20,23,26,30,36,40,43,47,53,56,61,63,69,71,72,72,73,73,73,74,74,74,74,75,75,75,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Andijk,WK042016,2186,5,5,5,5,5,5,5,6,9,12,13,15,18,27,44,64,72,77,79,80,81,81,82,82,82,83,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Andijk,WK042016,6348,5,5,5,5,5,5,5,5,5,6,7,8,9,12,18,25,29,31,33,35,38,40,46,50,54,57,61,61,62,64,64,65,65,66,66,66,66,67,67,67,68,68,68,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0
Schothorst-Noord,WK030709,2195,5,5,5,5,5,5,5,5,6,9,10,20,26,30,35,44,56,70,82,86,87,87,88,88,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Schothorst-Noord,WK030709,6232,5,5,5,5,5,5,5,5,5,5,6,10,13,14,16,20,25,30,36,41,44,47,53,56,61,67,73,74,76,76,76,77,77,77,78,78,78,78,79,79,79,79,79,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
De Hasselt,WK085523,1245,5,5,5,5,5,5,5,6,14,17,18,20,23,26,32,37,45,57,68,76,77,78,80,81,81,82,83,83,83,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
De Hasselt,WK085523,6274,5,5,5,5,5,5,5,5,6,7,7,7,8,9,10,12,13,16,19,24,25,28,32,36,40,49,55,56,58,59,60,60,61,61,61,62,62,63,63,64,64,64,64,65,65,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0
Wijk 40 Sleen,WK010940,2536,5,5,5,5,5,5,7,10,15,18,20,21,28,34,51,65,77,85,88,88,89,89,89,89,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Wijk 40 Sleen,WK010940,6186,5,5,5,5,5,5,5,6,9,11,12,12,15,18,25,31,37,41,44,47,51,55,60,64,68,72,76,77,78,79,79,79,80,80,80,80,81,81,81,81,81,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 01 Echteld,WK174001,1911,5,5,5,5,5,5,5,6,10,20,22,26,35,38,46,53,66,72,76,77,78,79,79,79,80,80,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Wijk 01 Echteld,WK174001,6254,5,5,5,5,5,5,5,5,5,9,9,11,14,15,17,20,24,26,30,32,35,38,43,45,47,52,55,57,58,59,59,59,60,60,60,60,61,62,62,62,62,63,63,63,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
Wijk 09,WK022209,2138,5,5,5,5,6,9,10,12,14,19,20,22,26,28,39,52,60,70,78,83,84,87,88,88,88,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Wijk 09,WK022209,6226,5,5,5,5,5,5,5,6,7,9,9,11,13,13,17,22,25,29,34,37,39,42,49,52,57,61,66,68,69,69,70,70,71,71,71,71,72,72,73,73,73,74,74,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Wijk 04 Beneden-Leeuwen,WK066804,2332,5,5,5,5,6,8,10,12,15,19,21,27,32,38,47,57,70,79,87,90,91,91,91,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,0
Wijk 04 Beneden-Leeuwen,WK066804,6189,5,5,5,5,5,6,7,8,10,12,12,15,18,20,23,27,33,37,42,46,49,53,59,63,67,74,78,80,81,82,82,82,83,83,83,83,84,84,84,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Erp,WK194801,2058,5,5,5,5,5,7,9,15,18,19,21,29,32,38,44,53,65,83,88,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,0
Erp,WK194801,6292,5,5,5,5,5,5,5,8,9,10,10,14,15,17,19,23,27,33,37,40,44,47,54,58,67,71,75,78,80,80,81,81,82,82,82,82,83,83,83,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 00 Edam,WK038500,2410,5,5,5,5,5,5,6,7,9,10,12,14,20,32,55,64,71,79,83,85,86,86,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 00 Edam,WK038500,6343,5,5,5,5,5,5,5,5,5,6,6,7,10,14,23,27,30,33,36,39,43,46,52,56,60,65,69,70,71,71,72,72,73,73,73,74,74,74,74,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Wijk 00 Bloemendaal,WK037700,2565,5,5,5,5,8,12,14,17,20,22,24,26,30,40,60,69,77,81,86,87,87,87,87,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 00 Bloemendaal,WK037700,6187,5,5,5,5,5,6,7,8,9,11,11,12,14,18,27,31,35,37,40,43,46,51,58,62,64,68,72,73,74,75,76,76,77,77,78,78,79,79,79,80,80,80,80,80,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Wijk 01 Overig Gendringen,WK150901,2318,5,5,5,5,5,6,8,10,12,13,14,18,27,29,40,54,62,69,79,86,88,88,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Wijk 01 Overig Gendringen,WK150901,6230,5,5,5,5,5,5,5,6,7,8,9,11,15,16,20,25,29,32,37,42,45,48,56,59,64,69,74,77,78,78,79,80,80,80,81,81,82,82,82,82,82,82,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 04 Donderberg,WK095704,1635,5,5,5,5,5,5,6,12,14,16,16,18,21,24,29,36,46,57,64,71,73,75,76,76,77,78,78,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Wijk 04 Donderberg,WK095704,6210,5,5,5,5,5,5,5,5,5,6,6,6,7,8,10,12,14,17,21,24,25,28,32,37,40,45,48,49,50,51,52,52,53,53,54,54,55,55,56,56,57,57,57,58,58,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0
Wijk 03 Maasbree,WK189403,2155,5,5,5,5,6,8,11,20,23,24,25,27,31,34,43,54,65,78,82,82,90,90,90,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Wijk 03 Maasbree,WK189403,6518,5,5,5,5,5,5,6,10,11,12,12,13,15,16,20,23,27,32,34,38,42,45,53,57,62,66,70,71,72,73,74,74,74,75,75,75,75,75,76,76,76,76,76,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Noordelijke IJ-oevers West,WK036371,781,5,5,5,5,5,5,5,5,5,5,5,6,9,18,45,59,68,74,79,83,84,85,85,86,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Noordelijke IJ-oevers West,WK036371,8563,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,9,10,12,15,17,19,25,30,39,54,60,60,61,62,63,63,64,64,64,64,65,65,65,65,65,66,66,66,66,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,0
Wijk 00 Mook,WK094400,2509,5,5,5,5,5,5,7,13,15,19,22,25,31,39,47,54,62,72,83,87,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Wijk 00 Mook,WK094400,6159,5,5,5,5,5,5,5,8,9,11,12,14,17,20,23,27,30,35,41,46,50,54,61,66,69,73,77,78,79,80,80,81,81,81,81,82,82,82,82,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Wijk 07 Eelde,WK173007,2466,5,5,5,5,7,11,13,16,18,20,22,25,31,46,57,69,76,82,88,89,90,90,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Wijk 07 Eelde,WK173007,6099,5,5,5,5,5,6,7,9,10,11,12,13,16,22,27,32,36,39,43,47,53,57,62,66,70,73,77,80,80,81,82,82,83,83,83,84,84,84,84,84,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
De Buurt,WK028906,1919,5,5,5,5,5,5,6,9,12,14,16,24,32,36,43,48,60,71,78,84,85,85,85,86,86,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
De Buurt,WK028906,6188,5,5,5,5,5,5,5,5,5,6,7,10,13,14,16,18,22,26,30,34,36,38,43,46,51,61,68,70,71,72,73,73,74,74,75,75,75,76,76,76,76,77,77,77,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Centrum,WK055302,2587,5,5,5,5,7,13,15,18,20,21,22,24,29,37,48,57,67,73,85,87,87,88,88,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Centrum,WK055302,6294,5,5,5,5,5,7,8,9,10,11,11,12,14,18,23,26,31,34,39,42,44,48,53,57,62,67,73,73,75,75,76,76,77,77,78,78,78,78,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Wijk 00 Centrum,WK167400,2098,5,5,5,5,5,8,11,18,24,27,29,30,34,38,42,50,61,72,80,84,86,86,86,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 00 Centrum,WK167400,6313,5,5,5,5,5,5,5,8,10,12,12,13,15,16,17,20,24,28,32,36,39,42,47,51,56,61,65,66,67,67,68,68,68,68,69,69,69,69,70,70,70,71,71,71,71,72,72,72,72,72,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Wijk 05 Kort Ambacht,WK064205,1606,5,5,5,5,5,7,9,11,14,17,18,21,25,36,43,51,58,64,70,77,78,79,80,81,82,83,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 05 Kort Ambacht,WK064205,6152,5,5,5,5,5,5,5,5,6,7,7,8,9,12,14,17,19,21,24,28,30,34,39,43,47,53,57,60,60,61,61,62,62,62,63,63,63,64,64,65,65,65,65,66,66,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,0
Wijk 10 Sevenum,WK150710,2157,5,5,5,5,7,9,12,20,25,26,27,29,34,38,45,55,69,82,86,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Wijk 10 Sevenum,WK150710,6165,5,5,5,5,5,5,7,11,13,14,14,15,17,19,21,25,30,35,39,45,47,50,57,61,66,71,75,76,77,78,79,79,80,80,80,80,80,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
't Lien / De Rietvink,WK191603,2603,5,5,5,5,6,8,9,10,12,13,14,15,19,25,44,55,65,73,82,86,87,88,88,88,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
't Lien / De Rietvink,WK191603,6142,5,5,5,5,5,5,5,6,6,7,8,8,11,13,21,26,31,35,41,45,48,52,57,61,64,68,72,73,74,75,75,75,76,76,76,76,77,77,77,77,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 00 Centrum,WK189100,2110,5,5,5,5,5,5,7,8,10,12,13,15,16,18,49,60,69,72,75,77,77,78,79,79,80,80,80,80,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Wijk 00 Centrum,WK189100,6211,5,5,5,5,5,5,5,5,6,7,8,8,9,10,20,24,28,30,31,33,37,40,47,49,52,54,58,60,61,62,63,63,64,64,64,64,65,65,66,66,66,66,66,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
Wijk 04 Rijsbergen,WK087904,2270,5,5,5,5,5,6,8,11,24,27,28,28,33,36,42,50,63,81,89,91,91,91,91,91,92,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,0
Wijk 04 Rijsbergen,WK087904,6170,5,5,5,5,5,5,6,8,13,15,15,16,18,19,22,25,30,37,41,44,47,51,57,61,66,71,77,77,79,80,80,81,81,81,81,82,82,82,82,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
