Region_name,Region_code,Populatie_merged,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,2022-12-12,2022-12-19,2022-12-26,2023-01-02,2023-01-09,2023-01-16,2023-01-23,2023-01-30,2023-02-06,2023-02-13,2023-02-20,2023-02-27,NA
Middelveldsche Akerpolder,WK036384,3087,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,10,12,14,19,23,30,36,42,48,57,67,72,74,75,76,77,78,78,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Middelveldsche Akerpolder,WK036384,12409,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,10,12,15,17,23,28,31,36,40,43,47,50,51,52,52,53,53,54,54,55,55,56,56,56,56,57,57,57,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,0
Wijk 07 Groenoord en Kethel,WK060607,4064,5,5,5,5,5,5,5,5,5,5,7,8,11,14,16,20,23,26,33,40,48,54,60,66,71,78,78,80,81,81,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 07 Groenoord en Kethel,WK060607,12673,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,10,13,16,19,22,24,27,31,36,37,42,46,49,52,55,56,57,57,58,58,59,59,59,60,60,60,60,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0
Wijk 02 Overwhere,WK043902,4476,5,5,5,5,5,5,5,5,5,6,9,11,14,16,18,20,22,28,37,43,49,55,60,65,67,72,78,80,81,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 02 Overwhere,WK043902,12237,5,5,5,5,5,5,5,5,5,5,6,7,8,9,9,10,11,14,18,20,23,26,29,31,33,37,41,46,49,53,57,61,61,62,63,63,64,64,65,65,65,65,66,66,66,66,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
Buitenveldert-West,WK036390,3786,5,5,5,5,5,5,5,5,5,7,13,15,16,20,22,25,26,30,33,39,46,53,58,63,72,76,77,78,78,79,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Buitenveldert-West,WK036390,12537,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,8,9,10,11,13,16,19,21,24,29,32,35,39,43,48,54,58,59,60,60,61,61,61,62,62,62,62,63,63,63,64,64,64,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0
Wijk 00 Heumen,WK025200,4406,5,5,5,5,5,5,5,5,5,5,5,6,8,10,12,15,17,22,27,34,41,49,65,75,77,78,82,86,87,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 00 Heumen,WK025200,11710,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,12,15,19,22,27,34,39,42,45,50,58,63,66,70,74,75,76,77,78,78,78,78,79,79,79,79,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Merenwijkdistrict,WK054608,3999,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,11,13,16,23,33,40,50,59,66,69,75,81,83,84,84,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Merenwijkdistrict,WK054608,12306,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,10,14,17,22,25,29,32,37,42,48,52,56,60,64,66,67,68,69,69,70,70,71,71,71,71,72,72,72,72,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0
Wijk 06 Nieuwland,WK060606,3118,5,5,5,5,5,5,5,5,5,5,6,6,8,10,12,14,16,18,23,29,37,42,49,58,64,67,68,72,73,74,75,75,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 06 Nieuwland,WK060606,12236,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,9,12,14,16,19,22,25,27,32,35,38,41,43,44,45,46,46,47,48,48,49,49,49,50,50,50,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,0
Wijk 00 Brielle,WK050100,4287,5,5,5,5,5,5,5,5,5,5,5,6,8,11,13,17,19,23,27,34,39,48,56,65,72,82,83,84,85,86,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 00 Brielle,WK050100,12362,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,8,10,12,14,17,22,25,30,35,42,44,50,54,57,61,65,67,68,69,69,70,70,70,71,71,71,72,72,72,72,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Schollevaar Zuid,WK050207,3754,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,11,12,14,18,23,29,38,48,55,60,70,72,77,78,79,80,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Schollevaar Zuid,WK050207,12283,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,9,11,15,19,22,25,31,34,40,44,48,52,55,56,57,57,58,58,59,59,59,59,60,60,60,60,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0
Wijk 03 Zeist-West,WK035503,3740,5,5,5,5,5,5,5,5,5,5,7,9,9,11,12,13,16,21,28,37,46,52,64,74,79,80,81,83,84,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 03 Zeist-West,WK035503,12165,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,10,12,15,19,22,27,31,35,39,41,48,51,56,61,65,65,67,68,68,69,69,70,70,70,70,71,71,71,71,72,72,72,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Houten Noord-West,WK032110,4762,5,5,5,5,5,5,5,5,5,5,7,8,8,9,10,10,12,15,22,32,40,51,56,69,81,81,82,87,88,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Houten Noord-West,WK032110,12152,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,11,16,20,25,28,36,43,45,49,56,61,66,70,74,75,76,77,78,78,78,79,79,79,79,80,80,80,80,80,80,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Ede-Veldhuizen,WK022803,3529,5,5,5,5,5,5,5,5,5,5,5,6,7,10,11,15,16,19,23,29,35,50,66,74,77,78,79,82,82,83,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Ede-Veldhuizen,WK022803,12180,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,9,12,14,19,25,29,32,35,37,42,45,48,54,58,59,60,62,62,63,63,64,64,65,65,65,65,66,66,66,67,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,0
Wijk 00 Losser,WK016800,4477,5,5,5,5,5,5,5,5,5,6,8,9,10,13,15,18,20,24,34,40,46,54,61,67,73,78,85,87,87,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 00 Losser,WK016800,12098,5,5,5,5,5,5,5,5,5,5,6,7,7,8,9,10,12,13,17,20,23,27,31,34,38,44,49,54,59,62,65,69,70,71,72,73,73,74,74,75,75,76,76,76,76,77,77,77,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 03 Oudenbosch,WK165503,4383,5,5,5,5,5,5,5,5,5,5,6,9,10,14,15,17,17,20,29,37,44,55,61,74,78,80,81,85,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 03 Oudenbosch,WK165503,12099,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,8,8,10,13,17,20,25,28,33,36,40,43,48,52,56,60,63,64,65,66,66,66,67,67,68,68,68,69,69,69,69,69,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0
Wijk 01 Sprang-Capelle,WK086701,3611,5,5,5,5,5,5,5,5,5,5,5,7,8,9,10,11,13,15,20,36,46,54,63,72,75,80,81,83,85,85,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 01 Sprang-Capelle,WK086701,12324,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,9,15,19,22,26,29,34,38,42,46,51,55,60,63,65,67,68,68,68,69,69,70,70,70,71,71,71,71,72,72,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Windmolenbroek,WK014119,3281,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,9,13,16,24,31,41,50,59,62,79,80,82,83,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Windmolenbroek,WK014119,11968,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,10,13,17,21,25,30,37,39,46,50,55,58,63,64,65,67,67,68,68,69,69,69,70,70,71,71,71,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Wijk 22 Zeeheldenkwartier,WK051822,2283,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,9,10,12,14,17,24,32,40,51,58,62,65,66,67,69,70,71,71,71,72,72,72,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Wijk 22 Zeeheldenkwartier,WK051822,12134,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9,12,15,19,22,26,31,35,40,46,50,51,52,53,54,54,55,55,56,56,57,57,57,58,58,58,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0
Wijk 00 Wormer,WK088000,4290,5,5,5,5,5,5,5,5,5,5,5,7,9,12,14,16,17,21,25,36,46,52,58,63,65,83,84,85,85,85,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 00 Wormer,WK088000,12184,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,8,10,11,15,20,23,27,29,32,41,45,50,53,57,61,65,66,67,68,68,69,69,70,70,70,70,71,71,71,71,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Wijk 25 Buitenhof,WK050325,3667,5,5,5,5,5,5,5,5,5,5,7,9,11,13,15,16,17,23,29,34,43,50,54,62,69,72,75,77,78,79,80,80,80,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 25 Buitenhof,WK050325,12230,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,10,12,15,18,20,24,28,32,35,39,42,46,51,55,57,58,59,59,60,60,61,61,61,62,62,62,63,63,63,63,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
Wijk 01 Wezep,WK026901,3876,5,5,5,5,5,5,5,5,5,5,5,6,7,9,10,12,13,15,19,27,35,46,58,69,71,72,81,82,83,83,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 01 Wezep,WK026901,12037,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,9,12,15,20,25,30,33,37,43,49,54,57,61,64,65,67,67,68,69,69,69,70,70,70,71,71,71,72,72,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Ridderveld,WK048402,3940,5,5,5,5,5,5,5,5,5,5,6,8,9,13,15,18,19,24,29,37,42,51,59,70,72,76,78,81,82,82,83,83,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Ridderveld,WK048402,11871,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,8,10,12,15,17,22,25,31,35,37,40,45,48,52,57,61,62,63,64,65,65,66,66,66,67,67,67,68,68,68,68,69,69,69,70,70,70,70,71,71,71,71,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0
Oudorp,WK036102,3930,5,5,5,5,5,5,5,5,5,5,5,8,10,13,14,16,16,19,22,29,34,42,48,56,67,74,79,82,82,82,83,83,83,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Oudorp,WK036102,11924,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,9,11,13,16,19,23,27,33,39,43,49,52,56,60,63,64,66,66,66,67,67,68,68,68,69,69,69,70,70,70,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0
Wijk 00 Ulft-Etten,WK150900,4265,5,5,5,5,5,5,5,5,5,5,7,8,10,12,14,15,15,17,19,28,41,52,61,69,77,78,79,86,86,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Wijk 00 Ulft-Etten,WK150900,12040,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,8,9,10,14,20,25,29,34,39,41,44,52,55,60,64,68,71,72,72,73,73,74,74,75,75,75,75,76,76,76,76,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 04 Horst,WK150704,4319,5,5,5,5,5,5,5,5,5,7,8,10,12,13,15,17,19,26,38,43,52,62,71,75,76,78,79,84,85,85,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 04 Horst,WK150704,11916,5,5,5,5,5,5,5,5,5,5,5,6,7,7,8,9,10,13,18,20,24,29,33,36,40,43,45,53,57,62,66,68,69,69,70,70,71,71,71,72,72,72,72,72,73,73,73,73,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0
Wijk 00 Steenbergen,WK085100,4246,5,5,5,5,5,5,5,5,5,5,7,9,11,13,15,17,18,21,29,36,42,54,62,73,79,81,81,83,84,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Wijk 00 Steenbergen,WK085100,11895,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,8,9,10,13,17,20,25,28,33,39,42,45,49,53,59,63,66,67,68,69,70,70,71,71,71,72,72,72,72,72,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Wijk 00 Uitgeest,WK045000,3599,5,5,5,5,5,5,5,5,5,5,5,7,9,11,12,13,14,16,19,26,36,44,53,62,65,70,78,84,84,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 00 Uitgeest,WK045000,11811,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,9,11,15,19,23,28,33,37,42,50,54,58,63,67,68,70,70,71,72,72,72,72,73,73,73,73,74,74,74,74,75,75,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
Oud-Gestel,WK077272,2987,5,5,5,5,5,5,5,5,5,5,6,8,11,14,16,18,19,22,30,38,47,57,63,67,72,74,75,76,78,80,80,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
