"date","IC_capaciteit_totaal","kliniek_capaciteit_totaal","IC_bezetting_covid","IC_bezetting_covid_internationaal","IC_bezetting_ontlabeld","IC_bezetting_noncovid","kliniek_bezetting_covid","kliniek_bezetting_ontlabeld","kliniek_bezetting_noncovid","IC_opnames_covid","kliniek_opnames_covid","Kliniek_Bedden_Nederland","IC_Bedden_COVID_Nederland","Totaal_Bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek","Kliniek_Bedden_7d","IC_Bedden_7d","Totaal_Bedden_7d","IC_Bedden_14d","Kliniek_Bedden_14d","Totaal_Bedden_14d","OMT_Check_IC_Bezetting","OMT_Check_Kliniek_Bezetting","OMT_Check_Totaal_Bezetting","new.infection","corrections.cases","net.infection","new.hospitals","corrections.hospitals","net.hospitals","new.deaths","corrections.deaths","net.deaths","positive_7daverage","positive_14d","growth_infections","infections.today.nursery","infections.total.nursery","deaths.today.nursery","deaths.total.nursery","mutations.locations.nursery","total.current.locations.nursery","values.tested_total","values.infected","values.infected_percentage","pos.rate.3d.avg","pos.rate.7d.avg","cases","hospitalization","deaths","positivetests","hospital_intake_rivm"
2021-01-01,1289,13698,642,10,50,389,1780,177,8620,37,239,1957,692,2649,NA,NA,276,NA,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8215,-32,8183,78,-1,77,98,-1,97,8777,11426,76.8,288,28434,61,5813,-2,825,33272,4904,14.7391199807646,14.1,14,805164,20154,11529,8183,77
2021-01-02,1279,13841,650,9,39,379,1819,186,8873,37,248,2005,689,2694,NA,NA,285,NA,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8630,-29,8601,58,-1,57,38,-2,36,8599,11083,77.6,240,28674,19,5832,-4,829,47138,6160,13.0680130680131,14,13.7,813765,20211,11565,8601,57
2021-01-03,1270,13765,643,9,52,360,1826,180,9028,29,241,2006,695,2701,NA,NA,270,NA,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7438,-40,7398,112,-5,107,47,0,47,8360,10518,79.5,243,28917,31,5863,-3,840,38835,5436,13.9976825028969,13.8,13.7,821163,20318,11612,7398,107
2021-01-04,1294,14677,651,9,55,377,1895,235,9659,41,226,2130,706,2836,NA,NA,267,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6671,-108,6563,73,-2,71,65,-2,63,8248,9981,82.6,252,29169,32,5895,-1,844,54547,7822,14.3399270354007,13.8,13.7,827726,20389,11675,6563,71
2021-01-05,1300,14793,661,8,62,396,1905,254,10598,46,320,2159,723,2882,NA,NA,366,NA,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6412,-74,6338,96,-3,93,152,-2,150,8084,9651,83.8,235,29404,84,5979,-1,852,55368,7126,12.8702499638781,13.7,13.8,834064,20482,11825,6338,93
2021-01-06,1334,14813,631,8,65,435,1861,270,10764,40,263,2131,696,2827,NA,NA,303,NA,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7142,-43,7099,106,-4,102,175,-1,174,7747,9516,81.4,293,29697,99,6078,-6,856,54479,6891,12.6489105894014,13.3,13.7,841163,20584,11999,7099,102
2021-01-07,1349,14869,636,8,68,420,1771,281,10634,29,231,2052,704,2756,37,252.571428571429,260,289.571428571429,712,NA,NA,NA,NA,2062.85714285714,700.714285714286,2763.57142857143,NA,NA,NA,NA,NA,NA,9737,-110,9627,92,-4,88,85,0,85,7749,9254,83.7,392,30089,46,6124,-3,868,49692,6002,12.0784029622474,12.5,13.3,850790,20672,12084,9627,88
2021-01-08,1358,14891,638,7,62,426,1642,294,10712,37,217,1936,700,2636,37,249.428571428571,254,286.428571428571,707,NA,NA,NA,NA,2059.85714285714,701.857142857143,2761.71428571429,NA,NA,NA,NA,NA,NA,8169,-45,8124,86,-2,84,89,-2,87,7743,8777,88.2,309,30398,51,6175,-7,865,45156,5557,12.3062273009124,12.4,13,858914,20756,12171,8124,84
2021-01-09,1358,14745,630,7,63,420,1600,274,10313,44,241,1874,693,2567,38,248.428571428571,285,286.428571428571,700,NA,NA,NA,NA,2041.14285714286,702.428571428571,2743.57142857143,NA,NA,NA,NA,NA,NA,7383,-62,7321,78,-2,76,139,-3,136,7565,8599,88,285,30683,79,6254,-3,861,35185,4374,12.4314338496518,12.3,13,866235,20832,12307,7321,76
2021-01-10,1357,14694,648,7,56,379,1576,274,9872,25,187,1850,704,2554,37.4285714285714,240.714285714286,212,278.142857142857,711,NA,NA,NA,NA,2018.85714285714,703.714285714286,2722.57142857143,NA,NA,NA,NA,NA,NA,6657,-45,6612,81,-3,78,54,0,54,7453,8360,89.2,238,30921,26,6280,-5,861,28676,3821,13.324731482773,12.6,12.9,872847,20910,12361,6612,78
2021-01-11,1366,15270,632,7,63,383,1638,288,10398,24,173,1926,695,2621,35,233.142857142857,197,268.142857142857,702,NA,NA,NA,NA,1989.71428571429,702.142857142857,2691.85714285714,NA,NA,NA,NA,NA,NA,5499,-83,5416,61,-2,59,50,0,50,7286,8248,88.3,197,31118,20,6300,-7,852,43629,5363,12.2922826560315,12.6,12.5,878263,20969,12411,5416,59
2021-01-12,1365,15206,635,7,53,417,1617,328,11301,43,267,1945,688,2633,34.5714285714286,225.571428571429,310,260.142857142857,695,NA,NA,NA,NA,1959.14285714286,697.142857142857,2656.28571428571,NA,NA,NA,NA,NA,NA,4986,-114,4872,102,-5,97,153,-1,152,7082,8084,87.6,289,31407,94,6394,-3,842,40524,4912,12.1212121212121,12.5,12.4,883135,21066,12563,4872,97
2021-01-13,1369,15432,639,7,54,416,1507,314,11582,46,212,1821,693,2514,35.4285714285714,218.285714285714,258,253.714285714286,700,NA,NA,NA,NA,1914.85714285714,696.714285714286,2611.57142857143,NA,NA,NA,NA,NA,NA,6148,-62,6086,70,-1,69,122,0,122,6940,7747,89.6,335,31742,85,6479,1,852,47204,5078,10.7575629183967,11.7,12.1,889221,21135,12685,6086,69
2021-01-14,1361,15225,621,5,67,453,1489,325,11368,48,226,1814,688,2502,38.1428571428571,217.571428571429,274,255.714285714286,693,37,252.571428571429,103.1,86.1,1880.85714285714,694.428571428571,2575.28571428571,700.714285714286,2062.85714285714,2763.57142857143,99.1,91.2,93.2,6575,-109,6466,78,-2,76,89,0,89,6488,7749,83.7,244,31986,50,6529,-4,847,47967,5053,10.5343256822399,11.1,11.8,895687,21211,12774,6466,76
2021-01-15,1363,15027,619,5,66,452,1446,338,11322,24,217,1784,685,2469,36.2857142857143,217.571428571429,241,253.857142857143,690,37,249.428571428571,98.1,87.2,1859.14285714286,692.285714285714,2551.42857142857,701.857142857143,2059.85714285714,2761.71428571429,98.6,90.3,92.4,6093,-84,6009,76,0,76,96,-2,94,6192,7743,80,270,32256,49,6578,-3,841,45639,4708,10.3157387322246,10.5,11.5,901696,21287,12868,6009,76
2021-01-16,1360,15071,587,5,79,441,1368,326,10542,35,212,1694,666,2360,35,213.428571428571,247,248.428571428571,671,38,248.428571428571,92.1,85.9,1833.42857142857,688.428571428571,2521.85714285714,702.428571428571,2041.14285714286,2743.57142857143,98,89.8,91.9,5340,-80,5260,54,-5,49,98,-1,97,5900,7565,78,240,32496,65,6643,0,834,37058,3735,10.0787954018026,10.3,11.2,906956,21336,12965,5260,49
2021-01-17,1345,14837,596,5,75,393,1354,354,10018,38,179,1708,671,2379,36.8571428571429,212.285714285714,217,249.142857142857,676,37.4285714285714,240.714285714286,98.5,88.2,1813.14285714286,683.714285714286,2496.85714285714,703.714285714286,2018.85714285714,2722.57142857143,97.2,89.8,91.7,5622,-24,5598,70,-1,69,43,-2,41,5752,7453,77.2,280,32776,25,6668,-4,819,31049,3346,10.7765145415311,10.4,11,912554,21405,13006,5598,69
2021-01-18,1345,15099,602,5,83,398,1367,377,10642,28,152,1744,685,2429,37.4285714285714,209.285714285714,180,246.714285714286,690,35,233.142857142857,106.9,89.8,1787.14285714286,682.285714285714,2469.42857142857,702.142857142857,1989.71428571429,2691.85714285714,97.2,89.8,91.7,4822,-68,4754,88,-2,86,59,-9,50,5655,7286,77.6,172,32948,22,6690,-3,810,47697,4987,10.4555842086504,10.4,10.7,917308,21491,13056,4754,86
2021-01-19,1343,15296,603,5,75,444,1402,365,11387,42,245,1767,678,2445,37.2857142857143,206.142857142857,287,243.428571428571,683,34.5714285714286,225.571428571429,107.9,91.4,1761.71428571429,680.857142857143,2442.57142857143,697.142857142857,1959.14285714286,2656.28571428571,97.7,89.9,92,4335,-63,4272,101,-2,99,106,0,106,5562,7082,78.5,185,33133,66,6756,-1,793,43539,4549,10.4481039987138,10.5,10.5,921580,21590,13162,4272,99
2021-01-20,1371,15373,598,4,77,447,1371,338,11550,27,214,1709,675,2384,34.5714285714286,206.428571428571,241,241,679,35.4285714285714,218.285714285714,97.6,94.6,1745.71428571429,678.285714285714,2424,696.714285714286,1914.85714285714,2611.57142857143,97.4,91.2,92.8,5615,-85,5530,75,-2,73,87,-1,86,5486,6940,79,257,33390,49,6805,-3,787,44929,4736,10.5410759197845,10.5,10.4,927110,21663,13248,5530,73
2021-01-21,1357,15255,593,4,80,460,1326,341,11519,36,226,1667,673,2340,32.8571428571429,206.428571428571,262,239.285714285714,677,38.1428571428571,217.571428571429,86.1,94.9,1724.71428571429,676.142857142857,2400.85714285714,694.428571428571,1880.85714285714,2575.28571428571,97.4,91.7,93.2,5857,-83,5774,87,-2,85,91,-2,89,5383,6488,83,237,33627,51,6856,2,776,40948,4422,10.7990622252613,10.6,10.5,932884,21748,13337,5774,85
2021-01-22,1356,14992,589,4,81,456,1330,354,11295,31,231,1684,670,2354,33.8571428571429,208.428571428571,262,242.285714285714,674,36.2857142857143,217.571428571429,93.3,95.8,1710.42857142857,674,2384.42857142857,692.285714285714,1859.14285714286,2551.42857142857,97.4,92,93.5,5791,-47,5744,73,-3,70,89,-4,85,5340,6192,86.2,238,33865,53,6909,-1,753,36696,4193,11.4263134946588,10.9,10.6,938628,21818,13422,5744,70
2021-01-23,1358,15371,582,4,87,459,1302,331,11084,33,214,1633,669,2302,33.5714285714286,208.714285714286,247,242.285714285714,673,35,213.428571428571,95.9,97.8,1701.71428571429,674.428571428571,2376.14285714286,688.428571428571,1833.42857142857,2521.85714285714,98,92.8,94.2,5487,-73,5414,80,-4,76,89,-1,88,5361,5900,90.9,209,34074,47,6956,-2,750,28984,3451,11.9065691415954,11.3,10.8,944042,21894,13510,5414,76
2021-01-24,1350,15476,600,4,76,416,1327,340,10550,42,165,1667,676,2343,34.1428571428571,206.714285714286,207,240.857142857143,680,36.8571428571429,212.285714285714,92.6,97.4,1695.85714285714,675.142857142857,2371,683.714285714286,1813.14285714286,2496.85714285714,98.7,93.5,95,4924,-33,4891,63,-3,60,30,0,30,5262,5752,91.5,216,34290,26,6982,-3,736,24748,3018,12.1949248424115,11.8,11,948933,21954,13540,4891,60
2021-01-25,1335,15123,582,4,78,416,1378,342,10870,24,169,1720,660,2380,33.5714285714286,209.142857142857,193,242.714285714286,664,37.4285714285714,209.285714285714,89.7,99.9,1692.42857142857,671.571428571429,2364,682.285714285714,1787.14285714286,2469.42857142857,98.4,94.7,95.7,4129,-112,4017,103,-1,102,40,-1,39,5163,5655,91.3,144,34434,20,7002,-2,726,36733,4202,11.4393052568535,11.8,11.1,952950,22056,13579,4017,102
2021-01-26,1324,15413,582,4,88,466,1362,343,11632,52,219,1705,670,2375,35,205.428571428571,271,240.428571428571,674,37.2857142857143,206.142857142857,93.9,99.7,1683.57142857143,670.428571428571,2354,680.857142857143,1761.71428571429,2442.57142857143,98.5,95.6,96.4,3997,-80,3917,73,-2,71,87,-2,85,5114,5562,91.9,168,34602,50,7052,0,711,33373,3795,11.3714679531358,11.6,11.3,956867,22127,13664,3917,71
2021-01-27,1318,15244,571,2,78,492,1302,346,11520,38,201,1648,649,2297,36.5714285714286,203.571428571429,239,240.142857142857,651,34.5714285714286,206.428571428571,105.8,98.6,1674.85714285714,666.714285714286,2341.57142857143,678.285714285714,1745.71428571429,2424,98.3,95.9,96.6,4774,-48,4726,68,-1,67,69,0,69,4994,5486,91,245,34847,34,7086,2,703,34777,3720,10.6967248468816,11.2,11.3,961593,22194,13733,4726,67
2021-01-28,1325,15468,557,1,87,495,1256,339,11824,29,186,1595,644,2239,35.5714285714286,197.857142857143,215,233.428571428571,645,32.8571428571429,206.428571428571,108.3,95.8,1664.57142857143,662.571428571429,2327.14285714286,676.142857142857,1724.71428571429,2400.85714285714,98,96.5,96.9,4740,-81,4659,65,-2,63,85,-2,83,4835,5383,89.8,233,35080,44,7130,-3,697,31545,3348,10.6134094151213,10.9,11.3,966252,22257,13816,4659,63
2021-01-29,1340,15592,554,0,105,458,1226,346,12064,36,196,1572,659,2231,36.2857142857143,192.857142857143,232,229.142857142857,659,33.8571428571429,208.428571428571,107.2,92.5,1648.57142857143,661,2309.57142857143,674,1710.42857142857,2384.42857142857,98.1,96.4,96.9,4438,-88,4350,64,-2,62,58,-2,56,4641,5340,86.9,210,35290,29,7159,-3,681,29178,3517,12.0536020289259,11.1,11.4,970602,22319,13872,4350,62
2021-01-30,1334,15180,542,0,98,471,1259,341,11182,29,196,1600,640,2240,35.7142857142857,190.285714285714,225,226,640,33.5714285714286,208.714285714286,106.4,91.2,1643.85714285714,656.857142857143,2300.71428571429,674.428571428571,1701.71428571429,2376.14285714286,97.4,96.6,96.8,4211,-38,4173,82,-3,79,88,-1,87,4459,5361,83.2,216,35506,54,7213,-2,664,23254,2756,11.8517244345059,11.5,11.4,974775,22398,13959,4173,79
2021-01-31,1335,14920,549,0,97,454,1243,330,10544,30,142,1573,646,2219,34,187,172,221,646,34.1428571428571,206.714285714286,99.6,90.5,1630.42857142857,652.571428571429,2283,675.142857142857,1695.85714285714,2371,96.7,96.1,96.3,3714,-14,3700,58,-1,57,40,-1,39,4286,5262,81.5,147,35653,22,7235,-4,647,19268,2456,12.7465227319909,12.2,11.4,978475,22455,13998,3700,57
2021-02-01,1320,15385,540,0,99,426,1280,351,11180,24,144,1631,639,2270,34,183.428571428571,168,217.428571428571,639,33.5714285714286,209.142857142857,101.3,87.7,1617.71428571429,649.571428571429,2267.28571428571,671.571428571429,1692.42857142857,2364,96.7,95.6,95.9,3280,-92,3188,39,-2,37,27,0,27,4165,5163,80.7,125,35778,16,7251,-2,632,33456,3759,11.2356527977044,11.8,11.4,981663,22492,14025,3188,37
2021-02-02,1336,15585,541,0,88,471,1288,352,12217,29,218,1640,629,2269,30.7142857142857,183.285714285714,247,214,629,35,205.428571428571,87.8,89.2,1608.42857142857,643.714285714286,2252.14285714286,670.428571428571,1683.57142857143,2354,96,95.5,95.7,3592,-31,3561,68,-1,67,83,0,83,4107,5114,80.3,165,35943,51,7302,-2,618,31797,3405,10.7085574110765,11.4,11.3,985224,22559,14108,3561,67
2021-02-03,1334,15740,530,0,83,479,1233,368,12293,25,184,1601,613,2214,28.8571428571429,180.857142857143,209,209.714285714286,613,36.5714285714286,203.571428571429,78.9,88.8,1601.71428571429,638.571428571429,2240.28571428571,666.714285714286,1674.85714285714,2341.57142857143,95.8,95.6,95.7,4060,-47,4013,67,-1,66,62,-1,61,4005,4994,80.2,207,36150,33,7335,-1,605,34535,3580,10.3662950629796,10.8,11.2,989237,22625,14169,4013,66
2021-02-04,1332,15519,509,0,93,486,1171,348,12320,29,186,1519,602,2121,28.8571428571429,180.857142857143,215,209.714285714286,602,35.5714285714286,197.857142857143,81.1,91.4,1590.85714285714,632.571428571429,2223.42857142857,662.571428571429,1664.57142857143,2327.14285714286,95.5,95.6,95.5,4246,-53,4193,69,0,69,67,-2,65,3934,4835,81.4,213,36363,34,7369,-1,602,34103,3526,10.3392663402047,10.5,11.2,993430,22694,14234,4193,69
2021-02-05,1318,15565,491,0,82,490,1148,331,12098,22,166,1479,573,2052,26.8571428571429,176.571428571429,188,203.428571428571,573,36.2857142857143,192.857142857143,74,91.6,1577.57142857143,620.285714285714,2197.85714285714,661,1648.57142857143,2309.57142857143,93.8,95.7,95.2,4365,-44,4321,93,-1,92,60,0,60,3924,4641,84.6,171,36534,39,7408,-1,598,32393,3564,11.0023770567715,10.6,11,997751,22786,14294,4321,92
2021-02-06,1319,15067,464,0,83,488,1095,341,11284,22,166,1436,547,1983,25.8571428571429,172.285714285714,188,198.142857142857,547,35.7142857142857,190.285714285714,72.4,90.5,1554.14285714286,607,2161.14285714286,656.857142857143,1643.85714285714,2300.71428571429,92.4,94.5,93.9,4130,-55,4075,73,-1,72,61,0,61,3912,4459,87.7,178,36712,38,7446,-4,590,28676,3019,10.5279676384433,10.6,10.9,1001826,22858,14355,4075,72
2021-02-07,1329,14787,447,0,88,462,1106,339,10506,19,150,1445,535,1980,24.2857142857143,173.428571428571,169,197.714285714286,535,34,187,71.4,92.7,1535.85714285714,591.142857142857,2127,652.571428571429,1630.42857142857,2283,90.6,94.2,93.2,3963,-29,3934,58,0,58,48,0,48,3948,4286,92.1,165,36877,18,7464,0,579,94,6,6.38297872340426,10.8,10.7,1005760,22916,14403,3934,58
2021-02-08,1321,15557,449,0,93,455,1128,364,11444,26,120,1492,542,2034,24.5714285714286,170,146,194.571428571429,542,34,183.428571428571,72.3,92.7,1516,577.285714285714,2093.28571428571,649.571428571429,1617.71428571429,2267.28571428571,88.9,93.7,92.3,2273,-52,2221,40,-1,39,25,0,25,3804,4165,91.3,92,36969,17,7481,-2,565,24468,3008,12.2936079777669,11.3,10.8,1007981,22955,14428,2221,39
2021-02-09,1309,15481,461,0,89,455,1122,338,12067,26,120,1460,550,2010,24.1428571428571,156,146,180.142857142857,550,30.7142857142857,183.285714285714,78.6,85.1,1490.28571428571,566,2056.28571428571,643.714285714286,1608.42857142857,2252.14285714286,87.9,92.7,91.3,1779,-35,1744,56,0,56,85,-2,83,3545,4107,86.3,106,37075,47,7528,0,549,30885,3583,11.6011008580217,11.9,11,1009725,23011,14511,1744,56
2021-02-10,1308,15607,449,0,84,511,1115,342,12190,20,199,1457,533,1990,23.4285714285714,158.142857142857,219,181.571428571429,533,28.8571428571429,180.857142857143,81.2,87.4,1469.71428571429,554.571428571429,2024.28571428571,638.571428571429,1601.71428571429,2240.28571428571,86.8,91.8,90.4,3226,-43,3183,69,-3,66,78,0,78,3426,4005,85.5,221,37296,57,7585,2,537,32397,3633,11.2140012964163,11.7,11.1,1012908,23077,14589,3183,66
2021-02-11,1309,15581,442,0,95,517,1105,310,12136,23,195,1415,537,1952,22.5714285714286,159.428571428571,218,182,537,28.8571428571429,180.857142857143,78.2,88.2,1454.85714285714,545.285714285714,2000.14285714286,632.571428571429,1590.85714285714,2223.42857142857,86.2,91.5,90,4472,-78,4394,73,-1,72,74,-1,73,3458,3934,87.9,220,37516,46,7631,-4,525,31098,3272,10.5215769502862,11.1,11.2,1017302,23149,14662,4394,72
2021-02-12,1311,15290,440,0,94,505,1073,297,12010,32,182,1370,534,1904,24,161.714285714286,214,185.714285714286,534,26.8571428571429,176.571428571429,89.4,91.6,1439.28571428571,539.714285714286,1979,620.285714285714,1577.57142857143,2197.85714285714,87,91.2,90,4385,-44,4341,84,-1,83,66,-1,65,3461,3924,88.2,153,37669,38,7669,1,519,27710,2942,10.6171057380007,10.8,11.1,1021643,23232,14727,4341,83
2021-02-13,1301,15157,444,0,94,522,1032,293,11144,32,182,1325,538,1863,25.4285714285714,164,214,189.428571428571,538,25.8571428571429,172.285714285714,98.3,95.2,1423.42857142857,538.428571428571,1961.85714285714,607,1554.14285714286,2161.14285714286,88.7,91.6,90.8,4229,-35,4194,63,-2,61,67,-1,66,3475,3912,88.8,164,37833,40,7709,-2,511,22246,2549,11.4582396835386,10.8,11.2,1025837,23293,14793,4194,61
2021-02-14,1293,15037,435,0,95,470,1041,288,10871,19,135,1329,530,1859,25.4285714285714,161.857142857143,154,187.285714285714,530,24.2857142857143,173.428571428571,104.7,93.3,1406.85714285714,537.714285714286,1944.57142857143,591.142857142857,1535.85714285714,2127,91,91.6,91.4,3497,-50,3447,62,-1,61,23,0,23,3409,3948,86.3,154,37987,8,7717,-4,509,21377,2379,11.1287832717407,11,11.2,1029284,23354,14816,3447,61
2021-02-15,1307,15340,430,0,106,499,1086,300,11468,22,143,1386,536,1922,24.8571428571429,165.142857142857,165,190,536,24.5714285714286,170,101.2,97.1,1391.71428571429,536.857142857143,1928.57142857143,577.285714285714,1516,2093.28571428571,93,91.8,92.1,2875,-65,2810,49,-4,45,27,0,27,3495,3804,91.9,96,38083,13,7730,-2,492,22705,2077,9.14776480951332,10.6,10.8,1032094,23399,14843,2810,45
2021-02-16,1305,15568,431,0,95,528,1105,295,12194,32,209,1400,526,1926,25.7142857142857,177.857142857143,241,203.571428571429,526,24.1428571428571,156,106.5,114,1383.14285714286,533.428571428571,1916.57142857143,566,1490.28571428571,2056.28571428571,94.2,92.8,93.2,2735,-34,2701,59,-1,58,88,-2,86,3631,3545,102.4,154,38237,49,7779,-1,489,45619,4348,9.53111642078958,9.8,10.4,1034795,23457,14929,2701,58
2021-02-17,1311,15668,423,0,97,516,1118,281,12235,34,177,1399,520,1919,27.7142857142857,174.714285714286,211,202.428571428571,520,23.4285714285714,158.142857142857,118.3,110.5,1374.85714285714,531.571428571429,1906.42857142857,554.571428571429,1469.71428571429,2024.28571428571,95.9,93.5,94.2,3416,-55,3361,78,-1,77,89,-1,88,3658,3426,106.8,154,38237,49,7779,-1,489,45990,4215,9.16503587736464,9.3,10,1038156,23534,15017,3361,77
2021-02-18,1304,15602,434,0,89,511,1110,298,12165,33,205,1408,523,1931,29.1428571428571,176.142857142857,238,205.285714285714,523,22.5714285714286,159.428571428571,129.1,110.5,1373.85714285714,529.571428571429,1903.42857142857,545.285714285714,1454.85714285714,2000.14285714286,97.1,94.4,95.2,4618,-100,4518,64,-1,63,74,-2,72,3679,3458,106.4,149,38557,44,7868,0,487,41955,4124,9.82957931116673,9.5,9.9,1042674,23597,15089,4518,63
2021-02-19,1303,15796,413,0,97,515,1128,305,12342,20,200,1433,510,1943,27.4285714285714,178.714285714286,220,206.142857142857,510,24,161.714285714286,114.3,110.5,1382.85714285714,526.142857142857,1909,539.714285714286,1439.28571428571,1979,97.5,96.1,96.5,4761,-35,4726,73,-1,72,50,-1,49,3733,3461,107.9,134,38691,29,7897,-3,479,39797,4071,10.2294142774581,9.7,9.9,1047400,23669,15138,4726,72
2021-02-20,1297,15058,432,0,90,502,1059,277,11198,20,156,1336,522,1858,25.7142857142857,175,176,200.714285714286,522,25.4285714285714,164,101.1,106.7,1384.42857142857,523.857142857143,1908.28571428571,538.428571428571,1423.42857142857,1961.85714285714,97.3,97.3,97.3,4604,-39,4565,93,-1,92,62,0,62,3787,3475,109,103,38794,30,7927,-2,471,35568,3451,9.70254161043635,9.9,9.7,1051965,23761,15200,4565,92
2021-02-21,1297,15297,453,0,81,461,1051,264,11048,34,123,1315,534,1849,27.8571428571429,173.285714285714,157,201.142857142857,534,25.4285714285714,161.857142857143,109.6,107.1,1382.42857142857,524.428571428571,1906.85714285714,537.714285714286,1406.85714285714,1944.57142857143,97.5,98.3,98.1,4720,-46,4674,43,-1,42,17,0,17,3961,3409,116.2,107,38901,6,7933,-2,465,31898,3300,10.3454762054047,10.1,9.7,1056639,23803,15217,4674,42
2021-02-22,1296,15530,459,0,102,439,1068,279,11288,37,122,1347,561,1908,30,170.285714285714,159,200.285714285714,561,24.8571428571429,165.142857142857,120.7,103.1,1376.85714285714,528,1904.85714285714,536.857142857143,1391.71428571429,1928.57142857143,98.4,98.9,98.8,4217,-55,4162,65,0,65,32,0,32,4153,3495,118.8,85,38986,14,7947,-2,461,48296,4571,9.46455192976644,9.8,9.7,1060801,23868,15249,4162,65
2021-02-23,1304,15666,446,0,92,480,1124,255,12230,31,199,1379,538,1917,29.8571428571429,168.857142857143,230,198.714285714286,538,25.7142857142857,177.857142857143,116.1,94.9,1373.85714285714,529.714285714286,1903.57142857143,533.428571428571,1383.14285714286,1916.57142857143,99.3,99.3,99.3,3846,-49,3797,59,0,59,94,0,94,4312,3631,118.8,75,39061,45,7992,-2,452,46866,4100,8.74834634916571,9.4,9.6,1064598,23927,15343,3797,59
2021-02-24,1313,15735,444,0,89,508,1069,281,12239,20,151,1350,533,1883,27.8571428571429,165.142857142857,171,193,533,27.7142857142857,174.714285714286,100.5,94.5,1366.85714285714,531.571428571429,1898.42857142857,531.571428571429,1374.85714285714,1906.42857142857,100,99.4,99.6,4420,-58,4362,49,-1,48,63,0,63,4455,3658,121.8,108,39169,28,8020,-1,448,52855,4406,8.33601362217387,8.8,9.4,1068960,23975,15406,4362,48
2021-02-25,1313,15590,432,0,94,499,1090,271,12115,29,196,1361,526,1887,27.2857142857143,163.857142857143,225,191.142857142857,526,29.1428571428571,176.142857142857,93.6,93,1360.14285714286,532,1892.14285714286,529.571428571429,1373.85714285714,1903.42857142857,100.5,99,99.4,5048,-37,5011,58,-5,53,33,-1,32,4517,3679,122.8,117,39286,17,8037,-1,436,47790,4067,8.51014856664574,8.5,9.2,1073971,24028,15438,5011,53
2021-02-26,1301,15377,439,0,86,493,1055,284,11902,32,186,1339,525,1864,29,161.857142857143,218,190.857142857143,525,27.4285714285714,178.714285714286,105.7,90.6,1346.71428571429,534.142857142857,1880.85714285714,526.142857142857,1382.85714285714,1909,101.5,97.4,98.5,5151,-38,5113,55,-2,53,65,0,65,4572,3733,122.5,118,39404,40,8077,1,425,45114,3946,8.74673050494303,8.5,9,1079084,24081,15503,5113,53
2021-02-27,1294,15063,429,0,89,470,1040,251,11233,22,185,1291,518,1809,29.2857142857143,166,207,195.285714285714,518,25.7142857142857,175,113.9,94.9,1340.28571428571,533.571428571429,1873.85714285714,523.857142857143,1384.42857142857,1908.28571428571,101.9,96.8,98.2,4993,-56,4937,86,-2,84,41,-1,40,4628,3787,122.2,82,39486,16,8093,-4,417,38888,3536,9.09277926352602,8.8,9,1084021,24165,15543,4937,84
2021-02-28,1295,15012,440,0,86,401,1049,273,10674,21,160,1322,526,1848,27.4285714285714,171.285714285714,181,198.714285714286,526,27.8571428571429,173.285714285714,98.5,98.8,1341.28571428571,532.428571428571,1873.71428571429,524.428571428571,1382.42857142857,1906.85714285714,101.5,97,98.3,4729,-60,4669,65,-2,63,21,-1,20,4629,3961,116.9,56,39542,12,8105,-5,412,37414,3347,8.94584914737799,8.9,8.8,1088690,24228,15563,4669,63
2021-03-01,1296,15333,440,0,96,434,1094,281,11192,30,145,1375,536,1911,26.4285714285714,174.571428571429,175,201,536,30,170.285714285714,88.1,102.5,1345.28571428571,528.857142857143,1874.14285714286,528,1376.85714285714,1904.85714285714,100.2,97.7,98.4,3826,-64,3762,68,-2,66,22,-1,21,4573,4153,110.1,33,39575,2,8107,-4,396,56424,4465,7.91329930526017,8.5,8.6,1092452,24294,15584,3762,66
2021-03-02,1286,15517,453,0,87,460,1163,281,12095,52,228,1444,540,1984,29.4285714285714,178.714285714286,280,208.142857142857,540,29.8571428571429,168.857142857143,98.6,105.8,1354.57142857143,529.142857142857,1883.71428571429,529.714285714286,1373.85714285714,1903.57142857143,99.9,98.6,99,4032,-51,3981,54,-1,53,66,-1,65,4600,4312,106.7,62,39637,24,8131,-2,385,54335,4374,8.05005981411613,8.2,8.5,1096433,24347,15649,3981,53
