"date","IC_capaciteit_totaal","kliniek_capaciteit_totaal","IC_bezetting_covid","IC_bezetting_covid_internationaal","IC_bezetting_ontlabeld","IC_bezetting_noncovid","kliniek_bezetting_covid","kliniek_bezetting_ontlabeld","kliniek_bezetting_noncovid","IC_opnames_covid","kliniek_opnames_covid","Kliniek_Bedden_Nederland","IC_Bedden_COVID_Nederland","Totaal_Bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek","Kliniek_Bedden_7d","IC_Bedden_7d","Totaal_Bedden_7d","IC_Bedden_14d","Kliniek_Bedden_14d","Totaal_Bedden_14d","OMT_Check_IC_Bezetting","OMT_Check_Kliniek_Bezetting","OMT_Check_Totaal_Bezetting","new.infection","corrections.cases","net.infection","new.hospitals","corrections.hospitals","net.hospitals","new.deaths","corrections.deaths","net.deaths","positive_7daverage","positive_14d","growth_infections","infections.today.nursery","infections.total.nursery","deaths.today.nursery","deaths.total.nursery","mutations.locations.nursery","total.current.locations.nursery","values.tested_total","values.infected","values.infected_percentage","pos.rate.3d.avg","pos.rate.7d.avg","cases","hospitalization","deaths","positivetests","hospital_intake_rivm"
2022-08-09,957,13527,35,0,6,594,467,283,11359,1,86,750,41,791,4.4,98,87,102.4,41,5.2,105.2,84.6,93.2,806.2,41.4,847.6,41.8,919.2,961,99,87.7,88.2,2168,-6,2162,0,0,0,4,0,4,2371,3875,61.2,160,108703,4,11008,0,813,2444,1528,62.5204582651391,64.5,66.1,8356803,0,22532,2162,0
2022-08-10,963,13559,26,0,7,601,432,272,11391,4,71,704,33,737,4.4,93.4,75,97.8,33,4.8,102.6,91.7,91,779.2,39.4,818.6,42.4,879.4,921.8,92.9,88.6,88.8,2119,0,2119,0,0,0,4,0,4,2378,3527,67.4,135,108838,3,11011,0,790,2214,1458,65.8536585365854,64.5,66.2,8358922,0,22536,2119,0
2022-08-11,951,13518,28,0,8,601,395,259,11446,7,80,654,36,690,5.2,86.6,87,91.8,36,4,102.2,130,84.7,743.8,39.6,783.4,41,850.6,891.6,96.6,87.4,87.9,1764,-2,1762,0,0,0,2,0,2,2159,3336,64.7,97,108935,2,11013,0,756,2158,1468,68.0259499536608,65.3,66.2,8360684,0,22538,1762,0
2022-08-12,950,13418,28,0,15,590,386,250,11346,5,78,636,43,679,4.8,79.8,83,84.6,43,4.6,105.6,104.3,75.6,703.8,40.2,744,40.6,838.8,879.4,99,83.9,84.6,1882,-2,1880,0,0,0,4,0,4,2011,3398,59.2,118,109053,3,11016,-1,757,1820,1283,70.4945054945055,68,66.6,8362564,0,22542,1880,0
2022-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,79.8,NA,84.6,NA,4.6,105.6,104.3,75.6,703.8,40.2,744,40.6,838.8,879.4,99,83.9,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,1112,70.6480304955527,69.6,66.6,NA,NA,NA,NA,NA
2022-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,79.8,NA,84.6,NA,4.6,105.6,104.3,75.6,703.8,40.2,744,40.6,838.8,879.4,99,83.9,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195,787,65.8577405857741,69.3,66.6,NA,NA,NA,NA,NA
2022-08-15,951,13240,30,0,14,591,390,252,10970,3,75,642,44,686,4,78,78,82,44,5.4,104.4,74.1,74.7,677.2,39.4,716.6,42,823.6,865.6,93.8,82.2,82.8,978,-6,972,0,0,0,0,0,0,1802,3110,57.9,219,109272,4,11020,0,709,2211,1478,66.8475802804161,67.8,66.9,8366574,0,22547,4010,0
2022-08-16,950,13698,28,0,14,595,412,245,11717,4,93,657,42,699,4.6,79.4,97,84,42,4.4,98,104.5,81,658.6,39.6,698.2,41.4,806.2,847.6,95.7,81.7,82.4,1915,-7,1908,0,0,0,9,-1,8,1722,2874,59.9,137,109409,4,11024,-1,697,2048,1341,65.478515625,66.1,67.5,8368482,0,22555,1908,0
2022-08-17,957,13852,30,0,14,604,397,249,11901,5,74,646,44,690,4.8,80,79,84.8,44,4.4,93.4,109.1,85.7,647,41.8,688.8,39.4,779.2,818.6,106.1,83,84.1,1682,-2,1680,0,0,0,5,1,6,1787,2524,70.8,106,109515,3,11027,-1,685,1742,1112,63.8346727898967,65.5,67.3,8370162,0,22561,1680,0
2022-08-18,974,14001,27,0,13,617,376,262,11991,2,70,638,40,678,3.8,78,72,81.8,40,5.2,86.6,73.1,90.1,643.8,42.6,686.4,39.6,743.8,783.4,107.6,86.6,87.6,341,-2,339,0,0,0,2,2,4,1526,2371,64.4,77,109592,2,11029,-2,665,1770,1083,61.1864406779661,63.6,66.3,8370501,0,22565,339,0
2022-08-19,975,13717,26,0,17,625,354,248,11808,3,72,602,43,645,3.4,76.8,75,80.2,43,4.8,79.8,70.8,96.2,637,42.6,679.6,40.2,703.8,744,106,90.5,91.3,1435,1025,2460,0,0,0,9,0,9,1428,2378,60.1,92,109684,5,11034,4,660,1611,979,60.7697082557418,62,64.9,8372961,0,22574,2460,0
2022-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,76.8,NA,80.2,NA,4.8,79.8,70.8,96.2,637,42.6,679.6,40.2,703.8,744,106,90.5,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,866,66.769468003084,62.6,64.4,NA,NA,NA,NA,NA
2022-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,76.8,NA,80.2,NA,4.8,79.8,70.8,96.2,637,42.6,679.6,40.2,703.8,744,106,90.5,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015,638,62.8571428571429,63.3,64.1,NA,NA,NA,NA,NA
2022-08-22,977,13434,28,0,15,549,330,236,11096,6,64,566,43,609,4,74.6,70,78.6,43,4,78,100,95.6,621.8,42.4,664.2,39.4,677.2,716.6,107.6,91.8,92.7,778,-7,771,0,0,0,2,1,3,1287,2159,59.6,129,109813,1,11035,0,613,1851,1128,60.9400324149109,63.2,63.1,8376026,0,22583,3065,0
2022-08-23,993,13958,23,0,18,591,305,234,12042,2,50,539,41,580,3.6,66,52,69.6,41,4.6,79.4,78.3,83.1,598.2,42.2,640.4,39.6,658.6,698.2,106.6,90.8,91.7,1365,-6,1359,0,0,0,4,0,4,1213,2011,60.3,69,109882,2,11037,-2,600,1701,1002,58.9065255731922,60.6,62,8377385,0,22587,1359,0
2022-08-24,995,14106,19,0,13,638,308,219,12167,2,66,527,32,559,3,64.4,68,67.4,32,4.8,80,62.5,80.5,574.4,39.8,614.2,41.8,647,688.8,95.2,88.8,89.2,1267,1,1268,0,0,0,3,0,3,1255,1802,69.6,85,109967,3,11040,1,593,1493,957,64.0991292699263,61.2,62,8378653,0,22590,1268,0
2022-08-25,991,14099,16,0,14,613,314,208,12140,1,62,522,30,552,2.8,62.8,63,65.6,30,3.8,78,73.7,80.5,551.2,37.8,589,42.6,643.8,686.4,88.7,85.6,85.8,1207,-5,1202,0,0,0,2,0,2,1154,1722,67,48,110015,1,11041,0,579,1525,939,61.5737704918033,61.4,62,8379855,0,22592,1202,0
2022-08-26,993,14035,17,0,17,627,307,214,12066,3,58,521,34,555,2.8,60,61,62.8,34,3.4,76.8,82.4,78.1,535,36,571,42.6,637,679.6,84.5,84,84,1156,-2,1154,0,0,0,2,0,2,1078,1787,60.3,49,110064,2,11043,0,568,1552,984,63.4020618556701,63,62.4,8381009,0,22594,1154,0
2022-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,60,NA,62.8,NA,3.4,76.8,82.4,78.1,535,36,571,42.6,637,679.6,84.5,84,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149,706,61.4447345517842,62.2,61.8,NA,NA,NA,NA,NA
2022-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,60,NA,62.8,NA,3.4,76.8,82.4,78.1,535,36,571,42.6,637,679.6,84.5,84,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101,708,64.3051771117166,63.1,61.9,NA,NA,NA,NA,NA
2022-08-29,978,13978,18,0,12,583,286,205,11395,1,49,491,30,521,1.8,57,50,58.8,30,4,74.6,45,76.4,520,33.4,553.4,42.4,621.8,664.2,78.8,83.6,83.3,780,-14,766,0,0,0,1,0,1,1141,1526,74.8,106,110170,2,11045,-1,512,1743,1045,59.9541021227768,61.6,61.8,8383824,0,22598,2815,0
2022-08-30,992,14338,19,0,12,608,279,201,12178,5,45,480,31,511,2.4,56,50,58.4,31,3.6,66,66.7,84.8,508.2,31.4,539.6,42.2,598.2,640.4,74.4,85,84.3,1289,-3,1286,0,0,0,1,0,1,1120,1428,78.4,62,110232,1,11046,0,499,1691,975,57.6581904198699,60.2,61.6,8385110,0,22599,1286,0
2022-08-31,995,14404,17,0,11,609,260,201,12320,3,43,461,28,489,2.6,51.4,46,54,28,3,64.4,86.7,79.8,495,30.6,525.6,39.8,574.4,614.2,76.9,86.2,85.6,1200,-3,1197,0,0,0,1,0,1,1181,1287,91.8,41,110273,1,11047,-1,496,1714,997,58.1680280046674,58.6,60.7,8386307,0,22600,1197,0
2022-09-01,982,14439,19,0,14,589,242,196,12384,4,40,438,33,471,3.2,47,44,50.2,33,2.8,62.8,114.3,74.8,478.2,31.2,509.4,37.8,551.2,589,82.5,86.8,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1704,1015,59.5657276995305,58.5,60.4,NA,NA,NA,NA,NA
2022-09-02,1006,14211,11,0,19,628,219,201,12098,3,37,420,30,450,3.2,42.8,40,46,30,2.8,60,114.3,71.3,458,30.4,488.4,36,535,571,84.4,85.6,85.5,1208,-2,1206,0,0,0,2,1,3,1158,1213,95.5,92,110365,4,11051,-2,465,1527,964,63.1303208906352,60.2,60.3,8388688,0,22605,2381,0
2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,42.8,NA,46,NA,2.8,60,114.3,71.3,458,30.4,488.4,36,535,571,84.4,85.6,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284,784,61.0591900311526,61.2,60.3,NA,NA,NA,NA,NA
2022-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,42.8,NA,46,NA,2.8,60,114.3,71.3,458,30.4,488.4,36,535,571,84.4,85.6,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1068,629,58.8951310861423,61.3,59.7,NA,NA,NA,NA,NA
2022-09-05,992,13926,16,0,13,526,234,186,11425,3,54,420,29,449,3.6,43.8,57,47.4,29,1.8,57,200,76.8,443.8,30.2,474,33.4,520,553.4,90.4,85.3,85.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1182,59.040959040959,59.6,59.6,NA,NA,NA,NA,NA
2022-09-06,999,14598,16,0,11,615,248,194,12716,2,60,442,27,469,3,46.8,62,49.8,27,2.4,56,125,83.6,436.2,29.4,465.6,31.4,508.2,539.6,93.6,85.8,86.3,1453,-14,1439,0,0,0,4,0,4,1185,1255,94.4,174,110539,2,11053,-2,433,2063,1206,58.4585555016966,58.8,59.6,8392953,0,22609,4265,0
2022-09-07,1006,14847,18,0,10,643,236,179,12941,3,43,415,28,443,3,46.8,46,49.8,28,2.6,51.4,115.4,91.1,427,29.4,456.4,30.6,495,525.6,96.1,86.3,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893,1082,57.1579503433703,58.2,59.5,NA,NA,NA,NA,NA
2022-09-08,1005,14623,20,0,9,655,232,165,12681,4,46,397,29,426,3,48,50,51,29,3.2,47,93.8,102.1,418.8,28.6,447.4,31.2,478.2,509.4,91.7,87.6,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1613,991,61.4383137011779,58.9,59.7,NA,NA,NA,NA,NA
2022-09-09,996,14624,22,0,9,629,225,161,12708,4,45,386,31,417,3.2,49.6,49,52.8,31,3.2,42.8,100,115.9,412,28.8,440.8,30.4,458,488.4,94.7,90,90.3,1219,-2,1217,0,0,0,1,0,1,1186,1154,102.8,227,110766,2,11055,-2,413,1607,976,60.7342874922215,59.6,59.4,8396979,0,22613,4026,0
2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,49.6,NA,52.8,NA,3.2,42.8,100,115.9,412,28.8,440.8,30.4,458,488.4,94.7,90,90.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149,711,61.8798955613577,61.3,59.5,NA,NA,NA,NA,NA
2022-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,49.6,NA,52.8,NA,3.2,42.8,100,115.9,412,28.8,440.8,30.4,458,488.4,94.7,90,90.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,636,59.3837535014006,60.7,59.5,NA,NA,NA,NA,NA
2022-09-12,996,14719,21,0,8,581,289,159,12158,2,53,448,29,477,3,49.4,55,52.4,29,3.6,43.8,83.3,112.8,417.6,28.8,446.4,30.2,443.8,474,95.4,94.1,94.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2061,1208,58.6123241145075,59.7,59.4,NA,NA,NA,NA,NA
2022-09-13,1001,14991,16,0,13,650,275,169,12923,5,52,444,29,473,3.6,47.8,57,51.4,29,3,46.8,120,102.1,418,29.2,447.2,29.4,436.2,465.6,99.3,95.8,96,1496,-9,1487,0,0,0,3,0,3,1235,1078,114.6,190,110956,5,11060,0,371,2054,1157,56.3291139240506,57.9,59.1,8401272,0,22620,4293,0
2022-09-14,997,15040,19,0,11,637,275,154,13025,3,66,429,30,459,3.6,52.4,69,56,30,3,46.8,120,112,420.8,29.6,450.4,29.4,427,456.4,100.7,98.5,98.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2117,1236,58.3845063769485,57.8,59.2,NA,NA,NA,NA,NA
2022-09-15,991,14865,15,0,12,659,264,142,12747,1,56,406,27,433,3,54.4,57,57.4,27,3,48,100,113.3,422.6,29.2,451.8,28.6,418.8,447.4,102.1,100.9,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922,1095,56.9719042663892,57.2,58.6,NA,NA,NA,NA,NA
2022-09-16,994,14815,19,0,12,638,272,131,12754,7,52,403,31,434,3.6,55.8,59,59.4,31,3.2,49.6,112.5,112.5,426,29.2,455.2,28.8,412,440.8,101.4,103.4,103.3,1383,-14,1369,0,0,0,3,0,3,1321,1141,115.8,209,111165,4,11064,-2,385,1720,985,57.2674418604651,57.6,58.1,8405580,0,22626,4308,0
2022-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,55.8,NA,59.4,NA,3.2,49.6,112.5,112.5,426,29.2,455.2,28.8,412,440.8,101.4,103.4,103.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336,789,59.0568862275449,57.6,57.9,NA,NA,NA,NA,NA
2022-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,55.8,NA,59.4,NA,3.2,49.6,112.5,112.5,426,29.2,455.2,28.8,412,440.8,101.4,103.4,103.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,681,59.3722755013078,58.4,57.9,NA,NA,NA,NA,NA
2022-09-19,982,14514,18,0,11,554,297,140,11836,6,49,437,29,466,4.4,55,55,59.4,29,3,49.4,146.7,111.3,423.8,29.2,453,28.8,417.6,446.4,101.4,101.5,101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2285,1283,56.1487964989059,57.7,57.4,NA,NA,NA,NA,NA
2022-09-20,1007,14893,14,0,11,616,305,142,12659,2,65,447,25,472,3.8,57.6,67,61.4,25,3.6,47.8,105.6,120.5,424.4,28.4,452.8,29.2,418,447.2,97.3,101.5,101.3,1681,-9,1672,0,0,0,3,0,3,1377,1120,122.9,214,111379,2,11066,1,389,2438,1423,58.3675143560295,57.7,57.8,8410076,0,22630,4496,0
2022-09-21,1008,14840,14,0,12,647,298,153,12833,3,72,451,26,477,3.8,58.8,75,62.6,26,3.6,52.4,105.6,112.2,428.8,27.6,456.4,29.6,420.8,450.4,93.2,101.9,101.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2486,1426,57.3612228479485,57.3,57.6,NA,NA,NA,NA,NA
2022-09-22,1015,14892,15,0,13,661,312,150,12821,5,78,462,28,490,4.6,63.2,83,67.8,28,3,54.4,153.3,116.2,440,27.8,467.8,29.2,422.6,451.8,95.2,104.1,103.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2521,1560,61.8802062673542,59.2,58.5,NA,NA,NA,NA,NA
2022-09-23,1005,14884,15,0,13,656,333,138,12590,3,65,471,28,499,3.8,65.8,68,69.6,28,3.6,55.8,105.6,117.9,453.6,27.2,480.8,29.2,426,455.2,93.2,106.5,105.6,1927,-5,1922,0,0,0,4,0,4,1481,1181,125.4,314,111693,6,11072,0,413,2307,1363,59.0810576506285,59.5,58.7,8415459,0,22637,5383,0
2022-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,65.8,NA,69.6,NA,3.6,55.8,105.6,117.9,453.6,27.2,480.8,29.2,426,455.2,93.2,106.5,105.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,1241,63.7390857729841,61.5,59.3,NA,NA,NA,NA,NA
2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,65.8,NA,69.6,NA,3.6,55.8,105.6,117.9,453.6,27.2,480.8,29.2,426,455.2,93.2,106.5,105.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710,1113,65.0877192982456,62.3,60,NA,NA,NA,NA,NA
2022-09-26,1003,14801,21,0,12,580,421,147,12202,1,88,568,33,601,2.8,73.6,89,76.4,33,4.4,55,63.6,133.8,479.8,28,507.8,29.2,423.8,453,95.9,113.2,112.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3325,2068,62.1954887218045,63.3,60.9,NA,NA,NA,NA,NA
2022-09-27,1009,15281,23,0,12,635,458,138,13287,4,113,596,35,631,3.2,83.2,117,86.4,35,3.8,57.6,84.2,144.4,509.6,30,539.6,28.4,424.4,452.8,105.6,120.1,119.2,2614,-3,2611,0,0,0,3,0,3,1682,1158,145.3,391,112084,3,11075,0,442,3184,1962,61.6206030150754,62.6,61.4,8422336,0,22643,6877,0
2022-09-28,1011,15460,20,0,11,665,487,140,13153,6,118,627,31,658,3.8,92.4,124,96.2,31,3.8,58.8,100,157.1,544.8,31,575.8,27.6,428.8,456.4,112.3,127.1,126.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3838,2369,61.7248566961959,61.8,62,NA,NA,NA,NA,NA
2022-09-29,1012,15504,26,0,10,651,511,147,13293,3,125,658,36,694,3.4,101.8,128,105.2,36,4.6,63.2,73.9,161.1,584,32.6,616.6,27.8,440,467.8,117.3,132.7,131.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3943,2503,63.4795840730408,62.3,62.3,NA,NA,NA,NA,NA
2022-09-30,1001,15318,27,0,14,649,520,135,13209,8,121,655,41,696,4.4,113,129,117.4,41,3.8,65.8,115.8,171.7,620.8,35.2,656,27.2,453.6,480.8,129.4,136.9,136.4,3070,-16,3054,0,0,0,2,0,2,1913,1185,161.4,602,112686,3,11078,1,522,3569,2264,63.4351358924068,62.9,62.8,8430861,0,22650,8525,0
2022-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,113,NA,117.4,NA,3.8,65.8,115.8,171.7,620.8,35.2,656,27.2,453.6,480.8,129.4,136.9,136.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778,1794,64.5788336933045,63.8,63,NA,NA,NA,NA,NA
2022-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,113,NA,117.4,NA,3.8,65.8,115.8,171.7,620.8,35.2,656,27.2,453.6,480.8,129.4,136.9,136.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2411,1546,64.1227706345914,64,62.9,NA,NA,NA,NA,NA
2022-10-03,1008,14802,32,0,12,612,648,150,12289,6,143,798,44,842,5.4,124,149,129.4,44,2.8,73.6,192.9,168.5,666.8,37.4,704.2,28,479.8,507.8,133.6,139,138.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4722,3017,63.8924184667514,64.1,63.2,NA,NA,NA,NA,NA
2022-10-04,1016,15310,20,0,13,656,683,157,12869,2,148,840,33,873,5,131,150,136,33,3.2,83.2,156.2,157.5,715.6,37,752.6,30,509.6,539.6,123.3,140.4,139.5,3843,-6,3837,0,0,0,7,0,7,2288,1186,192.9,624,113310,4,11082,-2,573,4707,2920,62.0352666241768,63.2,63.2,8441351,0,22663,10490,0
2022-10-05,1014,15033,27,0,11,677,732,171,12928,8,141,903,38,941,5.4,135.6,149,141,38,3.8,92.4,142.1,146.8,770.8,38.4,809.2,31,544.8,575.8,123.9,141.5,140.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5413,3360,62.0727877332348,62.6,63.2,NA,NA,NA,NA,NA
2022-10-06,1013,15235,29,0,9,658,731,176,12933,4,141,907,38,945,5.6,138.8,145,144.4,38,3.4,101.8,164.7,136.3,820.6,38.8,859.4,32.6,584,616.6,119,140.5,139.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4854,3016,62.1343222084878,62.1,63,NA,NA,NA,NA,NA
2022-10-07,1015,15205,31,0,9,663,746,176,12970,11,142,922,40,962,6.2,143,153,149.2,40,4.4,113,140.9,126.5,874,38.6,912.6,35.2,620.8,656,109.7,140.8,139.1,3761,-18,3743,0,0,0,11,0,11,2611,1235,211.4,896,114206,15,11097,3,662,4581,2929,63.9380048024449,62.7,63.1,8452954,0,22692,11603,0
2022-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,143,NA,149.2,NA,4.4,113,140.9,126.5,874,38.6,912.6,35.2,620.8,656,109.7,140.8,139.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3330,2161,64.8948948948949,63.5,63.1,NA,NA,NA,NA,NA
2022-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,143,NA,149.2,NA,4.4,113,140.9,126.5,874,38.6,912.6,35.2,620.8,656,109.7,140.8,139.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2690,1779,66.1338289962825,64.8,63.3,NA,NA,NA,NA,NA
2022-10-10,1001,15011,37,0,10,630,876,203,12232,9,162,1079,47,1126,6.8,146.8,171,153.6,47,5.4,124,125.9,118.4,930.2,39.2,969.4,37.4,666.8,704.2,104.8,139.5,137.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5011,2988,59.6288166034724,62.8,62.6,NA,NA,NA,NA,NA
2022-10-11,996,14995,34,0,13,654,880,233,12582,15,157,1113,47,1160,9.4,148.6,172,158,47,5,131,188,113.4,984.8,42,1026.8,37,715.6,752.6,113.5,137.6,136.4,3982,-8,3974,0,0,0,6,0,6,2983,1321,225.8,871,115077,6,11103,1,759,4686,2804,59.8378147673922,61.1,62.3,8465021,0,22702,12067,0
2022-10-12,1013,15085,35,0,13,658,856,239,12679,15,139,1095,48,1143,10.8,148.2,154,159,48,5.4,135.6,200,109.3,1023.2,44,1067.2,38.4,770.8,809.2,114.6,132.7,131.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4947,2920,59.0256721245199,59.5,61.8,NA,NA,NA,NA,NA
2022-10-13,1017,15265,28,0,18,661,852,258,12879,11,155,1110,46,1156,12.2,151,166,163.2,46,5.6,138.8,217.9,108.8,1063.8,45.6,1109.4,38.8,820.6,859.4,117.5,129.6,129.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4550,2755,60.5494505494505,59.8,61.5,NA,NA,NA,NA,NA
2022-10-14,1008,15261,27,0,10,683,802,255,12816,7,148,1057,37,1094,11.4,152.2,155,163.6,37,6.2,143,183.9,106.4,1090.8,45,1135.8,38.6,874,912.6,116.6,124.8,124.5,3648,-4,3644,0,0,0,2,2,4,3264,1377,237,1047,116124,12,11115,1,867,4114,2576,62.6154594069033,60.6,61.3,8476062,0,22721,11041,0
2022-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,152.2,NA,163.6,NA,6.2,143,183.9,106.4,1090.8,45,1135.8,38.6,874,912.6,116.6,124.8,124.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3039,1980,65.1530108588351,62.5,61.3,NA,NA,NA,NA,NA
2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,152.2,NA,163.6,NA,6.2,143,183.9,106.4,1090.8,45,1135.8,38.6,874,912.6,116.6,124.8,124.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2442,1592,65.1924651924652,64.1,61.2,NA,NA,NA,NA,NA
2022-10-17,1018,14900,36,0,9,642,918,248,12130,6,181,1166,45,1211,10.8,156,187,166.8,45,6.8,146.8,158.8,106.3,1108.2,44.6,1152.8,39.2,930.2,969.4,113.8,119.1,118.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4842,2981,61.5654688145395,63.5,61.5,NA,NA,NA,NA,NA
