new.infection,corrections.cases,net.infection,new.hospitals,corrections.hospitals,net.hospitals,new.deaths,corrections.deaths,net.deaths,date,positive_7daverage,positive_14d,growth_infections
54225,-65,54160,0,0,0,9,-1,8,2022-01-25,52343,34754,150.6
58666,-50,58616,0,0,0,12,0,12,2022-01-26,55255,35630,155.1
64602,-47,64555,0,0,0,14,0,14,2022-01-27,58773,36564,160.7
74085,-66,74019,0,0,0,9,0,9,2022-01-28,61135,39711,153.9
39536,-92,39444,0,0,0,8,0,8,2022-01-29,60181,41748,144.2
75199,-35,75164,0,0,0,2,0,2,2022-01-30,61581,45903,134.2
112278,-51,112227,0,0,0,5,0,5,2022-01-31,68370,49086,139.3
105840,-45,105795,0,0,0,16,0,16,2022-02-01,75744,52343,144.7
67045,-76,66969,0,0,0,10,0,10,2022-02-02,76941,55255,139.2
82961,-90,82871,0,0,0,11,-4,7,2022-02-03,79563,58773,135.4
72162,-3246,68916,0,0,0,5,0,5,2022-02-04,79289,61135,129.7
40133,-11,40122,0,0,0,10,0,10,2022-02-05,79374,60181,131.9
80946,13938,94884,0,0,0,8,1,9,2022-02-06,80195,61581,130.2
77648,-29,77619,0,0,0,4,0,4,2022-02-07,75248,68370,110.1
394759,-14371,380388,0,0,0,8,-8,0,2022-02-08,116522,75744,153.8
86604,-77,86527,0,0,0,7,0,7,2022-02-09,119316,76941,155.1
86862,-83,86779,0,0,0,15,0,15,2022-02-10,119873,79563,150.7
80723,-113,80610,0,0,0,19,0,19,2022-02-11,121096,79289,152.7
70410,-59,70351,0,0,0,12,0,12,2022-02-12,125422,79374,158
60227,-70,60157,0,0,0,7,0,7,2022-02-13,122462,80195,152.7
55116,-105,55011,0,0,0,6,0,6,2022-02-14,119243,75248,158.5
53548,-42,53506,0,0,0,12,0,12,2022-02-15,70499,116522,60.5
63779,92,63871,0,0,0,18,0,18,2022-02-16,67238,119316,56.4
56390,-12,56378,0,0,0,18,-1,17,2022-02-17,62885,119873,52.5
49296,-13,49283,0,0,0,16,0,16,2022-02-18,58395,121096,48.2
33629,-32,33597,0,0,0,10,0,10,2022-02-19,53141,125422,42.4
36448,-11,36437,0,0,0,8,0,8,2022-02-20,49744,122462,40.6
36038,-51,35987,0,0,0,7,-1,6,2022-02-21,47018,119243,39.4
34683,-18,34665,0,0,0,18,0,18,2022-02-22,44323,70499,62.9
41481,-912,40569,0,0,0,11,0,11,2022-02-23,41138,67238,61.2
41216,-39,41177,0,0,0,13,0,13,2022-02-24,38970,62885,62
37617,-77,37540,0,0,0,8,0,8,2022-02-25,37302,58395,63.9
32967,-71,32896,0,0,0,6,0,6,2022-02-26,37207,53141,70
27438,-55,27383,0,0,0,3,0,3,2022-02-27,35920,49744,72.2
28904,-50,28854,0,0,0,6,0,6,2022-02-28,34901,47018,74.2
36529,-41,36488,0,0,0,16,0,16,2022-03-01,35165,44323,79.3
48503,-14,48489,0,0,0,11,0,11,2022-03-02,36168,41138,87.9
58301,-18,58283,0,0,0,8,0,8,2022-03-03,38608,38970,99.1
68345,-36,68309,0,0,0,10,0,10,2022-03-04,42998,37302,115.3
67229,-21,67208,0,0,0,9,0,9,2022-03-05,47893,37207,128.7
66794,5,66799,0,0,0,4,0,4,2022-03-06,53515,35920,149
64107,334,64441,0,0,0,5,-5,0,2022-03-07,58544,34901,167.7
66257,-26,66231,0,0,0,12,0,12,2022-03-08,62791,35165,178.6
74325,-89,74236,0,0,0,11,-1,10,2022-03-09,66480,36168,183.8
74588,-70,74518,0,0,0,41,0,41,2022-03-10,68806,38608,178.2
69215,-29,69186,0,0,0,17,-4,13,2022-03-11,68931,42998,160.3
60083,-40,60043,0,0,0,11,0,11,2022-03-12,67910,47893,141.8
52353,-27,52326,0,0,0,8,0,8,2022-03-13,65847,53515,123
45908,-16,45892,0,0,0,6,0,6,2022-03-14,63247,58544,108
52948,-51,52897,0,0,0,12,0,12,2022-03-15,61346,62791,97.7
60291,-28,60263,0,0,0,11,0,11,2022-03-16,59341,66480,89.3
53695,-28,53667,0,0,0,17,2,19,2022-03-17,56356,68806,81.9
49373,4843,54216,0,0,0,19,0,19,2022-03-18,53522,68931,77.6
41606,-150,41456,0,0,0,11,0,11,2022-03-19,50882,67910,74.9
34846,-23,34823,0,0,0,8,0,8,2022-03-20,48381,65847,73.5
31883,38,31921,0,0,0,3,0,3,2022-03-21,46377,63247,73.3
40543,-9,40534,0,0,0,23,1,24,2022-03-22,44605,61346,72.7
42835,-47,42788,0,0,0,15,1,16,2022-03-23,42112,59341,71
39159,-73,39086,0,0,0,15,0,15,2022-03-24,40035,56356,71
35043,-54,34989,0,0,0,20,0,20,2022-03-25,37988,53522,71
28130,15,28145,0,0,0,20,0,20,2022-03-26,36063,50882,70.9
25013,5,25018,0,0,0,6,1,7,2022-03-27,34658,48381,71.6
21504,7,21511,0,0,0,10,0,10,2022-03-28,33175,46377,71.5
30729,-42,30687,0,0,0,16,0,16,2022-03-29,31773,44605,71.2
27818,-52,27766,0,0,0,35,2,37,2022-03-30,29628,42112,70.4
25467,-35,25432,0,0,0,26,0,26,2022-03-31,27672,40035,69.1
21788,-51,21737,0,0,0,9,-3,6,2022-04-01,25778,37988,67.9
16936,-1,16935,0,0,0,13,1,14,2022-04-02,24179,36063,67
12387,-18,12369,0,0,0,7,-1,6,2022-04-03,22376,34658,64.6
10796,-23,10773,0,0,0,10,0,10,2022-04-04,20846,33175,62.8
14081,-63,14018,0,0,0,14,0,14,2022-04-05,18468,31773,58.1
13054,-29,13025,0,0,0,21,0,21,2022-04-06,16358,29628,55.2
12840,11,12851,0,0,0,9,0,9,2022-04-07,14555,27672,52.6
10903,-30,10873,0,0,0,14,-1,13,2022-04-08,13000,25778,50.4
6624,-13,6611,0,0,0,3,1,4,2022-04-11,11526,24179,47.7
6291,2,6293,0,0,0,15,0,15,2022-04-12,10656,22376,47.6
4947,-24,4923,0,0,0,21,1,22,2022-04-13,9820,20846,47.1
4699,-4,4695,0,0,0,11,-1,10,2022-04-14,8480,18468,45.9
4133,-5,4128,0,0,0,8,0,8,2022-04-15,7205,16358,44
2505,-25,2480,0,0,0,4,-1,3,2022-04-19,5729,14555,39.4
3518,-9,3509,0,0,0,10,1,11,2022-04-20,4674,13000,36
3008,-20,2988,0,0,0,18,1,19,2022-04-21,4157,11526,36.1
2628,-11,2617,0,0,0,9,0,9,2022-04-22,3634,10656,34.1
1390,-75,1315,0,0,0,6,0,6,2022-04-25,3126,9820,31.8
1896,-34,1862,0,0,0,6,1,7,2022-04-26,2725,8480,32.1
1248,-12,1236,0,0,0,2,1,3,2022-04-28,2313,7205,32.1
1679,-3,1676,0,0,0,4,0,4,2022-04-29,2195,5729,38.3
1282,-10,1272,0,0,0,3,0,3,2022-05-02,1876,4674,40.1
1756,-9,1747,0,0,0,6,0,6,2022-05-03,1697,4157,40.8
1679,1,1680,0,0,0,4,0,4,2022-05-04,1561,3634,43
1303,-14,1289,0,0,0,1,-1,0,2022-05-06,1549,3126,49.6
1030,-11,1019,0,0,0,2,1,3,2022-05-09,1425,2725,52.3
1586,-3,1583,0,0,0,3,0,3,2022-05-10,1474,2313,63.7
1401,-6,1395,0,0,0,6,0,6,2022-05-11,1434,2195,65.3
1434,-6,1428,0,0,0,4,1,5,2022-05-12,1456,1876,77.6
1273,-9,1264,0,0,0,0,0,0,2022-05-13,1387,1697,81.7
821,167,988,0,0,0,0,-1,-1,2022-05-16,1264,1561,81
1249,-3,1246,0,0,0,2,1,3,2022-05-17,1256,1549,81.1
1195,3,1198,0,0,0,0,0,0,2022-05-18,1280,1425,89.8
1448,-12,1436,0,0,0,4,0,4,2022-05-19,1260,1474,85.5
1048,-6,1042,0,0,0,5,0,5,2022-05-20,1210,1434,84.4
737,23,760,0,0,0,0,0,0,2022-05-23,1110,1456,76.2
1101,-1,1100,0,0,0,2,0,2,2022-05-24,1086,1387,78.3
1056,3,1059,0,0,0,4,1,5,2022-05-25,1119,1264,88.5
903,-9,894,0,0,0,1,-1,0,2022-05-27,1070,1256,85.2
913,-97,816,0,0,0,0,1,1,2022-05-30,1029,1280,80.4
1341,-94,1247,0,0,0,4,0,4,2022-05-31,1014,1260,80.5
1381,-8,1373,0,0,0,2,0,2,2022-06-01,1062,1210,87.8
1525,10,1535,0,0,0,1,0,1,2022-06-02,1174,1110,105.8
1461,-1,1460,0,0,0,0,0,0,2022-06-03,1226,1086,112.9
1421,-7,1414,0,0,0,0,1,1,2022-06-07,1278,1119,114.2
1864,-3,1861,0,0,0,1,0,1,2022-06-08,1415,1070,132.2
2440,-11,2429,0,0,0,3,0,3,2022-06-09,1633,1029,158.7
2235,1,2236,0,0,0,2,0,2,2022-06-10,1761,1014,173.7
1791,-14,1777,0,0,0,0,0,0,2022-06-13,1820,1062,171.4
2887,-13,2874,0,0,0,0,0,0,2022-06-14,2014,1174,171.6
3418,-3,3415,0,0,0,1,0,1,2022-06-15,2294,1226,187.1
4166,1,4167,0,0,0,5,0,5,2022-06-16,2686,1278,210.2
3855,3,3858,0,0,0,1,0,1,2022-06-17,2970,1415,209.9
2920,-7,2913,0,0,0,0,0,0,2022-06-20,3039,1633,186.1
4798,-5,4793,0,0,0,2,0,2,2022-06-21,3405,1761,193.4
4834,-4,4830,0,0,0,1,0,1,2022-06-22,3840,1820,211
5520,-13,5507,0,0,0,2,0,2,2022-06-23,4216,2014,209.3
5184,-18,5166,0,0,0,4,0,4,2022-06-24,4468,2294,194.8
3511,-16,3495,0,0,0,2,0,2,2022-06-27,4375,2686,162.9
5785,-7,5778,0,0,0,4,0,4,2022-06-28,4650,2970,156.6
6276,-5,6271,0,0,0,8,0,8,2022-06-29,5130,3039,168.8
6517,-5,6512,0,0,0,8,0,8,2022-06-30,5375,3405,157.9
6083,-7,6076,0,0,0,2,0,2,2022-07-01,5554,3840,144.6
3812,-19,3793,0,0,0,2,0,2,2022-07-04,5310,4216,125.9
6664,-9,6655,0,0,0,9,0,9,2022-07-05,5521,4468,123.6
6433,-3,6430,0,0,0,4,0,4,2022-07-06,5939,4375,135.7
7308,-11,7297,0,0,0,5,0,5,2022-07-07,6156,4650,132.4
6702,-3,6699,0,0,0,4,-1,3,2022-07-08,6217,5130,121.2
4107,-31,4076,0,0,0,1,0,1,2022-07-11,5873,5375,109.3
7371,-9,7362,0,0,0,2,1,3,2022-07-12,6057,5554,109.1
6825,-17,6808,0,0,0,4,0,4,2022-07-13,6487,5310,122.2
7062,-6,7056,0,0,0,4,0,4,2022-07-14,6544,5521,118.5
6527,-11,6516,0,0,0,5,0,5,2022-07-15,6557,5939,110.4
3238,-21,3217,0,0,0,2,0,2,2022-07-18,5976,6156,97.1
5018,-5,5013,0,0,0,6,1,7,2022-07-19,5735,6217,92.2
4509,-5,4504,0,0,0,7,0,7,2022-07-20,5793,5873,98.6
4500,-6,4494,0,0,0,4,0,4,2022-07-21,5383,6057,88.9
4635,-6,4629,0,0,0,6,0,6,2022-07-22,5070,6487,78.2
2488,-10,2478,0,0,0,1,-1,0,2022-07-25,4416,6544,67.5
4453,-7,4446,0,0,0,11,0,11,2022-07-26,4120,6557,62.8
4122,-4,4118,0,0,0,7,0,7,2022-07-27,4246,5976,71.1
3687,-2,3685,0,0,0,6,0,6,2022-07-28,4056,5735,70.7
3238,-7,3231,0,0,0,4,-1,3,2022-07-29,3875,5793,66.9
2066,-14,2052,0,0,0,4,-1,3,2022-08-01,3527,5383,65.5
3298,1,3299,0,0,0,3,0,3,2022-08-02,3336,5070,65.8
2919,-3,2916,0,0,0,6,0,6,2022-08-03,3398,4416,76.9
2438,0,2438,0,0,0,4,0,4,2022-08-04,3110,4120,75.5
2475,-5,2470,0,0,0,2,-1,1,2022-08-05,2874,4246,67.7
1231,-8,1223,0,0,0,1,0,1,2022-08-08,2524,4056,62.2
2168,-6,2162,0,0,0,4,0,4,2022-08-09,2371,3875,61.2
2119,0,2119,0,0,0,4,0,4,2022-08-10,2378,3527,67.4
1764,-2,1762,0,0,0,2,0,2,2022-08-11,2159,3336,64.7
1882,-2,1880,0,0,0,4,0,4,2022-08-12,2011,3398,59.2
978,-6,972,0,0,0,0,0,0,2022-08-15,1802,3110,57.9
1915,-7,1908,0,0,0,9,-1,8,2022-08-16,1722,2874,59.9
1682,-2,1680,0,0,0,5,1,6,2022-08-17,1787,2524,70.8
341,-2,339,0,0,0,2,2,4,2022-08-18,1526,2371,64.4
1435,1025,2460,0,0,0,9,0,9,2022-08-19,1428,2378,60.1
778,-7,771,0,0,0,2,1,3,2022-08-22,1287,2159,59.6
1365,-6,1359,0,0,0,4,0,4,2022-08-23,1213,2011,60.3
1267,1,1268,0,0,0,3,0,3,2022-08-24,1255,1802,69.6
1207,-5,1202,0,0,0,2,0,2,2022-08-25,1154,1722,67
1156,-2,1154,0,0,0,2,0,2,2022-08-26,1078,1787,60.3
780,-14,766,0,0,0,1,0,1,2022-08-29,1141,1526,74.8
1289,-3,1286,0,0,0,1,0,1,2022-08-30,1120,1428,78.4
1200,-3,1197,0,0,0,1,0,1,2022-08-31,1181,1287,91.8
1208,-2,1206,0,0,0,2,1,3,2022-09-02,1158,1213,95.5
1453,-14,1439,0,0,0,4,0,4,2022-09-06,1185,1255,94.4
1219,-2,1217,0,0,0,1,0,1,2022-09-09,1186,1154,102.8
1496,-9,1487,0,0,0,3,0,3,2022-09-13,1235,1078,114.6
1383,-14,1369,0,0,0,3,0,3,2022-09-16,1321,1141,115.8
1681,-9,1672,0,0,0,3,0,3,2022-09-20,1377,1120,122.9
1927,-5,1922,0,0,0,4,0,4,2022-09-23,1481,1181,125.4
2614,-3,2611,0,0,0,3,0,3,2022-09-27,1682,1158,145.3
3070,-16,3054,0,0,0,2,0,2,2022-09-30,1913,1185,161.4
