"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.836833201384817,0.00163990519978336,0.92,"0.90","0.95",0.91,0.002,-0.01
"2",2021-01-09,0.866434156640434,0.00126996884014068,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.912121744030904,0.00179756527457203,0.94,"0.91","0.96",0.95,0.001,0.01
"4",2021-01-11,0.94267896074894,0.00115823266519882,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.95236536303888,0.00116577240149637,0.92,"0.90","0.94",0.93,0.001,0.01
"6",2021-01-13,0.93361500896255,0.000917678341750372,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931729956441154,0.00143167752054721,0.95,"0.92","0.97",0.94,0.001,-0.01
"8",2021-01-15,0.929522651744002,0.00126675345994791,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.94337739263204,0.00119676887030935,0.96,"0.94","0.99",0.96,0.001,0
"10",2021-01-17,0.954023111688934,0.00147978045471685,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.959078174099726,0.00138393083436092,0.9,"0.88","0.93",0.9,0.001,0
"12",2021-01-19,0.949788635906139,0.00101857635442545,0.88,"0.85","0.90",0.89,0.002,0.01
"13",2021-01-20,0.904491337154989,0.00139976334735175,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.886338764497396,0.00212680292278645,0.88,"0.86","0.91",0.87,0.002,-0.01
"15",2021-01-22,0.865880856353486,0.00125364028050326,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870069492073379,0.00176724522680625,0.91,"0.89","0.94",0.91,0.002,0
"17",2021-01-24,0.88757707791609,0.00113668351712544,0.92,"0.89","0.95",0.92,0.001,0
"18",2021-01-25,0.905735704925752,0.00192131636241165,0.91,"0.88","0.94",0.91,0.001,0
"19",2021-01-26,0.92393194726209,0.000802288068124394,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.909194851335471,0.00143349301895275,0.92,"0.89","0.95",0.92,0.002,0
"21",2021-01-28,0.920006675504363,0.00183655978979314,0.94,"0.91","0.97",0.94,0.001,0
"22",2021-01-29,0.923044759785009,0.00212784521909775,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.937829591217476,0.00148600295581932,0.98,"0.95","1.01",0.97,0.001,-0.01
"24",2021-01-31,0.960557354641584,0.00217750607162343,0.97,"0.93","1.00",0.98,0.001,0.01
"25",2021-02-01,0.974464391922291,0.00116691809349184,0.94,"0.91","0.97",0.95,0.002,0.01
"26",2021-02-02,0.979352168944476,0.00110518822548304,0.93,"0.90","0.96",0.93,0.002,0
"27",2021-02-03,0.945137768423481,0.00185011835122067,0.94,"0.91","0.97",0.93,0.002,-0.01
"28",2021-02-04,0.932915992922617,0.0019425552920954,0.96,"0.93","0.99",0.94,0.001,-0.02
"29",2021-02-05,0.933344102714148,0.00180957527363844,0.99,"0.96","1.03",0.97,0.002,-0.02
"30",2021-02-06,0.944843139995838,0.00105849603623856,1.02,"0.99","1.06",1,0.001,-0.02
"31",2021-02-07,0.973409470214377,0.00215548883181387,1.03,"0.99","1.06",1.02,0.001,-0.01
"32",2021-02-08,1.00019570583176,0.00112463734065749,1.02,"0.99","1.06",1.02,0.002,0
"33",2021-02-09,1.01894278777989,0.00129524470714411,1.03,"1.00","1.06",1.04,0.002,0.01
"34",2021-02-10,1.0227751891539,0.0024055415409492,1.06,"1.03","1.09",1.07,0.002,0.01
"35",2021-02-11,1.03674579582253,0.00201313199813628,1.1,"1.07","1.14",1.1,0.002,0
"36",2021-02-12,1.06550537788693,0.00235527937389945,1.14,"1.11","1.18",1.14,0.001,0
"37",2021-02-13,1.10117399603735,0.00243587830449587,1.16,"1.13","1.20",1.17,0.001,0.01
"38",2021-02-14,1.14114195137292,0.00149923920437083,1.15,"1.11","1.18",1.17,0.002,0.02
"39",2021-02-15,1.17144747894762,0.00120306278322578,1.11,"1.08","1.14",1.13,0.002,0.02
"40",2021-02-16,1.16742098121797,0.00186100158995607,1.07,"1.04","1.10",1.1,0.002,0.03
"41",2021-02-17,1.127150355054,0.00216321482130479,1.05,"1.02","1.08",1.06,0.002,0.01
"42",2021-02-18,1.09737886944475,0.00190824647136693,1.04,"1.01","1.07",1.04,0.001,0
"43",2021-02-19,1.06378040543373,0.00175219816122877,1.04,"1.01","1.07",1.02,0.001,-0.02
"44",2021-02-20,1.04076274603175,0.00107389627760975,1.03,"1.00","1.06",1.01,0.001,-0.02
"45",2021-02-21,1.02432260544459,0.000970465442776488,1,"0.97","1.03",1,0.002,0
"46",2021-02-22,1.00719914242171,0.000725215766300787,0.98,"0.95","1.00",0.97,0.002,-0.01
"47",2021-02-23,0.997511594906517,0.00212733113303335,0.97,"0.94","1.00",0.97,0.001,0
"48",2021-02-24,0.969968039833638,0.00155444377144891,0.99,"0.96","1.02",0.98,0.002,-0.01
"49",2021-02-25,0.973769794272217,0.00140978168789451,1.01,"0.98","1.04",1,0.002,-0.01
"50",2021-02-26,0.979972212276852,0.00228161123652917,1.04,"1.01","1.07",1.03,0.001,-0.01
"51",2021-02-27,1.00056025438153,0.0021266743800471,1.05,"1.02","1.08",1.05,0.002,0
"52",2021-02-28,1.0262193398524,0.000873451826817898,1.05,"1.02","1.08",1.07,0.001,0.02
"53",2021-03-01,1.04739784514087,0.00167564786348034,1.06,"1.03","1.08",1.06,0.001,0
"54",2021-03-02,1.06587012664388,0.00143591740813448,1.07,"1.04","1.10",1.08,0.003,0.01
"55",2021-03-03,1.05559517273043,0.0014946452066839,1.11,"1.08","1.14",1.1,0.002,-0.01
"56",2021-03-04,1.07760769013344,0.00292671076376921,1.14,"1.11","1.17",1.13,0.001,-0.01
"57",2021-03-05,1.09963493259509,0.00225654852634253,1.16,"1.13","1.19",1.16,0.002,0
"58",2021-03-06,1.13407630293698,0.000990299145223745,1.16,"1.13","1.19",1.17,0.002,0.01
"59",2021-03-07,1.16416123306116,0.00151140406778876,1.14,"1.11","1.17",1.17,0.002,0.03
"60",2021-03-08,1.17309405479209,0.00179810032089472,1.11,"1.08","1.14",1.12,0.002,0.01
"61",2021-03-09,1.16613619880016,0.00172141155241135,1.09,"1.06","1.12",1.1,0.002,0.01
"62",2021-03-10,1.11778769494126,0.00190020783388494,1.08,"1.06","1.11",1.09,0.001,0.01
"63",2021-03-11,1.10019227348017,0.00177064857846892,1.09,"1.06","1.11",1.09,0.001,0
"64",2021-03-12,1.08571803447021,0.00140744053239275,1.1,"1.07","1.12",1.09,0.001,-0.01
"65",2021-03-13,1.08630185929098,0.000923410098790624,1.1,"1.08","1.13",1.09,0.001,-0.01
"66",2021-03-14,1.09403309009938,0.0012412748472422,1.09,"1.07","1.12",1.1,0.002,0.01
"67",2021-03-15,1.09267772805948,0.00100707646866674,1.07,"1.05","1.10",1.07,0.002,0
"68",2021-03-16,1.09535595788288,0.00160851922589227,1.06,"1.03","1.08",1.07,0.001,0.01
"69",2021-03-17,1.07080489412031,0.00167591396345137,1.06,"1.03","1.08",1.06,0.002,0
"70",2021-03-18,1.06678972824542,0.00126561258529951,1.06,"1.04","1.09",1.07,0.001,0.01
"71",2021-03-19,1.06402740366561,0.00150642872488594,1.07,"1.05","1.09",1.07,0.002,0
"72",2021-03-20,1.06601665938192,0.00133807090539626,1.07,"1.04","1.09",1.07,0.002,0
"73",2021-03-21,1.07170291189189,0.00157248758133418,1.04,"1.02","1.07",1.05,0.001,0.01
"74",2021-03-22,1.06746625337373,0.00168981720047821,1.01,"0.98","1.03",1.01,0.001,0
"75",2021-03-23,1.0517820944854,0.00105374288049945,0.98,"0.95","1.00",0.98,0.001,0
"76",2021-03-24,1.0059179693487,0.00148896399927253,0.96,"0.94","0.98",0.96,0.001,0
"77",2021-03-25,0.979404089987173,0.00137837996729607,0.96,"0.94","0.98",0.96,0.002,0
