"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.836330113377906,0.00161599083454117,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.865840600930125,0.00116535370491796,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.911343242915776,0.00131282107268289,0.94,"0.91","0.96",0.95,0.001,0.01
"4",2021-01-11,0.94185415683829,0.000934476432431636,0.92,"0.90","0.95",0.93,0.002,0.01
"5",2021-01-12,0.951707067003617,0.0012168828527056,0.92,"0.90","0.95",0.93,0.001,0.01
"6",2021-01-13,0.932992362124206,0.0016471452509122,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931361517328307,0.00138529796231079,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929443115761605,0.00119966680364179,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.943586110881474,0.00135500600907042,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954325382042277,0.00127064138621672,0.94,"0.91","0.97",0.95,0.002,0.01
"11",2021-01-18,0.959420888707647,0.00142270373664946,0.9,"0.88","0.93",0.91,0.002,0.01
"12",2021-01-19,0.950254191595407,0.00157296254908082,0.88,"0.85","0.91",0.89,0.001,0.01
"13",2021-01-20,0.905009341481459,0.00178201535903793,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.886965379356533,0.000900325566393905,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.866478726752983,0.00127821662708076,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870726066169767,0.000581116026387174,0.92,"0.89","0.94",0.91,0.001,-0.01
"17",2021-01-24,0.888156958648274,0.00134993498460689,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.906236581233226,0.00109449488230742,0.91,"0.88","0.94",0.91,0.001,0
"19",2021-01-26,0.924315181603672,0.00156225543011886,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.90937812600797,0.00112408914675026,0.92,"0.89","0.95",0.92,0.001,0
