"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837541933614445,0.0014129783426995,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.867214906098783,0.000867527766031191,0.94,"0.92","0.97",0.94,0.002,0
"3",2021-01-10,0.912580084276635,0.00123834400537951,0.94,"0.91","0.96",0.95,0.002,0.01
"4",2021-01-11,0.942955668462652,0.00168172264541146,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952551104526125,0.0018984444581066,0.92,"0.90","0.95",0.93,0.002,0.01
"6",2021-01-13,0.933479460283816,0.00134535590977807,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931595541056321,0.00164560311233138,0.95,"0.92","0.98",0.94,0.002,-0.01
"8",2021-01-15,0.929531287764479,0.00112446119044534,0.96,"0.94","0.99",0.95,0.002,-0.01
"9",2021-01-16,0.943639866336268,0.00172219414569323,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954343776149478,0.00163859578616901,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.959471364145717,0.00130828386793978,0.9,"0.88","0.93",0.9,0.001,0
"12",2021-01-19,0.950277073315642,0.00102979848086741,0.88,"0.85","0.91",0.89,0.001,0.01
"13",2021-01-20,0.904978916112099,0.00144191219698322,0.87,"0.85","0.90",0.87,0.002,0
"14",2021-01-21,0.886872402582429,0.00132984922262437,0.88,"0.86","0.91",0.87,0.002,-0.01
"15",2021-01-22,0.866392348191853,0.00165426304317261,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870657195040564,0.00216707139001817,0.91,"0.89","0.94",0.91,0.001,0
"17",2021-01-24,0.888094817555288,0.00105743009372147,0.92,"0.89","0.95",0.92,0.001,0
"18",2021-01-25,0.906240242281432,0.000885569311766193,0.91,"0.88","0.94",0.91,0.002,0
"19",2021-01-26,0.924293341451592,0.00115583925881393,0.91,"0.88","0.94",0.92,0.001,0.01
"20",2021-01-27,0.909168598990159,0.00186573903785976,0.92,"0.89","0.95",0.92,0.002,0
"21",2021-01-28,0.919633015963736,0.00122450965820329,0.94,"0.91","0.97",0.94,0.001,0
"22",2021-01-29,0.922464456079883,0.00156499870264248,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.937225813332642,0.00090325628717964,0.98,"0.95","1.01",0.97,0.002,-0.01
"24",2021-01-31,0.960030935332131,0.0022152684534582,0.97,"0.93","1.00",0.98,0.002,0.01
"25",2021-02-01,0.974324774720426,0.0015086862015789,0.94,"0.91","0.98",0.95,0.002,0.01
"26",2021-02-02,0.979506859073999,0.00204288125835041,0.93,"0.90","0.96",0.93,0.002,0
"27",2021-02-03,0.945476075826132,0.00231285995100125,0.94,"0.91","0.97",0.93,0.002,-0.01
"28",2021-02-04,0.933328841156329,0.00172662195935098,0.96,"0.93","0.99",0.95,0.002,-0.01
"29",2021-02-05,0.933667024698268,0.00221111720124001,0.99,"0.96","1.03",0.97,0.002,-0.02
"30",2021-02-06,0.945107443007715,0.00200590209633524,1.02,"0.99","1.06",1,0.002,-0.02
"31",2021-02-07,0.973529255884012,0.00191928703140788,1.03,"0.99","1.06",1.02,0.003,-0.01
"32",2021-02-08,1.0003300326333,0.00179993804156645,1.02,"0.99","1.06",1.02,0.002,0
"33",2021-02-09,1.01903144738369,0.00333238817719219,1.03,"1.00","1.06",1.04,0.003,0.01
"34",2021-02-10,1.02275426142676,0.00233195455203894,1.06,"1.03","1.09",1.07,0.002,0.01
"35",2021-02-11,1.03665433163618,0.00284409326256513,1.1,"1.07","1.14",1.1,0.003,0
"36",2021-02-12,1.065411669798,0.00217979976209116,1.14,"1.11","1.18",1.14,0.001,0
"37",2021-02-13,1.10111871480415,0.00268390204399395,1.16,"1.13","1.20",1.17,0.003,0.01
"38",2021-02-14,1.1411671202767,0.00149284635235347,1.15,"1.11","1.18",1.17,0.001,0.02
"39",2021-02-15,1.1716482369278,0.00287550695793349,1.11,"1.08","1.14",1.13,0.002,0.02
"40",2021-02-16,1.16748881715306,0.00142612027396439,1.07,"1.04","1.10",1.1,0.002,0.03
"41",2021-02-17,1.12722858645335,0.00176673820760034,1.05,"1.02","1.08",1.06,0.002,0.01
"42",2021-02-18,1.09741089719881,0.00211224986130086,1.04,"1.01","1.07",1.04,0.001,0
"43",2021-02-19,1.06366607799922,0.00216856707920253,1.04,"1.01","1.07",1.02,0.002,-0.02
"44",2021-02-20,1.04065324863831,0.00121267970758297,1.03,"1.00","1.06",1.01,0.001,-0.02
"45",2021-02-21,1.02412345886975,0.00161325191008842,1,"0.97","1.03",1,0.001,0
"46",2021-02-22,1.00718618938491,0.000947197746812078,0.98,"0.95","1.00",0.97,0.002,-0.01
"47",2021-02-23,0.99758184578802,0.00142891785729781,0.97,"0.94","1.00",0.97,0.002,0
"48",2021-02-24,0.970117495750593,0.00166147834113571,0.99,"0.96","1.02",0.98,0.002,-0.01
"49",2021-02-25,0.973996195102939,0.00172498515009451,1.01,"0.98","1.04",1,0.002,-0.01
"50",2021-02-26,0.980061685717365,0.00177279583982612,1.04,"1.01","1.07",1.03,0.001,-0.01
"51",2021-02-27,1.00057022961673,0.00211723449704257,1.05,"1.02","1.08",1.05,0.002,0
"52",2021-02-28,1.02608205519302,0.00147335110999529,1.05,"1.02","1.09",1.07,0.002,0.02
"53",2021-03-01,1.04715056339765,0.00232113784422151,1.06,"1.03","1.08",1.06,0.001,0
"54",2021-03-02,1.06573252602941,0.00217780688910807,1.07,"1.04","1.10",1.08,0.002,0.01
"55",2021-03-03,1.05557458624261,0.00134068412726694,1.11,"1.08","1.14",1.1,0.002,-0.01
"56",2021-03-04,1.0776245278748,0.0016359992760736,1.14,"1.11","1.17",1.13,0.001,-0.01
"57",2021-03-05,1.09983631378765,0.00164054252857989,1.16,"1.13","1.19",1.16,0.001,0
"58",2021-03-06,1.13428307674531,0.00144799225599107,1.16,"1.13","1.19",1.17,0.002,0.01
"59",2021-03-07,1.16440959997307,0.00147195832912306,1.14,"1.11","1.17",1.17,0.001,0.03
"60",2021-03-08,1.17326775860026,0.00164323572010038,1.11,"1.08","1.14",1.12,0.001,0.01
"61",2021-03-09,1.16599809589735,0.00112991276396156,1.09,"1.06","1.12",1.1,0.002,0.01
"62",2021-03-10,1.11754448917827,0.00129459797181889,1.08,"1.06","1.11",1.09,0.002,0.01
"63",2021-03-11,1.09983991629874,0.00174206440114071,1.09,"1.06","1.11",1.09,0.001,0
"64",2021-03-12,1.08541196630101,0.00173027932177174,1.1,"1.07","1.12",1.09,0.001,-0.01
"65",2021-03-13,1.08611976606527,0.000986218530785517,1.1,"1.08","1.13",1.09,0.001,-0.01
"66",2021-03-14,1.09385231993188,0.00128550883707819,1.09,"1.07","1.12",1.1,0.001,0.01
"67",2021-03-15,1.09263191313074,0.00133630429763566,1.07,"1.05","1.10",1.07,0.001,0
"68",2021-03-16,1.0954176883046,0.00113626642739483,1.06,"1.03","1.08",1.07,0.002,0.01
"69",2021-03-17,1.07085776999626,0.000970992268161804,1.06,"1.03","1.08",1.06,0.001,0
"70",2021-03-18,1.06685955746263,0.00152436169511475,1.06,"1.04","1.09",1.07,0.002,0.01
