"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.838525355647941,0.00141172624829025,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.868448109443257,0.00124540218143087,0.94,"0.92","0.97",0.94,0.002,0
"3",2021-01-10,0.913542477972518,0.000897035640818649,0.94,"0.91","0.96",0.95,0.001,0.01
"4",2021-01-11,0.942279772358315,0.00151448896386659,0.92,"0.90","0.95",0.93,0.002,0.01
"5",2021-01-12,0.951728679666888,0.00124443114097348,0.92,"0.90","0.95",0.93,0.002,0.01
"6",2021-01-13,0.932466830357934,0.00161498742428427,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.930787325760954,0.00187444394365512,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.9284045357965,0.00129504694805027,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.942205850308842,0.0010616072034544,0.96,"0.94","0.99",0.96,0.002,0
"10",2021-01-17,0.953525335940619,0.0014702856290181,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.958385760960937,0.00195066841795226,0.9,"0.88","0.93",0.91,0.002,0.01
"12",2021-01-19,0.950096491566704,0.000975429171332665,0.88,"0.85","0.91",0.89,0.001,0.01
"13",2021-01-20,0.905535864028936,0.0017564716361043,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.88727177378497,0.00140351238264445,0.88,"0.86","0.91",0.87,0.002,-0.01
"15",2021-01-22,0.867143884450033,0.00111974068819035,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870823747844954,0.0022518701035436,0.91,"0.89","0.94",0.91,0.001,0
"17",2021-01-24,0.888113171986765,0.00130525725025379,0.92,"0.89","0.95",0.92,0.001,0
"18",2021-01-25,0.906028314146961,0.00127817600039579,0.91,"0.88","0.94",0.91,0.001,0
"19",2021-01-26,0.923998728906997,0.00145299023938671,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.90966180043861,0.00139455254625901,0.92,"0.89","0.95",0.92,0.003,0
"21",2021-01-28,0.920578717272683,0.00187963809089755,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.92321546419006,0.00264797876787515,0.96,"0.93","0.99",0.96,0.002,0
"23",2021-01-30,0.937762957788649,0.00160649445360229,0.98,"0.94","1.01",0.97,0.002,-0.01
"24",2021-01-31,0.960120944142864,0.00163446771785043,0.96,"0.93","1.00",0.98,0.002,0.02
"25",2021-02-01,0.973411410338202,0.00178718068487506,0.94,"0.91","0.97",0.94,0.002,0
"26",2021-02-02,0.97838232420571,0.00178647848979439,0.93,"0.90","0.96",0.93,0.002,0
"27",2021-02-03,0.944158020733984,0.0018608451564085,0.94,"0.91","0.97",0.93,0.003,-0.01
"28",2021-02-04,0.932403823553285,0.0019274552182045,0.96,"0.93","0.99",0.94,0.002,-0.02
"29",2021-02-05,0.932501597244419,0.00262555935999639,0.99,"0.96","1.03",0.97,0.002,-0.02
"30",2021-02-06,0.944391405164145,0.00247532484650154,1.02,"0.99","1.05",1,0.002,-0.02
"31",2021-02-07,0.972795353710752,0.00152075842984056,1.03,"0.99","1.06",1.02,0.001,-0.01
"32",2021-02-08,0.999247009439195,0.00198343146395746,1.02,"0.99","1.06",1.02,0.002,0
"33",2021-02-09,1.01898950968729,0.00128923827885582,1.03,"1.00","1.06",1.04,0.003,0.01
"34",2021-02-10,1.0231341482462,0.0019797764021914,1.06,"1.03","1.10",1.07,0.003,0.01
"35",2021-02-11,1.03746793690799,0.00313660083846233,1.1,"1.07","1.14",1.1,0.002,0
"36",2021-02-12,1.06610924023391,0.0026562851944819,1.14,"1.11","1.18",1.14,0.003,0
"37",2021-02-13,1.1020826173681,0.00248597352808894,1.16,"1.13","1.20",1.17,0.002,0.01
"38",2021-02-14,1.1415583246771,0.00257261761576512,1.15,"1.11","1.18",1.17,0.002,0.02
"39",2021-02-15,1.17133988389406,0.00164611929647856,1.11,"1.08","1.14",1.13,0.002,0.02
"40",2021-02-16,1.16760256668279,0.00188245025809673,1.07,"1.04","1.10",1.1,0.001,0.03
"41",2021-02-17,1.12691663041667,0.00186680372577866,1.05,"1.02","1.08",1.06,0.002,0.01
"42",2021-02-18,1.09678639083396,0.00132882874649362,1.04,"1.01","1.07",1.04,0.001,0
"43",2021-02-19,1.06305193048618,0.0019299351053897,1.04,"1.01","1.07",1.02,0.002,-0.02
"44",2021-02-20,1.04033909389362,0.00108457038141311,1.03,"1.00","1.06",1.01,0.001,-0.02
"45",2021-02-21,1.02375028517347,0.00156185853721009,1,"0.97","1.03",1,0.002,0
"46",2021-02-22,1.00681599783923,0.00133817764314498,0.98,"0.95","1.00",0.97,0.001,-0.01
"47",2021-02-23,0.997599370346216,0.00173337256161946,0.97,"0.94","1.00",0.97,0.001,0
"48",2021-02-24,0.97053804202485,0.000862315251961566,0.99,"0.96","1.02",0.98,0.001,-0.01
"49",2021-02-25,0.974363415563339,0.00137098900376927,1.01,"0.98","1.04",1,0.002,-0.01
"50",2021-02-26,0.980693079767713,0.00140749009918303,1.04,"1.01","1.07",1.03,0.001,-0.01
"51",2021-02-27,1.00100282344517,0.00166695162129302,1.05,"1.02","1.08",1.05,0.001,0
"52",2021-02-28,1.02606186617161,0.0012486722914355,1.05,"1.02","1.09",1.07,0.002,0.02
"53",2021-03-01,1.04705122720229,0.00125317966430912,1.06,"1.03","1.09",1.06,0.001,0
"54",2021-03-02,1.06522279981046,0.00165605336860498,1.08,"1.05","1.11",1.08,0.003,0
"55",2021-03-03,1.05518169234735,0.00120703788374619,1.11,"1.08","1.14",1.1,0.001,-0.01
"56",2021-03-04,1.07684871363843,0.0027824423815124,1.14,"1.11","1.17",1.13,0.001,-0.01
"57",2021-03-05,1.09849780935373,0.00123309630920959,1.16,"1.13","1.19",1.16,0.001,0
"58",2021-03-06,1.13351418303561,0.00122839013606582,1.16,"1.13","1.19",1.17,0.002,0.01
"59",2021-03-07,1.16355509477297,0.00140625179431316,1.14,"1.11","1.17",1.17,0.001,0.03
"60",2021-03-08,1.17302495896152,0.00164800525716036,1.11,"1.08","1.14",1.12,0.002,0.01
"61",2021-03-09,1.16671847704233,0.00142260725280867,1.09,"1.06","1.12",1.1,0.001,0.01
"62",2021-03-10,1.11850714365119,0.00232814547154982,1.08,"1.06","1.11",1.09,0.001,0.01
"63",2021-03-11,1.10081571402756,0.00130759980228529,1.09,"1.06","1.11",1.09,0.002,0
"64",2021-03-12,1.08596095876834,0.00145458536055519,1.1,"1.07","1.12",1.09,0.001,-0.01
"65",2021-03-13,1.08609350795362,0.00164582806753823,1.1,"1.08","1.13",1.09,0.001,-0.01
"66",2021-03-14,1.09369407722181,0.00138699606966132,1.09,"1.07","1.12",1.1,0.001,0.01
"67",2021-03-15,1.09227618921893,0.00134491062508852,1.07,"1.05","1.09",1.07,0.001,0
"68",2021-03-16,1.09525805998217,0.00143526183568402,1.06,"1.03","1.08",1.07,0.001,0.01
"69",2021-03-17,1.07150075625568,0.0010961453207412,1.06,"1.03","1.08",1.06,0.002,0
"70",2021-03-18,1.06722672777697,0.00119246710929421,1.06,"1.04","1.09",1.07,0.001,0.01
"71",2021-03-19,1.0643687531994,0.00156356621863979,1.07,"1.04","1.09",1.07,0.002,0
"72",2021-03-20,1.06607156720831,0.000866616606661064,1.07,"1.04","1.09",1.07,0.001,0
"73",2021-03-21,1.07134995607897,0.00181273130519502,1.04,"1.02","1.07",1.05,0.001,0.01
"74",2021-03-22,1.06695086711322,0.000778073801724917,1.01,"0.98","1.03",1.01,0.001,0
"75",2021-03-23,1.05162135288682,0.00106635893031736,0.98,"0.95","1.00",0.98,0.001,0
"76",2021-03-24,1.00597699795848,0.000884825209513493,0.96,"0.94","0.98",0.96,0.001,0
"77",2021-03-25,0.979777497101936,0.0013188620392509,0.96,"0.94","0.98",0.96,0.001,0
"78",2021-03-26,0.958044535469212,0.000873833638542031,0.97,"0.94","0.99",0.96,0.001,-0.01
"79",2021-03-27,0.956079905974246,0.00110530578656525,0.98,"0.95","1.00",0.97,0.001,-0.01
"80",2021-03-28,0.961180586664747,0.00131079249532646,0.97,"0.95","1.00",0.98,0.001,0.01
"81",2021-03-29,0.966642578268884,0.00148110765411608,0.97,"0.94","0.99",0.96,0.001,-0.01
"82",2021-03-30,0.976338011302883,0.00115840352515582,0.97,"0.94","0.99",0.96,0.001,-0.01
"83",2021-03-31,0.957561117767203,0.0009855705488668,0.98,"0.96","1.00",0.97,0.002,-0.01
"84",2021-04-01,0.955875562970913,0.0010891552231538,1.01,"0.98","1.03",1,0.001,-0.01
"85",2021-04-02,0.971725344292252,0.00179848262308301,1.04,"1.02","1.07",1.04,0.001,0
"86",2021-04-03,1.00124227586237,0.000989607876675849,1.08,"1.05","1.10",1.07,0.001,-0.01
"87",2021-04-04,1.04049472727467,0.000824170419162846,1.08,"1.06","1.11",1.09,0.001,0.01
"88",2021-04-05,1.07398813495517,0.0014302977111835,1.06,"1.04","1.08",1.07,0.001,0.01
"89",2021-04-06,1.0887792092288,0.00130729126583636,1.03,"1.01","1.05",1.05,0.002,0.02
"90",2021-04-07,1.06856434956635,0.000916985256810513,1.02,"1.00","1.04",1.03,0.002,0.01
"91",2021-04-08,1.04913297780243,0.00169718651356698,1.03,"1.00","1.05",1.03,0.001,0
"92",2021-04-09,1.03047007915247,0.00167296030034121,1.04,"1.02","1.07",1.03,0.001,-0.01
"93",2021-04-10,1.02560939001334,0.000825984191403426,1.06,"1.04","1.08",1.04,0.001,-0.02
"94",2021-04-11,1.03021911765958,0.00108193125222128,1.06,"1.03","1.08",1.06,0.001,0
"95",2021-04-12,1.04389438558135,0.00119958726310242,1.04,"1.02","1.07",1.05,0.001,0.01
"96",2021-04-13,1.06047162167771,0.00139904285646444,1.03,"1.01","1.05",1.05,0.001,0.02
"97",2021-04-14,1.04685019565639,0.00145105345495441,1.03,"1.00","1.05",1.04,0.001,0.01
"98",2021-04-15,1.04923608800547,0.00140029812432757,1.03,"1.00","1.05",1.04,0.001,0.01
"99",2021-04-16,1.04252950885551,0.00128462918993025,1.02,"1.00","1.05",1.03,0.001,0.01
"100",2021-04-17,1.03586882884667,0.00106737343636957,1.01,"0.99","1.03",1,0.001,-0.01
"101",2021-04-18,1.02919367748936,0.00103994084311041,0.97,"0.95","1.00",0.98,0.001,0.01
"102",2021-04-19,1.00478050496424,0.000897868566419225,0.94,"0.92","0.96",0.93,0.001,-0.01
"103",2021-04-20,0.979132548844087,0.00120401411312987,0.92,"0.89","0.94",0.91,0.001,-0.01
"104",2021-04-21,0.930679859983537,0.00134653302225647,0.92,"0.89","0.94",0.9,0.001,-0.02
"105",2021-04-22,0.90766570865415,0.000970163539692067,0.94,"0.91","0.96",0.92,0.001,-0.02
"106",2021-04-23,0.895412505818941,0.00135031082596266,0.97,"0.95","0.99",0.96,0.001,-0.01
"107",2021-04-24,0.915590972818909,0.00103942717993719,1,"0.98","1.03",0.99,0.002,-0.01
"108",2021-04-25,0.955628744536677,0.00110581015015832,1.01,"0.99","1.04",1.02,0.001,0.01
"109",2021-04-26,0.993486667423687,0.00174295290207695,1,"0.98","1.02",1.01,0.001,0.01
"110",2021-04-27,1.02113838065647,0.00120867136716129,0.97,"0.95","1.00",1,0.001,0.03
"111",2021-04-28,1.00725054112263,0.000955601144830402,0.95,"0.93","0.97",0.97,0.001,0.02
"112",2021-04-29,0.999495032966276,0.00134790211832805,0.94,"0.92","0.96",0.95,0.001,0.01
"113",2021-04-30,0.973298070335332,0.000795967821145763,0.94,"0.92","0.97",0.94,0.001,0
"114",2021-05-01,0.954019951063492,0.00127512179409724,0.94,"0.92","0.96",0.92,0.001,-0.02
"115",2021-05-02,0.936613217677486,0.00148030276395472,0.92,"0.89","0.94",0.92,0.001,0
"116",2021-05-03,0.924589307819204,0.000768346448392612,0.89,"0.87","0.91",0.89,0.001,0
"117",2021-05-04,0.916519012210716,0.000514802591858176,0.87,"0.85","0.89",0.88,0.001,0.01
"118",2021-05-05,0.889500084995467,0.000714913055380341,0.86,"0.84","0.88",0.87,0.001,0.01
"119",2021-05-06,0.88000275690898,0.000608183789076076,0.86,"0.84","0.88",0.86,0.001,0
"120",2021-05-07,0.865912208809121,0.0010080741828505,0.86,"0.84","0.89",0.85,0.001,-0.01
"121",2021-05-08,0.860917407061352,0.0010096918320359,0.86,"0.84","0.88",0.84,0.001,-0.02
"122",2021-05-09,0.854516275891096,0.00101391324671437,0.84,"0.82","0.87",0.84,0.001,0
"123",2021-05-10,0.844843911982511,0.00100045907714221,0.82,"0.80","0.84",0.82,0.001,0
"124",2021-05-11,0.840465612001621,0.00133347661251066,0.81,"0.79","0.84",0.82,0.001,0.01
"125",2021-05-12,0.819137405609455,0.00125523921172533,0.83,"0.80","0.85",0.82,0.002,-0.01
"126",2021-05-13,0.817487768658144,0.00145238980415211,0.84,"0.82","0.87",0.83,0.002,-0.01
"127",2021-05-14,0.822874694932097,0.00158728398402116,0.85,"0.83","0.88",0.85,0.001,0
"128",2021-05-15,0.834103528851216,0.00168133516866304,0.85,"0.82","0.88",0.86,0.001,0.01
"129",2021-05-16,0.851967768153339,0.00148813199100997,0.84,"0.81","0.86",0.85,0.001,0.01
"130",2021-05-17,0.860584564525144,0.00145994402249004,0.82,"0.79","0.85",0.82,0.001,0
"131",2021-05-18,0.850562466024345,0.000885194815128495,0.81,"0.79","0.84",0.8,0.001,-0.01
"132",2021-05-19,0.817660711270807,0.00115548245139617,0.83,"0.80","0.86",0.81,0.002,-0.02
"133",2021-05-20,0.800835250600633,0.00142317959833409,0.86,"0.83","0.89",0.85,0.001,-0.01
"134",2021-05-21,0.814985594984198,0.0017334203780183,0.89,"0.86","0.93",0.89,0.002,0
"135",2021-05-22,0.851010520855076,0.00112707302165311,0.93,"0.89","0.96",0.93,0.001,0
"136",2021-05-23,0.894462840414787,0.00155144305799304,0.93,"0.89","0.96",0.93,0.001,0
"137",2021-05-24,0.928747409054384,0.00118251136085737,0.89,"0.86","0.93",0.91,0.002,0.02
"138",2021-05-25,0.93470441415245,0.00135677149129931,0.85,"0.82","0.89",0.88,0.002,0.03
"139",2021-05-26,0.908577832858178,0.00152708788636543,0.83,"0.80","0.86",0.84,0.002,0.01
"140",2021-05-27,0.875152859048874,0.00213047763989541,0.82,"0.79","0.86",0.82,0.002,0
"141",2021-05-28,0.841574780595695,0.00178768232019416,0.83,"0.79","0.86",0.81,0.002,-0.02
"142",2021-05-29,0.81855654296548,0.00152689005565218,0.82,"0.79","0.86",0.81,0.002,-0.01
"143",2021-05-30,0.809594655671999,0.00162308075270453,0.8,"0.77","0.84",0.81,0.002,0.01
