"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.83841660172359,0.00112174875114932,0.92,"0.89","0.96",0.91,0.001,-0.01
"2",2021-01-09,0.868379518705438,0.00109143822261211,0.94,"0.91","0.98",0.94,0.001,0
"3",2021-01-10,0.913521949949687,0.00113962226714194,0.94,"0.90","0.98",0.95,0.001,0.01
"4",2021-01-11,0.942333347040458,0.001393220741239,0.92,"0.89","0.96",0.93,0.001,0.01
"5",2021-01-12,0.951883834011126,0.00139157832178903,0.92,"0.89","0.95",0.93,0.001,0.01
"6",2021-01-13,0.932630217454686,0.00116628051275377,0.93,"0.89","0.97",0.93,0.001,0
"7",2021-01-14,0.930980843270815,0.00136599943939442,0.95,"0.91","0.99",0.94,0.001,-0.01
"8",2021-01-15,0.928506271820312,0.000919832540822207,0.96,"0.93","1.00",0.95,0.001,-0.01
"9",2021-01-16,0.942237643955884,0.00100427428569299,0.97,"0.93","1.01",0.96,0.002,-0.01
"10",2021-01-17,0.953523078328885,0.00129307333048473,0.94,"0.90","0.98",0.95,0.002,0.01
"11",2021-01-18,0.95825961537802,0.00154685578457001,0.9,"0.87","0.94",0.91,0.001,0.01
"12",2021-01-19,0.949994040939235,0.00169107683752788,0.88,"0.84","0.91",0.89,0.002,0.01
"13",2021-01-20,0.905485819316347,0.000914197108021011,0.87,"0.84","0.91",0.87,0.001,0
"14",2021-01-21,0.88732625323658,0.00161561097483671,0.88,"0.84","0.92",0.87,0.001,-0.01
"15",2021-01-22,0.867222242439429,0.00117351769417497,0.9,"0.86","0.94",0.89,0.001,-0.01
"16",2021-01-23,0.870892294968384,0.000951894788618136,0.92,"0.88","0.96",0.91,0.001,-0.01
"17",2021-01-24,0.888175894836269,0.00149134101915401,0.92,"0.87","0.96",0.92,0.001,0
"18",2021-01-25,0.906076061520753,0.00115380410991622,0.91,"0.87","0.95",0.91,0.002,0
"19",2021-01-26,0.924057385466261,0.00116781042556415,0.91,"0.87","0.95",0.92,0.001,0.01
"20",2021-01-27,0.90968533777944,0.00190224020234437,0.92,"0.88","0.96",0.92,0.001,0
"21",2021-01-28,0.920627742620444,0.00136487470442626,0.94,"0.89","0.99",0.94,0.001,0
"22",2021-01-29,0.923207216001421,0.00126951133584476,0.97,"0.92","1.01",0.96,0.001,-0.01
"23",2021-01-30,0.937614636978504,0.00129060074813495,0.98,"0.93","1.03",0.97,0.002,-0.01
"24",2021-01-31,0.959886915689432,0.00114691533859501,0.97,"0.92","1.02",0.98,0.002,0.01
"25",2021-02-01,0.973179512561072,0.00195396049476062,0.94,"0.90","0.99",0.94,0.002,0
