"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.838483563423316,0.000554375470154193,0.92,"0.89","0.96",0.91,0.002,-0.01
"2",2021-01-09,0.868423329279406,0.000657987939411922,0.94,"0.91","0.98",0.94,0.001,0
"3",2021-01-10,0.913525991554416,0.00152301895959287,0.94,"0.90","0.98",0.95,0.002,0.01
"4",2021-01-11,0.942297829570019,0.00139848558223671,0.92,"0.89","0.96",0.93,0.001,0.01
"5",2021-01-12,0.951750384818973,0.00158701472112553,0.92,"0.89","0.95",0.93,0.001,0.01
"6",2021-01-13,0.932480158094622,0.00124994605599764,0.93,"0.90","0.97",0.93,0.002,0
"7",2021-01-14,0.930840027215938,0.0014060827578812,0.95,"0.91","0.99",0.94,0.002,-0.01
"8",2021-01-15,0.928464361831942,0.00165919215340031,0.96,"0.93","1.00",0.95,0.001,-0.01
"9",2021-01-16,0.942269031258006,0.0017390633763172,0.97,"0.93","1.01",0.96,0.002,-0.01
"10",2021-01-17,0.95360827211955,0.00138698769773004,0.94,"0.90","0.98",0.95,0.002,0.01
"11",2021-01-18,0.958458536377004,0.00157703576856951,0.9,"0.87","0.94",0.91,0.001,0.01
"12",2021-01-19,0.950156255768879,0.00162231288320155,0.88,"0.84","0.91",0.89,0.001,0.01
"13",2021-01-20,0.905543645687947,0.0011320191562833,0.87,"0.84","0.91",0.87,0.002,0
"14",2021-01-21,0.887245825949201,0.00136431883616525,0.88,"0.84","0.92",0.87,0.001,-0.01
"15",2021-01-22,0.867068952692118,0.00186893667432079,0.9,"0.86","0.94",0.89,0.002,-0.01
"16",2021-01-23,0.870723341295115,0.00116112683985048,0.92,"0.87","0.96",0.91,0.002,-0.01
"17",2021-01-24,0.888041778443378,0.00203161953649724,0.92,"0.87","0.96",0.92,0.001,0
"18",2021-01-25,0.906000126595507,0.00165803400161703,0.91,"0.87","0.95",0.91,0.002,0
"19",2021-01-26,0.924006896687154,0.00144784005999511,0.91,"0.87","0.95",0.92,0.002,0.01
"20",2021-01-27,0.909732110488572,0.00165947036186214,0.92,"0.88","0.96",0.92,0.002,0
"21",2021-01-28,0.920686598106026,0.00170669533034446,0.94,"0.90","0.99",0.94,0.002,0
"22",2021-01-29,0.923302473996405,0.00161000821087632,0.97,"0.92","1.01",0.96,0.002,-0.01
"23",2021-01-30,0.937799537149472,0.00157906016524719,0.98,"0.93","1.03",0.97,0.002,-0.01
"24",2021-01-31,0.960087474218354,0.00181204528710187,0.97,"0.92","1.02",0.98,0.002,0.01
"25",2021-02-01,0.973336498558683,0.00166758518509051,0.94,"0.90","0.99",0.94,0.001,0
"26",2021-02-02,0.978305759075457,0.00164623458894091,0.93,"0.88","0.98",0.93,0.002,0
