"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.838493474177512,0.000740396802406912,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.868462784390147,0.00161867341963182,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.913594084435046,0.000698304753842028,0.94,"0.91","0.97",0.95,0.002,0.01
"4",2021-01-11,0.942354880374437,0.00117077707712075,0.93,"0.90","0.95",0.93,0.001,0
"5",2021-01-12,0.951800018610069,0.00166103856445382,0.92,"0.90","0.94",0.93,0.001,0.01
"6",2021-01-13,0.932507054276321,0.00118453453870021,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.930846373763855,0.00118229367854736,0.95,"0.92","0.97",0.94,0.001,-0.01
"8",2021-01-15,0.928464791128873,0.00132903641946092,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.942269031730974,0.000946396562764909,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.95360827211957,0.000893648991739766,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.958458536377004,0.00101126386053579,0.9,"0.88","0.93",0.91,0.002,0.01
"12",2021-01-19,0.950156255768906,0.00113213068857535,0.88,"0.85","0.90",0.89,0.001,0.01
"13",2021-01-20,0.905543650056775,0.00212892248457466,0.87,"0.85","0.90",0.87,0.002,0
"14",2021-01-21,0.88724983487434,0.00113523193988715,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.867098473720285,0.00156413580374383,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870757068700129,0.00102500049449303,0.92,"0.89","0.95",0.91,0.002,-0.01
"17",2021-01-24,0.888077191976172,0.00138399549642141,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.906030598799474,0.002056585629313,0.91,"0.88","0.94",0.91,0.003,0
"19",2021-01-26,0.924016093495177,0.00226749108689654,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.909731288273294,0.00257916729088032,0.92,"0.89","0.95",0.92,0.001,0
"21",2021-01-28,0.920654139633024,0.001554141693693,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.923264782687429,0.000875143128423298,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.937761266437203,0.00204418615832613,0.98,"0.94","1.01",0.97,0.002,-0.01
"24",2021-01-31,0.960053506756104,0.00218387593384697,0.97,"0.93","1.00",0.98,0.002,0.01
"25",2021-02-01,0.973329427640744,0.00216992992655751,0.94,"0.91","0.97",0.94,0.001,0
"26",2021-02-02,0.97830528941178,0.00214486695753389,0.93,"0.90","0.96",0.93,0.002,0
"27",2021-02-03,0.944118886823937,0.00142852070850563,0.93,"0.90","0.97",0.93,0.002,0
"28",2021-02-04,0.932402789883926,0.00178014940972888,0.96,"0.92","0.99",0.94,0.002,-0.02
"29",2021-02-05,0.932548869977996,0.00186978506294812,0.99,"0.96","1.02",0.97,0.002,-0.02
"30",2021-02-06,0.944478849918937,0.00160260756834207,1.02,"0.99","1.06",1,0.002,-0.02
"31",2021-02-07,0.972884694913605,0.00231016217564532,1.03,"0.99","1.07",1.02,0.001,-0.01
"32",2021-02-08,0.999296893258037,0.00152980923922817,1.02,"0.99","1.06",1.02,0.003,0
"33",2021-02-09,1.01902978321794,0.000922249574565209,1.03,"1.00","1.06",1.04,0.003,0.01
"34",2021-02-10,1.02313625369787,0.00250336354944797,1.06,"1.02","1.09",1.07,0.002,0.01
"35",2021-02-11,1.03742405976419,0.00256233005423468,1.1,"1.07","1.14",1.1,0.001,0
"36",2021-02-12,1.06603786926091,0.00238815129843339,1.15,"1.11","1.18",1.14,0.002,-0.01
"37",2021-02-13,1.10198608650148,0.00147082807284045,1.17,"1.13","1.20",1.17,0.002,0
"38",2021-02-14,1.14144918312954,0.00157525595268652,1.15,"1.12","1.19",1.17,0.002,0.02
"39",2021-02-15,1.17123674325454,0.00207894237287226,1.11,"1.08","1.14",1.13,0.002,0.02
"40",2021-02-16,1.16754036257861,0.00187905712576014,1.07,"1.04","1.10",1.1,0.001,0.03
"41",2021-02-17,1.12686855519931,0.00176437151745,1.05,"1.02","1.08",1.06,0.002,0.01
"42",2021-02-18,1.09675202265533,0.00147952520134772,1.04,"1.01","1.07",1.04,0.001,0
"43",2021-02-19,1.06304175054558,0.00166321667600788,1.04,"1.01","1.07",1.02,0.002,-0.02
"44",2021-02-20,1.04033831726371,0.00107442609220601,1.03,"1.00","1.06",1.01,0.001,-0.02
"45",2021-02-21,1.02375426397336,0.00168352380654209,1,"0.97","1.03",1,0.002,0
"46",2021-02-22,1.00684433322965,0.00142489978627184,0.98,"0.95","1.00",0.97,0.001,-0.01
"47",2021-02-23,0.997603774816951,0.00182231873872286,0.97,"0.94","1.00",0.97,0.002,0
"48",2021-02-24,0.970537377849082,0.000901259804428927,0.99,"0.96","1.02",0.98,0.001,-0.01
"49",2021-02-25,0.974355846013206,0.0018422963594617,1.01,"0.98","1.04",1,0.001,-0.01
"50",2021-02-26,0.980672841672423,0.00128308264100095,1.04,"1.01","1.07",1.03,0.001,-0.01
"51",2021-02-27,1.00099183611144,0.00139605333404412,1.05,"1.02","1.09",1.05,0.002,0
"52",2021-02-28,1.0260321471147,0.00147282943665771,1.05,"1.02","1.09",1.07,0.002,0.02
"53",2021-03-01,1.04704672674722,0.00210817652176542,1.05,"1.02","1.08",1.06,0.002,0.01
"54",2021-03-02,1.06522348417929,0.0019338702950833,1.07,"1.04","1.10",1.08,0.002,0.01
"55",2021-03-03,1.05518929290057,0.00169512830594066,1.1,"1.07","1.13",1.1,0.002,0
"56",2021-03-04,1.07687247176215,0.00196628004300269,1.13,"1.10","1.17",1.13,0.001,0
"57",2021-03-05,1.09850476453738,0.00196119097010151,1.16,"1.13","1.19",1.16,0.002,0
"58",2021-03-06,1.13351479846236,0.0010702832824186,1.17,"1.14","1.20",1.17,0.002,0
"59",2021-03-07,1.16355509528585,0.00184490000442218,1.15,"1.12","1.18",1.17,0.001,0.02
"60",2021-03-08,1.17302495896154,0.00178904979294184,1.12,"1.09","1.14",1.12,0.002,0
"61",2021-03-09,1.16671847704233,0.00119969438942419,1.09,"1.06","1.12",1.1,0.002,0.01
"62",2021-03-10,1.11850714365119,0.00219862496837914,1.08,"1.05","1.11",1.09,0.002,0.01
"63",2021-03-11,1.10081571402756,0.00164245186288312,1.09,"1.06","1.11",1.09,0.002,0
"64",2021-03-12,1.08596095876834,0.00163185475744019,1.1,"1.07","1.12",1.09,0.001,-0.01
"65",2021-03-13,1.08609350795362,0.00159126082069207,1.1,"1.08","1.13",1.09,0.002,-0.01
"66",2021-03-14,1.09369407722181,0.00123836780566195,1.09,"1.07","1.12",1.1,0.001,0.01
"67",2021-03-15,1.09227618921893,0.00175256682827137,1.07,"1.05","1.09",1.07,0.002,0
"68",2021-03-16,1.09525805998217,0.0010149112670134,1.05,"1.03","1.08",1.07,0.001,0.02
"69",2021-03-17,1.07150075625568,0.00158522593657867,1.05,"1.03","1.08",1.06,0.001,0.01
"70",2021-03-18,1.06722672777697,0.00141658110698181,1.06,"1.04","1.09",1.07,0.001,0.01
"71",2021-03-19,1.0643687531994,0.00137047914589177,1.07,"1.05","1.10",1.07,0.001,0
"72",2021-03-20,1.06607156720831,0.000852296118398808,1.07,"1.04","1.09",1.07,0.001,0
"73",2021-03-21,1.07134995607898,0.00131232010217843,1.04,"1.02","1.07",1.05,0.001,0.01
"74",2021-03-22,1.06695086985707,0.000836545908275741,1.01,"0.98","1.03",1.01,0.001,0
"75",2021-03-23,1.05162416924008,0.00147481763979152,0.97,"0.95","1.00",0.98,0.001,0.01
"76",2021-03-24,1.00599747327173,0.00127146392756829,0.96,"0.94","0.98",0.96,0.001,0
"77",2021-03-25,0.979800274645312,0.0011954077294048,0.96,"0.94","0.98",0.96,0.001,0
"78",2021-03-26,0.958066702339688,0.00109915580697531,0.97,"0.94","0.99",0.96,0.001,-0.01
"79",2021-03-27,0.956097511699639,0.00123235118114397,0.98,"0.96","1.00",0.97,0.001,-0.01
"80",2021-03-28,0.961186178789901,0.00128839788239205,0.98,"0.95","1.00",0.98,0.001,0
"81",2021-03-29,0.966643718297948,0.00114519649485454,0.97,"0.94","0.99",0.96,0.001,-0.01
"82",2021-03-30,0.976338337280048,0.00105798684907882,0.96,"0.94","0.98",0.96,0.001,0
"83",2021-03-31,0.957562117067479,0.00110403379539521,0.98,"0.95","1.00",0.97,0.001,-0.01
"84",2021-04-01,0.955876596699493,0.000741124316021357,1.01,"0.98","1.03",1,0.002,-0.01
