"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837603166559041,0.00115694285710887,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.867223390191567,0.000953635541714828,0.94,"0.92","0.97",0.94,0.002,0
"3",2021-01-10,0.912589287109978,0.00143666170141192,0.94,"0.91","0.97",0.95,0.001,0.01
"4",2021-01-11,0.942875979038953,0.00193449101151517,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952474415030747,0.000939100759323945,0.92,"0.90","0.95",0.93,0.001,0.01
"6",2021-01-13,0.933434177349029,0.0011090923998753,0.93,"0.91","0.96",0.93,0.002,0
"7",2021-01-14,0.931582778580859,0.00139679098144235,0.95,"0.92","0.98",0.94,0.002,-0.01
"8",2021-01-15,0.929519582065024,0.00153675732374765,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.943617820125463,0.00163760855858405,0.97,"0.94","0.99",0.96,0,-0.01
"10",2021-01-17,0.954349384093839,0.0013695091225265,0.94,"0.91","0.97",0.95,0.002,0.01
"11",2021-01-18,0.959391242134999,0.000414965790323276,0.9,"0.88","0.93",0.9,0.002,0
"12",2021-01-19,0.950153561418323,0.00208907024263649,0.88,"0.85","0.91",0.89,0.001,0.01
"13",2021-01-20,0.904849549568173,0.00183181728904634,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.886812515381356,0.00142915455917004,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.866359895834877,0.00134468595190425,0.9,"0.87","0.93",0.89,0.002,-0.01
"16",2021-01-23,0.87069669410438,0.00141570223835824,0.91,"0.89","0.94",0.91,0.002,0
"17",2021-01-24,0.888190347062336,0.00171546293879629,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.906292437806684,0.00191663959789531,0.91,"0.88","0.94",0.91,0.001,0
"19",2021-01-26,0.924353721757708,0.00159527606742039,0.91,"0.88","0.94",0.92,0.001,0.01
"20",2021-01-27,0.909249877125932,0.00147650112829592,0.92,"0.89","0.95",0.92,0.002,0
"21",2021-01-28,0.919784566042644,0.00134349679587311,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.922619457622789,0.00163779814112973,0.96,"0.93","1.00",0.96,0.001,0
"23",2021-01-30,0.937341688204233,0.00203194002751815,0.98,"0.95","1.01",0.97,0.001,-0.01
"24",2021-01-31,0.960103640305944,0.00119412445323431,0.97,"0.93","1.00",0.98,0.002,0.01
"25",2021-02-01,0.974296998066033,0.0012865651575817,0.95,"0.92","0.98",0.95,0.001,0
"26",2021-02-02,0.979394205189665,0.0021753264102965,0.93,"0.90","0.96",0.93,0.001,0
"27",2021-02-03,0.945385237887584,0.00126873178850525,0.94,"0.91","0.97",0.93,0.002,-0.01
"28",2021-02-04,0.933251722604654,0.000791578265959325,0.96,"0.93","0.99",0.95,0.002,-0.01
"29",2021-02-05,0.933648156076333,0.00175438332122577,0.99,"0.96","1.03",0.97,0.002,-0.02
"30",2021-02-06,0.945163534991119,0.00184040469912898,1.02,"0.99","1.06",1,0.002,-0.02
"31",2021-02-07,0.97359167804594,0.00176962809639107,1.03,"0.99","1.06",1.02,0.001,-0.01
