"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837541933614445,0.000925136274690814,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.867214906098783,0.000790903296832479,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.912580084276635,0.000729917178758453,0.94,"0.91","0.96",0.95,0.001,0.01
"4",2021-01-11,0.942955668462652,0.00145173340860159,0.92,"0.90","0.95",0.93,0.002,0.01
"5",2021-01-12,0.952551104526125,0.00122853663494849,0.92,"0.90","0.95",0.93,0.001,0.01
"6",2021-01-13,0.933479460283816,0.00157393395362449,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931595541056321,0.00123605884445954,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929531287764479,0.000712512190976269,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.943639866336268,0.000774585211582619,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954343776149478,0.00114763946054289,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.959471364145717,0.000921522899054641,0.9,"0.88","0.93",0.9,0.001,0
"12",2021-01-19,0.950277073315642,0.00139741564925326,0.88,"0.85","0.91",0.89,0.002,0.01
"13",2021-01-20,0.904978916112099,0.00117279666347758,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.886872402582429,0.00156301091670875,0.88,"0.86","0.91",0.87,0.002,-0.01
"15",2021-01-22,0.866392348191853,0.0011772896845702,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870657195040564,0.00151503134204471,0.91,"0.89","0.94",0.91,0.002,0
"17",2021-01-24,0.888094817555288,0.00147271804223024,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.906240242281432,0.00157609498465095,0.91,"0.88","0.94",0.91,0.001,0
"19",2021-01-26,0.924293341451592,0.00163809313691355,0.91,"0.88","0.94",0.92,0.001,0.01
"20",2021-01-27,0.909168598990159,0.00132714974173323,0.92,"0.89","0.95",0.92,0.001,0
"21",2021-01-28,0.919633015963736,0.00134036350474823,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.922464456079883,0.00118150935499171,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.937225813332642,0.00232712420116767,0.98,"0.95","1.01",0.97,0.001,-0.01
"24",2021-01-31,0.960030935332131,0.00153806709925494,0.97,"0.93","1.00",0.98,0.001,0.01
"25",2021-02-01,0.974324774720426,0.00143698343267264,0.94,"0.91","0.98",0.95,0.002,0.01
"26",2021-02-02,0.979506859073999,0.00103022831859072,0.93,"0.90","0.96",0.93,0.001,0
"27",2021-02-03,0.945476075826132,0.00167436851721062,0.94,"0.91","0.97",0.93,0.002,-0.01
"28",2021-02-04,0.933328841156329,0.00132115037545444,0.96,"0.93","0.99",0.95,0.001,-0.01
"29",2021-02-05,0.933667024698268,0.00246949841781606,0.99,"0.96","1.03",0.97,0.002,-0.02
"30",2021-02-06,0.945107443007715,0.0011781603090376,1.02,"0.99","1.06",1,0.002,-0.02
"31",2021-02-07,0.973529255884012,0.00230852896442661,1.03,"0.99","1.06",1.02,0.002,-0.01
