"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.838481459218407,0.00155299510784714,0.92,"0.89","0.96",0.91,0.001,-0.01
"2",2021-01-09,0.868429197620314,0.000874263804532657,0.94,"0.91","0.98",0.94,0.002,0
"3",2021-01-10,0.913583273197027,0.00102682772239899,0.94,"0.90","0.98",0.95,0.002,0.01
"4",2021-01-11,0.942444668021815,0.00151883802294274,0.92,"0.89","0.96",0.93,0.001,0.01
"5",2021-01-12,0.951935153735076,0.00158589021366625,0.92,"0.89","0.95",0.93,0.001,0.01
"6",2021-01-13,0.932705775469858,0.000949748712665962,0.93,"0.89","0.97",0.93,0.001,0
"7",2021-01-14,0.930930513345238,0.00118860708049391,0.95,"0.91","0.99",0.94,0.002,-0.01
"8",2021-01-15,0.928447978371899,0.00116827718740196,0.96,"0.93","1.00",0.95,0.001,-0.01
"9",2021-01-16,0.942185860868401,0.00172807568134369,0.97,"0.93","1.01",0.96,0.002,-0.01
"10",2021-01-17,0.953464122239039,0.00101164546453585,0.94,"0.90","0.98",0.95,0.002,0.01
"11",2021-01-18,0.958319204139473,0.00211881547880875,0.9,"0.87","0.94",0.91,0.002,0.01
"12",2021-01-19,0.950007361885165,0.00154205548701682,0.88,"0.84","0.91",0.89,0.002,0.01
"13",2021-01-20,0.905455651270716,0.00159311939394699,0.87,"0.84","0.91",0.87,0.002,0
"14",2021-01-21,0.887233035376457,0.0015767035524614,0.88,"0.84","0.92",0.87,0.001,-0.01
"15",2021-01-22,0.86712497215279,0.00166062936534685,0.9,"0.86","0.94",0.89,0.002,-0.01
"16",2021-01-23,0.870834160539462,0.00114948691287841,0.92,"0.88","0.96",0.91,0.001,-0.01
"17",2021-01-24,0.888207707584228,0.00212051391571815,0.92,"0.87","0.96",0.92,0.001,0
"18",2021-01-25,0.906187048460482,0.00149877280248459,0.91,"0.87","0.95",0.91,0.002,0
"19",2021-01-26,0.924164567857312,0.00104828339832905,0.91,"0.87","0.95",0.92,0.001,0.01
"20",2021-01-27,0.909838571188942,0.00174065508398147,0.92,"0.88","0.96",0.92,0.002,0
"21",2021-01-28,0.920732206386393,0.00126527864114637,0.94,"0.89","0.99",0.94,0.002,0
"22",2021-01-29,0.923219551922807,0.0016781008918721,0.97,"0.92","1.01",0.96,0.001,-0.01
"23",2021-01-30,0.93760707331345,0.00225198065760885,0.98,"0.93","1.03",0.97,0.001,-0.01
"24",2021-01-31,0.959804078159702,0.000834081997747347,0.97,"0.92","1.02",0.98,0.002,0.01
"25",2021-02-01,0.973110036614073,0.00127388331204481,0.94,"0.90","0.99",0.94,0.002,0
"26",2021-02-02,0.978253561092496,0.00179438440167399,0.93,"0.88","0.98",0.93,0.002,0
"27",2021-02-03,0.94416651907686,0.00204700073715527,0.93,"0.89","0.98",0.93,0.002,0
"28",2021-02-04,0.93252876874184,0.00158445145189248,0.96,"0.91","1.01",0.94,0.002,-0.02
"29",2021-02-05,0.932666911776355,0.00244320492696832,0.99,"0.94","1.04",0.97,0.002,-0.02
"30",2021-02-06,0.94455992058438,0.00181941958062568,1.02,"0.97","1.08",1,0.002,-0.02
"31",2021-02-07,0.972966187776501,0.00197176512458394,1.03,"0.98","1.09",1.02,0.002,-0.01
"32",2021-02-08,0.999340562639497,0.00172226596900819,1.02,"0.97","1.07",1.02,0.002,0
"33",2021-02-09,1.0190335500396,0.00177540193873771,1.03,"0.98","1.08",1.04,0.002,0.01
"34",2021-02-10,1.02313827330033,0.0017456493811341,1.06,"1.00","1.11",1.07,0.001,0.01
"35",2021-02-11,1.03742857001474,0.00206596514584764,1.1,"1.05","1.16",1.1,0.001,0
"36",2021-02-12,1.06607308139565,0.00134814053031937,1.15,"1.09","1.20",1.14,0.001,-0.01
"37",2021-02-13,1.10200673719542,0.00143442451828584,1.17,"1.11","1.22",1.17,0.003,0
"38",2021-02-14,1.14140467582377,0.00143931529168403,1.15,"1.10","1.21",1.17,0.001,0.02
"39",2021-02-15,1.17120175760655,0.00277281551420406,1.11,"1.06","1.16",1.13,0.001,0.02
"40",2021-02-16,1.167484228242,0.00111498896605473,1.07,"1.02","1.12",1.1,0.002,0.03
"41",2021-02-17,1.12686384736724,0.00147626616211256,1.05,"1.00","1.09",1.06,0.001,0.01
"42",2021-02-18,1.09679594238267,0.00214528510317393,1.04,"0.99","1.09",1.04,0.001,0
"43",2021-02-19,1.06306059917758,0.00103512381073414,1.04,"0.99","1.09",1.02,0.002,-0.02
"44",2021-02-20,1.04041926352181,0.00130783696190239,1.03,"0.98","1.08",1.01,0.001,-0.02
"45",2021-02-21,1.02399510557094,0.00213495870121934,1,"0.96","1.05",1,0.001,0
"46",2021-02-22,1.00715590875008,0.0013476679651562,0.98,"0.94","1.02",0.97,0.002,-0.01
"47",2021-02-23,0.997998971026782,0.000850693553122153,0.97,"0.93","1.01",0.97,0.001,0
"48",2021-02-24,0.970944772682593,0.00200720068301618,0.99,"0.94","1.03",0.98,0.001,-0.01
"49",2021-02-25,0.974672135741509,0.00109342986683306,1.01,"0.97","1.06",1,0.002,-0.01
"50",2021-02-26,0.980776349202028,0.00147058326705849,1.04,"0.99","1.09",1.03,0.002,-0.01
"51",2021-02-27,1.00079014362217,0.00151456701776253,1.06,"1.01","1.10",1.05,0.001,-0.01
"52",2021-02-28,1.02560685294101,0.00247661736975384,1.05,"1.01","1.10",1.06,0.002,0.01
"53",2021-03-01,1.04647967283662,0.000963274030373107,1.05,"1.01","1.10",1.05,0.001,0
"54",2021-03-02,1.06465999109412,0.00168565026625095,1.07,"1.03","1.11",1.08,0.001,0.01
"55",2021-03-03,1.05481373580811,0.000885427803261697,1.1,"1.06","1.15",1.1,0.001,0
"56",2021-03-04,1.07665579774201,0.00101523391048282,1.13,"1.09","1.18",1.13,0.002,0
