"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.836862449754681,0.000999464319570034,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.8664858924521,0.00134974170748252,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.912175027164856,0.00101692375357341,0.94,"0.91","0.96",0.95,0.001,0.01
"4",2021-01-11,0.942718973491483,0.00120938357928921,0.92,"0.90","0.95",0.93,0.002,0.01
"5",2021-01-12,0.952406743404102,0.000955739078416367,0.92,"0.90","0.95",0.93,0.002,0.01
"6",2021-01-13,0.933608780189969,0.00167375648098517,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931729204844755,0.00209945187092872,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929506843073303,0.00137959026876968,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.943391126438702,0.00147481922653813,0.96,"0.94","0.99",0.96,0.002,0
"10",2021-01-17,0.954101690608916,0.00101101211971736,0.94,"0.91","0.97",0.95,0.002,0.01
"11",2021-01-18,0.959159601673467,0.00162235402731334,0.9,"0.88","0.93",0.9,0.002,0
"12",2021-01-19,0.949912981968915,0.00208343654284776,0.88,"0.85","0.90",0.89,0.002,0.01
"13",2021-01-20,0.904657158321343,0.00174304585543366,0.87,"0.85","0.90",0.87,0.002,0
"14",2021-01-21,0.886525711563913,0.00179954720338279,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.866067402983261,0.00209246098672072,0.9,"0.87","0.93",0.89,0.002,-0.01
"16",2021-01-23,0.870270248633034,0.00118951542058036,0.91,"0.89","0.94",0.91,0.001,0
"17",2021-01-24,0.887843355669073,0.00205285242606216,0.92,"0.89","0.94",0.92,0.001,0
"18",2021-01-25,0.905954017145331,0.00121551166106855,0.91,"0.88","0.94",0.91,0.002,0
"19",2021-01-26,0.924043175658338,0.00147175939980203,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.909250536135724,0.0023003975477285,0.92,"0.89","0.95",0.92,0.002,0
"21",2021-01-28,0.919953150768826,0.00187120104839438,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.92286655256048,0.00197864677291697,0.96,"0.93","1.00",0.96,0.001,0
"23",2021-01-30,0.937559967797513,0.00213680328673968,0.98,"0.94","1.01",0.97,0.002,-0.01
"24",2021-01-31,0.96024190541431,0.0013569352634892,0.97,"0.93","1.00",0.98,0.002,0.01
"25",2021-02-01,0.974137728346419,0.00241642938275946,0.94,"0.91","0.97",0.94,0.001,0
"26",2021-02-02,0.9790255490226,0.00155246231546364,0.93,"0.90","0.96",0.93,0.002,0
"27",2021-02-03,0.944905140217929,0.0012025498542652,0.94,"0.91","0.97",0.93,0.002,-0.01
"28",2021-02-04,0.932739722506893,0.00212177692994944,0.96,"0.93","0.99",0.94,0.002,-0.02
"29",2021-02-05,0.93320532001981,0.00231339357562179,0.99,"0.96","1.03",0.97,0.002,-0.02
"30",2021-02-06,0.944780888980782,0.00167628843315672,1.02,"0.99","1.06",1,0.002,-0.02
"31",2021-02-07,0.973399665374225,0.00176254678738619,1.03,"0.99","1.06",1.02,0.001,-0.01
"32",2021-02-08,1.00019511873311,0.00176570803483278,1.02,"0.99","1.06",1.02,0.001,0
"33",2021-02-09,1.01894279339723,0.00115207268694803,1.03,"1.00","1.06",1.04,0.001,0.01
"34",2021-02-10,1.02278112513156,0.00128987459680063,1.06,"1.03","1.09",1.07,0.002,0.01
"35",2021-02-11,1.03678831720874,0.0011979649484592,1.1,"1.07","1.14",1.1,0.002,0
"36",2021-02-12,1.06555323975905,0.00227285326619992,1.14,"1.11","1.18",1.14,0.002,0
"37",2021-02-13,1.10122019794877,0.00162545080202261,1.16,"1.13","1.20",1.17,0.002,0.01
"38",2021-02-14,1.14117890451033,0.00233286791475305,1.15,"1.11","1.18",1.17,0.002,0.02
"39",2021-02-15,1.17144933236942,0.00248097154929788,1.11,"1.08","1.14",1.13,0.002,0.02
"40",2021-02-16,1.16741375922372,0.00177189041854168,1.07,"1.04","1.10",1.1,0.003,0.03
"41",2021-02-17,1.12714496546248,0.00222543370218643,1.05,"1.02","1.08",1.06,0.001,0.01
"42",2021-02-18,1.09737487218545,0.00322185953779333,1.04,"1.01","1.07",1.04,0.001,0
"43",2021-02-19,1.06377794870456,0.00144500558427128,1.04,"1.01","1.07",1.02,0.002,-0.02
"44",2021-02-20,1.0407661588536,0.00110054343114399,1.03,"1.00","1.06",1.01,0.002,-0.02
"45",2021-02-21,1.02435397229646,0.002349240393962,1,"0.97","1.03",1,0.001,0
"46",2021-02-22,1.00723182028016,0.00171945545437621,0.98,"0.95","1.00",0.97,0.002,-0.01
"47",2021-02-23,0.997515550598095,0.00149067389991881,0.97,"0.94","1.00",0.97,0.001,0
"48",2021-02-24,0.969961483227631,0.00202830378908861,0.99,"0.96","1.02",0.98,0.002,-0.01
"49",2021-02-25,0.973743396430883,0.000650323058452492,1.01,"0.98","1.04",1,0.001,-0.01
"50",2021-02-26,0.979940199436604,0.00192365526387881,1.04,"1.01","1.07",1.03,0.002,-0.01
"51",2021-02-27,1.00052087981148,0.00089754491218232,1.05,"1.02","1.08",1.05,0.001,0
"52",2021-02-28,1.02617953103787,0.00155143843562316,1.05,"1.02","1.09",1.07,0.002,0.02
"53",2021-03-01,1.04735849436375,0.000777684291729148,1.06,"1.03","1.08",1.06,0.001,0
"54",2021-03-02,1.06583749525448,0.00182173032286621,1.07,"1.04","1.10",1.08,0.001,0.01
"55",2021-03-03,1.05558697033943,0.00100042888314944,1.11,"1.08","1.14",1.1,0.002,-0.01
"56",2021-03-04,1.07760710086341,0.00113775331428045,1.14,"1.11","1.17",1.13,0.002,-0.01
"57",2021-03-05,1.09963493203106,0.00198076367435791,1.16,"1.13","1.19",1.16,0.002,0
"58",2021-03-06,1.13407630293695,0.00211355668571792,1.16,"1.13","1.19",1.17,0.002,0.01
"59",2021-03-07,1.16416123306116,0.00169690557386019,1.14,"1.11","1.17",1.17,0.002,0.03
"60",2021-03-08,1.17309405479209,0.00153270163622316,1.11,"1.08","1.14",1.12,0.002,0.01
"61",2021-03-09,1.16613619880016,0.00153127692794412,1.09,"1.06","1.12",1.1,0.002,0.01
"62",2021-03-10,1.11778769494126,0.00160521464635294,1.08,"1.06","1.11",1.09,0.002,0.01
"63",2021-03-11,1.10019227348017,0.00161656573802265,1.09,"1.06","1.11",1.09,0.001,0
"64",2021-03-12,1.08571803447021,0.00198860975897594,1.1,"1.07","1.12",1.09,0.001,-0.01
"65",2021-03-13,1.08630185929098,0.00107148696523612,1.1,"1.08","1.13",1.09,0.002,-0.01
"66",2021-03-14,1.09403309009938,0.0009566819480475,1.09,"1.07","1.12",1.1,0.002,0.01
