"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837566170208141,0.0013501849652665,0.92,"0.90","0.95",0.91,0.002,-0.01
"2",2021-01-09,0.867250514150238,0.00113784568465125,0.94,"0.92","0.97",0.94,0.002,0
"3",2021-01-10,0.912662876986205,0.00170147087792978,0.94,"0.91","0.96",0.95,0.002,0.01
"4",2021-01-11,0.943006772519081,0.00156974926334659,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.95258726185745,0.00153081034248507,0.92,"0.90","0.95",0.93,0.002,0.01
"6",2021-01-13,0.933509733724772,0.00109706969898956,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931599438389769,0.00156793695979037,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929493240583487,0.00100081872058779,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.943589907679316,0.0012710891189174,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954325388590905,0.00147239133276164,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.959424869720171,0.00131498442172225,0.9,"0.88","0.93",0.91,0.002,0.01
"12",2021-01-19,0.950282730737965,0.00136448358744671,0.88,"0.85","0.91",0.89,0.002,0.01
"13",2021-01-20,0.905041482794534,0.00207763927743274,0.87,"0.85","0.90",0.87,0.002,0
"14",2021-01-21,0.886997869409078,0.00192972951309623,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.866505467245636,0.00166738233770389,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870736663870081,0.000988319087706959,0.91,"0.89","0.94",0.91,0.002,0
"17",2021-01-24,0.888157061893136,0.00124890529478629,0.92,"0.89","0.95",0.92,0.001,0
"18",2021-01-25,0.906198085582841,0.00163590767299773,0.91,"0.88","0.94",0.91,0.002,0
"19",2021-01-26,0.924207089116998,0.00129288072047678,0.91,"0.88","0.94",0.92,0.001,0.01
"20",2021-01-27,0.909230095968428,0.0017951633731432,0.92,"0.89","0.95",0.92,0.001,0
"21",2021-01-28,0.919933019539449,0.00120060501504577,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.922953795230675,0.00106697959876727,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.937791544034591,0.00217331608667787,0.98,"0.95","1.01",0.97,0.002,-0.01
"24",2021-01-31,0.960525650567123,0.00183240819610962,0.97,"0.93","1.00",0.98,0.001,0.01
"25",2021-02-01,0.974525312305039,0.00157996443331134,0.94,"0.91","0.98",0.95,0.002,0.01
"26",2021-02-02,0.979393776311821,0.0012956895375588,0.93,"0.90","0.96",0.93,0.001,0
"27",2021-02-03,0.945133221269441,0.0016607511149582,0.94,"0.91","0.97",0.93,0.003,-0.01
