"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.83763193312117,0.00151594563214316,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.867321372925805,0.00181190757917228,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.912739593670301,0.000746435351146355,0.94,"0.91","0.96",0.95,0.001,0.01
"4",2021-01-11,0.943058770674168,0.00144319846271312,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952618172675279,0.00119697857482448,0.92,"0.90","0.95",0.93,0.001,0.01
"6",2021-01-13,0.933516891746486,0.000970614971683027,0.93,"0.91","0.96",0.93,0.002,0
"7",2021-01-14,0.931582679807483,0.0013116770372515,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.92948299016365,0.00223807485914974,0.96,"0.94","0.99",0.95,0.002,-0.01
"9",2021-01-16,0.9435719100533,0.00128955725111587,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954326677523023,0.00157680263472532,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.959416842245581,0.00130835656205256,0.9,"0.88","0.93",0.9,0.001,0
"12",2021-01-19,0.950218202349367,0.00144795764755848,0.88,"0.85","0.91",0.89,0.002,0.01
"13",2021-01-20,0.904917298877796,0.001481215770656,0.87,"0.85","0.90",0.87,0.002,0
"14",2021-01-21,0.886855124629939,0.00176570075949756,0.88,"0.86","0.91",0.87,0.002,-0.01
"15",2021-01-22,0.866384854694034,0.00181375703537348,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870664110505696,0.00199360678472829,0.91,"0.89","0.94",0.91,0.002,0
"17",2021-01-24,0.88813647772928,0.001022124276059,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.906228374449127,0.00176967041469671,0.91,"0.88","0.94",0.91,0.001,0
"19",2021-01-26,0.924300860622255,0.00159820560361437,0.91,"0.88","0.94",0.92,0.002,0.01
