"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.838431573199301,0.00164124822273315,0.92,"0.89","0.96",0.91,0.001,-0.01
"2",2021-01-09,0.868381259392987,0.00134651809151123,0.94,"0.91","0.98",0.94,0.001,0
"3",2021-01-10,0.913533132876085,0.00141849385096965,0.94,"0.90","0.98",0.95,0.002,0.01
"4",2021-01-11,0.942401227018477,0.00115450537020909,0.92,"0.89","0.96",0.93,0.002,0.01
"5",2021-01-12,0.951922033591175,0.00154987687085859,0.92,"0.89","0.95",0.93,0.001,0.01
"6",2021-01-13,0.932682844466129,0.00208945660240962,0.93,"0.89","0.97",0.93,0.001,0
"7",2021-01-14,0.930930589751326,0.00143731449956596,0.95,"0.91","0.99",0.94,0.001,-0.01
"8",2021-01-15,0.928474974993611,0.00127904862790178,0.96,"0.93","1.00",0.95,0.002,-0.01
"9",2021-01-16,0.942220833160548,0.00139150612386489,0.97,"0.93","1.01",0.96,0.002,-0.01
"10",2021-01-17,0.953514594291553,0.00152784585673344,0.94,"0.90","0.98",0.95,0.002,0.01
"11",2021-01-18,0.958350532896085,0.00152531946137883,0.9,"0.87","0.94",0.91,0.002,0.01
"12",2021-01-19,0.950014139201477,0.00178071571750818,0.88,"0.84","0.91",0.89,0.001,0.01
"13",2021-01-20,0.90545094138451,0.00196177941811241,0.87,"0.84","0.91",0.87,0.001,0
"14",2021-01-21,0.887178472322014,0.0011415388749889,0.88,"0.84","0.92",0.87,0.001,-0.01
"15",2021-01-22,0.867062897218297,0.00115668606232141,0.9,"0.86","0.94",0.89,0.001,-0.01
"16",2021-01-23,0.870771911329837,0.00105855960063562,0.92,"0.88","0.96",0.91,0.001,-0.01
"17",2021-01-24,0.888152081662035,0.00126659991129332,0.92,"0.87","0.96",0.92,0.002,0
"18",2021-01-25,0.906172017196857,0.000609903629726822,0.91,"0.87","0.95",0.91,0.001,0
"19",2021-01-26,0.924166007438909,0.00186442255110831,0.91,"0.87","0.95",0.92,0.001,0.01
"20",2021-01-27,0.909869557813434,0.0011111833318416,0.92,"0.88","0.96",0.92,0.001,0
"21",2021-01-28,0.920769161998111,0.000747821158292582,0.94,"0.89","0.99",0.94,0.001,0
"22",2021-01-29,0.923256624881009,0.00105965346822426,0.97,"0.92","1.01",0.96,0.001,-0.01
"23",2021-01-30,0.937638736619453,0.00140987063709642,0.98,"0.93","1.03",0.97,0.002,-0.01
"24",2021-01-31,0.959811181800549,0.00145319083638428,0.97,"0.92","1.02",0.98,0.001,0.01
"25",2021-02-01,0.973110571395804,0.00209913025821942,0.94,"0.90","0.99",0.94,0.001,0
"26",2021-02-02,0.97825356156274,0.0014013874161203,0.93,"0.88","0.98",0.93,0.002,0
"27",2021-02-03,0.94416651907688,0.00127700049512335,0.93,"0.89","0.98",0.93,0.002,0
"28",2021-02-04,0.93252876874184,0.00215963698992893,0.96,"0.91","1.01",0.94,0.001,-0.02
"29",2021-02-05,0.932666911776355,0.00187552149314701,0.99,"0.94","1.04",0.97,0.002,-0.02
"30",2021-02-06,0.94455992058438,0.00145167412630291,1.02,"0.97","1.08",1,0.002,-0.02
"31",2021-02-07,0.972966187776501,0.00181002752702965,1.03,"0.98","1.09",1.02,0.001,-0.01
"32",2021-02-08,0.999340562639497,0.0015850308317513,1.02,"0.97","1.07",1.02,0.002,0
"33",2021-02-09,1.0190335500396,0.00138835887808171,1.03,"0.98","1.08",1.04,0.002,0.01
"34",2021-02-10,1.02313827330033,0.00166091941592145,1.06,"1.00","1.11",1.07,0.002,0.01
"35",2021-02-11,1.03742857001474,0.00219167856084215,1.1,"1.05","1.16",1.1,0.001,0
"36",2021-02-12,1.06607308139562,0.00219233975492606,1.15,"1.09","1.20",1.14,0.002,-0.01
"37",2021-02-13,1.10200673261706,0.00121882799004758,1.17,"1.11","1.22",1.17,0.002,0
"38",2021-02-14,1.1413998093489,0.0023013545468281,1.15,"1.10","1.21",1.17,0.002,0.02
"39",2021-02-15,1.17116135141247,0.00199979168877948,1.11,"1.06","1.16",1.13,0.002,0.02
"40",2021-02-16,1.16743935190836,0.00169150830082593,1.07,"1.02","1.12",1.1,0.002,0.03
"41",2021-02-17,1.12682181296155,0.00217027904453779,1.05,"1.00","1.09",1.06,0.002,0.01
"42",2021-02-18,1.09676377281049,0.00217996018642822,1.04,"0.99","1.09",1.04,0.002,0
"43",2021-02-19,1.06305475408399,0.00155167695544496,1.04,"0.99","1.09",1.02,0.002,-0.02
"44",2021-02-20,1.04041957231262,0.00168068523569172,1.03,"0.98","1.08",1.01,0.001,-0.02
"45",2021-02-21,1.02399623285538,0.00200742086968966,1,"0.96","1.05",1,0.002,0
"46",2021-02-22,1.00715617586164,0.00137288133688603,0.98,"0.94","1.02",0.97,0.002,-0.01
"47",2021-02-23,0.997998767610992,0.00173581504187359,0.97,"0.93","1.01",0.97,0.002,0
"48",2021-02-24,0.970943407503773,0.00199417404257203,0.99,"0.94","1.03",0.98,0.002,-0.01
"49",2021-02-25,0.974675274236039,0.00166716979859002,1.01,"0.97","1.06",1,0.002,-0.01
"50",2021-02-26,0.980812852634177,0.00153209208020688,1.04,"0.99","1.09",1.03,0.002,-0.01
"51",2021-02-27,1.00086834938846,0.0023341669726264,1.06,"1.01","1.10",1.05,0.001,-0.01
"52",2021-02-28,1.02574973835902,0.00179179103184231,1.05,"1.01","1.10",1.06,0.002,0.01
"53",2021-03-01,1.04662520056562,0.00106912935327733,1.05,"1.01","1.10",1.05,0.001,0
"54",2021-03-02,1.06477254488399,0.00222504550504486,1.07,"1.03","1.11",1.08,0.001,0.01
"55",2021-03-03,1.05487309082537,0.00144502722325452,1.1,"1.06","1.15",1.1,0.002,0
"56",2021-03-04,1.07663418064336,0.00105457947472118,1.13,"1.09","1.18",1.13,0.001,0
"57",2021-03-05,1.09834331064676,0.00168415718081516,1.16,"1.11","1.20",1.16,0.002,0
"58",2021-03-06,1.13342572136979,0.00131019298334088,1.17,"1.12","1.21",1.17,0.002,0
"59",2021-03-07,1.16356698380932,0.00159338259465359,1.15,"1.11","1.19",1.17,0.002,0.02
"60",2021-03-08,1.17310757901429,0.00161789924979197,1.12,"1.08","1.16",1.12,0.002,0
"61",2021-03-09,1.16681398433229,0.0015703194799895,1.09,"1.05","1.13",1.1,0.001,0.01
"62",2021-03-10,1.11860762632644,0.00158149941205587,1.08,"1.04","1.12",1.09,0.001,0.01
"63",2021-03-11,1.10087012136935,0.001400569370204,1.08,"1.05","1.12",1.09,0.002,0.01
"64",2021-03-12,1.08598156028456,0.00124427919172854,1.1,"1.06","1.13",1.09,0.001,-0.01
"65",2021-03-13,1.08606059652809,0.00195463582739721,1.1,"1.07","1.14",1.09,0.001,-0.01
"66",2021-03-14,1.0936329094899,0.00113193337497737,1.09,"1.06","1.13",1.1,0.001,0.01
"67",2021-03-15,1.09225190378716,0.00102176421819618,1.07,"1.04","1.11",1.07,0.002,0
"68",2021-03-16,1.0952361304022,0.000836432958345272,1.05,"1.02","1.09",1.07,0.002,0.02
"69",2021-03-17,1.07153241705106,0.00159325001761113,1.05,"1.02","1.09",1.06,0.001,0.01
"70",2021-03-18,1.0672577251568,0.00151744771446804,1.06,"1.03","1.10",1.07,0.001,0.01
"71",2021-03-19,1.06437083965864,0.000707142135569264,1.07,"1.04","1.11",1.07,0.001,0
"72",2021-03-20,1.06605471748403,0.00123860444470633,1.07,"1.04","1.10",1.07,0.001,0
"73",2021-03-21,1.07128478943862,0.00102717360124436,1.04,"1.01","1.08",1.05,0.001,0.01
"74",2021-03-22,1.06691167573518,0.0012987835528213,1.01,"0.98","1.04",1.01,0.001,0
"75",2021-03-23,1.05159489530693,0.00115971752789503,0.97,"0.94","1.01",0.98,0.001,0.01
"76",2021-03-24,1.00597961854163,0.001020582753154,0.96,"0.93","0.99",0.96,0.001,0
"77",2021-03-25,0.979792423490551,0.00130608146792662,0.96,"0.93","0.99",0.96,0.001,0
"78",2021-03-26,0.958069097939715,0.00116930900566111,0.97,"0.94","1.00",0.96,0.001,-0.01
"79",2021-03-27,0.956082173954594,0.000951929937080069,0.98,"0.95","1.01",0.97,0.001,-0.01
"80",2021-03-28,0.9611677675741,0.00127845783857131,0.98,"0.94","1.01",0.98,0.001,0
"81",2021-03-29,0.966614722915324,0.000795002845711137,0.97,"0.94","1.00",0.96,0.002,-0.01
"82",2021-03-30,0.97628051185201,0.00109507336253031,0.96,"0.93","0.99",0.96,0.001,0
"83",2021-03-31,0.957509040135073,0.00169000605262841,0.97,"0.94","1.01",0.97,0.001,0
"84",2021-04-01,0.955795078027466,0.00120574831443535,1.01,"0.97","1.04",1,0.001,-0.01
"85",2021-04-02,0.971652698300669,0.000749800783878813,1.04,"1.01","1.08",1.04,0.001,0
"86",2021-04-03,1.00116869773274,0.00137391396251621,1.08,"1.05","1.11",1.07,0.001,-0.01
"87",2021-04-04,1.04042985899935,0.00136126949139426,1.09,"1.05","1.12",1.09,0.002,0
"88",2021-04-05,1.07397677971919,0.000915285714397612,1.06,"1.03","1.10",1.07,0.001,0.01
"89",2021-04-06,1.08878311463765,0.00167252154174561,1.03,"1.00","1.06",1.05,0.001,0.02
"90",2021-04-07,1.06858763160848,0.00129188887744606,1.02,"0.99","1.05",1.03,0.001,0.01
"91",2021-04-08,1.04917336129801,0.000930732904991548,1.02,"0.99","1.06",1.03,0.002,0.01
"92",2021-04-09,1.03050112205233,0.001175185469139,1.04,"1.01","1.07",1.03,0.001,-0.01
"93",2021-04-10,1.02564968531276,0.00155655053766023,1.06,"1.03","1.09",1.04,0.001,-0.02
"94",2021-04-11,1.03024060391958,0.000969761077976391,1.06,"1.03","1.09",1.06,0.001,0
"95",2021-04-12,1.04389980258522,0.000648523939727396,1.04,"1.02","1.07",1.05,0.001,0.01
"96",2021-04-13,1.06049436647496,0.00113846976182406,1.03,"1.00","1.06",1.05,0.001,0.02
"97",2021-04-14,1.0469160122378,0.00127385613555648,1.03,"1.00","1.05",1.04,0.001,0.01
"98",2021-04-15,1.04931800521055,0.000714881420300274,1.03,"1.00","1.06",1.04,0.001,0.01
"99",2021-04-16,1.04260644559465,0.000949051078682112,1.03,"1.00","1.06",1.03,0.001,0
"100",2021-04-17,1.03590309797541,0.00105624408919448,1.01,"0.98","1.04",1,0.001,-0.01
"101",2021-04-18,1.02917959518952,0.00112234014443366,0.98,"0.95","1.01",0.98,0.001,0
"102",2021-04-19,1.00473494104221,0.000789705475462572,0.94,"0.91","0.96",0.93,0.001,-0.01
"103",2021-04-20,0.979040656071568,0.00125419592429792,0.91,"0.88","0.94",0.91,0.001,0
"104",2021-04-21,0.930600710771806,0.000885679559696582,0.91,"0.88","0.94",0.9,0.001,-0.01
"105",2021-04-22,0.907598731973202,0.00133249034543396,0.93,"0.91","0.96",0.92,0.001,-0.01
"106",2021-04-23,0.895383774025893,0.000878594883741495,0.97,"0.94","1.00",0.96,0.001,-0.01
"107",2021-04-24,0.915599280927241,0.000922345164582882,1,"0.97","1.03",0.99,0.001,-0.01
"108",2021-04-25,0.955649089185221,0.00112214732257481,1.01,"0.98","1.05",1.02,0.001,0.01
"109",2021-04-26,0.993509292425739,0.00139920256091278,1,"0.97","1.03",1.01,0.001,0.01
"110",2021-04-27,1.02115907221712,0.00140843542521496,0.98,"0.95","1.01",1,0.001,0.02
"111",2021-04-28,1.00725328382418,0.00142329331545562,0.95,"0.92","0.98",0.97,0.001,0.02
"112",2021-04-29,0.999494717860428,0.00116873432961746,0.94,"0.91","0.97",0.95,0.001,0.01
"113",2021-04-30,0.973294478301114,0.000929463000825628,0.94,"0.91","0.97",0.94,0.001,0
"114",2021-05-01,0.954008072810344,0.00126518871993054,0.94,"0.91","0.97",0.92,0.001,-0.02
"115",2021-05-02,0.936612889942483,0.00106123987429668,0.92,"0.89","0.95",0.92,0.001,0
"116",2021-05-03,0.924608467520385,0.00126479242842692,0.89,"0.86","0.92",0.89,0.002,0
"117",2021-05-04,0.916523699106493,0.00144458299232066,0.87,"0.84","0.90",0.88,0.001,0.01
"118",2021-05-05,0.889505482918421,0.0015683883167684,0.86,"0.83","0.89",0.87,0.001,0.01
"119",2021-05-06,0.880023665456012,0.00105858547401793,0.86,"0.83","0.89",0.86,0.001,0
"120",2021-05-07,0.865927393318854,0.00101461209217993,0.86,"0.83","0.89",0.85,0.001,-0.01
"121",2021-05-08,0.860936702093944,0.000918316929001514,0.86,"0.83","0.89",0.84,0.001,-0.02
"122",2021-05-09,0.854498677503555,0.00119794508814088,0.84,"0.81","0.87",0.84,0.002,0
"123",2021-05-10,0.844825418326746,0.00132393206848429,0.82,"0.79","0.85",0.82,0.001,0
"124",2021-05-11,0.840439545178578,0.00153007163041247,0.81,"0.78","0.84",0.82,0.002,0.01
"125",2021-05-12,0.819076032423349,0.00115472632890618,0.83,"0.79","0.86",0.82,0.001,-0.01
"126",2021-05-13,0.817439846456464,0.00179212406108987,0.85,"0.81","0.88",0.83,0.001,-0.02
"127",2021-05-14,0.822819899689594,0.0012507636314988,0.86,"0.82","0.89",0.85,0.001,-0.01
"128",2021-05-15,0.834056214064778,0.00127676821124543,0.85,"0.82","0.89",0.86,0.002,0.01
"129",2021-05-16,0.851979215475292,0.00127779879456097,0.84,"0.80","0.87",0.85,0.001,0.01
"130",2021-05-17,0.860587879025354,0.00184493320321031,0.82,"0.78","0.85",0.82,0.003,0
"131",2021-05-18,0.850597257472967,0.00134072560906837,0.81,"0.78","0.85",0.8,0.002,-0.01
"132",2021-05-19,0.817730400576057,0.00269041381738906,0.83,"0.79","0.87",0.82,0.001,-0.01
"133",2021-05-20,0.800931329145949,0.00198335478517138,0.86,"0.82","0.90",0.85,0.002,-0.01
"134",2021-05-21,0.815088776075634,0.00122243475625096,0.9,"0.86","0.94",0.89,0.003,-0.01
"135",2021-05-22,0.851070116346381,0.00164400496720939,0.93,"0.88","0.98",0.93,0.001,0
"136",2021-05-23,0.894547291291472,0.00285840052812428,0.93,"0.88","0.98",0.93,0.002,0
"137",2021-05-24,0.92871328312492,0.00138054319212727,0.89,"0.85","0.94",0.91,0.002,0.02
"138",2021-05-25,0.934560250494084,0.00190075558938505,0.85,"0.81","0.89",0.87,0.002,0.02
"139",2021-05-26,0.908395699217346,0.00176039166167592,0.82,"0.78","0.87",0.84,0.002,0.02
"140",2021-05-27,0.874934431052894,0.00209530032002556,0.82,"0.78","0.87",0.82,0.003,0
"141",2021-05-28,0.84141057445753,0.00150429966523096,0.83,"0.78","0.88",0.81,0.002,-0.02
"142",2021-05-29,0.818437286189276,0.00297645754010493,0.83,"0.78","0.88",0.81,0.002,-0.02
"143",2021-05-30,0.809610719498585,0.00158546372512014,0.81,"0.75","0.86",0.81,0.002,0
"144",2021-05-31,0.810230060496218,0.00171978519398337,0.78,"0.73","0.83",0.79,0.001,0.01
"145",2021-06-01,0.811442485468544,0.00240446053170211,0.75,"0.70","0.80",0.76,0.003,0.01
"146",2021-06-02,0.785363532851567,0.00121555759203513,0.74,"0.69","0.80",0.74,0.002,0
"147",2021-06-03,0.764987418201171,0.00276057367065087,0.75,"0.69","0.81",0.74,0.002,-0.01
"148",2021-06-04,0.744892275163153,0.00203904021421378,0.76,"0.70","0.82",0.76,0.002,0
"149",2021-06-05,0.738801449535129,0.00185677869554535,0.77,"0.71","0.84",0.77,0.002,0
"150",2021-06-06,0.755659382375297,0.00191013131165724,0.77,"0.71","0.84",0.78,0.002,0.01
"151",2021-06-07,0.766049162550956,0.00224299430061662,0.77,"0.70","0.83",0.77,0.003,0
"152",2021-06-08,0.777678974574519,0.00212193701002104,0.76,"0.70","0.83",0.78,0.001,0.02
"153",2021-06-09,0.772755507733096,0.00280319351484321,0.77,"0.70","0.84",0.78,0.002,0.01
"154",2021-06-10,0.776366801975626,0.00109329765265112,0.78,"0.71","0.86",0.78,0.004,0
"155",2021-06-11,0.780111508157336,0.00231035046245021,0.8,"0.72","0.88",0.79,0.001,-0.01
"156",2021-06-12,0.778881679473194,0.00374414572000572,0.8,"0.72","0.89",0.8,0.003,0
"157",2021-06-13,0.786577998585929,0.00146379631838365,0.78,"0.70","0.87",0.79,0.003,0.01
"158",2021-06-14,0.796325170451552,0.00275720613303853,0.76,"0.69","0.85",0.77,0.003,0.01
"159",2021-06-15,0.789702776619043,0.0034695724923906,0.77,"0.68","0.86",0.76,0.002,-0.01
"160",2021-06-16,0.767239138690023,0.00296075706336966,0.79,"0.70","0.88",0.77,0.003,-0.02
"161",2021-06-17,0.763384621422867,0.00205970591991669,0.82,"0.72","0.93",0.81,0.002,-0.01
"162",2021-06-18,0.773069490061987,0.00323415918631237,0.87,"0.77","0.97",0.85,0.005,-0.02
"163",2021-06-19,0.806045159055827,0.00239574408692817,0.92,"0.81","1.03",0.89,0.005,-0.03
"164",2021-06-20,0.848890513837616,0.00537521897350547,0.95,"0.83","1.07",0.92,0.004,-0.03
"165",2021-06-21,0.892454157440182,0.00502158285528342,0.98,"0.87","1.10",0.93,0.004,-0.05
