Version,Date_of_report,Date_of_statistics,IC_admission_notification,IC_admission
3,2023-02-24T00:30:00Z,2022-08-11,5,4
3,2023-02-24T00:30:00Z,2022-08-12,4,8
3,2023-02-24T00:30:00Z,2022-08-13,2,6
3,2023-02-24T00:30:00Z,2022-08-14,0,2
3,2023-02-24T00:30:00Z,2022-08-15,13,8
3,2023-02-24T00:30:00Z,2022-08-16,7,2
3,2023-02-24T00:30:00Z,2022-08-17,4,4
3,2023-02-24T00:30:00Z,2022-08-18,2,5
3,2023-02-24T00:30:00Z,2022-08-19,3,4
3,2023-02-24T00:30:00Z,2022-08-20,7,3
3,2023-02-24T00:30:00Z,2022-08-21,4,5
3,2023-02-24T00:30:00Z,2022-08-22,6,4
3,2023-02-24T00:30:00Z,2022-08-23,10,3
3,2023-02-24T00:30:00Z,2022-08-24,2,2
3,2023-02-24T00:30:00Z,2022-08-25,6,4
3,2023-02-24T00:30:00Z,2022-08-26,1,0
3,2023-02-24T00:30:00Z,2022-08-27,1,5
3,2023-02-24T00:30:00Z,2022-08-28,1,3
3,2023-02-24T00:30:00Z,2022-08-29,5,6
3,2023-02-24T00:30:00Z,2022-08-30,4,3
3,2023-02-24T00:30:00Z,2022-08-31,3,3
3,2023-02-24T00:30:00Z,2022-09-01,3,3
3,2023-02-24T00:30:00Z,2022-09-02,2,1
3,2023-02-24T00:30:00Z,2022-09-03,1,5
3,2023-02-24T00:30:00Z,2022-09-04,0,2
3,2023-02-24T00:30:00Z,2022-09-05,2,3
3,2023-02-24T00:30:00Z,2022-09-06,2,3
3,2023-02-24T00:30:00Z,2022-09-07,4,4
3,2023-02-24T00:30:00Z,2022-09-08,5,3
3,2023-02-24T00:30:00Z,2022-09-09,0,1
3,2023-02-24T00:30:00Z,2022-09-10,2,4
3,2023-02-24T00:30:00Z,2022-09-11,1,5
3,2023-02-24T00:30:00Z,2022-09-12,7,2
3,2023-02-24T00:30:00Z,2022-09-13,2,3
3,2023-02-24T00:30:00Z,2022-09-14,5,6
3,2023-02-24T00:30:00Z,2022-09-15,5,1
3,2023-02-24T00:30:00Z,2022-09-16,2,3
3,2023-02-24T00:30:00Z,2022-09-17,0,4
3,2023-02-24T00:30:00Z,2022-09-18,2,5
3,2023-02-24T00:30:00Z,2022-09-19,6,6
3,2023-02-24T00:30:00Z,2022-09-20,11,1
3,2023-02-24T00:30:00Z,2022-09-21,2,5
3,2023-02-24T00:30:00Z,2022-09-22,1,4
3,2023-02-24T00:30:00Z,2022-09-23,6,3
3,2023-02-24T00:30:00Z,2022-09-24,0,2
3,2023-02-24T00:30:00Z,2022-09-25,1,11
3,2023-02-24T00:30:00Z,2022-09-26,5,8
3,2023-02-24T00:30:00Z,2022-09-27,13,5
3,2023-02-24T00:30:00Z,2022-09-28,5,4
3,2023-02-24T00:30:00Z,2022-09-29,10,8
3,2023-02-24T00:30:00Z,2022-09-30,3,2
3,2023-02-24T00:30:00Z,2022-10-01,2,6
3,2023-02-24T00:30:00Z,2022-10-02,4,11
3,2023-02-24T00:30:00Z,2022-10-03,9,5
3,2023-02-24T00:30:00Z,2022-10-04,8,5
3,2023-02-24T00:30:00Z,2022-10-05,10,11
3,2023-02-24T00:30:00Z,2022-10-06,10,7
3,2023-02-24T00:30:00Z,2022-10-07,4,11
3,2023-02-24T00:30:00Z,2022-10-08,3,4
3,2023-02-24T00:30:00Z,2022-10-09,0,4
3,2023-02-24T00:30:00Z,2022-10-10,13,9
3,2023-02-24T00:30:00Z,2022-10-11,14,9
3,2023-02-24T00:30:00Z,2022-10-12,10,7
3,2023-02-24T00:30:00Z,2022-10-13,10,4
3,2023-02-24T00:30:00Z,2022-10-14,6,9
3,2023-02-24T00:30:00Z,2022-10-15,5,7
3,2023-02-24T00:30:00Z,2022-10-16,8,9
3,2023-02-24T00:30:00Z,2022-10-17,11,11
3,2023-02-24T00:30:00Z,2022-10-18,10,11
3,2023-02-24T00:30:00Z,2022-10-19,16,9
3,2023-02-24T00:30:00Z,2022-10-20,11,7
3,2023-02-24T00:30:00Z,2022-10-21,4,6
3,2023-02-24T00:30:00Z,2022-10-22,2,4
3,2023-02-24T00:30:00Z,2022-10-23,3,9
3,2023-02-24T00:30:00Z,2022-10-24,12,10
3,2023-02-24T00:30:00Z,2022-10-25,11,9
3,2023-02-24T00:30:00Z,2022-10-26,11,9
3,2023-02-24T00:30:00Z,2022-10-27,9,5
3,2023-02-24T00:30:00Z,2022-10-28,9,6
3,2023-02-24T00:30:00Z,2022-10-29,3,6
3,2023-02-24T00:30:00Z,2022-10-30,1,11
3,2023-02-24T00:30:00Z,2022-10-31,18,9
3,2023-02-24T00:30:00Z,2022-11-01,5,3
3,2023-02-24T00:30:00Z,2022-11-02,8,4
3,2023-02-24T00:30:00Z,2022-11-03,3,6
3,2023-02-24T00:30:00Z,2022-11-04,5,4
3,2023-02-24T00:30:00Z,2022-11-05,1,7
3,2023-02-24T00:30:00Z,2022-11-06,2,4
3,2023-02-24T00:30:00Z,2022-11-07,6,1
3,2023-02-24T00:30:00Z,2022-11-08,8,7
3,2023-02-24T00:30:00Z,2022-11-09,5,2
3,2023-02-24T00:30:00Z,2022-11-10,5,5
3,2023-02-24T00:30:00Z,2022-11-11,4,3
3,2023-02-24T00:30:00Z,2022-11-12,1,3
3,2023-02-24T00:30:00Z,2022-11-13,3,3
3,2023-02-24T00:30:00Z,2022-11-14,4,1
3,2023-02-24T00:30:00Z,2022-11-15,2,3
3,2023-02-24T00:30:00Z,2022-11-16,0,3
3,2023-02-24T00:30:00Z,2022-11-17,4,3
3,2023-02-24T00:30:00Z,2022-11-18,2,2
3,2023-02-24T00:30:00Z,2022-11-19,2,3
3,2023-02-24T00:30:00Z,2022-11-20,1,5
3,2023-02-24T00:30:00Z,2022-11-21,10,7
3,2023-02-24T00:30:00Z,2022-11-22,4,5
3,2023-02-24T00:30:00Z,2022-11-23,4,4
3,2023-02-24T00:30:00Z,2022-11-24,5,5
3,2023-02-24T00:30:00Z,2022-11-25,4,10
3,2023-02-24T00:30:00Z,2022-11-26,5,4
3,2023-02-24T00:30:00Z,2022-11-27,0,0
3,2023-02-24T00:30:00Z,2022-11-28,6,3
3,2023-02-24T00:30:00Z,2022-11-29,5,5
3,2023-02-24T00:30:00Z,2022-11-30,0,5
3,2023-02-24T00:30:00Z,2022-12-01,7,4
3,2023-02-24T00:30:00Z,2022-12-02,5,4
3,2023-02-24T00:30:00Z,2022-12-03,3,2
3,2023-02-24T00:30:00Z,2022-12-04,1,5
3,2023-02-24T00:30:00Z,2022-12-05,10,8
3,2023-02-24T00:30:00Z,2022-12-06,9,6
3,2023-02-24T00:30:00Z,2022-12-07,2,4
3,2023-02-24T00:30:00Z,2022-12-08,4,4
3,2023-02-24T00:30:00Z,2022-12-09,5,6
3,2023-02-24T00:30:00Z,2022-12-10,2,2
3,2023-02-24T00:30:00Z,2022-12-11,2,2
3,2023-02-24T00:30:00Z,2022-12-12,5,8
3,2023-02-24T00:30:00Z,2022-12-13,8,7
3,2023-02-24T00:30:00Z,2022-12-14,5,8
3,2023-02-24T00:30:00Z,2022-12-15,5,3
3,2023-02-24T00:30:00Z,2022-12-16,4,8
3,2023-02-24T00:30:00Z,2022-12-17,3,2
3,2023-02-24T00:30:00Z,2022-12-18,5,10
3,2023-02-24T00:30:00Z,2022-12-19,12,5
3,2023-02-24T00:30:00Z,2022-12-20,10,9
3,2023-02-24T00:30:00Z,2022-12-21,9,16
3,2023-02-24T00:30:00Z,2022-12-22,15,7
3,2023-02-24T00:30:00Z,2022-12-23,8,6
3,2023-02-24T00:30:00Z,2022-12-24,2,8
3,2023-02-24T00:30:00Z,2022-12-25,2,7
3,2023-02-24T00:30:00Z,2022-12-26,10,10
3,2023-02-24T00:30:00Z,2022-12-27,10,10
3,2023-02-24T00:30:00Z,2022-12-28,13,15
3,2023-02-24T00:30:00Z,2022-12-29,12,5
3,2023-02-24T00:30:00Z,2022-12-30,9,10
3,2023-02-24T00:30:00Z,2022-12-31,1,6
3,2023-02-24T00:30:00Z,2023-01-01,1,8
3,2023-02-24T00:30:00Z,2023-01-02,19,8
3,2023-02-24T00:30:00Z,2023-01-03,8,6
3,2023-02-24T00:30:00Z,2023-01-04,5,9
3,2023-02-24T00:30:00Z,2023-01-05,13,13
3,2023-02-24T00:30:00Z,2023-01-06,14,12
3,2023-02-24T00:30:00Z,2023-01-07,5,2
3,2023-02-24T00:30:00Z,2023-01-08,3,8
3,2023-02-24T00:30:00Z,2023-01-09,11,4
3,2023-02-24T00:30:00Z,2023-01-10,8,5
3,2023-02-24T00:30:00Z,2023-01-11,6,4
3,2023-02-24T00:30:00Z,2023-01-12,5,6
3,2023-02-24T00:30:00Z,2023-01-13,9,7
3,2023-02-24T00:30:00Z,2023-01-14,3,4
3,2023-02-24T00:30:00Z,2023-01-15,2,1
3,2023-02-24T00:30:00Z,2023-01-16,6,5
3,2023-02-24T00:30:00Z,2023-01-17,7,6
3,2023-02-24T00:30:00Z,2023-01-18,4,3
3,2023-02-24T00:30:00Z,2023-01-19,4,2
3,2023-02-24T00:30:00Z,2023-01-20,4,3
3,2023-02-24T00:30:00Z,2023-01-21,2,0
3,2023-02-24T00:30:00Z,2023-01-22,1,1
3,2023-02-24T00:30:00Z,2023-01-23,2,7
3,2023-02-24T00:30:00Z,2023-01-24,10,3
3,2023-02-24T00:30:00Z,2023-01-25,2,2
3,2023-02-24T00:30:00Z,2023-01-26,1,2
3,2023-02-24T00:30:00Z,2023-01-27,1,3
3,2023-02-24T00:30:00Z,2023-01-28,2,2
3,2023-02-24T00:30:00Z,2023-01-29,0,3
3,2023-02-24T00:30:00Z,2023-01-30,10,3
3,2023-02-24T00:30:00Z,2023-01-31,0,4
3,2023-02-24T00:30:00Z,2023-02-01,4,1
3,2023-02-24T00:30:00Z,2023-02-02,1,3
3,2023-02-24T00:30:00Z,2023-02-03,2,4
3,2023-02-24T00:30:00Z,2023-02-04,3,2
3,2023-02-24T00:30:00Z,2023-02-05,0,2
3,2023-02-24T00:30:00Z,2023-02-06,9,6
3,2023-02-24T00:30:00Z,2023-02-07,4,4
3,2023-02-24T00:30:00Z,2023-02-08,5,6
3,2023-02-24T00:30:00Z,2023-02-09,4,4
3,2023-02-24T00:30:00Z,2023-02-10,4,2
3,2023-02-24T00:30:00Z,2023-02-11,3,1
3,2023-02-24T00:30:00Z,2023-02-12,1,0
3,2023-02-24T00:30:00Z,2023-02-13,1,2
3,2023-02-24T00:30:00Z,2023-02-14,3,2
3,2023-02-24T00:30:00Z,2023-02-15,4,9
3,2023-02-24T00:30:00Z,2023-02-16,7,4
3,2023-02-24T00:30:00Z,2023-02-17,1,1
3,2023-02-24T00:30:00Z,2023-02-18,1,2
3,2023-02-24T00:30:00Z,2023-02-19,4,6
3,2023-02-24T00:30:00Z,2023-02-20,13,8
3,2023-02-24T00:30:00Z,2023-02-21,3,8
3,2023-02-24T00:30:00Z,2023-02-22,5,8
3,2023-02-24T00:30:00Z,2023-02-23,12,1
