"Datum","Type","<20","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 - 89",">90"
"2021-09-19","Klinisch",1526,551,903,1308,1497,1862,3045,4740,5775,5858,6012,7541,7843,6780,4418,1918
"2021-09-20","IC",29,63,130,220,268,387,735,1265,1757,2070,2322,2410,1401,378,59,5
"2021-09-20","Klinisch",1528,551,908,1313,1499,1865,3049,4744,5774,5863,6016,7543,7846,6781,4422,1917
"2021-09-21","IC",29,63,131,222,268,389,734,1266,1759,2067,2325,2410,1401,378,59,5
"2021-09-21","Klinisch",1535,551,910,1315,1499,1870,3051,4745,5784,5861,6018,7543,7850,6779,4421,1917
"2021-09-22","IC",29,63,131,221,269,390,735,1266,1762,2069,2326,2412,1402,378,59,5
"2021-09-22","Klinisch",1542,552,910,1316,1500,1871,3053,4748,5782,5862,6023,7544,7855,6783,4424,1919
"2021-09-23","IC",29,63,131,221,270,390,738,1266,1763,2068,2326,2413,1402,378,59,5
"2021-09-23","Klinisch",1536,553,910,1317,1503,1875,3059,4748,5785,5865,6024,7547,7855,6781,4428,1919
"2021-09-24","IC",29,63,131,222,270,392,737,1267,1763,2070,2326,2414,1403,379,59,5
"2021-09-24","Klinisch",1537,553,910,1318,1505,1881,3062,4752,5786,5866,6024,7549,7855,6784,4428,1919
"2021-09-25","IC",29,63,131,222,270,392,738,1268,1764,2070,2326,2414,1404,379,59,5
"2021-09-25","Klinisch",1535,553,910,1318,1505,1882,3063,4754,5786,5868,6022,7551,7854,6790,4428,1920
"2021-09-26","IC",29,63,131,223,270,392,738,1270,1764,2072,2326,2415,1404,379,59,5
"2021-09-26","Klinisch",1539,554,910,1318,1505,1882,3065,4754,5787,5870,6022,7550,7857,6788,4430,1920
"2021-09-27","IC",30,64,132,224,270,393,738,1269,1765,2072,2328,2418,1406,380,59,5
"2021-09-27","Klinisch",1543,555,912,1320,1508,1885,3067,4756,5790,5881,6030,7553,7859,6797,4433,1922
"2021-09-28","IC",30,64,132,223,270,394,737,1270,1766,2073,2331,2418,1406,379,59,5
"2021-09-28","Klinisch",1543,555,912,1321,1510,1886,3066,4764,5794,5883,6038,7556,7858,6797,4434,1922
"2021-09-29","IC",30,64,132,223,272,392,738,1271,1766,2074,2330,2419,1406,379,59,5
"2021-09-29","Klinisch",1546,556,913,1321,1509,1891,3068,4767,5796,5884,6041,7555,7863,6807,4434,1923
"2021-09-30","IC",30,64,133,223,273,395,738,1272,1766,2076,2330,2421,1407,380,59,5
"2021-09-30","Klinisch",1555,556,914,1326,1512,1891,3069,4771,5798,5890,6045,7562,7869,6815,4438,1924
"2021-10-01","IC",30,64,133,223,273,395,738,1269,1767,2077,2330,2422,1409,380,59,5
"2021-10-01","Klinisch",1555,557,914,1329,1517,1895,3071,4775,5798,5890,6045,7561,7870,6819,4437,1927
"2021-10-02","IC",30,64,134,223,272,397,738,1271,1766,2076,2331,2423,1409,380,59,5
"2021-10-02","Klinisch",1558,557,915,1329,1518,1896,3072,4776,5798,5893,6048,7564,7869,6825,4439,1929
"2021-10-03","IC",30,64,134,223,273,396,738,1270,1767,2078,2332,2422,1410,380,59,5
"2021-10-03","Klinisch",1561,557,915,1330,1519,1897,3073,4777,5799,5895,6050,7567,7869,6823,4439,1928
"2021-10-04","IC",30,64,135,223,276,396,739,1271,1770,2079,2332,2423,1410,381,59,5
"2021-10-04","Klinisch",1556,557,917,1334,1519,1903,3077,4786,5804,5893,6054,7571,7878,6825,4443,1930
"2021-10-05","IC",30,64,135,223,276,397,739,1273,1771,2080,2333,2428,1410,381,59,5
"2021-10-05","Klinisch",1564,559,919,1336,1523,1904,3082,4789,5810,5893,6058,7578,7880,6825,4447,1931
"2021-10-06","IC",30,64,135,224,276,398,740,1274,1772,2081,2335,2431,1411,382,59,5
"2021-10-06","Klinisch",1571,560,921,1337,1529,1905,3085,4791,5813,5893,6057,7583,7882,6829,4450,1932
"2021-10-07","IC",30,64,135,224,276,399,740,1274,1773,2083,2336,2432,1413,383,60,5
"2021-10-07","Klinisch",1570,560,925,1337,1531,1907,3089,4795,5821,5897,6062,7587,7889,6834,4453,1935
"2021-10-08","IC",30,64,136,225,276,399,740,1275,1776,2085,2339,2432,1413,383,59,5
"2021-10-08","Klinisch",1576,560,925,1338,1532,1908,3090,4797,5822,5900,6062,7591,7892,6837,4460,1937
"2021-10-09","IC",30,65,135,224,276,399,741,1276,1776,2084,2339,2434,1413,383,59,5
"2021-10-09","Klinisch",1576,560,926,1339,1533,1908,3093,4798,5821,5904,6065,7594,7896,6842,4458,1937
"2021-10-10","IC",30,65,135,224,276,400,741,1276,1777,2084,2341,2435,1413,383,59,5
"2021-10-10","Klinisch",1576,561,926,1340,1533,1908,3093,4798,5822,5908,6064,7594,7900,6845,4459,1940
"2021-10-11","IC",30,64,137,225,279,400,742,1282,1780,2088,2344,2438,1415,384,60,5
"2021-10-11","Klinisch",1583,560,925,1341,1532,1907,3095,4799,5826,5913,6067,7601,7907,6850,4462,1941
"2021-10-12","IC",30,64,137,225,278,401,742,1281,1781,2090,2344,2438,1417,385,60,5
"2021-10-12","Klinisch",1586,561,927,1345,1537,1909,3100,4804,5832,5916,6068,7610,7919,6859,4468,1941
"2021-10-13","IC",30,64,137,226,278,403,742,1281,1783,2089,2345,2438,1417,386,60,5
"2021-10-13","Klinisch",1592,562,926,1349,1539,1910,3101,4807,5837,5919,6075,7611,7924,6864,4473,1946
"2021-10-14","IC",30,64,137,226,278,403,744,1281,1786,2092,2347,2439,1415,388,60,5
"2021-10-14","Klinisch",1599,562,928,1352,1540,1913,3104,4810,5842,5924,6079,7617,7928,6876,4480,1948
"2021-10-15","IC",30,64,137,226,279,403,745,1282,1783,2092,2350,2440,1418,390,60,5
"2021-10-15","Klinisch",1599,563,930,1356,1542,1917,3104,4813,5851,5931,6085,7620,7937,6880,4484,1949
"2021-10-16","IC",30,64,138,226,279,403,745,1281,1784,2093,2349,2440,1420,390,60,5
"2021-10-16","Klinisch",1600,563,933,1357,1542,1919,3107,4813,5849,5934,6090,7627,7936,6880,4488,1950
"2021-10-17","IC",30,64,138,226,281,404,745,1281,1784,2095,2350,2440,1420,390,60,5
"2021-10-17","Klinisch",1602,563,934,1357,1541,1919,3106,4813,5854,5939,6091,7628,7938,6881,4487,1953
"2021-10-18","IC",30,64,138,227,281,407,745,1282,1785,2098,2355,2443,1422,391,60,5
"2021-10-18","Klinisch",1613,564,937,1360,1547,1922,3113,4820,5859,5950,6100,7642,7944,6895,4496,1959
"2021-10-19","IC",30,64,138,227,282,406,745,1285,1789,2099,2359,2450,1423,391,60,5
"2021-10-19","Klinisch",1615,565,939,1363,1548,1923,3118,4823,5862,5956,6107,7655,7952,6909,4511,1960
"2021-10-20","IC",30,64,139,227,283,408,745,1285,1792,2102,2363,2453,1424,391,60,5
"2021-10-20","Klinisch",1617,564,939,1365,1547,1924,3124,4826,5860,5961,6114,7662,7959,6926,4517,1965
"2021-10-21","IC",30,64,139,227,283,408,746,1287,1790,2103,2366,2454,1427,391,60,5
"2021-10-21","Klinisch",1629,563,942,1365,1550,1926,3128,4827,5866,5968,6115,7663,7966,6942,4521,1967
"2021-10-22","IC",30,64,139,227,283,410,747,1290,1795,2108,2366,2454,1432,392,60,5
"2021-10-22","Klinisch",1636,564,942,1366,1553,1926,3131,4832,5876,5972,6125,7674,7977,6946,4533,1975
"2021-10-23","IC",30,64,139,227,283,410,749,1293,1795,2110,2366,2459,1432,393,60,5
"2021-10-23","Klinisch",1641,565,942,1370,1554,1931,3132,4836,5880,5974,6129,7677,7982,6948,4540,1977
"2021-10-24","IC",31,64,140,227,283,410,749,1291,1797,2110,2370,2460,1431,394,60,5
"2021-10-24","Klinisch",1637,567,943,1371,1555,1933,3134,4839,5885,5981,6132,7684,7985,6955,4543,1979
"2021-10-25","IC",31,64,140,228,287,410,750,1290,1798,2114,2375,2465,1436,396,60,5
"2021-10-25","Klinisch",1649,572,948,1376,1558,1940,3138,4846,5896,5993,6144,7705,8009,6977,4561,1988
"2021-10-26","IC",31,64,141,228,285,410,751,1293,1799,2115,2376,2467,1438,395,60,5
"2021-10-26","Klinisch",1645,573,946,1382,1562,1943,3147,4845,5895,6001,6147,7710,8029,6991,4569,1995
"2021-10-27","IC",31,64,141,228,287,412,752,1295,1803,2121,2383,2470,1439,394,60,5
"2021-10-27","Klinisch",1649,575,950,1385,1566,1947,3145,4849,5897,5998,6155,7717,8043,7011,4578,1998
"2021-10-28","IC",31,64,142,228,288,416,754,1293,1807,2125,2389,2473,1444,396,60,5
"2021-10-28","Klinisch",1656,578,952,1391,1569,1949,3146,4854,5907,6014,6168,7724,8059,7040,4591,2008
"2021-10-29","IC",31,65,142,228,289,415,756,1298,1807,2127,2393,2475,1448,397,61,5
"2021-10-29","Klinisch",1658,579,953,1395,1573,1949,3149,4859,5914,6019,6177,7733,8065,7044,4597,2015
"2021-10-30","IC",31,65,142,230,290,415,757,1299,1809,2127,2393,2480,1448,398,61,5
"2021-10-30","Klinisch",1659,581,953,1398,1575,1951,3151,4860,5919,6023,6180,7744,8080,7053,4602,2017
"2021-10-31","IC",31,65,142,231,291,417,757,1301,1809,2127,2393,2483,1447,398,61,5
"2021-10-31","Klinisch",1662,582,955,1399,1576,1959,3151,4860,5925,6031,6190,7751,8097,7068,4613,2022
"2021-11-01","IC",32,64,142,231,292,418,759,1301,1812,2133,2402,2489,1449,399,61,5
"2021-11-01","Klinisch",1673,582,963,1399,1578,1966,3157,4867,5934,6052,6206,7780,8126,7092,4637,2036
"2021-11-02","IC",31,64,144,233,294,418,761,1307,1817,2141,2404,2492,1449,399,61,5
"2021-11-02","Klinisch",1681,587,963,1401,1580,1973,3172,4881,5938,6063,6232,7804,8181,7115,4659,2046
"2021-11-03","IC",32,65,144,233,295,418,761,1310,1821,2149,2409,2499,1451,399,61,5
"2021-11-03","Klinisch",1680,590,966,1414,1584,1980,3176,4890,5942,6073,6236,7823,8206,7141,4680,2055
"2021-11-04","IC",33,66,145,233,296,419,764,1311,1823,2153,2416,2502,1451,400,61,5
"2021-11-04","Klinisch",1688,589,966,1418,1585,1980,3182,4899,5949,6081,6250,7836,8228,7161,4697,2069
"2021-11-05","IC",33,66,145,234,299,421,766,1312,1825,2158,2417,2507,1456,401,61,5
"2021-11-05","Klinisch",1691,594,971,1418,1591,1985,3185,4904,5957,6095,6257,7854,8244,7187,4711,2075
"2021-11-06","IC",33,66,146,235,300,421,768,1313,1827,2161,2424,2508,1459,404,61,5
"2021-11-06","Klinisch",1697,595,973,1421,1598,1989,3192,4901,5966,6113,6269,7873,8262,7217,4730,2081
"2021-11-07","IC",33,66,146,235,300,421,769,1318,1829,2162,2429,2511,1461,404,61,5
"2021-11-07","Klinisch",1697,595,975,1421,1598,1991,3194,4904,5969,6119,6284,7890,8274,7230,4738,2089
"2021-11-08","IC",33,66,147,234,302,423,774,1321,1836,2174,2439,2522,1464,404,61,5
"2021-11-08","Klinisch",1707,597,979,1431,1602,1997,3202,4918,5982,6137,6304,7923,8310,7261,4769,2102
"2021-11-09","IC",35,66,147,234,302,423,778,1322,1836,2175,2440,2526,1467,407,61,5
"2021-11-09","Klinisch",1716,598,988,1437,1611,2001,3205,4923,5992,6153,6327,7953,8344,7295,4797,2108
"2021-11-10","IC",33,66,147,236,305,425,780,1324,1841,2181,2443,2535,1472,407,61,5
"2021-11-10","Klinisch",1710,601,994,1435,1615,2008,3212,4936,5997,6162,6340,7969,8374,7327,4817,2115
"2021-11-11","IC",34,67,148,236,305,425,781,1328,1843,2184,2446,2538,1475,409,61,5
"2021-11-11","Klinisch",1716,599,995,1438,1620,2015,3217,4943,6010,6174,6349,7979,8398,7349,4834,2123
"2021-11-12","IC",33,68,148,235,307,427,785,1329,1845,2191,2450,2545,1485,409,63,5
"2021-11-12","Klinisch",1714,601,999,1444,1633,2014,3228,4949,6017,6186,6371,7992,8429,7372,4868,2128
"2021-11-13","IC",33,69,148,235,307,427,786,1333,1846,2194,2453,2546,1491,409,63,5
"2021-11-13","Klinisch",1716,601,997,1446,1635,2019,3230,4958,6028,6194,6381,8009,8443,7390,4883,2131
"2021-11-14","IC",33,69,148,237,312,429,786,1333,1847,2200,2457,2548,1493,411,63,5
"2021-11-14","Klinisch",1725,600,1000,1451,1636,2026,3233,4969,6039,6203,6389,8018,8459,7408,4890,2143
"2021-11-15","IC",33,69,149,238,312,429,788,1339,1849,2216,2466,2555,1501,412,63,5
"2021-11-15","Klinisch",1741,605,1007,1458,1644,2033,3246,4982,6053,6221,6427,8057,8501,7469,4934,2162
"2021-11-16","IC",33,70,149,244,315,433,788,1342,1856,2221,2469,2555,1502,413,63,5
"2021-11-16","Klinisch",1760,607,1006,1465,1652,2039,3259,4998,6066,6244,6454,8101,8546,7530,4970,2180
"2021-11-17","IC",33,71,149,246,315,435,792,1348,1858,2232,2479,2565,1509,415,64,5
"2021-11-17","Klinisch",1768,608,1010,1474,1654,2038,3266,5006,6071,6261,6474,8123,8585,7566,5001,2190
"2021-11-18","IC",33,72,149,247,316,437,795,1353,1864,2234,2489,2569,1510,415,64,5
"2021-11-18","Klinisch",1786,607,1015,1479,1663,2044,3273,5010,6081,6277,6493,8149,8626,7594,5017,2197
"2021-11-19","IC",34,72,150,248,319,438,794,1357,1869,2243,2501,2578,1514,415,64,5
"2021-11-19","Klinisch",1794,609,1018,1491,1671,2047,3276,5022,6105,6304,6510,8194,8668,7631,5054,2214
"2021-11-20","IC",34,72,150,249,319,440,796,1357,1876,2245,2504,2591,1516,415,65,5
"2021-11-20","Klinisch",1793,613,1023,1498,1679,2059,3286,5036,6118,6321,6546,8214,8692,7669,5079,2230
"2021-11-21","IC",34,72,150,251,320,443,799,1358,1880,2251,2511,2596,1520,416,65,5
"2021-11-21","Klinisch",1795,613,1028,1501,1683,2060,3294,5047,6128,6332,6556,8223,8711,7696,5096,2236
"2021-11-22","IC",34,73,150,251,323,446,803,1363,1887,2261,2522,2603,1523,419,65,5
"2021-11-22","Klinisch",1811,616,1033,1510,1694,2074,3303,5066,6142,6369,6600,8286,8780,7756,5142,2260
"2021-11-23","IC",34,73,151,252,325,445,806,1366,1897,2267,2530,2613,1534,420,66,5
"2021-11-23","Klinisch",1825,618,1038,1524,1696,2079,3319,5074,6165,6392,6629,8310,8822,7803,5175,2270
"2021-11-24","IC",34,73,151,253,325,447,808,1371,1904,2274,2538,2625,1538,421,66,5
"2021-11-24","Klinisch",1831,619,1044,1531,1702,2089,3335,5089,6176,6423,6647,8344,8856,7837,5204,2282
"2021-11-25","IC",35,74,153,254,330,448,808,1374,1908,2286,2551,2633,1544,421,65,5
"2021-11-25","Klinisch",1835,623,1046,1539,1708,2098,3335,5101,6202,6441,6666,8386,8897,7877,5225,2290
"2021-11-26","IC",35,75,154,258,331,449,812,1378,1915,2289,2561,2638,1546,422,65,5
"2021-11-26","Klinisch",1846,623,1052,1540,1719,2099,3342,5125,6216,6465,6693,8409,8935,7924,5257,2299
"2021-11-27","IC",36,75,154,260,333,451,818,1384,1924,2301,2563,2640,1550,423,65,5
"2021-11-27","Klinisch",1854,624,1056,1543,1726,2104,3348,5132,6225,6478,6712,8439,8964,7947,5269,2308
"2021-11-28","IC",36,75,154,261,334,451,819,1386,1926,2306,2573,2648,1555,424,65,5
"2021-11-28","Klinisch",1861,625,1056,1544,1734,2109,3354,5142,6239,6490,6726,8463,8982,7972,5292,2314
"2021-11-29","IC",37,75,154,267,335,452,827,1392,1933,2318,2586,2658,1564,424,65,5
"2021-11-29","Klinisch",1873,626,1061,1553,1746,2118,3374,5153,6258,6521,6759,8513,9048,8024,5340,2334
"2021-11-30","IC",38,76,154,267,337,454,831,1397,1943,2330,2600,2673,1574,425,65,5
"2021-11-30","Klinisch",1894,634,1068,1556,1753,2125,3386,5175,6291,6544,6777,8561,9112,8085,5366,2355
"2021-12-01","IC",37,76,154,269,339,456,833,1403,1952,2338,2605,2677,1579,425,65,5
"2021-12-01","Klinisch",1906,639,1076,1556,1766,2140,3394,5194,6308,6582,6810,8588,9143,8113,5390,2364
"2021-12-02","IC",39,77,154,270,341,459,840,1409,1962,2342,2613,2687,1586,428,66,5
"2021-12-02","Klinisch",1919,640,1082,1568,1777,2154,3412,5206,6325,6603,6853,8626,9193,8157,5437,2377
"2021-12-03","IC",38,77,156,271,343,463,844,1410,1968,2346,2613,2696,1589,429,66,5
"2021-12-03","Klinisch",1921,643,1086,1569,1782,2155,3412,5218,6335,6613,6870,8644,9218,8188,5460,2383
"2021-12-04","IC",38,78,156,272,344,463,847,1414,1976,2350,2616,2704,1590,428,66,5
"2021-12-04","Klinisch",1923,646,1087,1570,1785,2165,3417,5226,6367,6637,6897,8658,9260,8213,5486,2390
"2021-12-05","IC",39,78,156,273,345,464,847,1417,1981,2355,2621,2706,1591,430,66,5
"2021-12-05","Klinisch",1927,647,1090,1572,1788,2168,3425,5232,6375,6647,6913,8677,9284,8227,5501,2395
"2021-12-06","IC",40,79,156,276,348,467,851,1421,1994,2365,2634,2716,1597,430,66,5
"2021-12-06","Klinisch",1931,657,1099,1587,1794,2173,3439,5255,6391,6665,6936,8718,9333,8270,5530,2416
"2021-12-07","IC",39,79,156,277,350,467,856,1430,1998,2377,2646,2721,1602,431,66,5
"2021-12-07","Klinisch",1946,657,1108,1595,1802,2181,3440,5262,6405,6688,6958,8763,9371,8314,5570,2437
"2021-12-08","IC",39,80,157,277,354,467,863,1436,2003,2381,2648,2730,1612,431,66,5
"2021-12-08","Klinisch",1954,657,1111,1604,1812,2196,3454,5275,6415,6702,6986,8784,9415,8337,5585,2448
"2021-12-09","IC",39,80,160,278,356,469,867,1442,2010,2388,2657,2738,1614,430,66,5
"2021-12-09","Klinisch",1962,663,1112,1612,1814,2201,3468,5291,6429,6716,7005,8811,9449,8371,5598,2459
"2021-12-10","IC",39,80,162,278,357,469,871,1451,2015,2394,2667,2745,1622,430,66,5
"2021-12-10","Klinisch",1972,663,1117,1625,1820,2210,3471,5311,6450,6739,7038,8832,9479,8388,5626,2473
"2021-12-11","IC",40,80,161,279,359,470,875,1454,2018,2398,2674,2749,1626,430,66,5
"2021-12-11","Klinisch",1981,665,1123,1635,1833,2214,3475,5325,6459,6767,7052,8857,9515,8426,5646,2476
"2021-12-12","IC",40,79,161,280,357,469,878,1456,2021,2401,2671,2753,1630,431,67,5
"2021-12-12","Klinisch",1981,666,1124,1636,1837,2219,3479,5331,6471,6782,7060,8873,9522,8436,5648,2478
"2021-12-13","IC",40,81,164,285,359,473,883,1462,2028,2407,2686,2761,1635,432,67,6
"2021-12-13","Klinisch",1986,670,1127,1644,1845,2228,3490,5347,6485,6808,7084,8906,9566,8472,5671,2490
"2021-12-14","IC",39,81,165,287,361,475,884,1467,2033,2416,2693,2764,1642,433,68,6
"2021-12-14","Klinisch",1997,674,1137,1651,1853,2237,3499,5365,6503,6832,7104,8946,9589,8505,5702,2502
"2021-12-15","IC",39,81,165,289,362,478,886,1468,2036,2421,2697,2767,1643,434,68,6
"2021-12-15","Klinisch",2006,675,1139,1656,1854,2238,3506,5387,6514,6860,7132,8989,9630,8539,5717,2512
"2021-12-16","IC",39,81,165,290,363,478,884,1470,2041,2430,2702,2773,1647,436,69,6
"2021-12-16","Klinisch",2010,679,1142,1666,1856,2249,3520,5395,6529,6873,7155,9019,9647,8572,5735,2520
"2021-12-17","IC",39,81,165,294,363,483,885,1472,2047,2439,2709,2779,1650,436,68,6
"2021-12-17","Klinisch",2019,681,1144,1665,1860,2250,3524,5403,6541,6892,7176,9039,9675,8591,5745,2525
"2021-12-18","IC",39,81,165,295,365,483,887,1474,2051,2445,2711,2784,1654,438,69,6
"2021-12-18","Klinisch",2027,681,1142,1667,1865,2251,3525,5407,6548,6906,7183,9053,9697,8606,5752,2528
"2021-12-19","IC",41,82,165,294,368,485,892,1477,2054,2448,2717,2786,1654,438,69,6
"2021-12-19","Klinisch",2034,681,1143,1669,1867,2253,3529,5409,6555,6917,7201,9079,9705,8619,5754,2531
"2021-12-20","IC",41,83,166,294,368,485,896,1478,2061,2458,2725,2795,1658,438,70,6
"2021-12-20","Klinisch",2038,681,1146,1677,1870,2258,3539,5421,6565,6926,7227,9108,9738,8651,5772,2542
"2021-12-21","IC",41,82,166,295,367,485,896,1486,2064,2460,2734,2796,1665,439,69,6
"2021-12-21","Klinisch",2047,681,1154,1683,1881,2260,3546,5426,6590,6943,7262,9138,9769,8692,5790,2547
"2021-12-22","IC",41,82,166,297,370,485,899,1489,2064,2468,2736,2801,1667,438,70,6
"2021-12-22","Klinisch",2052,682,1154,1685,1885,2268,3549,5435,6609,6961,7276,9156,9794,8708,5802,2551
"2021-12-23","IC",41,83,166,296,370,485,900,1489,2073,2472,2738,2807,1668,439,70,7
"2021-12-23","Klinisch",2056,683,1159,1687,1895,2274,3558,5440,6612,6972,7293,9175,9818,8726,5819,2556
"2021-12-24","IC",41,82,166,297,374,486,901,1494,2074,2477,2739,2812,1668,439,70,6
"2021-12-24","Klinisch",2064,684,1160,1688,1899,2274,3563,5452,6623,6985,7309,9193,9831,8743,5831,2560
"2021-12-25","IC",42,82,166,296,374,488,903,1494,2077,2479,2739,2813,1671,441,70,6
"2021-12-25","Klinisch",2066,685,1163,1689,1905,2276,3565,5466,6626,6993,7319,9212,9846,8748,5831,2562
"2021-12-26","IC",42,83,166,299,374,490,907,1495,2079,2484,2741,2818,1674,441,70,6
"2021-12-26","Klinisch",2063,686,1163,1693,1905,2276,3568,5467,6632,6994,7322,9214,9848,8753,5836,2562
"2021-12-27","IC",42,84,166,299,376,492,908,1498,2083,2486,2751,2825,1681,441,70,6
"2021-12-27","Klinisch",2063,685,1168,1705,1909,2280,3571,5482,6647,7015,7346,9240,9870,8776,5853,2569
"2021-12-28","IC",42,84,166,299,376,492,908,1501,2088,2494,2758,2831,1685,442,70,6
"2021-12-28","Klinisch",2084,688,1170,1706,1915,2284,3576,5494,6663,7034,7366,9270,9903,8789,5864,2581
"2021-12-29","IC",42,84,166,301,377,494,908,1502,2093,2500,2763,2833,1685,445,70,7
"2021-12-29","Klinisch",2085,693,1175,1709,1916,2289,3580,5503,6674,7042,7389,9280,9916,8809,5874,2587
"2021-12-30","IC",42,84,166,301,376,495,910,1508,2096,2504,2769,2836,1687,445,70,7
"2021-12-30","Klinisch",2100,693,1179,1719,1925,2294,3586,5509,6690,7059,7405,9300,9951,8824,5879,2591
"2021-12-31","IC",42,84,167,302,378,495,911,1509,2098,2513,2769,2835,1691,446,71,7
"2021-12-31","Klinisch",2103,696,1181,1721,1928,2301,3595,5514,6694,7072,7409,9309,9960,8843,5888,2591
"2022-01-01","IC",42,84,168,302,379,496,911,1511,2096,2511,2766,2838,1692,446,71,7
"2022-01-01","Klinisch",2109,696,1181,1722,1934,2303,3595,5522,6701,7073,7423,9325,9970,8845,5897,2591
"2022-01-02","IC",43,84,168,302,379,497,911,1512,2101,2512,2769,2838,1693,446,71,7
"2022-01-02","Klinisch",2110,697,1180,1726,1937,2302,3596,5525,6701,7079,7417,9334,9976,8850,5900,2593
"2022-01-03","IC",43,84,169,304,380,497,913,1517,2108,2514,2773,2853,1696,447,71,7
"2022-01-03","Klinisch",2106,700,1187,1735,1937,2313,3602,5536,6716,7095,7439,9356,10011,8866,5909,2601
"2022-01-04","IC",43,84,170,304,381,497,915,1519,2109,2517,2780,2854,1701,447,71,7
"2022-01-04","Klinisch",2112,701,1194,1737,1942,2319,3606,5543,6722,7107,7447,9374,10024,8880,5914,2606
"2022-01-05","IC",43,84,171,305,381,501,915,1520,2109,2516,2782,2855,1701,449,71,7
"2022-01-05","Klinisch",2113,704,1200,1745,1947,2326,3614,5556,6733,7121,7461,9388,10049,8894,5924,2616
"2022-01-06","IC",43,84,172,306,382,503,917,1522,2110,2522,2788,2860,1703,451,72,7
"2022-01-06","Klinisch",2119,708,1203,1747,1950,2327,3617,5561,6737,7130,7467,9397,10061,8906,5928,2619
"2022-01-07","IC",43,84,173,306,382,504,918,1522,2114,2525,2792,2863,1705,450,72,7
"2022-01-07","Klinisch",2132,710,1210,1754,1957,2330,3621,5568,6756,7150,7471,9410,10068,8915,5938,2624
"2022-01-08","IC",43,84,173,305,382,503,918,1525,2114,2527,2793,2866,1706,450,72,7
"2022-01-08","Klinisch",2137,714,1211,1757,1961,2332,3625,5572,6763,7154,7479,9421,10082,8923,5944,2626
"2022-01-09","IC",43,84,173,306,383,503,918,1527,2117,2531,2795,2866,1708,451,72,7
"2022-01-09","Klinisch",2141,712,1214,1758,1961,2335,3629,5573,6764,7163,7485,9428,10085,8928,5946,2630
"2022-01-10","IC",43,84,173,306,386,505,922,1535,2118,2536,2801,2868,1710,451,72,7
"2022-01-10","Klinisch",2161,719,1221,1766,1973,2338,3629,5594,6785,7182,7505,9436,10113,8950,5965,2638
"2022-01-11","IC",43,84,175,306,386,505,922,1540,2121,2541,2806,2871,1712,451,72,7
"2022-01-11","Klinisch",2172,720,1226,1771,1974,2340,3635,5594,6797,7191,7512,9439,10136,8957,5976,2642
"2022-01-12","IC",43,84,175,306,387,507,924,1541,2123,2543,2812,2872,1713,452,73,7
"2022-01-12","Klinisch",2179,727,1227,1779,1979,2344,3645,5601,6800,7199,7515,9450,10140,8965,5978,2644
"2022-01-13","IC",43,84,175,306,388,507,925,1539,2126,2543,2812,2872,1713,452,73,7
"2022-01-13","Klinisch",2180,730,1239,1784,1983,2350,3645,5605,6809,7207,7519,9467,10148,8983,5990,2651
"2022-01-14","IC",43,84,175,305,389,507,927,1540,2129,2545,2813,2873,1714,452,74,7
"2022-01-14","Klinisch",2188,732,1242,1787,1985,2353,3647,5612,6816,7213,7527,9474,10160,8985,5991,2652
"2022-01-15","IC",43,84,175,305,390,507,926,1540,2131,2547,2816,2872,1714,454,74,7
"2022-01-15","Klinisch",2194,733,1242,1790,1987,2360,3651,5612,6825,7218,7544,9472,10162,8993,5995,2652
"2022-01-16","IC",43,84,175,305,390,507,927,1540,2135,2549,2821,2875,1714,453,74,7
"2022-01-16","Klinisch",2201,736,1244,1790,1991,2361,3653,5616,6827,7220,7548,9477,10168,8995,6003,2653
"2022-01-17","IC",44,83,175,305,391,507,928,1542,2135,2551,2823,2877,1715,454,73,7
"2022-01-17","Klinisch",2212,741,1252,1797,1999,2368,3660,5626,6836,7238,7553,9484,10183,9014,6010,2656
"2022-01-18","IC",44,83,175,305,392,507,931,1543,2135,2553,2825,2878,1717,454,73,7
"2022-01-18","Klinisch",2228,748,1260,1804,2004,2371,3666,5630,6843,7247,7559,9495,10199,9020,6018,2664
"2022-01-19","IC",44,83,175,305,392,507,932,1545,2136,2553,2826,2881,1716,454,73,7
"2022-01-19","Klinisch",2243,748,1266,1809,2008,2379,3670,5636,6850,7256,7561,9502,10203,9024,6021,2664
"2022-01-20","IC",44,84,175,306,393,509,931,1551,2137,2557,2829,2885,1716,454,73,7
"2022-01-20","Klinisch",2253,751,1282,1820,2013,2384,3672,5637,6861,7258,7574,9515,10220,9043,6022,2667
"2022-01-21","IC",44,84,175,306,394,510,931,1549,2138,2560,2829,2885,1718,455,73,7
"2022-01-21","Klinisch",2271,758,1286,1826,2021,2394,3675,5651,6873,7262,7582,9524,10233,9053,6035,2670
"2022-01-22","IC",44,84,175,306,394,510,930,1548,2143,2560,2831,2885,1718,455,73,7
"2022-01-22","Klinisch",2288,762,1293,1831,2024,2399,3679,5658,6883,7273,7589,9532,10240,9063,6045,2675
"2022-01-23","IC",44,84,175,306,394,510,931,1549,2142,2561,2832,2886,1721,455,73,7
"2022-01-23","Klinisch",2304,764,1296,1837,2031,2399,3682,5659,6893,7280,7592,9537,10250,9064,6049,2674
